Price,Adj Close,Close,High,Low,Open,Volume
2024-01-04,1278.7420654296875,1302.4000244140625,1310.0,1295.050048828125,1300.0,505674
2024-01-05,1319.0462646484375,1343.449951171875,1346.699951171875,1310.0,1310.0,345757
2024-01-08,1347.0286865234375,1371.949951171875,1393.199951171875,1348.0,1348.0,476045
2024-01-09,1349.532470703125,1374.5,1388.0,1350.050048828125,1378.0,339247
2024-01-10,1350.9559326171875,1375.949951171875,1389.0,1368.0,1378.0,299418
2024-01-11,1347.96142578125,1372.9000244140625,1395.0,1366.0,1383.199951171875,181444
2024-01-12,1374.3236083984375,1399.75,1404.0,1351.5,1351.5,196760
2024-01-15,1380.9019775390625,1406.449951171875,1421.1500244140625,1378.199951171875,1412.4000244140625,176750
2024-01-16,1373.390869140625,1398.800048828125,1433.0999755859375,1391.0999755859375,1405.0,190793
2024-01-17,1370.9364013671875,1396.300048828125,1412.75,1380.75,1395.050048828125,254717
2024-01-18,1368.039794921875,1393.3499755859375,1410.949951171875,1348.1500244140625,1391.75,238862
2024-01-19,1364.3580322265625,1389.5999755859375,1417.0,1372.050048828125,1398.75,263766
2024-01-23,1311.8790283203125,1336.1500244140625,1403.9000244140625,1326.5,1378.0,182042
2024-01-24,1307.95166015625,1332.1500244140625,1343.9000244140625,1305.0,1334.0999755859375,183461
2024-01-25,1315.0699462890625,1339.4000244140625,1353.8499755859375,1329.0,1329.199951171875,49018
2024-01-29,1324.25,1348.75,1355.0,1328.449951171875,1339.3499755859375,82041
2024-01-30,1326.213623046875,1350.75,1399.0,1332.6500244140625,1346.0,128068
2024-01-31,1358.8597412109375,1384.0,1406.0,1348.75,1350.0,714000
2024-02-01,1352.5760498046875,1377.5999755859375,1412.5999755859375,1370.0,1390.800048828125,529459
2024-02-02,1320.371826171875,1344.800048828125,1390.4000244140625,1342.5,1384.800048828125,130954
2024-02-05,1281.93310546875,1305.6500244140625,1344.0,1295.0,1344.0,159914
2024-02-06,1275.20751953125,1298.800048828125,1334.949951171875,1295.050048828125,1310.0,454826
2024-02-07,1276.5328369140625,1300.1500244140625,1324.800048828125,1290.0,1310.0,327368
2024-02-08,1256.4052734375,1279.6500244140625,1309.699951171875,1272.6500244140625,1300.0,133920
2024-02-09,1225.3302001953125,1248.0,1280.0,1221.300048828125,1280.0,157116
2024-02-12,1173.5875244140625,1195.300048828125,1254.5999755859375,1190.199951171875,1249.0999755859375,131606
2024-02-13,1196.5623779296875,1218.699951171875,1264.5999755859375,1186.4000244140625,1195.300048828125,1040255
2024-02-14,1215.02099609375,1237.5,1242.0,1213.449951171875,1218.699951171875,433614
2024-02-15,1238.4376220703125,1261.3499755859375,1267.0,1231.25,1240.0,125779
2024-02-16,1236.6212158203125,1259.5,1281.4000244140625,1251.449951171875,1270.0,190896
2024-02-19,1246.88134765625,1269.949951171875,1289.8499755859375,1262.0999755859375,1270.0,75518
2024-02-20,1223.8575439453125,1246.5,1270.0,1242.0999755859375,1269.949951171875,62727
2024-02-21,1225.0355224609375,1247.699951171875,1259.949951171875,1241.550048828125,1259.0,76773
2024-02-22,1222.630126953125,1245.25,1256.449951171875,1231.0,1250.5,95718
2024-02-23,1229.5521240234375,1252.300048828125,1260.0,1241.300048828125,1245.0,221824
2024-02-26,1235.7867431640625,1258.6500244140625,1262.0,1235.0,1258.949951171875,99854
2024-02-27,1249.3360595703125,1272.449951171875,1275.0,1256.0,1264.949951171875,95529
2024-02-28,1246.68505859375,1269.75,1287.5999755859375,1262.199951171875,1272.449951171875,315393
2024-02-29,1253.1651611328125,1276.3499755859375,1288.0,1235.199951171875,1269.75,350761
2024-03-01,1249.728759765625,1272.8499755859375,1292.550048828125,1266.25,1292.0,254308
2024-03-04,1261.5107421875,1284.8499755859375,1296.0,1272.25,1290.0,302514
2024-03-05,1253.361572265625,1276.550048828125,1293.3499755859375,1268.0,1285.050048828125,117122
2024-03-06,1255.8162841796875,1279.050048828125,1288.75,1264.9000244140625,1282.300048828125,207991
2024-03-07,1212.271728515625,1234.699951171875,1282.25,1223.0,1273.800048828125,114881
2024-03-11,1207.4117431640625,1229.75,1254.199951171875,1214.4000244140625,1234.25,290004
2024-03-12,1205.1534423828125,1227.449951171875,1239.75,1211.0,1239.75,199133
2024-03-13,1180.362060546875,1202.199951171875,1241.9000244140625,1186.550048828125,1239.4000244140625,216866
2024-03-14,1167.352783203125,1188.949951171875,1221.0999755859375,1181.050048828125,1200.050048828125,145574
2024-03-15,1155.865478515625,1177.25,1202.699951171875,1151.300048828125,1189.0,183547
2024-03-18,1177.072998046875,1198.8499755859375,1206.0,1178.0,1183.050048828125,526559
2024-03-19,1168.0401611328125,1189.6500244140625,1222.0,1183.0,1199.050048828125,193764
2024-03-20,1168.8746337890625,1190.5,1204.5,1188.0,1188.050048828125,165416
2024-03-21,1172.7528076171875,1194.449951171875,1204.699951171875,1181.0,1196.0,73343
2024-03-22,1167.2056884765625,1188.800048828125,1200.0,1184.5,1194.449951171875,63322
2024-03-26,1124.83935546875,1145.6500244140625,1197.0,1138.0,1197.0,191064
2024-03-27,1126.0667724609375,1146.9000244140625,1152.0,1110.3499755859375,1145.6500244140625,435716
2024-03-28,1133.872314453125,1154.8499755859375,1172.6500244140625,1139.550048828125,1146.9000244140625,270312
2024-04-01,1203.827880859375,1226.0999755859375,1229.800048828125,1172.5,1180.0,560703
2024-04-02,1247.176025390625,1270.25,1290.0,1227.75,1228.9000244140625,267227
2024-04-03,1249.434326171875,1272.550048828125,1290.0,1261.199951171875,1261.199951171875,140029
2024-04-04,1217.5736083984375,1240.0999755859375,1281.0,1229.699951171875,1275.0,354861
2024-04-05,1232.1048583984375,1254.9000244140625,1259.4000244140625,1235.949951171875,1242.0999755859375,278953
2024-04-08,1230.5830078125,1253.3499755859375,1278.949951171875,1247.9000244140625,1264.0,98985
2024-04-09,1233.7249755859375,1256.550048828125,1269.949951171875,1241.699951171875,1250.0,300272
2024-04-10,1212.026123046875,1234.449951171875,1259.449951171875,1214.0999755859375,1245.0,679810
2024-04-12,1202.9443359375,1225.199951171875,1250.0,1219.0,1241.75,292897
2024-04-15,1190.180419921875,1212.199951171875,1228.3499755859375,1195.199951171875,1200.0,65232
2024-04-16,1204.46630859375,1226.75,1251.0,1205.550048828125,1208.0,328638
2024-04-18,1204.613525390625,1226.9000244140625,1255.949951171875,1215.0,1232.800048828125,610946
2024-04-19,1172.4093017578125,1194.0999755859375,1218.050048828125,1190.0,1218.050048828125,138348
2024-04-22,1166.0272216796875,1187.5999755859375,1206.3499755859375,1185.1500244140625,1200.0999755859375,173690
2024-04-23,1179.625732421875,1201.449951171875,1213.0,1189.1500244140625,1192.8499755859375,495144
2024-04-24,1198.32958984375,1220.5,1232.0,1210.550048828125,1215.0,211714
2024-04-25,1190.818603515625,1212.8499755859375,1224.0,1209.800048828125,1222.0,74263
2024-04-26,1183.6021728515625,1205.5,1239.3499755859375,1195.6500244140625,1220.0,452608
2024-04-29,1185.5167236328125,1207.449951171875,1226.3499755859375,1202.050048828125,1208.0,125770
2024-04-30,1182.5711669921875,1204.449951171875,1218.0,1199.0999755859375,1205.0,74137
2024-05-02,1174.3238525390625,1196.050048828125,1211.449951171875,1185.0,1210.0,135291
2024-05-03,1162.787353515625,1184.300048828125,1202.050048828125,1173.5,1198.0,237129
2024-05-06,1149.92529296875,1171.199951171875,1191.550048828125,1156.0,1189.0,120241
2024-05-07,1165.978271484375,1187.550048828125,1210.050048828125,1160.0999755859375,1175.0,539417
2024-05-08,1134.8050537109375,1155.800048828125,1190.5,1132.4000244140625,1183.0,1639210
2024-05-09,1160.332763671875,1181.800048828125,1200.4000244140625,1156.5,1164.75,899874
2024-05-10,1159.0562744140625,1180.5,1194.0,1160.0999755859375,1194.0,642169
2024-05-13,1139.125,1160.199951171875,1190.0,1145.3499755859375,1182.4000244140625,317021
2024-05-14,1169.1693115234375,1190.800048828125,1194.0,1157.0,1160.199951171875,87877
2024-05-15,1183.356689453125,1205.25,1218.9000244140625,1185.0,1194.0,665718
2024-05-16,1217.622802734375,1240.1500244140625,1262.0999755859375,1207.0,1211.0,860071
2024-05-17,1249.0416259765625,1272.1500244140625,1277.0,1240.0,1242.6500244140625,498269
2024-05-21,1273.2928466796875,1296.8499755859375,1323.0,1252.3499755859375,1284.25,543887
2024-05-22,1281.6385498046875,1305.3499755859375,1319.4000244140625,1276.0,1294.0,273129
2024-05-23,1247.9615478515625,1271.050048828125,1305.25,1265.8499755859375,1305.0,82544
2024-05-24,1250.9071044921875,1274.050048828125,1284.949951171875,1260.0999755859375,1270.550048828125,62223
2024-05-27,1277.907470703125,1301.550048828125,1316.699951171875,1286.699951171875,1290.1500244140625,312868
2024-05-28,1260.87255859375,1284.199951171875,1314.300048828125,1278.0999755859375,1304.8499755859375,299686
2024-05-29,1246.537841796875,1269.5999755859375,1283.75,1255.0,1258.0,171117
2024-05-30,1224.446533203125,1247.0999755859375,1272.3499755859375,1215.5,1270.050048828125,1030330
2024-05-31,1183.4058837890625,1205.300048828125,1253.699951171875,1190.9000244140625,1253.699951171875,148200
2024-06-03,1193.5677490234375,1215.6500244140625,1264.449951171875,1200.0999755859375,1255.0,125848
2024-06-04,1128.32470703125,1149.199951171875,1231.25,1125.050048828125,1216.050048828125,173253
2024-06-05,1160.47998046875,1181.949951171875,1191.699951171875,1122.8499755859375,1191.4000244140625,159746
2024-06-06,1187.9222412109375,1209.9000244140625,1217.949951171875,1189.949951171875,1189.949951171875,83301
2024-06-07,1218.8990478515625,1241.449951171875,1276.949951171875,1219.0,1224.4000244140625,267580
2024-06-10,1216.0518798828125,1238.550048828125,1262.0,1224.4000244140625,1259.9000244140625,550394
2024-06-11,1271.918212890625,1295.449951171875,1305.0,1234.5,1254.050048828125,387756
2024-06-12,1293.4696044921875,1317.4000244140625,1340.0,1295.449951171875,1295.449951171875,437031
2024-06-13,1270.5926513671875,1294.0999755859375,1329.4000244140625,1292.0,1320.0,102760
2024-06-14,1261.0689697265625,1284.4000244140625,1303.449951171875,1275.0,1300.5999755859375,234629
2024-06-18,1337.7503662109375,1362.5,1378.0,1263.1500244140625,1284.4000244140625,1526616
2024-06-19,1312.1243896484375,1336.4000244140625,1382.5,1325.0,1379.0,366140
2024-06-20,1321.8936767578125,1346.3499755859375,1375.0,1329.199951171875,1345.0,303113
2024-06-21,1326.9501953125,1351.5,1371.5,1341.25,1348.25,248279
2024-06-24,1374.3236083984375,1399.75,1412.0,1361.699951171875,1361.699951171875,856104
2024-06-25,1411.3387451171875,1437.449951171875,1445.0,1400.0999755859375,1413.9000244140625,532093
2024-06-26,1392.34033203125,1418.0999755859375,1443.199951171875,1390.0999755859375,1437.6500244140625,277228
2024-06-27,1399.213134765625,1425.0999755859375,1474.25,1414.449951171875,1418.0,605984
2024-06-28,1382.5711669921875,1408.1500244140625,1438.0,1403.5999755859375,1425.949951171875,161928
2024-07-01,1469.07080078125,1496.25,1512.0999755859375,1409.5,1409.6500244140625,615384
2024-07-02,1452.674072265625,1479.550048828125,1512.25,1466.050048828125,1511.0,203838
2024-07-03,1457.3377685546875,1484.300048828125,1495.0,1459.449951171875,1491.949951171875,147609
2024-07-04,1486.498291015625,1514.0,1520.0,1466.300048828125,1495.0,323031
2024-07-05,1449.4339599609375,1476.25,1514.0,1468.0,1510.0,230492
2024-07-08,1413.4007568359375,1439.550048828125,1482.9000244140625,1423.0,1476.25,138040
2024-07-09,1415.9534912109375,1442.1500244140625,1495.75,1432.5,1440.0,490222
2024-07-10,1402.5023193359375,1428.449951171875,1455.0,1410.1500244140625,1447.800048828125,110422
2024-07-11,1381.098388671875,1406.6500244140625,1435.949951171875,1391.0,1422.0,156266
2024-07-12,1364.5543212890625,1389.800048828125,1415.199951171875,1384.5,1406.6500244140625,145806
2024-07-15,1344.8194580078125,1369.699951171875,1393.800048828125,1350.0,1393.800048828125,483958
2024-07-16,1354.736083984375,1379.800048828125,1390.0,1369.25,1373.550048828125,155823
2024-07-18,1340.4012451171875,1365.199951171875,1408.0,1356.4000244140625,1380.0,548954
2024-07-19,1348.8450927734375,1373.800048828125,1385.0,1340.449951171875,1355.0,153748
2024-07-22,1364.161865234375,1389.4000244140625,1394.9000244140625,1341.050048828125,1379.0,383175
2024-07-23,1416.1007080078125,1442.300048828125,1480.0,1359.0,1395.0,379116
2024-07-24,1442.119384765625,1468.800048828125,1479.0,1410.0,1457.5,398016
2024-07-25,1417.4752197265625,1443.699951171875,1460.0,1423.1500244140625,1442.0,158320
2024-07-26,1412.0750732421875,1438.199951171875,1464.4000244140625,1427.0,1443.699951171875,145764
2024-07-29,1431.5648193359375,1458.050048828125,1500.0,1450.0,1500.0,167807
2024-07-30,1487.0872802734375,1514.5999755859375,1545.0,1446.199951171875,1458.050048828125,521878
2024-07-31,1454.88330078125,1481.800048828125,1516.5,1474.050048828125,1514.5999755859375,185421
2024-08-01,1441.7265625,1468.4000244140625,1499.1500244140625,1460.0,1483.25,81996
2024-08-02,1434.0682373046875,1460.5999755859375,1474.300048828125,1451.1500244140625,1468.0,62788
2024-08-05,1370.4945068359375,1395.8499755859375,1431.4000244140625,1376.1500244140625,1430.0,119189
2024-08-06,1364.6036376953125,1389.8499755859375,1425.800048828125,1380.0999755859375,1395.8499755859375,58539
2024-08-07,1432.7921142578125,1459.300048828125,1477.0,1385.0999755859375,1399.0,87179
2024-08-08,1444.377685546875,1471.0999755859375,1485.949951171875,1444.0,1457.0,94199
2024-08-09,1421.4517822265625,1447.75,1476.4000244140625,1435.0,1471.0999755859375,36946
2024-08-12,1388.8057861328125,1414.5,1462.300048828125,1405.300048828125,1435.0,120002
2024-08-13,1385.1729736328125,1410.800048828125,1419.9000244140625,1372.4000244140625,1410.0,132352
2024-08-14,1357.09228515625,1382.199951171875,1412.6500244140625,1373.6500244140625,1410.8499755859375,128086
2024-08-16,1355.2269287109375,1380.300048828125,1392.550048828125,1375.050048828125,1389.1500244140625,105582
2024-08-19,1349.43408203125,1374.4000244140625,1393.5,1365.1500244140625,1382.699951171875,85436
2024-08-20,1340.9412841796875,1365.75,1384.0,1350.0,1375.0999755859375,132312
2024-08-21,1343.739501953125,1368.5999755859375,1382.75,1358.0,1372.1500244140625,192114
2024-08-22,1324.7901611328125,1349.300048828125,1389.75,1347.300048828125,1389.75,142093
2024-08-23,1318.751708984375,1343.1500244140625,1362.050048828125,1339.5,1362.050048828125,65427
2024-08-26,1323.513671875,1348.0,1355.0,1328.0,1331.050048828125,112073
2024-08-27,1330.14111328125,1354.75,1364.9000244140625,1345.0,1348.0,51802
2024-08-28,1317.8681640625,1342.25,1365.0,1338.0,1365.0,69115
2024-08-29,1330.2884521484375,1354.9000244140625,1360.0,1341.699951171875,1346.199951171875,124149
2024-08-30,1332.21142578125,1350.8499755859375,1370.0,1325.0,1354.9000244140625,281450
2024-09-02,1339.5587158203125,1358.300048828125,1365.0,1347.6500244140625,1350.9000244140625,74463
2024-09-03,1367.0736083984375,1386.199951171875,1391.949951171875,1358.050048828125,1358.4000244140625,112178
2024-09-04,1433.3465576171875,1453.4000244140625,1469.9000244140625,1387.050048828125,1389.0,1154263
2024-09-05,1445.230224609375,1465.449951171875,1468.0,1435.5999755859375,1453.4000244140625,344834
2024-09-06,1418.652099609375,1438.5,1492.3499755859375,1425.449951171875,1469.5,262365
2024-09-09,1395.427001953125,1414.949951171875,1449.9000244140625,1410.0,1425.4000244140625,295617
2024-09-10,1409.0364990234375,1428.75,1441.0,1421.050048828125,1422.050048828125,83859
2024-09-11,1411.502197265625,1431.25,1454.949951171875,1426.5,1430.0,77232
2024-09-12,1425.1610107421875,1445.0999755859375,1451.1500244140625,1424.550048828125,1432.0,164889
2024-09-13,1430.8316650390625,1450.8499755859375,1460.8499755859375,1434.75,1459.0,91679
2024-09-16,1450.9996337890625,1471.300048828125,1478.0,1442.5,1452.0999755859375,171975
2024-09-17,1458.79052734375,1479.199951171875,1487.0999755859375,1462.050048828125,1479.0,334853
2024-09-18,1455.5361328125,1475.9000244140625,1504.0999755859375,1447.5,1489.75,223313
2024-09-19,1470.4276123046875,1491.0,1494.9000244140625,1470.0,1486.0,190407
2024-09-20,1482.5579833984375,1503.300048828125,1508.949951171875,1468.050048828125,1499.0,162643
2024-09-23,1489.85595703125,1510.699951171875,1544.0,1488.0,1511.199951171875,521760
2024-09-24,1526.690673828125,1548.050048828125,1578.699951171875,1503.699951171875,1519.8499755859375,556110
2024-09-25,1499.471435546875,1520.449951171875,1555.0,1509.949951171875,1551.8499755859375,202022
2024-09-26,1475.2108154296875,1495.8499755859375,1520.0,1483.5,1520.0,90046
2024-09-27,1455.09228515625,1475.449951171875,1532.9000244140625,1450.0,1495.8499755859375,614671
2024-09-30,1445.674072265625,1465.9000244140625,1480.5999755859375,1449.949951171875,1470.0,209517
2024-10-01,1460.960205078125,1481.4000244140625,1486.199951171875,1460.0999755859375,1471.0,72610
2024-10-03,1453.958251953125,1474.300048828125,1501.6500244140625,1465.0,1466.050048828125,286210
2024-10-04,1435.3681640625,1455.449951171875,1466.949951171875,1420.0,1460.050048828125,113139
2024-10-07,1401.54150390625,1421.1500244140625,1469.5999755859375,1394.0999755859375,1466.0,87494
2024-10-08,1387.833251953125,1407.25,1416.0999755859375,1398.0,1408.550048828125,89203
2024-10-09,1380.732666015625,1400.050048828125,1421.1500244140625,1398.0,1419.4000244140625,186346
2024-10-10,1370.7718505859375,1389.949951171875,1416.9000244140625,1385.0999755859375,1408.199951171875,761132
2024-10-11,1388.572998046875,1408.0,1414.800048828125,1382.199951171875,1385.0,67910
2024-10-14,1385.4171142578125,1404.800048828125,1410.0,1395.0,1406.0,33431
2024-10-15,1386.7977294921875,1406.199951171875,1411.5999755859375,1384.6500244140625,1405.0,155277
2024-10-16,1369.8843994140625,1389.050048828125,1412.0999755859375,1365.9000244140625,1404.75,173767
2024-10-17,1371.2650146484375,1390.449951171875,1397.25,1375.0,1394.300048828125,65736
2024-10-18,1376.9849853515625,1396.25,1400.8499755859375,1361.5,1390.449951171875,71819
2024-10-21,1335.9097900390625,1354.5999755859375,1391.0,1351.1500244140625,1390.5999755859375,59623
2024-10-22,1268.9959716796875,1286.75,1374.75,1271.300048828125,1354.5999755859375,354785
2024-10-23,1244.39013671875,1261.800048828125,1291.0999755859375,1250.0,1286.75,119591
2024-10-24,1197.8907470703125,1214.6500244140625,1268.4000244140625,1204.0,1268.4000244140625,245426
2024-10-25,1213.9658203125,1230.949951171875,1245.0,1195.0,1215.300048828125,384475
2024-10-28,1230.780517578125,1248.0,1255.5,1215.199951171875,1222.5,111488
2024-10-29,1192.4666748046875,1209.1500244140625,1263.4000244140625,1201.3499755859375,1263.1500244140625,127157
2024-10-30,1194.685546875,1211.4000244140625,1222.25,1200.0,1207.0,100138
2024-10-31,1184.0838623046875,1200.6500244140625,1209.0999755859375,1192.6500244140625,1203.0,157569
2024-11-01,1203.1175537109375,1219.949951171875,1229.800048828125,1202.0,1210.0,17472
2024-11-04,1208.7620849609375,1220.6500244140625,1224.800048828125,1195.0,1219.949951171875,80838
2024-11-05,1218.6151123046875,1230.5999755859375,1241.6500244140625,1210.449951171875,1220.0,70048
2024-11-06,1224.457763671875,1236.5,1241.550048828125,1220.050048828125,1237.0999755859375,74023
2024-11-07,1210.940673828125,1222.8499755859375,1243.0,1216.6500244140625,1242.699951171875,44547
2024-11-08,1189.1053466796875,1200.800048828125,1229.300048828125,1195.5,1229.300048828125,40415
2024-11-11,1180.39111328125,1192.0,1208.550048828125,1187.949951171875,1201.0,46927
2024-11-12,1159.1500244140625,1170.550048828125,1201.050048828125,1162.0,1192.0,45120
2024-11-13,1131.026611328125,1142.1500244140625,1176.449951171875,1136.0,1165.0,61063
2024-11-14,1143.4049072265625,1154.6500244140625,1161.0999755859375,1136.9000244140625,1146.0,50587
2024-11-18,1116.9154052734375,1127.9000244140625,1175.0,1125.0,1163.0,69182
2024-11-19,1154.19873046875,1165.550048828125,1170.699951171875,1131.6500244140625,1131.6500244140625,42385
2024-11-21,1129.8382568359375,1140.949951171875,1171.699951171875,1137.5999755859375,1171.699951171875,50790
2024-11-22,1161.1304931640625,1172.550048828125,1179.0,1129.949951171875,1146.699951171875,83001
2024-11-25,1215.6444091796875,1227.5999755859375,1243.449951171875,1187.6500244140625,1187.6500244140625,151267
2024-11-26,1210.593994140625,1222.5,1241.9000244140625,1208.550048828125,1234.0,219529
2024-11-27,1212.970703125,1224.9000244140625,1240.6500244140625,1216.0,1230.0,244029
2024-11-28,1197.2750244140625,1209.050048828125,1241.949951171875,1201.6500244140625,1231.0,109900
2024-11-29,1195.14599609375,1206.9000244140625,1215.0999755859375,1196.1500244140625,1215.0999755859375,130568
2024-12-02,1213.8123779296875,1225.75,1230.0,1201.300048828125,1211.0,394968
2024-12-03,1204.2069091796875,1216.050048828125,1236.75,1209.199951171875,1236.699951171875,136879
2024-12-04,1201.0379638671875,1212.8499755859375,1224.949951171875,1207.0999755859375,1220.0,54170
2024-12-05,1192.7197265625,1204.449951171875,1219.0,1199.0,1219.0,106450
2024-12-06,1170.9339599609375,1182.449951171875,1210.0,1180.0,1210.0,185917
2024-12-09,1146.029052734375,1157.300048828125,1194.949951171875,1147.0,1182.5,213629
2024-12-10,1198.0672607421875,1209.8499755859375,1218.8499755859375,1155.5999755859375,1166.8499755859375,391560
2024-12-11,1197.671142578125,1209.449951171875,1217.0,1192.3499755859375,1216.0,85401
2024-12-12,1167.3197021484375,1178.800048828125,1191.9000244140625,1142.0,1183.4000244140625,666300
2024-12-13,1148.2076416015625,1159.5,1178.6500244140625,1155.5,1171.0,229802
2024-12-16,1142.8106689453125,1154.050048828125,1165.550048828125,1150.0999755859375,1165.0,117649
2024-12-17,1128.3033447265625,1139.4000244140625,1162.0,1133.949951171875,1159.8499755859375,311266
2024-12-18,1135.086669921875,1146.25,1151.4000244140625,1135.5999755859375,1146.75,129293
2024-12-19,1139.93896484375,1151.1500244140625,1153.699951171875,1130.050048828125,1136.0,82795
2024-12-20,1136.076904296875,1147.25,1159.5999755859375,1141.4000244140625,1156.9000244140625,89498
2024-12-23,1121.1240234375,1132.1500244140625,1154.949951171875,1130.1500244140625,1150.0,47232
2024-12-24,1118.4503173828125,1129.449951171875,1139.9000244140625,1119.5,1132.1500244140625,57740
2024-12-26,1099.3382568359375,1110.1500244140625,1138.8499755859375,1103.3499755859375,1137.8499755859375,180155
2024-12-27,1107.5079345703125,1118.4000244140625,1125.0,1107.25,1110.1500244140625,72714
2024-12-30,1135.77978515625,1146.949951171875,1194.949951171875,1106.449951171875,1125.0,790533
2024-12-31,1147.662841796875,1158.949951171875,1163.8499755859375,1120.5999755859375,1142.0999755859375,111049
2025-01-01,1160.883056640625,1172.300048828125,1181.9000244140625,1147.0,1155.0,96361
2025-01-02,1133.5517578125,1144.699951171875,1166.75,1143.0,1166.0,157024
2025-01-03,1127.857666015625,1138.949951171875,1150.449951171875,1133.300048828125,1145.199951171875,149767
2025-01-06,1096.4168701171875,1107.199951171875,1144.0,1091.6500244140625,1143.949951171875,180369
2025-01-07,1073.145751953125,1083.699951171875,1124.5999755859375,1077.3499755859375,1110.0999755859375,299760
2025-01-08,1050.369873046875,1060.699951171875,1088.6500244140625,1057.800048828125,1088.6500244140625,302263
2025-01-09,1071.6109619140625,1082.1500244140625,1086.0,1060.699951171875,1060.699951171875,104070
2025-01-10,1060.817138671875,1071.25,1094.449951171875,1061.0999755859375,1089.6500244140625,201108
2025-01-13,1010.3632202148438,1020.2999877929688,1059.949951171875,1015.7999877929688,1055.0,419198
2025-01-14,1022.593017578125,1032.6500244140625,1043.050048828125,1020.2999877929688,1020.2999877929688,233460
2025-01-15,1035.9615478515625,1046.1500244140625,1059.25,1022.0499877929688,1039.0,702592
2025-01-16,1052.3009033203125,1062.6500244140625,1082.300048828125,1055.0,1055.0,104779
2025-01-17,1044.477783203125,1054.75,1070.0,1050.0999755859375,1068.0,52937
2025-01-20,1045.517578125,1055.800048828125,1062.449951171875,1046.9000244140625,1060.0,49550
2025-01-21,1033.535400390625,1043.699951171875,1076.449951171875,1036.0,1051.5,105905
2025-01-22,1021.602783203125,1031.6500244140625,1048.9000244140625,1019.0,1045.0,590285
2025-01-23,1036.110107421875,1046.300048828125,1053.0,1021.0,1036.8499755859375,39044
2025-01-24,1029.57421875,1039.699951171875,1051.550048828125,1030.25,1051.550048828125,71964
2025-01-27,997.885986328125,1007.7000122070312,1032.300048828125,992.5999755859375,1020.0499877929688,139208
2025-01-28,979.6651611328125,989.2999877929688,1007.7000122070312,979.0,1007.7000122070312,185263
2025-01-29,990.9046630859375,1000.6500244140625,1018.2999877929688,983.1500244140625,985.3499755859375,187499
2025-01-30,985.458251953125,995.1500244140625,1014.7999877929688,990.0,1002.0,85236
2025-01-31,981.7447509765625,991.4000244140625,1006.6500244140625,987.0,1006.6500244140625,145788
2025-02-01,983.6757202148438,993.3499755859375,1005.3499755859375,975.0,1003.6500244140625,252335
2025-02-03,973.8721923828125,983.4500122070312,998.5499877929688,973.0999755859375,997.9000244140625,157517
2025-02-04,950.501953125,959.8499755859375,994.8499755859375,955.5,986.2999877929688,335103
2025-02-05,970.40625,979.9500122070312,1004.2000122070312,948.0,960.0999755859375,536272
2025-02-06,963.7219848632812,973.2000122070312,989.6500244140625,954.4000244140625,989.6500244140625,158839
2025-02-07,959.5628662109375,969.0,983.5999755859375,961.8499755859375,980.0,121391
2025-02-10,949.2146606445312,958.5499877929688,969.0,952.0,965.0499877929688,169835
2025-02-11,930.152099609375,939.2999877929688,959.6500244140625,936.0,954.7999877929688,162060
2025-02-12,912.5254516601562,921.5,944.0499877929688,907.0499877929688,944.0,150871
2025-02-13,920.6951293945312,929.75,937.9500122070312,916.75,916.75,370346
2025-02-14,902.2763061523438,911.1500244140625,936.1500244140625,890.0499877929688,935.5499877929688,485747
2025-02-17,881.6788330078125,890.3499755859375,921.5999755859375,878.2000122070312,906.5999755859375,205242
2025-02-18,862.3192138671875,870.7999877929688,894.8499755859375,864.7999877929688,894.8499755859375,223870
2025-02-19,872.17236328125,880.75,884.0,862.1500244140625,870.4000244140625,236820
2025-02-20,864.6463623046875,873.1500244140625,884.4000244140625,862.75,884.4000244140625,321446
2025-02-21,872.7664794921875,881.3499755859375,907.25,857.0,877.3499755859375,579743
2025-02-24,854.3971557617188,862.7999877929688,881.3499755859375,856.0999755859375,881.0,206591
2025-02-25,865.78515625,874.2999877929688,881.0,852.5,867.1500244140625,160941
2025-02-27,866.2308349609375,874.75,884.9500122070312,864.0999755859375,884.9500122070312,103863
2025-02-28,843.9994506835938,852.2999877929688,866.8499755859375,846.5,865.0,178268
2025-03-03,850.6342163085938,859.0,865.3499755859375,831.0999755859375,860.0,135077
2025-03-04,857.2689208984375,865.7000122070312,869.2999877929688,836.4000244140625,854.0499877929688,132944
2025-03-05,865.6861572265625,874.2000122070312,879.7000122070312,850.0,850.0,255712
2025-03-06,877.3712158203125,886.0,897.4500122070312,874.2000122070312,880.0,147701
2025-03-07,868.0132446289062,876.5499877929688,897.6500244140625,872.0,886.8499755859375,118878
2025-03-10,869.4986572265625,878.0499877929688,886.5499877929688,861.0999755859375,880.0,150153
2025-03-11,876.529541015625,885.1500244140625,887.7999877929688,856.5,877.2999877929688,149270
2025-03-12,866.03271484375,874.5499877929688,888.2000122070312,870.0999755859375,885.1500244140625,173966
2025-03-13,851.7234497070312,860.0999755859375,880.2000122070312,855.0,874.9500122070312,149561
2025-03-17,861.72509765625,870.2000122070312,876.25,851.1500244140625,864.4000244140625,115351
2025-03-18,861.72509765625,870.2000122070312,870.2000122070312,870.2000122070312,870.2000122070312,0
2025-03-19,894.9978637695312,903.7999877929688,909.0,886.0,886.1500244140625,187661
2025-03-20,883.2633056640625,891.9500122070312,915.0,882.3499755859375,909.6500244140625,147348
