Price,Adj Close,Close,High,Low,Open,Volume
2024-01-11,5434.2783203125,5500.0498046875,5673.0,5480.0,5640.0,180246
2024-01-12,5247.2421875,5310.75,5493.0,5293.0,5480.0,232433
2024-01-15,5285.18212890625,5349.14990234375,5434.7998046875,5270.10009765625,5270.10009765625,165437
2024-01-16,5410.96044921875,5476.4501953125,5490.0,5353.60009765625,5374.0,102300
2024-01-17,5408.490234375,5473.9501953125,5514.9501953125,5366.60009765625,5437.0,71645
2024-01-18,5293.97607421875,5358.0498046875,5599.75,5331.7001953125,5490.0,101829
2024-01-19,5341.748046875,5406.39990234375,5458.0,5371.39990234375,5425.0,44676
2024-01-23,5287.70263671875,5351.7001953125,5475.0,5151.0,5440.0,97585
2024-01-24,5561.58740234375,5628.89990234375,5650.0,5330.14990234375,5370.0,145718
2024-01-25,5400.6845703125,5466.0498046875,5670.0,5431.0,5648.9501953125,56807
2024-01-29,5683.7587890625,5752.5498046875,5788.0,5467.0498046875,5469.89990234375,125828
2024-01-30,5996.17724609375,6068.75,6388.0,5740.5,5758.89990234375,784828
2024-01-31,6245.70703125,6321.2998046875,6450.0,5990.2998046875,6068.75,706894
2024-02-01,6226.5888671875,6301.9501953125,6401.0,6185.39990234375,6350.0,139425
2024-02-02,6247.880859375,6323.5,6419.89990234375,6243.25,6265.14990234375,111350
2024-02-05,5983.57958984375,6056.0,6340.0,6034.0,6301.10009765625,115955
2024-02-06,6241.35986328125,6316.89990234375,6366.85009765625,6117.0,6137.0,146671
2024-02-07,6365.16162109375,6442.2001953125,6511.0,6316.89990234375,6324.9501953125,121998
2024-02-08,6154.26416015625,6228.75,6541.5498046875,6201.89990234375,6401.0498046875,79023
2024-02-09,6074.380859375,6147.89990234375,6290.85009765625,6005.10009765625,6290.85009765625,103940
2024-02-12,5886.3564453125,5957.60009765625,6264.14990234375,5903.5,6186.0,71446
2024-02-13,5844.36474609375,5915.10009765625,6099.0,5811.14990234375,6017.9501953125,78433
2024-02-14,5994.05322265625,6066.60009765625,6121.64990234375,5785.0498046875,5915.10009765625,70488
2024-02-15,6034.2666015625,6107.2998046875,6190.75,6042.0,6042.0,53784
2024-02-16,6078.580078125,6152.14990234375,6191.0,6040.5,6110.0,62519
2024-02-19,6183.9052734375,6258.75,6468.0,6175.0,6175.0,165321
2024-02-20,6176.44580078125,6251.2001953125,6346.9501953125,6209.4501953125,6260.0,37278
2024-02-21,6079.962890625,6153.5498046875,6321.0,6100.0498046875,6282.0498046875,63148
2024-02-22,6290.4658203125,6366.60009765625,6390.0,6120.0498046875,6199.0,92861
2024-02-23,6221.5,6296.7998046875,6407.10009765625,6194.2001953125,6366.60009765625,63001
2024-02-26,6235.92529296875,6311.39990234375,6457.89990234375,6250.0,6296.7998046875,92679
2024-02-27,6214.435546875,6289.64990234375,6355.60009765625,6230.0,6311.39990234375,50657
2024-02-28,6156.04248046875,6230.5498046875,6300.0,6010.89990234375,6250.0,78979
2024-02-29,6178.8662109375,6253.64990234375,6440.0498046875,6155.0498046875,6225.5,145079
2024-03-01,6227.0830078125,6302.4501953125,6520.0,6250.0498046875,6260.0498046875,128952
2024-03-04,6175.705078125,6250.4501953125,6275.7001953125,6136.39990234375,6262.9501953125,86276
2024-03-05,6045.23388671875,6118.39990234375,6294.9501953125,6075.0,6294.9501953125,65878
2024-03-06,5997.560546875,6070.14990234375,6193.2998046875,5835.0,6156.7001953125,244496
2024-03-07,6017.22216796875,6090.0498046875,6215.9501953125,5997.0498046875,6059.0,50937
2024-03-11,6010.65234375,6083.39990234375,6144.0,6039.0,6100.0,41822
2024-03-12,6001.71044921875,6074.35009765625,6149.25,5897.14990234375,6083.0,202728
2024-03-13,5712.06591796875,5781.2001953125,6089.14990234375,5605.10009765625,6068.0,126883
2024-03-14,5658.5634765625,5727.0498046875,5777.9501953125,5503.85009765625,5648.9501953125,108306
2024-03-15,6018.01318359375,6090.85009765625,6189.9501953125,5585.0,5754.9501953125,259603
2024-03-18,6034.216796875,6107.25,6150.0,5876.0,6076.0,134020
2024-03-19,5974.14453125,6046.4501953125,6135.0,6012.5,6107.0498046875,41225
2024-03-20,6076.10986328125,6149.64990234375,6231.0,6020.0,6035.89990234375,120526
2024-03-21,6133.07080078125,6207.2998046875,6375.0,6181.0,6200.0,182746
2024-03-22,6268.18505859375,6344.0498046875,6448.0,6200.5498046875,6249.89990234375,89873
2024-03-26,6966.03955078125,7050.35009765625,7400.0,6350.10009765625,6400.0,1059437
2024-03-27,6946.13037109375,7030.2001953125,7233.9501953125,6846.89990234375,6849.9501953125,514202
2024-03-28,6895.443359375,6978.89990234375,7170.0,6910.0,7084.14990234375,178049
2024-04-01,6866.98828125,6950.10009765625,7144.9501953125,6915.0,7060.0,97099
2024-04-02,6745.65625,6827.2998046875,7058.25,6779.0,6954.0,108492
2024-04-03,6842.138671875,6924.9501953125,7010.0,6821.0498046875,6875.75,96488
2024-04-04,7014.50244140625,7099.39990234375,7140.0,6904.7998046875,6980.0,117791
2024-04-05,7258.3017578125,7346.14990234375,7447.0,7010.0,7010.0,207569
2024-04-08,7228.51220703125,7316.0,7405.0,7240.0,7346.0,97655
2024-04-09,7110.0458984375,7196.10009765625,7423.7998046875,7161.0,7347.9501953125,74032
2024-04-10,7067.8076171875,7153.35009765625,7275.2001953125,6940.0,7260.0,166879
2024-04-12,6878.3505859375,6961.60009765625,7153.0,6945.0,7153.0,78608
2024-04-15,6893.31884765625,6976.75,7163.35009765625,6761.60009765625,6895.5498046875,137154
2024-04-16,6893.46728515625,6976.89990234375,7037.89990234375,6905.14990234375,6926.75,63650
2024-04-18,6921.87353515625,7005.64990234375,7137.39990234375,6962.25,6982.5498046875,101204
2024-04-19,6994.24755859375,7078.89990234375,7108.7998046875,6891.39990234375,6950.0,62317
2024-04-22,7244.51904296875,7332.2001953125,7400.0,7111.0,7144.9501953125,127270
2024-04-23,7570.91796875,7662.5498046875,7758.0,7372.75,7400.0,282826
2024-04-24,7730.6845703125,7824.25,7850.0,7611.0,7733.2998046875,195475
2024-04-25,7755.03955078125,7848.89990234375,7930.75,7749.89990234375,7826.0,92080
2024-04-26,7511.2900390625,7602.2001953125,7927.7001953125,7550.0498046875,7927.39990234375,101590
2024-04-29,7751.82861328125,7845.64990234375,7879.5,7568.4501953125,7649.0,118257
2024-04-30,7785.86669921875,7880.10009765625,7983.85009765625,7846.0,7900.0,68623
2024-05-02,7914.01513671875,8009.7998046875,8105.0,7830.0498046875,7929.0,98980
2024-05-03,7871.48046875,7966.75,8164.0,7911.2001953125,8163.9501953125,142886
2024-05-06,7592.8037109375,7684.7001953125,8045.0,7651.35009765625,8044.0,69842
2024-05-07,7777.41845703125,7871.5498046875,8045.0,7665.60009765625,7685.0,204967
2024-05-08,7752.07568359375,7845.89990234375,7965.0,7680.0,7965.0,107955
2024-05-09,7525.171875,7616.25,7869.9501953125,7415.60009765625,7835.0,150122
2024-05-10,7544.88330078125,7636.2001953125,7700.0,7310.0,7616.0,129116
2024-05-13,7639.19140625,7731.64990234375,7780.0,7512.0,7636.25,85507
2024-05-14,8204.8955078125,8304.2001953125,8399.0,7503.0,7850.0,560024
2024-05-15,8016.9697265625,8114.0,8386.349609375,7972.64990234375,8386.349609375,295540
2024-05-16,7951.06689453125,8047.2998046875,8133.5,7795.7998046875,8132.7998046875,207797
2024-05-17,7893.21728515625,7988.75,8168.5,7970.0,8047.2998046875,95777
2024-05-21,7825.04248046875,7919.75,8075.0,7882.0498046875,8074.89990234375,188809
2024-05-22,7761.06689453125,7855.0,7972.64990234375,7752.4501953125,7911.10009765625,157635
2024-05-23,7757.70751953125,7851.60009765625,7975.0,7735.0,7838.0498046875,90164
2024-05-24,7931.35595703125,8027.35009765625,8125.0,7826.9501953125,7859.0,109042
2024-05-27,7921.27734375,8017.14990234375,8069.5498046875,7862.7998046875,8029.9501953125,46131
2024-05-28,7714.57958984375,7807.9501953125,8079.9501953125,7772.0,8010.0,68362
2024-05-29,7703.01904296875,7796.25,7859.9501953125,7708.39990234375,7800.0,77959
2024-05-30,7734.982421875,7828.60009765625,8034.0,7777.85009765625,7787.9501953125,142691
2024-05-31,7813.0869140625,7907.64990234375,7990.0,7641.60009765625,7857.0,135033
2024-06-03,7911.79248046875,8007.5498046875,8270.900390625,7801.39990234375,8250.0,145824
2024-06-04,7465.345703125,7555.7001953125,8028.75,6565.0498046875,8008.0,236278
2024-06-05,7514.10546875,7605.0498046875,7630.0,7101.25,7500.0,109034
2024-06-06,7579.662109375,7671.39990234375,7851.0,7620.7998046875,7639.89990234375,118485
2024-06-07,7963.5166015625,8059.89990234375,8100.0,7650.0,7690.0,118875
2024-06-10,8125.208984375,8223.5498046875,8275.0,8035.0498046875,8059.89990234375,79268
2024-06-11,8026.0595703125,8123.2001953125,8451.0498046875,8060.0,8260.0,127235
2024-06-12,8049.673828125,8147.10009765625,8234.2001953125,7955.4501953125,8130.89990234375,115779
2024-06-13,8410.1611328125,8511.9501953125,8679.900390625,8150.0,8178.0,319887
2024-06-14,8275.8359375,8376.0,8740.0,8235.0,8575.0,172872
2024-06-18,8389.015625,8490.5498046875,8550.0,8401.099609375,8423.0,69800
2024-06-19,8280.7763671875,8381.0,8648.0,8351.4501953125,8490.5498046875,68640
2024-06-20,8364.365234375,8465.599609375,8536.0,8382.099609375,8464.0,45273
2024-06-21,8245.3056640625,8345.099609375,8540.0,8251.0,8465.599609375,68879
2024-06-24,8369.404296875,8470.7001953125,8580.0,8250.0,8340.0498046875,102119
2024-06-25,8407.4931640625,8509.25,8849.0,8470.0,8571.849609375,195418
2024-06-26,8297.8701171875,8398.2998046875,8729.0,8356.0,8575.0,99312
2024-06-27,8374.591796875,8475.9501953125,8597.7998046875,8401.2998046875,8430.0,68298
2024-06-28,8372.12109375,8473.4501953125,8580.0,8445.0,8548.0,58839
2024-07-01,8379.2841796875,8480.7001953125,8599.0,8437.0,8500.0,52307
2024-07-02,8371.97265625,8473.2998046875,8549.900390625,8390.0,8450.0,75797
2024-07-03,8565.9248046875,8669.599609375,8731.0,8501.0,8550.0,91119
2024-07-04,8493.4521484375,8596.25,8892.0,8508.0,8725.599609375,125465
2024-07-05,8755.580078125,8861.5498046875,8878.0,8524.349609375,8640.0,96538
2024-07-08,8691.7529296875,8796.9501953125,8962.849609375,8708.0,8954.0,84851
2024-07-09,8726.087890625,8831.7001953125,8894.900390625,8630.5,8892.0,51940
2024-07-10,8580.2021484375,8684.0498046875,8885.849609375,8532.0498046875,8826.0,48177
2024-07-11,8497.8486328125,8600.7001953125,8790.0,8580.0,8769.0,43759
2024-07-12,8565.580078125,8669.25,8710.0,8550.0,8636.0,56683
2024-07-15,8725.2470703125,8830.849609375,9099.0,8672.0498046875,8700.0,194612
2024-07-16,8920.3359375,9028.2998046875,9098.7998046875,8830.0,8850.9501953125,88648
2024-07-18,8493.9462890625,8596.75,9077.599609375,8506.099609375,9020.25,150932
2024-07-19,7923.8955078125,8019.7998046875,8607.349609375,7936.10009765625,8590.0,199995
2024-07-22,8090.4306640625,8188.35009765625,8289.9501953125,7595.0,7759.64990234375,261673
2024-07-23,7996.17138671875,8092.9501953125,8398.0,7756.0,8398.0,122087
2024-07-24,7990.193359375,8086.89990234375,8200.0498046875,8050.0,8134.5498046875,113095
2024-07-25,7883.3369140625,7978.75,8121.0,7951.4501953125,8005.0,68431
2024-07-26,8102.28662109375,8200.349609375,8234.0,7926.10009765625,8034.9501953125,60338
2024-07-29,8550.3134765625,8653.7998046875,8871.900390625,8201.0,8201.0,259094
2024-07-30,9001.009765625,9109.9501953125,9543.2998046875,8500.0,8700.0,790461
2024-07-31,9119.03125,9229.400390625,9659.900390625,8811.0,8989.0,639300
2024-08-01,8701.978515625,8807.2998046875,9329.9501953125,8730.0,9299.849609375,176948
2024-08-02,8519.2900390625,8622.400390625,8858.2001953125,8552.0,8807.2998046875,124521
2024-08-05,8115.03271484375,8213.25,8519.2001953125,8085.39990234375,8449.849609375,221109
2024-08-06,8027.39306640625,8124.5498046875,8499.0,8081.0,8388.0,214333
2024-08-07,8186.666015625,8285.75,8329.0,8092.2998046875,8288.0,107109
2024-08-08,8189.1357421875,8288.25,8380.0,8163.9501953125,8284.75,93654
2024-08-09,8179.00830078125,8278.0,8438.0498046875,8204.25,8359.9501953125,77785
2024-08-12,8306.416015625,8406.9501953125,8465.0,8169.9501953125,8211.0,65814
2024-08-13,8420.2392578125,8522.150390625,8617.150390625,8393.0498046875,8450.0,90360
2024-08-14,8206.03125,8305.349609375,8593.9501953125,8213.5498046875,8524.2001953125,73061
2024-08-16,8325.3369140625,8426.099609375,8495.400390625,8340.75,8408.9501953125,43500
2024-08-19,8249.0107421875,8348.849609375,8526.0,8310.150390625,8447.0,43066
2024-08-20,8307.31640625,8356.5,8429.0,8203.2998046875,8348.0,93976
2024-08-21,8268.84375,8317.7998046875,8384.9501953125,8255.0,8380.0,105658
2024-08-22,8468.3623046875,8518.5,8587.900390625,8303.5,8364.0,70199
2024-08-23,8897.5712890625,8950.25,8990.0,8440.0,8518.5,258431
2024-08-26,8939.2255859375,8992.150390625,9050.0,8770.0,8950.25,104187
2024-08-27,8926.201171875,8979.0498046875,9038.099609375,8802.150390625,8959.0498046875,85554
2024-08-28,8956.5712890625,9009.599609375,9186.849609375,8916.7001953125,8983.900390625,90982
2024-08-29,8894.439453125,8947.099609375,9345.25,8865.0,8995.0,166926
2024-08-30,9109.56640625,9163.5,9495.0,9060.0,9251.0,324713
2024-09-02,8781.359375,8833.349609375,9244.849609375,8768.9501953125,9170.0,134494
2024-09-03,8765.751953125,8817.650390625,8968.9501953125,8716.400390625,8868.0498046875,93477
2024-09-04,8925.60546875,8978.4501953125,9019.9501953125,8772.0498046875,8816.9501953125,286387
2024-09-05,8961.34375,9014.400390625,9221.0,8879.7998046875,9020.0,68681
2024-09-06,8890.06640625,8942.7001953125,9268.900390625,8900.0,9079.9501953125,98046
2024-09-09,9023.4765625,9076.900390625,9100.0,8888.0,8936.0,118713
2024-09-10,9235.470703125,9290.150390625,9343.150390625,9100.849609375,9100.849609375,105254
2024-09-11,9897.7998046875,9956.400390625,10080.0,9255.5498046875,9295.900390625,687836
2024-09-12,10034.9375,10094.349609375,10430.25,9860.900390625,9997.0,233772
2024-09-13,10338.5400390625,10399.75,10515.0,10124.7998046875,10197.0,171057
2024-09-16,10522.1533203125,10584.4501953125,10624.7998046875,10262.5,10300.0,215017
2024-09-17,10071.6201171875,10131.25,10597.0,10027.599609375,10597.0,113131
2024-09-18,9931.6494140625,9990.4501953125,10123.599609375,9912.0,10110.0,51690
2024-09-19,9577.3955078125,9634.099609375,10114.7998046875,9562.0,10100.0,102276
2024-09-20,9362.4189453125,9417.849609375,9749.0,9379.650390625,9735.0,131457
2024-09-23,9749.12890625,9806.849609375,9830.0498046875,9370.849609375,9650.0,162331
2024-09-24,9853.212890625,9911.5498046875,9980.0,9762.2001953125,9806.849609375,66353
2024-09-25,9631.078125,9688.099609375,9910.0498046875,9662.0,9910.0498046875,37369
2024-09-26,9414.66015625,9470.400390625,9847.9501953125,9350.0,9845.0,81324
2024-09-27,9436.728515625,9492.599609375,9613.150390625,9330.25,9470.0498046875,232009
2024-09-30,9472.5166015625,9528.599609375,9584.150390625,9335.650390625,9499.9501953125,89043
2024-10-01,9614.8740234375,9671.7998046875,9711.0,9430.0,9500.0,130755
2024-10-03,9481.1162109375,9537.25,9650.0,9402.0,9449.900390625,71847
2024-10-04,9458.1025390625,9514.099609375,9599.900390625,9352.5498046875,9460.0,105789
2024-10-07,9351.3349609375,9406.7001953125,9513.7998046875,9185.0,9502.0,99929
2024-10-08,9497.2216796875,9553.4501953125,9578.0,9163.150390625,9300.0,50059
2024-10-09,9971.810546875,10030.849609375,10100.0,9500.0,9701.0,125426
2024-10-10,10587.0185546875,10649.7001953125,10720.0,9937.650390625,10074.0,244750
2024-10-11,10367.021484375,10428.400390625,10664.599609375,10321.650390625,10500.0,119268
2024-10-14,10438.7958984375,10500.599609375,10830.0,10301.0,10440.0,124661
2024-10-15,10891.666015625,10956.150390625,11000.0,10450.5498046875,10523.2001953125,137647
2024-10-16,10504.0107421875,10566.2001953125,10956.150390625,10475.0498046875,10956.150390625,104027
2024-10-17,10275.462890625,10336.2998046875,10578.75,10232.599609375,10566.2001953125,55229
2024-10-18,10078.7783203125,10138.4501953125,10325.0,10061.650390625,10325.0,57628
2024-10-21,9717.21875,9774.75,10338.4501953125,9708.0,10338.4501953125,81913
2024-10-22,9741.8720703125,9799.5498046875,9840.9501953125,9478.5,9740.5,107389
2024-10-23,9645.7919921875,9702.900390625,9998.9501953125,9579.650390625,9705.0498046875,64166
2024-10-24,9672.0849609375,9729.349609375,9939.9501953125,9666.0,9744.900390625,78222
2024-10-25,9394.1318359375,9449.75,9879.9501953125,9405.7001953125,9774.9501953125,190910
2024-10-28,9239.74609375,9294.4501953125,9525.0,9275.599609375,9449.75,61514
2024-10-29,9496.724609375,9552.9501953125,9637.7998046875,9210.7998046875,9402.5498046875,148454
2024-10-30,9374.74609375,9430.25,9652.9501953125,9350.349609375,9652.9501953125,64287
2024-10-31,10003.125,10062.349609375,10180.0,9407.349609375,9450.0,147768
2024-11-01,10014.5078125,10073.7998046875,10263.2001953125,9920.0498046875,10200.150390625,18776
2024-11-04,9565.56640625,9622.2001953125,10000.0498046875,9565.0,10000.0,76154
2024-11-05,9383.146484375,9438.7001953125,9621.0,9330.0,9621.0,73815
2024-11-06,9336.2734375,9391.5498046875,9512.599609375,9329.099609375,9438.7001953125,71331
2024-11-07,9305.2568359375,9360.349609375,9594.4501953125,9331.0,9585.0,97171
2024-11-08,8997.9765625,9051.25,9360.0,9025.0,9360.0,78747
2024-11-11,8683.0419921875,8734.4501953125,9051.25,8670.0,9051.25,117953
2024-11-12,8905.4248046875,8958.150390625,9074.4501953125,8574.349609375,8819.5,214438
2024-11-13,8686.4208984375,8737.849609375,8800.2001953125,8664.150390625,8800.0,112882
2024-11-14,8906.6171875,8959.349609375,9044.7001953125,8625.0,8737.849609375,96755
2024-11-18,8769.1318359375,8821.0498046875,8900.0,8692.5,8900.0,59090
2024-11-19,9423.5068359375,9479.2998046875,9689.0,8830.0,8880.0,519174
2024-11-21,9398.107421875,9453.75,9591.0,9231.7001953125,9566.5,210631
2024-11-22,9250.6318359375,9305.400390625,9576.349609375,9277.2001953125,9459.7998046875,70411
2024-11-25,9505.6220703125,9561.900390625,9580.0,9411.0,9411.0498046875,74028
2024-11-26,9670.2958984375,9727.5498046875,9860.0,9530.0,9530.0,89232
2024-11-27,9800.376953125,9858.400390625,9990.0,9728.0498046875,9798.7998046875,89034
2024-11-28,9837.8046875,9896.0498046875,9934.7001953125,9710.0,9858.400390625,49923
2024-11-29,10041.8955078125,10101.349609375,10176.5,9800.0,9869.849609375,75855
2024-12-02,10086.630859375,10146.349609375,10210.0,9922.5,10029.0,45892
2024-12-03,10135.5419921875,10195.5498046875,10500.0,10107.0,10140.099609375,107371
2024-12-04,10078.3310546875,10138.0,10478.9501953125,10105.0,10210.25,87878
2024-12-05,9992.6875,10051.849609375,10144.9501953125,9850.0,10120.0,83869
2024-12-06,9945.9140625,10004.7998046875,10149.849609375,9940.0,10051.0,39569
2024-12-09,10148.86328125,10208.9501953125,10234.0,9955.0,10000.0,64929
2024-12-10,9872.0517578125,9930.5,10368.5498046875,9768.0,10250.7001953125,130698
2024-12-11,10163.228515625,10223.400390625,10300.0,9979.2001953125,10010.0,88151
2024-12-12,9939.900390625,9998.75,10310.0,9963.5,10111.0,69738
2024-12-13,9894.4189453125,9953.0,10073.7001953125,9822.150390625,9955.0,65114
2024-12-16,9834.9716796875,9893.2001953125,10075.0,9855.150390625,9963.0,42548
2024-12-17,9822.49609375,9880.650390625,9949.5498046875,9844.650390625,9949.5498046875,41016
2024-12-18,9957.4462890625,10016.400390625,10127.4501953125,9885.650390625,9893.0,77510
2024-12-19,9859.4267578125,9917.7998046875,10016.400390625,9785.0,9885.0,40527
2024-12-20,9868.4736328125,9926.900390625,10110.849609375,9861.0498046875,9861.0498046875,65585
2024-12-23,10103.630859375,10163.4501953125,10185.0,9791.0,10087.0,72002
2024-12-24,9926.0322265625,9984.7998046875,10163.0,9934.2998046875,10163.0,51851
2024-12-26,10103.630859375,10163.4501953125,10187.0,9977.0498046875,10040.0,32823
2024-12-27,9988.810546875,10047.9501953125,10330.0,10013.4501953125,10155.0,50785
2024-12-30,9934.0849609375,9992.900390625,10244.849609375,9942.0,10000.0,73357
2024-12-31,10256.873046875,10317.599609375,10385.0,9875.900390625,10000.0,71518
2025-01-01,10345.05078125,10406.2998046875,10509.75,10300.5498046875,10318.0,55008
2025-01-02,10457.9326171875,10519.849609375,10566.0498046875,10340.0498046875,10487.099609375,60707
2025-01-03,10886.2470703125,10950.7001953125,11160.0,10491.2001953125,10500.0,269128
2025-01-06,11088.5,11154.150390625,11249.7998046875,10715.2998046875,10961.5,165427
2025-01-07,11597.3369140625,11666.0,11750.0,11095.0,11179.150390625,162658
2025-01-08,10721.671875,10785.150390625,11779.900390625,10715.5498046875,11713.7998046875,123293
2025-01-09,10452.515625,10514.400390625,10875.2001953125,10383.4501953125,10833.849609375,109708
2025-01-10,10533.734375,10596.099609375,10757.9501953125,10301.099609375,10598.0,83731
2025-01-13,10170.9326171875,10231.150390625,10570.0,9861.0,10500.0498046875,141855
2025-01-14,10286.2998046875,10347.2001953125,10595.0,10060.0,10242.0498046875,121656
2025-01-15,10242.4091796875,10303.0498046875,10673.0,10164.900390625,10350.7001953125,85420
2025-01-16,9983.392578125,10042.5,10436.7998046875,10000.0498046875,10328.5498046875,55123
2025-01-17,10019.5283203125,10078.849609375,10146.4501953125,9890.0,10127.400390625,40798
2025-01-20,10043.5361328125,10103.0,10178.0,9968.849609375,10178.0,34449
2025-01-21,10110.6396484375,10170.5,10225.400390625,9980.0,10150.0,72084
2025-01-22,9839.64453125,9897.900390625,10172.4501953125,9835.0,10132.0,99221
2025-01-23,9643.20703125,9700.2998046875,9898.0,9621.0,9898.0,188664
2025-01-24,9256.89453125,9311.7001953125,9788.349609375,9270.0,9782.7001953125,195857
2025-01-27,8911.041015625,8963.7998046875,9300.0,8714.2001953125,9300.0,121198
2025-01-28,7131.47802734375,7173.7001953125,8889.900390625,7171.0498046875,8763.7998046875,848938
2025-01-29,7239.14013671875,7282.0,7350.0,6690.0,7170.0498046875,1017235
2025-01-30,7386.41796875,7430.14990234375,7646.0,7091.0,7341.2001953125,221625
2025-01-31,7447.8544921875,7491.9501953125,7619.0,7228.4501953125,7430.14990234375,121598
2025-02-01,7357.1416015625,7400.7001953125,7795.0,7330.0,7494.25,101257
2025-02-03,7196.59228515625,7239.2001953125,7629.7001953125,7106.2001953125,7370.0498046875,182551
2025-02-04,7091.81201171875,7133.7998046875,7319.35009765625,6940.0,7289.0,220887
2025-02-05,7261.8056640625,7304.7998046875,7355.0,7138.89990234375,7138.89990234375,59398
2025-02-06,7253.1572265625,7296.10009765625,7468.14990234375,7208.0,7320.85009765625,69085
2025-02-07,7061.2431640625,7103.0498046875,7331.9501953125,7077.0,7252.0498046875,119776
2025-02-10,6688.60009765625,6728.2001953125,7125.5,6660.85009765625,7121.5498046875,206821
2025-02-11,6639.24169921875,6678.5498046875,6780.0,6474.60009765625,6740.7998046875,298478
2025-02-12,6734.13037109375,6774.0,6855.0,6242.60009765625,6730.0,289589
2025-02-13,6706.6923828125,6746.39990234375,6960.0,6622.5498046875,6650.0,134045
2025-02-14,6329.87353515625,6367.35009765625,6800.0498046875,6305.0,6779.35009765625,105848
2025-02-17,6434.40478515625,6472.5,6537.0,6050.0,6050.0,193495
2025-02-18,6124.34033203125,6160.60009765625,6499.9501953125,6037.10009765625,6410.0,197887
2025-02-19,6325.39990234375,6362.85009765625,6548.0,5962.7998046875,6031.0,132995
2025-02-20,6338.47265625,6376.0,6439.5,6193.25,6299.9501953125,172497
2025-02-21,6395.58447265625,6433.4501953125,6624.35009765625,6250.14990234375,6397.9501953125,193253
2025-02-24,6410.5458984375,6448.5,6520.0,6240.2998046875,6413.4501953125,141914
2025-02-25,6304.82177734375,6342.14990234375,6555.9501953125,6275.0,6440.0498046875,172546
2025-02-27,5850.064453125,5884.7001953125,6347.85009765625,5777.0,6332.5,216309
2025-02-28,5763.27783203125,5797.39990234375,5883.0,5595.64990234375,5775.60009765625,215866
2025-03-03,5775.10791015625,5809.2998046875,5869.64990234375,5476.39990234375,5849.0,196772
2025-03-04,5732.7587890625,5766.7001953125,5941.2001953125,5608.0498046875,5608.0498046875,139377
2025-03-05,5765.216796875,5799.35009765625,5919.39990234375,5652.14990234375,5720.0,218017
2025-03-06,5688.86865234375,5722.5498046875,5940.0,5650.0,5840.0,230094
2025-03-07,6070.658203125,6106.60009765625,6217.35009765625,5650.0,5699.0498046875,333555
2025-03-10,5657.90185546875,5691.39990234375,6382.5498046875,5651.35009765625,6250.0,303111
2025-03-11,5464.14892578125,5496.5,5700.5,5462.0,5693.0,226166
2025-03-12,5500.08642578125,5532.64990234375,5627.9501953125,5362.60009765625,5509.0,187029
2025-03-13,5449.287109375,5481.5498046875,5662.64990234375,5462.0,5532.64990234375,103085
2025-03-17,5290.27880859375,5321.60009765625,5501.60009765625,5280.0,5480.0,227461
2025-03-18,5290.27880859375,5321.60009765625,5321.60009765625,5321.60009765625,5321.60009765625,0
2025-03-19,5768.19921875,5802.35009765625,5930.0,5654.2998046875,5749.0498046875,225161
2025-03-20,5683.3515625,5717.0,5959.9501953125,5630.0,5825.0,254240
2025-03-21,5893.30859375,5928.2001953125,6028.4501953125,5723.89990234375,5760.0,491761
2025-03-24,6109.3291015625,6145.5,6200.7001953125,5951.0,5975.0498046875,186009
2025-03-25,5886.05126953125,5920.89990234375,6241.9501953125,5870.7998046875,6200.0,185250
2025-03-26,5755.4248046875,5789.5,5951.7001953125,5770.0,5935.0,136471
2025-03-27,5674.205078125,5707.7998046875,5820.0,5664.89990234375,5770.0,250353
2025-03-28,5507.34375,5539.9501953125,5813.9501953125,5465.14990234375,5715.0,325961
2025-04-01,5451.02685546875,5483.2998046875,5576.25,5440.10009765625,5535.0,93647
2025-04-02,5443.521484375,5475.75,5547.2001953125,5341.0498046875,5540.0,123186
2025-04-03,5336.4052734375,5368.0,5492.2998046875,5340.0498046875,5400.0,131706
2025-04-04,5086.5849609375,5116.7001953125,5378.14990234375,5040.0,5350.0,244110
2025-04-07,4945.072265625,4974.35009765625,5025.0,4308.0498046875,4402.0498046875,179106
2025-04-08,4914.65234375,4943.75,5159.5,4896.10009765625,5099.10009765625,108746
2025-04-09,4788.9462890625,4817.2998046875,4944.35009765625,4740.0,4936.14990234375,83742
2025-04-11,4998.80419921875,5028.39990234375,5117.5,4956.0,4988.0498046875,243985
2025-04-15,5026.24169921875,5056.0,5092.5,5010.5,5075.0,114591
2025-04-16,4966.09765625,4995.5,5075.0,4965.0,5075.0,82741
2025-04-17,4873.64501953125,4902.5,5007.5,4890.0,4995.5,81545
2025-04-21,4947.70654296875,4977.0,5035.0,4815.0,4947.5,185918
2025-04-22,5242.95849609375,5274.0,5348.0,4907.5,5025.0,266056
2025-04-23,5310.55859375,5342.0,5402.0,5190.0,5349.0,158822
2025-04-24,5471.60498046875,5504.0,5649.0,5322.0,5379.0,172593
2025-04-25,5506.89599609375,5539.5,5572.5,5345.0,5504.0,186819
2025-04-28,5570.0224609375,5603.0,5617.0,5425.0,5512.5,92626
2025-04-29,5571.0166015625,5604.0,5689.0,5560.0,5635.0,96346
2025-04-30,5570.0224609375,5603.0,5648.0,5515.0,5600.0,122564
2025-05-02,5493.97265625,5526.5,5631.5,5460.0,5603.0,43793
2025-05-05,5763.87451171875,5798.0,5852.0,5492.5,5550.0,100476
