Price,Adj Close,Close,High,Low,Open,Volume
Ticker,TRITURBINE.NS,TRITURBINE.NS,TRITURBINE.NS,TRITURBINE.NS,TRITURBINE.NS,TRITURBINE.NS
Date,,,,,,
2024-01-04,415.5128479003906,421.3999938964844,425.1000061035156,418.1000061035156,420.6000061035156,221318
2024-01-05,407.08233642578125,412.8500061035156,436.8500061035156,411.1000061035156,424.70001220703125,615565
2024-01-08,401.70843505859375,407.3999938964844,414.6000061035156,404.3500061035156,412.95001220703125,420296
2024-01-09,395.9401550292969,401.54998779296875,411.1000061035156,400.0,410.0,473243
2024-01-10,387.1645202636719,392.6499938964844,404.70001220703125,391.20001220703125,402.70001220703125,460845
2024-01-11,392.43975830078125,398.0,402.8999938964844,395.04998779296875,395.29998779296875,265957
2024-01-12,397.7643127441406,403.3999938964844,405.8999938964844,396.0,398.0,263706
2024-01-15,411.5687255859375,417.3999938964844,419.6499938964844,403.3999938964844,403.3999938964844,728571
2024-01-16,404.4200134277344,410.1499938964844,418.70001220703125,408.0,418.1000061035156,271604
2024-01-17,399.6377868652344,405.29998779296875,408.5,402.8500061035156,407.5,150207
2024-01-18,392.09466552734375,397.6499938964844,404.3999938964844,393.0,404.3999938964844,350861
2024-01-19,387.2138366699219,392.70001220703125,402.0,392.0,400.1499938964844,296281
2024-01-23,390.7635192871094,396.29998779296875,410.75,393.0,406.0,315686
2024-01-24,389.2351989746094,394.75,397.8999938964844,385.29998779296875,397.5,829898
2024-01-25,380.4101867675781,385.79998779296875,396.75,384.0,396.75,376730
2024-01-29,368.72576904296875,373.95001220703125,389.0,371.04998779296875,385.0,516233
2024-01-30,363.9927978515625,369.1499938964844,378.8500061035156,368.1499938964844,377.20001220703125,582914
2024-01-31,371.2894287109375,376.54998779296875,380.8500061035156,366.04998779296875,370.25,569988
2024-02-01,367.98626708984375,373.20001220703125,378.45001220703125,369.29998779296875,377.75,477812
2024-02-02,362.070068359375,367.20001220703125,383.3999938964844,364.8500061035156,373.20001220703125,661033
2024-02-05,349.054443359375,354.0,370.3500061035156,350.3500061035156,367.3500061035156,849558
2024-02-06,418.8653564453125,424.79998779296875,424.79998779296875,369.1000061035156,375.0,14214394
2024-02-07,463.03948974609375,469.6000061035156,498.0,414.1000061035156,429.0,11226518
2024-02-08,462.4971618652344,469.04998779296875,482.29998779296875,458.1000061035156,477.20001220703125,3772709
2024-02-09,459.8841857910156,466.3999938964844,473.04998779296875,446.20001220703125,465.04998779296875,2122628
2024-02-12,422.3657531738281,428.3500061035156,472.1000061035156,423.3999938964844,467.79998779296875,958540
2024-02-13,439.32550048828125,445.54998779296875,451.95001220703125,420.04998779296875,428.54998779296875,788868
2024-02-14,431.14141845703125,437.25,449.0,427.0,427.0,338150
2024-02-15,452.6861572265625,459.1000061035156,463.45001220703125,430.0,445.0,888403
2024-02-16,456.6997375488281,460.8500061035156,471.45001220703125,447.04998779296875,461.95001220703125,482496
2024-02-19,453.9248962402344,458.04998779296875,467.75,450.3500061035156,466.0,303813
2024-02-20,447.1861572265625,451.25,467.8500061035156,445.1000061035156,463.5,292056
2024-02-21,449.81231689453125,453.8999938964844,459.79998779296875,440.5,452.0,504060
2024-02-22,451.54656982421875,455.6499938964844,464.3500061035156,445.1000061035156,460.0,485008
2024-02-23,453.1816711425781,457.29998779296875,472.0,452.25,468.0,435468
2024-02-26,451.9924621582031,456.1000061035156,459.6000061035156,442.3500061035156,457.6000061035156,396270
2024-02-27,455.0646057128906,459.20001220703125,461.45001220703125,436.45001220703125,458.0,914387
2024-02-28,461.9024353027344,466.1000061035156,498.70001220703125,447.95001220703125,465.29998779296875,10260156
2024-02-29,493.71337890625,498.20001220703125,503.0,458.04998779296875,469.25,10002556
2024-03-01,487.0241394042969,491.45001220703125,504.8999938964844,486.6000061035156,498.20001220703125,1965936
2024-03-04,487.9655456542969,492.3999938964844,518.0,490.29998779296875,518.0,1877080
2024-03-05,476.2222900390625,480.54998779296875,515.9500122070312,478.0,496.3999938964844,2488644
2024-03-06,471.3168640136719,475.6000061035156,491.0,463.29998779296875,487.0,1367047
2024-03-07,480.2853698730469,484.6499938964844,489.0,475.6000061035156,479.8999938964844,912598
2024-03-11,476.3213806152344,480.6499938964844,501.3999938964844,473.75,497.95001220703125,1566284
2024-03-12,463.9339599609375,468.1499938964844,484.1499938964844,462.6499938964844,480.6000061035156,653245
2024-03-13,456.94744873046875,461.1000061035156,477.95001220703125,449.5,467.8999938964844,1190455
2024-03-14,467.00604248046875,471.25,476.0,445.0,458.0,994002
2024-03-15,467.9970397949219,472.25,475.0,458.54998779296875,467.95001220703125,609636
2024-03-18,457.3438720703125,461.5,474.75,458.3999938964844,470.8999938964844,346530
2024-03-19,483.95208740234375,488.3500061035156,504.70001220703125,460.1000061035156,463.0,12707665
2024-03-20,478.25384521484375,482.6000061035156,496.45001220703125,478.1499938964844,488.3500061035156,2273204
2024-03-21,495.2493896484375,499.75,517.5,486.5,487.70001220703125,3577176
2024-03-22,497.82598876953125,502.3500061035156,508.0,493.1000061035156,498.04998779296875,907958
2024-03-26,532.7584838867188,537.5999755859375,545.6500244140625,497.1499938964844,500.0,4223986
2024-03-27,541.0828857421875,546.0,559.0,530.8499755859375,542.8499755859375,2873936
2024-03-28,531.8666381835938,536.7000122070312,547.0,524.5499877929688,547.0,1560344
2024-04-01,566.4522705078125,571.5999755859375,578.0,540.0,542.0,2975365
2024-04-02,550.1504516601562,555.1500244140625,574.7999877929688,551.0999755859375,570.0,981352
2024-04-03,545.046875,550.0,558.7000122070312,547.0,558.4000244140625,1066403
2024-04-04,557.5829467773438,562.6500244140625,567.9500122070312,553.0999755859375,554.0,1174174
2024-04-05,552.1820678710938,557.2000122070312,574.5,554.0,568.0,667055
2024-04-08,544.5513305664062,549.5,562.25,545.2000122070312,561.0,556217
2024-04-09,544.1549072265625,549.0999755859375,555.2999877929688,536.0999755859375,555.2999877929688,512786
2024-04-10,550.0018310546875,555.0,565.7999877929688,550.0,556.8499755859375,862532
2024-04-12,540.537841796875,545.4500122070312,565.4500122070312,541.0,558.4000244140625,1362609
2024-04-15,535.7810668945312,540.6500244140625,543.1500244140625,519.5499877929688,532.5,773634
2024-04-16,528.2990112304688,533.0999755859375,561.9500122070312,525.25,528.0999755859375,1571354
2024-04-18,514.4746704101562,519.1500244140625,531.7999877929688,501.5,504.0,1269310
2024-04-19,531.0242309570312,535.8499755859375,541.0999755859375,512.75,515.0,1931126
2024-04-22,526.0692749023438,530.8499755859375,546.5999755859375,527.2000122070312,545.0499877929688,505074
2024-04-23,526.5152587890625,531.2999877929688,535.8499755859375,525.5499877929688,532.4500122070312,558722
2024-04-24,533.1054077148438,537.9500122070312,542.9000244140625,530.2000122070312,535.0,436069
2024-04-25,526.2179565429688,531.0,545.8499755859375,528.5499877929688,542.2999877929688,787985
2024-04-26,530.8756713867188,535.7000122070312,540.4500122070312,528.5,533.0,353173
2024-04-29,534.1954345703125,539.0499877929688,544.7000122070312,532.5,539.9500122070312,639859
2024-04-30,532.708984375,537.5499877929688,551.0,533.0499877929688,544.3499755859375,565139
2024-05-02,554.5604248046875,559.5999755859375,581.9000244140625,535.9500122070312,540.9500122070312,3743567
2024-05-03,570.96142578125,576.1500244140625,596.7000122070312,560.1500244140625,563.0,2566687
2024-05-06,564.7676391601562,569.9000244140625,582.0999755859375,553.3499755859375,580.0,861439
2024-05-07,550.5963745117188,555.5999755859375,566.25,539.0499877929688,566.0,1359605
2024-05-08,574.2316284179688,579.4500122070312,581.0999755859375,551.4000244140625,555.0,924981
2024-05-09,545.7405395507812,550.7000122070312,581.0,547.0,579.9500122070312,839973
2024-05-10,550.3982543945312,555.4000244140625,564.3499755859375,549.6500244140625,554.9000244140625,497833
2024-05-13,550.497314453125,555.5,558.0,541.0499877929688,554.5,348470
2024-05-14,551.5379028320312,556.5499877929688,565.9500122070312,549.0,557.0,752761
2024-05-15,579.3848876953125,584.6500244140625,586.7999877929688,556.0999755859375,561.7000122070312,1056094
2024-05-16,599.650634765625,605.0999755859375,612.7000122070312,586.9000244140625,587.0,3039096
2024-05-17,625.21826171875,630.9000244140625,654.4000244140625,617.7999877929688,639.0,6528875
2024-05-21,587.7091064453125,593.0499877929688,640.0,588.0,640.0,1717414
2024-05-22,576.114501953125,581.3499755859375,616.0,578.1500244140625,604.9500122070312,1518678
2024-05-23,579.731689453125,585.0,601.4000244140625,582.4000244140625,588.5,1003391
2024-05-24,583.1505737304688,588.4500122070312,599.0499877929688,583.0,586.0,632529
2024-05-27,569.8712768554688,575.0499877929688,593.7000122070312,571.1500244140625,593.7000122070312,432200
2024-05-28,567.8396606445312,573.0,579.25,559.2000122070312,576.4000244140625,622869
2024-05-29,561.3487548828125,566.4500122070312,577.5999755859375,560.0,575.3499755859375,481901
2024-05-30,588.7496948242188,594.0999755859375,603.2999877929688,562.0,565.0499877929688,1895344
2024-05-31,581.911865234375,587.2000122070312,598.9000244140625,585.0499877929688,596.0,1197094
2024-06-03,577.9974365234375,583.25,676.0999755859375,580.0,675.0999755859375,1015022
2024-06-04,535.1864624023438,540.0499877929688,588.8499755859375,513.0499877929688,586.0,1323546
2024-06-05,556.7901611328125,561.8499755859375,596.7000122070312,518.1500244140625,548.9500122070312,1548118
2024-06-06,557.7315673828125,562.7999877929688,582.0,561.0,565.5999755859375,601802
2024-06-07,549.6549682617188,554.6500244140625,564.7999877929688,553.25,564.7999877929688,958262
2024-06-10,551.4883422851562,556.5,564.6500244140625,553.0499877929688,559.7000122070312,406073
2024-06-11,544.5513305664062,549.5,563.5999755859375,548.0,562.0,468941
2024-06-12,562.4388427734375,567.5499877929688,569.9000244140625,551.6500244140625,554.5,1048875
2024-06-13,561.3982543945312,566.5,573.4000244140625,561.1500244140625,571.2999877929688,375576
2024-06-14,569.3757934570312,574.5499877929688,578.9000244140625,562.0,568.2999877929688,1294986
2024-06-18,570.96142578125,576.1500244140625,583.6500244140625,569.0499877929688,583.0,450551
2024-06-19,589.592041015625,594.9500122070312,604.4000244140625,570.3499755859375,576.3499755859375,3437730
2024-06-20,585.6776123046875,591.0,600.0499877929688,585.2999877929688,598.0,682433
2024-06-21,593.8533325195312,599.25,607.0,590.0,590.0,1009733
2024-06-24,581.2677001953125,586.5499877929688,599.25,579.4000244140625,599.25,1193497
2024-06-25,591.8218383789062,597.2000122070312,605.25,588.0,588.2999877929688,727250
2024-06-26,612.1371459960938,617.7000122070312,633.5,597.2000122070312,601.6500244140625,3467365
2024-06-27,600.9884643554688,606.4500122070312,625.75,603.0,621.0999755859375,549808
2024-06-28,614.9119873046875,620.5,624.7999877929688,606.5499877929688,609.5,972986
2024-07-01,604.209228515625,609.7000122070312,618.9000244140625,607.0499877929688,618.9000244140625,288242
2024-07-02,602.029052734375,607.5,614.3499755859375,605.5,613.4500122070312,406103
2024-07-03,639.2904052734375,645.0999755859375,651.0,604.0,609.5999755859375,1699202
2024-07-04,639.7858276367188,645.5999755859375,651.9500122070312,636.0,646.1500244140625,490240
2024-07-05,629.2813720703125,635.0,646.7999877929688,632.0,646.7999877929688,298996
2024-07-08,623.7318115234375,629.4000244140625,639.4500122070312,621.8499755859375,635.0,278145
2024-07-09,624.6732177734375,630.3499755859375,645.7999877929688,628.5499877929688,639.4500122070312,428477
2024-07-10,621.1056518554688,626.75,636.6500244140625,612.0,631.2000122070312,429819
2024-07-11,624.177734375,629.8499755859375,632.7000122070312,620.0,626.75,151607
2024-07-12,625.0696411132812,630.75,645.0,625.0,630.0,275062
2024-07-15,629.0831909179688,634.7999877929688,639.0,626.0999755859375,632.9500122070312,172361
2024-07-16,636.1192626953125,641.9000244140625,645.0,631.0,642.0,248298
2024-07-18,616.0515747070312,621.6500244140625,660.0,616.2000122070312,641.9000244140625,681763
2024-07-19,590.9794311523438,596.3499755859375,615.7999877929688,592.6500244140625,610.0,316489
2024-07-22,598.3623046875,603.7999877929688,608.4500122070312,587.9500122070312,596.0,256162
2024-07-23,585.2316284179688,590.5499877929688,610.6500244140625,580.0499877929688,607.4500122070312,424957
2024-07-24,604.7046508789062,610.2000122070312,615.0,588.0,590.5499877929688,253672
2024-07-25,601.0380249023438,606.5,612.0,603.9000244140625,610.0,115204
2024-07-26,603.4164428710938,608.9000244140625,617.75,603.0499877929688,609.5,178492
2024-07-29,601.7317504882812,607.2000122070312,614.9000244140625,606.0,609.0999755859375,214206
2024-07-30,596.6776123046875,602.0999755859375,618.1500244140625,598.7999877929688,607.2000122070312,462871
2024-07-31,589.2451782226562,594.5999755859375,629.5,591.0,606.9000244140625,1186422
2024-08-01,599.1055908203125,604.5499877929688,608.7999877929688,582.3499755859375,597.4000244140625,588302
2024-08-02,602.2271728515625,607.7000122070312,610.0,591.6500244140625,602.0,375122
2024-08-05,590.2857666015625,595.6500244140625,599.9500122070312,580.4000244140625,587.9500122070312,343654
2024-08-06,613.8713989257812,619.4500122070312,642.25,610.5499877929688,625.0,3501793
2024-08-07,632.7498168945312,638.5,668.0,628.6500244140625,630.0,3167215
2024-08-08,681.9526977539062,688.1500244140625,712.0,638.0,640.0,10380297
2024-08-09,689.4347534179688,695.7000122070312,724.5999755859375,671.8499755859375,719.0,5133088
2024-08-12,694.3401489257812,700.6500244140625,707.4500122070312,680.0,693.75,1745759
2024-08-13,779.9619750976562,787.0499877929688,838.0,703.0,703.2999877929688,21252689
2024-08-14,790.8134155273438,798.0,843.9500122070312,754.2000122070312,791.0,14218509
2024-08-16,802.705322265625,810.0,816.0,765.0499877929688,790.0,2952650
2024-08-19,782.73681640625,789.8499755859375,814.9000244140625,782.0,813.0499877929688,763738
2024-08-20,781.547607421875,788.6500244140625,793.7999877929688,772.0,789.8499755859375,558414
2024-08-21,761.1826782226562,768.0999755859375,786.7999877929688,745.2000122070312,785.6500244140625,1202256
2024-08-22,749.0430297851562,755.8499755859375,766.0,745.0,761.0,773210
2024-08-23,723.0294189453125,729.5999755859375,760.5999755859375,724.5999755859375,759.0999755859375,623489
2024-08-26,713.66455078125,720.1500244140625,739.7000122070312,718.0,739.7000122070312,490486
2024-08-27,743.1961669921875,749.9500122070312,761.9000244140625,719.4500122070312,725.0499877929688,2588003
2024-08-28,725.7051391601562,732.2999877929688,761.7999877929688,730.0,751.0,1538475
2024-08-29,713.3672485351562,719.8499755859375,738.7999877929688,715.5499877929688,732.0499877929688,585196
2024-08-30,713.66455078125,720.1500244140625,728.0,710.5499877929688,715.1500244140625,770306
2024-09-02,726.2005615234375,732.7999877929688,746.9000244140625,722.0999755859375,729.9500122070312,1144204
2024-09-03,755.3853759765625,762.25,768.3499755859375,735.0,736.8499755859375,2453391
2024-09-04,758.7052001953125,765.5999755859375,782.0,755.4000244140625,762.0,1382930
2024-09-05,750.4304809570312,757.25,783.5,754.0,768.0499877929688,819562
2024-09-06,740.4537963867188,745.9000244140625,761.4000244140625,741.0,761.0,543135
2024-09-09,741.2479858398438,746.7000122070312,756.9500122070312,731.5499877929688,736.0499877929688,366985
2024-09-10,741.8435668945312,747.2999877929688,753.75,730.7999877929688,746.0,568160
2024-09-11,748.2960815429688,753.7999877929688,762.2000122070312,743.8499755859375,751.9500122070312,431907
2024-09-12,752.9121704101562,758.4500122070312,777.9500122070312,750.0,763.0,437096
2024-09-13,758.6697998046875,764.25,790.9500122070312,760.0,765.0,1438094
2024-09-16,781.7500610351562,787.5,801.4500122070312,772.0499877929688,772.4500122070312,1608157
2024-09-17,730.9735107421875,736.3499755859375,790.0,730.2999877929688,790.0,1204333
2024-09-18,737.2276000976562,742.6500244140625,751.8499755859375,733.5,741.2000122070312,625871
2024-09-19,735.5895385742188,741.0,751.75,723.5,742.5,508619
2024-09-20,726.80419921875,732.1500244140625,753.75,726.9000244140625,742.5,619241
2024-09-23,731.9165649414062,737.2999877929688,748.0,732.1500244140625,735.9500122070312,452746
2024-09-24,724.719482421875,730.0499877929688,747.9000244140625,729.0,741.0499877929688,458665
2024-09-25,708.0421752929688,713.25,736.4500122070312,708.1500244140625,733.6500244140625,450520
2024-09-26,706.3049926757812,711.5,733.75,708.0999755859375,716.7999877929688,781886
2024-09-27,693.4495239257812,698.5499877929688,721.1500244140625,694.0,714.2999877929688,516076
2024-09-30,679.899169921875,684.9000244140625,702.7999877929688,683.0499877929688,694.0,575949
2024-10-01,707.4465942382812,712.6500244140625,716.3499755859375,685.0499877929688,688.2000122070312,1147140
2024-10-03,681.2393188476562,686.25,705.0,682.7000122070312,684.25,586371
2024-10-04,666.4481201171875,671.3499755859375,692.9000244140625,668.2999877929688,689.9000244140625,538793
2024-10-07,653.8408813476562,658.6500244140625,680.9000244140625,641.75,672.0,975793
2024-10-08,725.8611450195312,731.2000122070312,737.7999877929688,655.5499877929688,658.0,3984025
2024-10-09,746.9559936523438,752.4500122070312,758.0499877929688,714.2999877929688,727.0999755859375,1628658
2024-10-10,739.1136474609375,744.5499877929688,757.0,740.2999877929688,743.0499877929688,596634
2024-10-11,789.9894409179688,795.7999877929688,805.0,739.2000122070312,743.7999877929688,7117451
2024-10-14,792.3719482421875,798.2000122070312,804.0,763.4000244140625,798.0,1621671
2024-10-15,808.4536743164062,814.4000244140625,821.9500122070312,793.0999755859375,800.0,1369597
2024-10-16,793.1660766601562,799.0,821.6500244140625,790.5,814.4000244140625,1004331
2024-10-17,767.0084838867188,772.6500244140625,802.7999877929688,769.0,799.75,738682
2024-10-18,778.6727294921875,784.4000244140625,801.0,755.0,772.9500122070312,1618018
2024-10-21,759.7617797851562,765.3499755859375,783.9000244140625,757.0499877929688,783.0999755859375,447414
2024-10-22,728.2435913085938,733.5999755859375,774.0,727.2000122070312,763.5499877929688,599628
2024-10-23,739.4114379882812,744.8499755859375,754.9000244140625,714.5,729.0,583522
2024-10-24,700.9940795898438,706.1500244140625,742.9500122070312,702.0,739.0,737724
2024-10-25,685.2101440429688,690.25,716.0999755859375,662.1500244140625,709.9500122070312,1331744
2024-10-28,663.5196533203125,668.4000244140625,698.5499877929688,666.0,685.0,1001172
2024-10-29,656.769287109375,661.5999755859375,679.4500122070312,648.5499877929688,670.3499755859375,913862
2024-10-30,667.0437622070312,671.9500122070312,679.9500122070312,654.0,658.3499755859375,430282
2024-10-31,686.8480834960938,691.9000244140625,704.0,673.0999755859375,675.75,1005417
2024-11-01,700.1502075195312,705.2999877929688,709.9000244140625,695.0,695.4000244140625,81210
2024-11-04,675.9284057617188,680.9000244140625,708.4000244140625,672.0499877929688,708.4000244140625,574043
2024-11-05,657.7123413085938,662.5499877929688,687.5,658.3499755859375,679.0999755859375,865458
2024-11-06,675.5313110351562,680.5,682.8499755859375,656.8499755859375,664.7000122070312,989376
2024-11-07,651.1605834960938,655.9500122070312,686.7000122070312,653.0,685.0,793159
2024-11-08,628.8248901367188,633.4500122070312,660.9000244140625,630.25,658.5,638988
2024-11-11,620.783935546875,625.3499755859375,634.0,613.0499877929688,632.9000244140625,646319
2024-11-12,643.218994140625,647.9500122070312,698.6500244140625,626.0499877929688,671.0,19724212
2024-11-13,640.7372436523438,645.4500122070312,659.0,636.9500122070312,650.5499877929688,2076150
2024-11-14,650.8627319335938,655.6500244140625,658.8499755859375,636.0999755859375,643.0,944286
2024-11-18,641.1839599609375,645.9000244140625,667.7999877929688,645.0,650.0,1021718
2024-11-19,686.5999145507812,691.6500244140625,697.0499877929688,642.4000244140625,649.8499755859375,5623441
2024-11-21,692.1094360351562,697.2000122070312,704.5999755859375,682.9000244140625,691.6500244140625,2538307
2024-11-22,678.8072509765625,683.7999877929688,708.0,682.2000122070312,699.0999755859375,753991
2024-11-25,758.570556640625,764.1500244140625,788.0,694.2000122070312,699.0,5326804
2024-11-26,817.9338989257812,823.9500122070312,885.0,763.0999755859375,764.1500244140625,41909069
2024-11-27,828.7543334960938,834.8499755859375,880.0,825.2999877929688,836.0,16801320
2024-11-28,791.7266845703125,797.5499877929688,838.75,790.0,836.0,3024118
2024-11-29,762.0450439453125,767.6500244140625,799.7999877929688,760.5,797.5499877929688,1965077
2024-12-02,734.8946533203125,740.2999877929688,771.9500122070312,735.2999877929688,771.9500122070312,2001017
2024-12-03,734.299072265625,739.7000122070312,755.5,732.5499877929688,748.0,1690244
2024-12-04,734.8946533203125,740.2999877929688,745.5,736.0,743.5,1074830
2024-12-05,734.4479370117188,739.8499755859375,744.5,732.0,744.0,541903
2024-12-06,750.2318725585938,755.75,764.8499755859375,733.0,743.5,1286790
2024-12-09,774.9500732421875,780.6500244140625,788.0,763.0,773.0499877929688,2156327
2024-12-10,801.1572875976562,807.0499877929688,809.75,767.25,780.5999755859375,2768346
2024-12-11,812.4740600585938,818.4500122070312,842.0,803.0,810.2999877929688,4867530
2024-12-12,806.666748046875,812.5999755859375,826.0,802.7000122070312,816.0,1195807
2024-12-13,799.4200439453125,805.2999877929688,816.5999755859375,796.9500122070312,810.0499877929688,871822
2024-12-16,813.2682495117188,819.25,822.5,794.4000244140625,811.0,894596
2024-12-17,822.798095703125,828.8499755859375,834.9500122070312,811.7999877929688,824.9000244140625,1386424
2024-12-18,818.678466796875,824.7000122070312,837.4000244140625,814.5,834.0,825943
2024-12-19,773.9573974609375,779.6500244140625,811.9000244140625,773.5,799.0,1601739
2024-12-20,749.1399536132812,754.6500244140625,787.5499877929688,744.5499877929688,787.5499877929688,1969842
2024-12-23,734.3983154296875,739.7999877929688,763.2000122070312,732.0,759.0,861610
2024-12-24,733.852294921875,739.25,746.9000244140625,735.0,746.4500122070312,516003
2024-12-26,730.725341796875,736.0999755859375,745.5,719.25,745.5,796572
2024-12-27,743.0844116210938,748.5499877929688,759.4000244140625,734.0,736.0,976406
2024-12-30,733.852294921875,739.25,772.9000244140625,731.25,754.0499877929688,1533351
2024-12-31,735.9369506835938,741.3499755859375,749.4000244140625,736.2000122070312,740.0,546901
2025-01-01,748.2960815429688,753.7999877929688,759.5,737.0999755859375,742.0,282573
2025-01-02,757.8260498046875,763.4000244140625,766.5999755859375,747.5,759.0,409553
2025-01-03,772.3690795898438,778.0499877929688,786.0,766.0,768.4000244140625,871073
2025-01-06,746.7574462890625,752.25,789.9000244140625,742.4500122070312,789.9000244140625,683323
2025-01-07,757.0814819335938,762.6500244140625,770.75,743.4000244140625,750.0,429238
2025-01-08,733.852294921875,739.25,772.9500122070312,731.6500244140625,764.7999877929688,500461
2025-01-09,714.0975952148438,719.3499755859375,749.9500122070312,716.1500244140625,745.0,290260
2025-01-10,704.4188232421875,709.5999755859375,726.4500122070312,696.0,715.0,603934
2025-01-13,670.2700805664062,675.2000122070312,699.75,659.4000244140625,696.0,679317
2025-01-14,682.2816162109375,687.2999877929688,696.0,670.5,670.5,384772
2025-01-15,696.82470703125,701.9500122070312,707.7000122070312,685.5,692.9500122070312,473057
2025-01-16,695.83203125,700.9500122070312,715.6500244140625,693.2000122070312,708.0,539080
2025-01-17,677.615966796875,682.5999755859375,701.5,680.0,701.0,298675
2025-01-20,713.3035278320312,718.5499877929688,725.2000122070312,676.9500122070312,682.5999755859375,1206750
2025-01-21,678.8568115234375,683.8499755859375,725.6500244140625,677.8499755859375,719.0499877929688,530882
2025-01-22,671.11376953125,676.0499877929688,689.0,661.75,685.5,335276
2025-01-23,654.5853881835938,659.4000244140625,681.5,656.4000244140625,676.6500244140625,463443
2025-01-24,645.005859375,649.75,681.5499877929688,645.0499877929688,662.5499877929688,608158
2025-01-27,624.7547607421875,629.3499755859375,646.9500122070312,616.0999755859375,646.8499755859375,447214
2025-01-28,588.8687744140625,593.2000122070312,631.5999755859375,582.0,629.2999877929688,1374138
2025-01-29,617.7562255859375,622.2999877929688,650.0,592.6500244140625,599.0,828574
2025-01-30,630.31396484375,634.9500122070312,672.8499755859375,630.7999877929688,645.9000244140625,1106272
2025-01-31,665.4554443359375,670.3499755859375,678.0,632.4500122070312,636.9000244140625,1045600
2025-02-01,655.0817260742188,659.9000244140625,710.0,644.7000122070312,670.3499755859375,1104983
2025-02-03,629.3707885742188,634.0,686.9500122070312,630.0999755859375,661.5,1834003
2025-02-04,569.3621826171875,573.5499877929688,643.2000122070312,571.0,640.3499755859375,4671373
2025-02-05,573.48193359375,577.7000122070312,594.6500244140625,575.0,577.0,2448809
2025-02-06,566.6085205078125,568.7999877929688,588.9000244140625,567.0,585.4500122070312,1730196
2025-02-07,579.7576293945312,582.0,597.8499755859375,571.0499877929688,572.7999877929688,3484941
2025-02-10,565.662109375,567.8499755859375,583.6500244140625,559.25,582.0,1181017
2025-02-11,554.7045288085938,556.8499755859375,572.1500244140625,546.0,569.9500122070312,1022278
2025-02-12,573.58154296875,575.7999877929688,582.5,546.5499877929688,555.0,1160804
2025-02-13,564.1181030273438,566.2999877929688,583.9500122070312,564.2999877929688,577.5999755859375,1226767
2025-02-14,586.4318237304688,588.7000122070312,604.9000244140625,555.1500244140625,566.2999877929688,3821668
2025-02-17,544.7929077148438,546.9000244140625,581.25,539.0499877929688,569.0,3051769
2025-02-18,564.3671875,566.5499877929688,578.7999877929688,532.4000244140625,545.25,3333633
2025-02-19,560.432373046875,562.5999755859375,573.1500244140625,544.0499877929688,559.9000244140625,1044954
2025-02-20,575.5737915039062,577.7999877929688,594.2999877929688,558.75,563.4500122070312,1822829
2025-02-21,585.9337768554688,588.2000122070312,609.7999877929688,570.5499877929688,573.9500122070312,3272706
2025-02-24,561.4285278320312,563.5999755859375,578.9000244140625,558.0,575.0,851470
2025-02-25,547.9307250976562,550.0499877929688,567.8499755859375,548.0,558.6500244140625,758313
2025-02-27,521.9810791015625,524.0,555.2000122070312,520.3499755859375,552.7999877929688,1000340
2025-02-28,484.12750244140625,486.0,524.0,481.0,523.5499877929688,2009819
2025-03-03,476.4571838378906,478.29998779296875,493.79998779296875,460.29998779296875,486.75,1948272
2025-03-04,484.9742431640625,486.8500061035156,498.6499938964844,467.25,471.79998779296875,1113042
2025-03-05,498.8206787109375,500.75,504.29998779296875,478.54998779296875,486.8500061035156,1077718
2025-03-06,533.6858520507812,535.75,546.75,512.2000122070312,514.0,8559064
2025-03-07,611.1362915039062,613.5,639.0,535.75,539.0,20832897
2025-03-10,563.6698608398438,565.8499755859375,604.3499755859375,559.0,601.25,4846407
2025-03-11,528.20703125,530.25,565.5999755859375,526.0,555.0,4508844
2025-03-12,517.6478881835938,519.6500244140625,540.0,508.1000061035156,535.8499755859375,2958755
2025-03-13,512.2686767578125,514.25,528.9500122070312,511.1000061035156,524.2000122070312,1785235
2025-03-17,507.0389099121094,509.0,524.0,507.0,514.25,1264100
2025-03-18,507.0389099121094,509.0,509.0,509.0,509.0,0
2025-03-19,565.0146484375,567.2000122070312,577.7999877929688,555.6500244140625,569.0,4113365
2025-03-20,566.1104125976562,568.2999877929688,583.4000244140625,554.25,572.4500122070312,2386679
2025-03-21,563.3710327148438,565.5499877929688,572.9000244140625,559.7999877929688,572.0,1483168
2025-03-24,573.58154296875,575.7999877929688,584.0,564.8499755859375,570.0,1619487
2025-03-25,553.5092163085938,555.6500244140625,591.75,550.5,582.0,1563747
2025-03-26,561.6775512695312,563.8499755859375,574.0,543.9000244140625,557.5499877929688,1957610
2025-03-27,558.2907104492188,560.4500122070312,616.5,515.5999755859375,564.0,2175103
2025-03-28,561.4285278320312,563.5999755859375,583.0,554.4500122070312,563.7999877929688,2153573
2025-04-01,534.3831787109375,536.4500122070312,562.0,532.5499877929688,560.9500122070312,1384083
2025-04-02,539.8619384765625,541.9500122070312,545.6500244140625,526.0,540.0,1014446
2025-04-03,533.3372192382812,535.4000244140625,540.7999877929688,530.0499877929688,530.1500244140625,878533
2025-04-04,516.4027099609375,518.4000244140625,538.0,510.79998779296875,535.4000244140625,984436
2025-04-07,491.4989929199219,493.3999938964844,499.0,471.70001220703125,480.04998779296875,1624667
2025-04-08,486.5182800292969,488.3999938964844,505.0,478.79998779296875,503.25,1903705
