Price,Adj Close,Close,High,Low,Open,Volume
2024-01-16,7049.9833984375,7101.14990234375,7316.89990234375,7055.14990234375,7270.0,8039
2024-01-17,6961.3759765625,7011.89990234375,7101.14990234375,6953.10009765625,7100.0,8249
2024-01-18,6884.83154296875,6934.7998046875,7040.0,6882.7998046875,7001.39990234375,4522
2024-01-19,6838.81591796875,6888.4501953125,7005.5,6853.5498046875,6950.25,5834
2024-01-23,6878.03173828125,6927.9501953125,7177.85009765625,6890.0,7050.0,8994
2024-01-24,6825.51220703125,6875.0498046875,6972.0498046875,6813.25,6929.85009765625,14868
2024-01-25,6570.76171875,6618.4501953125,6885.7001953125,6590.0,6875.0498046875,19337
2024-01-29,6514.17236328125,6561.4501953125,6690.0,6531.60009765625,6690.0,10475
2024-01-30,6414.2470703125,6460.7998046875,6545.14990234375,6399.5,6534.0,18212
2024-01-31,6462.29833984375,6509.2001953125,6543.75,6425.0,6460.7998046875,12629
2024-02-01,6466.0712890625,6513.0,6598.0,6469.7001953125,6547.5,12358
2024-02-02,6353.63720703125,6399.75,6547.0498046875,6370.0,6545.25,8155
2024-02-05,6293.4736328125,6339.14990234375,6480.0,6325.0,6480.0,9556
2024-02-06,6088.11376953125,6132.2998046875,6379.2001953125,6085.0,6360.0,131032
2024-02-07,6098.6875,6142.9501953125,6336.0,6132.2998046875,6135.0,35390
2024-02-08,6099.3330078125,6143.60009765625,6242.7001953125,6121.0498046875,6219.0,12550
2024-02-09,6010.8251953125,6054.4501953125,6198.4501953125,6042.0,6198.0,25624
2024-02-12,6080.61865234375,6124.75,6166.85009765625,6055.10009765625,6115.0498046875,11938
2024-02-13,6015.29248046875,6058.9501953125,6155.0,6036.5,6151.14990234375,11429
2024-02-14,6005.41455078125,6049.0,6100.0,6012.0,6100.0,5894
2024-02-15,6048.4521484375,6092.35009765625,6222.64990234375,6074.10009765625,6079.25,37633
2024-02-16,6294.81396484375,6340.5,6385.0,6144.35009765625,6150.0,19257
2024-02-19,6259.1728515625,6304.60009765625,6445.25,6290.0,6390.0,27511
2024-02-20,6295.11181640625,6340.7998046875,6369.75,6260.0,6342.2001953125,10006
2024-02-21,6185.25927734375,6230.14990234375,6370.0,6203.25,6344.4501953125,10407
2024-02-22,6185.904296875,6230.7998046875,6279.0498046875,6161.0498046875,6279.0,5844
2024-02-23,6200.5478515625,6245.5498046875,6268.4501953125,6205.0,6230.7998046875,7296
2024-02-26,6135.61962890625,6180.14990234375,6279.9501953125,6150.0,6279.9501953125,29512
2024-02-27,6130.60595703125,6175.10009765625,6235.9501953125,6140.0,6200.0,7199
2024-02-28,6055.8486328125,6099.7998046875,6233.85009765625,6075.0,6233.85009765625,10660
2024-02-29,5991.2177734375,6034.7001953125,6099.2998046875,6018.14990234375,6098.9501953125,10913
2024-03-01,5848.8505859375,5891.2998046875,6129.39990234375,5862.0,6040.0,33350
2024-03-04,5927.0830078125,5970.10009765625,6101.89990234375,5943.25,5961.0,13979
2024-03-05,5899.9794921875,5942.7998046875,6099.0,5930.0498046875,5999.64990234375,8688
2024-03-06,5846.96435546875,5889.39990234375,5959.0,5866.0498046875,5942.7998046875,10785
2024-03-07,5860.267578125,5902.7998046875,5929.4501953125,5862.10009765625,5915.0,7191
2024-03-11,5739.841796875,5781.5,5979.0,5765.64990234375,5979.0,16081
2024-03-12,5739.24609375,5780.89990234375,5868.0,5706.64990234375,5781.5,10688
2024-03-13,5655.2060546875,5696.25,5825.0,5660.0498046875,5788.0,13534
2024-03-14,5643.1435546875,5684.10009765625,5799.0,5656.7001953125,5696.25,11787
2024-03-15,5658.78076171875,5699.85009765625,5744.9501953125,5667.60009765625,5686.0,25354
2024-03-18,5550.61474609375,5590.89990234375,5715.0,5581.10009765625,5700.0,32523
2024-03-19,5461.3134765625,5500.9501953125,5638.0,5486.60009765625,5638.0,191318
2024-03-20,5576.52734375,5617.0,5656.0498046875,5501.0,5583.4501953125,89757
2024-03-21,5596.6806640625,5637.2998046875,5748.0,5600.0,5679.0,69250
2024-03-22,5770.27099609375,5812.14990234375,5900.0,5681.0,5715.0,47473
2024-03-26,5909.75830078125,5952.64990234375,5978.0,5748.0,5829.0,34461
2024-03-27,5982.18310546875,6025.60009765625,6056.25,5825.0,5999.5,55318
2024-03-28,6139.39208984375,6183.9501953125,6195.0,6048.64990234375,6050.0,36913
2024-04-01,6096.50341796875,6140.75,6249.0,6126.0498046875,6249.0,37598
2024-04-02,6038.72265625,6082.5498046875,6197.89990234375,6055.0,6162.0,11231
2024-04-03,6062.89697265625,6106.89990234375,6130.14990234375,6020.0,6130.14990234375,28595
2024-04-04,6016.6328125,6060.2998046875,6146.89990234375,6030.0,6146.89990234375,16076
2024-04-05,6031.92236328125,6075.7001953125,6117.14990234375,6037.0,6051.0,40120
2024-04-08,5968.830078125,6012.14990234375,6138.89990234375,5958.0,6105.75,55306
2024-04-09,5896.25634765625,5939.0498046875,6042.2001953125,5920.0,6012.14990234375,64251
2024-04-10,5854.50927734375,5897.0,6048.7998046875,5875.0,5929.9501953125,21474
2024-04-12,5972.85107421875,6016.2001953125,6042.2001953125,5900.0498046875,5900.0498046875,20205
2024-04-15,5959.646484375,6002.89990234375,6035.0,5906.10009765625,5989.9501953125,25898
2024-04-16,6046.31787109375,6090.2001953125,6100.0,5921.0498046875,6002.9501953125,42070
2024-04-18,6069.6484375,6113.7001953125,6150.0,6048.0498046875,6148.0,24362
2024-04-19,6251.826171875,6297.2001953125,6320.64990234375,6062.35009765625,6096.35009765625,60449
2024-04-22,6279.27685546875,6324.85009765625,6493.2001953125,6288.0,6372.25,26984
2024-04-23,6208.5400390625,6253.60009765625,6369.0,6196.0,6339.0,22534
2024-04-24,6216.13525390625,6261.25,6332.75,6191.85009765625,6260.0,12249
2024-04-25,6259.619140625,6305.0498046875,6398.0,6265.0,6292.60009765625,18267
2024-04-26,6273.220703125,6318.75,6362.9501953125,6241.0,6310.0,17972
2024-04-29,6226.509765625,6271.7001953125,6330.14990234375,6232.0,6320.0,17043
2024-04-30,6265.82421875,6311.2998046875,6327.9501953125,6221.0,6275.89990234375,35085
2024-05-02,6196.13037109375,6241.10009765625,6384.0,6210.0,6384.0,29741
2024-05-03,6772.3486328125,6821.5,6899.5,6244.7998046875,6272.35009765625,360224
2024-05-06,7245.3154296875,7297.89990234375,7355.0498046875,6736.5498046875,6815.0,398286
2024-05-07,7146.0859375,7197.9501953125,7249.9501953125,7088.5498046875,7202.4501953125,64103
2024-05-08,7200.8876953125,7253.14990234375,7321.0,7090.9501953125,7099.9501953125,44253
2024-05-09,7041.64404296875,7092.75,7284.35009765625,6998.14990234375,7279.0,38869
2024-05-10,6935.81201171875,6986.14990234375,7119.60009765625,6913.25,7060.0498046875,21589
2024-05-13,6964.30517578125,7014.85009765625,7070.0,6805.10009765625,7014.0,25866
2024-05-14,7054.8974609375,7106.10009765625,7179.0,7024.9501953125,7025.0,40659
2024-05-15,7074.40625,7125.75,7184.9501953125,7072.35009765625,7180.0,21077
2024-05-16,7123.54931640625,7175.25,7270.0,7132.89990234375,7165.9501953125,9947
2024-05-17,7164.7998046875,7216.7998046875,7250.0,7176.0,7176.0,20431
2024-05-21,7236.3310546875,7288.85009765625,7333.0,7029.0498046875,7219.0,26664
2024-05-22,7155.3681640625,7207.2998046875,7305.60009765625,7180.0,7288.85009765625,5908
2024-05-23,7202.07958984375,7254.35009765625,7275.0,7120.10009765625,7180.0,11919
2024-05-24,7331.68896484375,7384.89990234375,7485.5498046875,7160.0498046875,7181.7998046875,95378
2024-05-27,7243.330078125,7295.89990234375,7452.85009765625,7249.0498046875,7421.7998046875,12674
2024-05-28,7144.74560546875,7196.60009765625,7295.89990234375,7150.0,7295.89990234375,10316
2024-05-29,7302.40087890625,7355.39990234375,7427.0,7060.0,7060.0,26715
2024-05-30,7276.291015625,7329.10009765625,7349.89990234375,7251.25,7270.0,16886
2024-05-31,7151.64501953125,7203.5498046875,7450.0,7152.25,7385.0,46079
2024-06-03,7183.017578125,7235.14990234375,7349.0,7180.0,7349.0,7243
2024-06-04,6852.56591796875,6902.2998046875,7298.0,6681.60009765625,7298.0,62117
2024-06-05,7053.5078125,7104.7001953125,7175.85009765625,6831.0498046875,6902.2998046875,12660
2024-06-06,7213.1494140625,7265.5,7300.0,7057.5498046875,7104.7998046875,7691
2024-06-07,7333.62451171875,7386.85009765625,7400.0,7203.75,7203.75,5267
2024-06-10,7629.1298828125,7684.5,7875.0,7402.5498046875,7450.0,125982
2024-06-11,7747.71923828125,7803.9501953125,7935.0,7653.85009765625,7675.0498046875,32217
2024-06-12,7750.30029296875,7806.5498046875,7871.9501953125,7749.25,7803.0,11312
2024-06-13,8037.16845703125,8095.5,8179.7998046875,7810.0,7900.0,41138
2024-06-14,7881.34912109375,7938.5498046875,8135.9501953125,7905.0,8125.0,17246
2024-06-18,7943.0517578125,8000.7001953125,8057.64990234375,7901.4501953125,8057.64990234375,12352
2024-06-19,7822.02978515625,7878.7998046875,8000.7001953125,7822.25,8000.7001953125,8790
2024-06-20,7667.30322265625,7722.9501953125,7975.0498046875,7677.0,7974.9501953125,12665
2024-06-21,7672.564453125,7728.25,7975.0498046875,7671.14990234375,7799.0,20003
2024-06-24,7645.1630859375,7700.64990234375,7799.0,7662.7001953125,7730.0,5684
2024-06-25,7607.28857421875,7662.5,7768.2998046875,7645.0,7725.64990234375,3489
2024-06-26,7727.0693359375,7783.14990234375,7888.75,7641.25,7670.25,9402
2024-06-27,7779.9853515625,7836.4501953125,7940.0,7715.0,7715.0,9594
2024-06-28,7914.01220703125,7971.4501953125,8012.89990234375,7837.0,7900.0,18430
2024-07-01,8079.51123046875,8138.14990234375,8317.0,7963.25,7980.0,35905
2024-07-02,8158.935546875,8218.150390625,8266.4501953125,8127.10009765625,8240.0,9747
2024-07-03,8134.46240234375,8193.5,8250.0,8091.64990234375,8225.5,8000
2024-07-04,8132.67578125,8191.7001953125,8239.0,8075.0,8239.0,7997
2024-07-05,8167.671875,8226.9501953125,8258.5498046875,8167.64990234375,8216.2001953125,8863
2024-07-08,8340.0693359375,8400.599609375,8475.0,8196.2001953125,8260.0,20964
2024-07-09,8322.59765625,8383.0,8474.9501953125,8280.0,8474.9501953125,16262
2024-07-10,8331.2841796875,8391.75,8439.5498046875,8308.0498046875,8383.0,9124
2024-07-11,8549.251953125,8611.2998046875,8659.7001953125,8320.849609375,8490.0,53858
2024-07-12,8432.5576171875,8469.099609375,8600.0498046875,8445.25,8600.0,30963
2024-07-15,8488.265625,8525.0498046875,8610.0498046875,8300.0,8467.0,9946
2024-07-16,8896.646484375,8935.2001953125,8980.0,8495.0498046875,8550.0,76112
2024-07-18,8400.1474609375,8436.5498046875,8919.9501953125,8334.0,8862.25,32000
2024-07-19,8172.33544921875,8207.75,8530.0,8009.0,8478.75,54104
2024-07-22,7797.0615234375,7830.85009765625,8189.89990234375,7757.0498046875,8130.0,52277
2024-07-23,7811.9970703125,7845.85009765625,7890.0,7537.0498046875,7815.5498046875,28105
2024-07-24,7869.84619140625,7903.9501953125,8085.0,7855.14990234375,7884.60009765625,14411
2024-07-25,7735.1298828125,7768.64990234375,7941.89990234375,7750.0,7903.9501953125,177270
2024-07-26,7860.68603515625,7894.75,8059.4501953125,7768.64990234375,7768.64990234375,13012
2024-07-29,7655.72412109375,7688.89990234375,8000.0,7652.14990234375,7933.7998046875,34960
2024-07-30,7812.79345703125,7846.64990234375,7878.0,7695.89990234375,7727.2998046875,16027
2024-07-31,8140.27392578125,8175.5498046875,8290.0,7816.0,7914.0,64985
2024-08-01,8183.6865234375,8219.150390625,8296.150390625,8146.0,8190.0,15119
2024-08-02,8079.83642578125,8114.85009765625,8187.10009765625,8096.0,8110.0,6365
2024-08-05,7912.71044921875,7947.0,8078.7001953125,7827.0,8041.25,13330
2024-08-06,8074.60888671875,8109.60009765625,8249.0,7910.5498046875,7950.0,33420
2024-08-07,8105.22607421875,8140.35009765625,8246.0,8083.85009765625,8118.0,13097
2024-08-08,7998.986328125,8033.64990234375,8215.0,7997.25,8145.7998046875,4090
2024-08-09,7892.697265625,7926.89990234375,8157.75,7898.5,8073.85009765625,5084
2024-08-12,8136.888671875,8172.14990234375,8210.0,7875.25,7926.89990234375,10534
2024-08-13,7946.51416015625,7980.9501953125,8200.0,7964.10009765625,8172.14990234375,4255
2024-08-14,7805.82373046875,7839.64990234375,8091.9501953125,7810.0,8030.0,4791
2024-08-16,8017.10791015625,8051.85009765625,8149.9501953125,7872.0,7939.0,9391
2024-08-19,7900.56298828125,7934.7998046875,8094.89990234375,7885.0,8032.0498046875,6604
2024-08-20,7944.2236328125,7978.64990234375,8024.0,7903.0498046875,7934.7998046875,6981
2024-08-21,7994.2568359375,8028.89990234375,8050.0,7947.10009765625,7978.64990234375,7236
2024-08-22,8119.11572265625,8154.2998046875,8224.7001953125,8020.0,8028.89990234375,11702
2024-08-23,8061.31640625,8096.25,8195.0498046875,8037.25,8195.0498046875,3576
2024-08-26,8076.55029296875,8111.5498046875,8195.0,8010.0,8136.75,5354
2024-08-27,8247.111328125,8282.849609375,8389.0,8060.25,8130.0,18399
2024-08-28,8239.892578125,8275.599609375,8350.0,8180.5,8271.0,17806
2024-08-29,8097.8583984375,8132.9501953125,8316.9501953125,8121.0,8299.9501953125,5154
2024-08-30,8006.7529296875,8041.4501953125,8199.9501953125,7917.0498046875,8145.0,7653
2024-09-02,8007.89794921875,8042.60009765625,8294.0,7958.10009765625,8041.4501953125,13330
2024-09-03,8259.1591796875,8294.9501953125,8355.0,8061.39990234375,8100.0,19248
2024-09-04,8186.07568359375,8221.5498046875,8442.0,8180.0,8289.0,15671
2024-09-05,8048.42236328125,8083.2998046875,8320.0,8057.5498046875,8320.0,11365
2024-09-06,8142.4150390625,8177.7001953125,8235.0,8080.0,8164.14990234375,6231
2024-09-09,8093.32763671875,8128.39990234375,8218.5498046875,8035.35009765625,8218.5498046875,7087
2024-09-10,8142.564453125,8177.85009765625,8218.5498046875,8088.0498046875,8218.5498046875,4404
2024-09-11,8127.8779296875,8163.10009765625,8235.9501953125,8134.5498046875,8177.85009765625,3977
2024-09-12,8147.0947265625,8182.39990234375,8345.0,8142.60009765625,8187.5498046875,5722
2024-09-13,8144.15771484375,8179.4501953125,8243.7998046875,8102.0,8182.39990234375,6279
2024-09-16,8195.13671875,8230.650390625,8250.0,8115.0,8150.10009765625,3960
2024-09-17,9213.72265625,9253.650390625,9488.7001953125,8191.85009765625,8206.349609375,1356521
2024-09-18,8537.1552734375,8574.150390625,9110.0,8458.5498046875,9000.150390625,213920
2024-09-19,8213.755859375,8249.349609375,8590.0,8175.0498046875,8570.0,101586
2024-09-20,8221.5224609375,8257.150390625,8325.0,8127.2998046875,8249.349609375,68629
2024-09-23,8199.8154296875,8235.349609375,8283.5,8170.0,8280.0,19472
2024-09-24,8161.23291015625,8196.599609375,8320.9501953125,8158.5,8270.0,15117
2024-09-25,8057.533203125,8092.4501953125,8209.4501953125,8055.5,8196.599609375,14845
2024-09-26,8165.51513671875,8200.900390625,8249.9501953125,8057.4501953125,8100.0,27759
2024-09-27,8065.14990234375,8100.10009765625,8237.5,8081.0,8230.0,12991
2024-09-30,8169.298828125,8204.7001953125,8240.0,8085.0,8120.0,13090
2024-10-01,8603.6171875,8640.900390625,8792.5,8267.2001953125,8400.0,427997
2024-10-03,8529.3876953125,8566.349609375,8760.4501953125,8400.0498046875,8530.0,59234
2024-10-04,8272.80078125,8308.650390625,8799.0,8250.0,8600.0,81450
2024-10-07,8602.3212890625,8639.599609375,8740.0,8251.0,8355.0,92065
2024-10-08,8557.16796875,8594.25,8749.0,8484.0498046875,8550.0,29242
2024-10-09,8607.6982421875,8645.0,8860.0,8560.5498046875,8625.0,24880
2024-10-10,8502.2548828125,8539.099609375,8702.0,8486.0,8688.0,10696
2024-10-11,8436.640625,8473.2001953125,8575.0,8421.0,8575.0,8183
2024-10-14,8476.8154296875,8513.5498046875,8658.900390625,8419.0,8475.0,11652
2024-10-15,8475.0732421875,8511.7998046875,8600.9501953125,8492.0,8535.0,6592
2024-10-16,8456.255859375,8492.900390625,8595.75,8476.0,8540.0,8635
2024-10-17,8275.3388671875,8311.2001953125,9034.9501953125,8201.0,8525.0,111737
2024-10-18,8408.462890625,8444.900390625,8524.849609375,8240.0,8260.0,13507
2024-10-21,8215.697265625,8251.2998046875,8487.150390625,8201.0,8475.0,8318
2024-10-22,7942.1328125,7976.5498046875,8292.599609375,7910.10009765625,8251.2998046875,15974
2024-10-23,7990.72265625,8025.35009765625,8089.0,7845.7001953125,7976.5498046875,25929
2024-10-24,7784.96435546875,7818.7001953125,8089.25,7800.0,8060.0,12880
2024-10-25,7686.24169921875,7719.5498046875,7940.0,7511.5498046875,7829.5,20727
2024-10-28,7606.537109375,7639.5,7753.2998046875,7579.5498046875,7699.25,12470
2024-10-29,7671.80419921875,7705.0498046875,7744.7001953125,7595.85009765625,7677.7001953125,4151
2024-10-30,7804.6787109375,7838.5,7925.0,7678.4501953125,7720.0,12164
2024-10-31,8107.61572265625,8142.75,8297.0,7749.0498046875,7855.2001953125,14752
2024-11-01,8038.46533203125,8073.2998046875,8304.0,8000.9501953125,8304.0,1743
2024-11-04,7949.9990234375,7984.4501953125,8183.39990234375,7902.10009765625,8098.35009765625,7297
2024-11-05,7864.66845703125,7898.75,8001.35009765625,7832.0,7999.0,7884
2024-11-06,7885.3291015625,7919.5,8010.0,7762.0498046875,7993.64990234375,12512
2024-11-07,7918.2861328125,7952.60009765625,8059.4501953125,7937.64990234375,7942.75,5888
2024-11-08,7866.80908203125,7900.89990234375,8100.0,7805.0,7944.0,6617
2024-11-11,7892.99609375,7927.2001953125,8037.4501953125,7841.7998046875,7920.64990234375,8457
2024-11-12,7646.11572265625,7679.25,7927.2998046875,7539.0,7927.2001953125,10854
2024-11-13,7408.59521484375,7440.7001953125,7679.25,7341.2001953125,7580.0,7484
2024-11-14,7624.55908203125,7657.60009765625,7709.75,7335.0498046875,7509.89990234375,27604
2024-11-18,7351.24365234375,7383.10009765625,7695.0,7287.60009765625,7695.0,22894
2024-11-19,7345.81689453125,7377.64990234375,7555.0,7340.0,7390.0,13270
2024-11-21,7298.07421875,7329.7001953125,7370.0,7110.0,7300.0,14902
2024-11-22,7468.13720703125,7500.5,7509.7998046875,7222.5498046875,7439.64990234375,11781
2024-11-25,7478.98974609375,7511.39990234375,7689.0,7449.9501953125,7689.0,7379
2024-11-26,7460.22119140625,7492.5498046875,7668.25,7450.0,7599.0,5846
2024-11-27,7412.3291015625,7444.4501953125,7594.9501953125,7425.0498046875,7500.0,6533
2024-11-28,7465.14990234375,7497.5,7523.25,7445.0,7461.0,1860
2024-11-29,7473.1650390625,7505.5498046875,7589.89990234375,7460.0,7460.0,7698
2024-12-02,7437.419921875,7469.64990234375,7570.0,7381.0,7570.0,7620
2024-12-03,7424.078125,7456.25,7550.0,7390.0498046875,7550.0,9499
2024-12-04,7495.86669921875,7528.35009765625,7540.0,7440.4501953125,7453.10009765625,4272
2024-12-05,7454.6455078125,7486.9501953125,7741.75,7452.10009765625,7560.0,20692
2024-12-06,7655.22607421875,7688.39990234375,7774.85009765625,7484.25,7490.0,14697
2024-12-09,7745.53515625,7779.10009765625,7830.0,7650.0,7650.0,7782
2024-12-10,7636.955078125,7670.0498046875,7856.0,7650.10009765625,7830.0,10454
2024-12-11,7729.30517578125,7762.7998046875,7820.0,7685.0,7706.0,5212
2024-12-12,7794.771484375,7828.5498046875,7901.0,7717.0,7800.0,6105
2024-12-13,7795.568359375,7829.35009765625,7878.0498046875,7680.5498046875,7830.0,6161
2024-12-16,7756.33837890625,7789.9501953125,7905.0,7765.0498046875,7877.0,5380
2024-12-17,7684.44970703125,7717.75,7847.25,7695.0,7828.0,5059
2024-12-18,7627.49609375,7660.5498046875,7756.2001953125,7615.0498046875,7750.0,20865
2024-12-19,7481.67822265625,7514.10009765625,7648.2998046875,7476.5498046875,7600.10009765625,4091
2024-12-20,7166.2451171875,7197.2998046875,7593.39990234375,7121.0,7581.7001953125,5845
2024-12-23,7000.8623046875,7031.2001953125,7344.64990234375,7005.0498046875,7165.0498046875,6633
2024-12-24,7036.75634765625,7067.25,7099.9501953125,6980.0,7031.2001953125,3403
2024-12-26,7368.767578125,7400.7001953125,7725.0,7100.0,7100.0,202091
2024-12-27,6996.23193359375,7026.5498046875,7438.64990234375,6980.0,7410.0,51575
2024-12-30,6619.6640625,6648.35009765625,6956.0,6602.64990234375,6910.14990234375,56260
2024-12-31,6937.38720703125,6967.4501953125,7030.0,6464.0,6625.9501953125,65473
2025-01-01,6951.37646484375,6981.5,7029.9501953125,6828.14990234375,6828.14990234375,15694
2025-01-02,6854.6455078125,6884.35009765625,7028.0,6850.0,7000.0,8485
2025-01-03,6799.6337890625,6829.10009765625,7012.2998046875,6800.0,6895.0,17422
2025-01-06,6755.37548828125,6784.64990234375,6866.0,6683.25,6831.0,17335
2025-01-07,6712.11328125,6741.2001953125,6840.0,6713.35009765625,6755.0,6279
2025-01-08,6627.03173828125,6655.75,6743.4501953125,6613.7001953125,6713.0,8649
2025-01-09,6562.013671875,6590.4501953125,6686.85009765625,6505.5,6616.0,8442
2025-01-10,6323.29833984375,6350.7001953125,6579.64990234375,6313.35009765625,6526.0,17309
2025-01-13,6225.62158203125,6252.60009765625,6321.0,6166.0498046875,6302.0,30008
2025-01-14,6197.7421875,6224.60009765625,6279.14990234375,6113.35009765625,6200.0,21830
2025-01-15,6131.0810546875,6157.64990234375,6327.89990234375,6119.2998046875,6290.0,17985
2025-01-16,6375.57177734375,6403.2001953125,6460.0,6158.39990234375,6158.39990234375,14606
2025-01-17,6412.3125,6440.10009765625,6574.35009765625,6402.64990234375,6480.0,15760
2025-01-20,6593.97509765625,6622.5498046875,6746.7001953125,6410.5498046875,6434.0,15280
2025-01-21,6509.14306640625,6537.35009765625,6649.0,6475.5498046875,6632.75,6803
2025-01-22,6580.6328125,6609.14990234375,6690.75,6466.75,6570.0,15416
2025-01-23,6543.3447265625,6571.7001953125,6639.10009765625,6492.10009765625,6610.0,10606
2025-01-24,6474.2939453125,6502.35009765625,6651.85009765625,6421.0,6578.2998046875,6822
2025-01-27,6564.9013671875,6593.35009765625,6750.0,6244.14990234375,6499.0,17157
2025-01-28,6322.103515625,6349.5,6525.0,6290.0,6430.0,9943
2025-01-29,6384.68212890625,6412.35009765625,6471.0,6349.5,6369.0,4899
2025-01-30,6433.271484375,6461.14990234375,6716.0,6379.0,6444.0,16254
2025-01-31,6551.60888671875,6580.0,6642.2998046875,6420.0,6485.0,6764
2025-02-01,6545.68408203125,6574.0498046875,6648.9501953125,6486.10009765625,6600.0,3340
2025-02-03,6401.16064453125,6428.89990234375,6690.75,6398.60009765625,6569.0,17134
2025-02-04,6356.10595703125,6383.64990234375,6510.0,6335.7998046875,6335.7998046875,4196
2025-02-05,6452.23974609375,6480.2001953125,6543.10009765625,6392.64990234375,6450.0,6861
2025-02-06,6506.603515625,6534.7998046875,6699.0,6453.10009765625,6520.0,19327
2025-02-07,6775.04052734375,6804.39990234375,6893.0,6457.5,6534.7998046875,40332
2025-02-10,6579.38818359375,6607.89990234375,6845.0,6530.14990234375,6845.0,8424
2025-02-11,6335.5947265625,6363.0498046875,6767.0,6270.0,6570.0,12348
2025-02-12,6141.93408203125,6168.5498046875,6468.9501953125,6060.0,6265.0,24917
2025-02-13,6035.6943359375,6061.85009765625,6281.64990234375,6001.2001953125,6168.5498046875,12677
2025-02-14,5903.119140625,5928.7001953125,6092.2001953125,5862.75,6092.2001953125,14515
2025-02-17,5963.35791015625,5989.2001953125,6021.0,5809.2001953125,5872.35009765625,9885
2025-02-18,5969.3818359375,5995.25,6041.85009765625,5850.0,5989.2001953125,6581
2025-02-19,6091.2041015625,6117.60009765625,6134.60009765625,5971.14990234375,5996.4501953125,7890
2025-02-20,6311.44921875,6338.7998046875,6425.10009765625,6085.10009765625,6135.0,7284
2025-02-21,6335.14697265625,6362.60009765625,6504.4501953125,6278.60009765625,6369.0,6741
2025-02-24,6273.26513671875,6300.4501953125,6362.5498046875,6204.0,6362.5498046875,3461
2025-02-25,6146.01611328125,6172.64990234375,6313.5498046875,6150.0,6221.0,3282
2025-02-27,6064.71875,6091.0,6180.7998046875,6027.0,6150.0,5261
2025-02-28,5971.47265625,5997.35009765625,6113.0,5911.64990234375,6016.25,8965
2025-03-03,5922.23583984375,5947.89990234375,6020.35009765625,5842.39990234375,5990.0,9272
2025-03-04,5854.8779296875,5880.25,6019.39990234375,5842.0,5900.0,8006
2025-03-05,5974.4599609375,6000.35009765625,6015.5,5840.89990234375,5890.0,6484
2025-03-06,5968.9833984375,5994.85009765625,6068.25,5950.35009765625,6040.0,20211
2025-03-07,5938.9638671875,5964.7001953125,6040.0,5929.0,6040.0,6176
2025-03-10,5745.3525390625,5770.25,5980.0,5750.0,5980.0,8775
2025-03-11,5694.52294921875,5719.2001953125,5750.0,5612.35009765625,5699.0,11352
2025-03-12,5624.3271484375,5648.7001953125,5750.0,5584.60009765625,5747.7998046875,8004
2025-03-13,5675.75439453125,5700.35009765625,5725.0,5618.89990234375,5714.0,11303
2025-03-17,5705.8740234375,5730.60009765625,5826.2998046875,5682.4501953125,5749.0,13940
2025-03-18,5705.8740234375,5730.60009765625,5730.60009765625,5730.60009765625,5730.60009765625,0
2025-03-19,5851.39306640625,5876.75,5928.4501953125,5717.75,5725.0,35505
2025-03-20,5872.35205078125,5897.7998046875,5963.9501953125,5851.0,5900.0,8812
2025-03-21,5872.20263671875,5897.64990234375,5954.0,5882.0,5920.0,16686
2025-03-24,5979.93603515625,6005.85009765625,6194.39990234375,5885.10009765625,5897.64990234375,31224
2025-03-25,6488.1337890625,6516.25,6670.0,5999.89990234375,6035.85009765625,563136
2025-03-26,6322.80029296875,6350.2001953125,6506.2001953125,6281.10009765625,6453.0,46558
2025-03-27,6174.0947265625,6200.85009765625,6380.0,6170.25,6300.0,35110
2025-03-28,6110.0224609375,6136.5,6328.0,6076.14990234375,6234.10009765625,20559
2025-04-01,6188.2333984375,6215.0498046875,6299.9501953125,6080.14990234375,6140.0,17448
2025-04-02,6196.99560546875,6223.85009765625,6274.0,6136.2001953125,6215.0498046875,5421
2025-04-03,6125.15673828125,6151.7001953125,6244.0,6118.85009765625,6244.0,7400
2025-04-04,5925.12353515625,5950.7998046875,6231.25,5889.85009765625,6213.2001953125,15662
2025-04-07,5893.0126953125,5918.5498046875,5975.0,5365.0,5365.0,10914
2025-04-08,6045.5517578125,6071.75,6177.9501953125,5784.0498046875,6125.0,21341
2025-04-09,6052.5712890625,6078.7998046875,6130.9501953125,5976.5,6050.0,5512
2025-04-11,6284.86474609375,6312.10009765625,6351.0,6078.7998046875,6140.0,11842
2025-04-15,6310.1552734375,6337.5,6478.5,6271.5,6450.0,17307
2025-04-16,6340.5234375,6368.0,6448.0,6330.0,6350.0,6743
2025-04-17,6327.08154296875,6354.5,6477.0,6325.0,6450.0,8986
2025-04-21,6451.54248046875,6479.5,6503.5,6359.5,6400.0,10117
2025-04-22,6463.49072265625,6491.5,6511.0,6453.5,6479.5,7137
2025-04-23,6527.71240234375,6556.0,6679.0,6511.5,6588.0,15881
2025-04-24,6505.80712890625,6534.0,6640.0,6485.5,6600.0,7326
2025-04-25,6373.87890625,6401.5,6534.0,6318.5,6534.0,8411
2025-04-28,6462.4951171875,6490.5,6515.0,6315.0,6401.5,4590
2025-04-29,6365.41552734375,6393.0,6529.0,6311.0,6490.5,15546
2025-04-30,6176.2353515625,6203.0,6445.0,6177.0,6393.0,12489
2025-05-02,6180.21826171875,6207.0,6299.0,6121.5,6203.0,5976
2025-05-05,6449.05322265625,6477.0,6541.0,6203.0,6260.0,14004
