Price,Adj Close,Close,High,Low,Open,Volume
Ticker,POLYCAB.NS,POLYCAB.NS,POLYCAB.NS,POLYCAB.NS,POLYCAB.NS,POLYCAB.NS
Date,,,,,,
2024-01-24,4317.5517578125,4361.7001953125,4400.0,4125.39990234375,4200.0,1879874
2024-01-25,4299.88232421875,4343.85009765625,4455.0,4283.14990234375,4350.0,1295034
2024-01-29,4302.208984375,4346.2001953125,4408.5,4293.10009765625,4384.9501953125,878902
2024-01-30,4270.33447265625,4314.0,4384.9501953125,4300.0,4375.0,432662
2024-01-31,4299.18896484375,4343.14990234375,4374.25,4291.0,4338.60009765625,522874
2024-02-01,4220.79150390625,4263.9501953125,4366.85009765625,4236.0,4350.0,651423
2024-02-02,4339.3291015625,4383.7001953125,4437.89990234375,4269.10009765625,4298.75,843638
2024-02-05,4340.86328125,4385.25,4430.0,4346.10009765625,4370.0,542583
2024-02-06,4351.65283203125,4396.14990234375,4411.9501953125,4345.0,4399.0,400247
2024-02-07,4343.73388671875,4388.14990234375,4425.2001953125,4362.0,4415.0,362267
2024-02-08,4275.8779296875,4319.60009765625,4420.35009765625,4297.85009765625,4400.0,448325
2024-02-09,4263.75146484375,4307.35009765625,4329.64990234375,4250.0,4319.60009765625,272191
2024-02-12,4301.21875,4345.2001953125,4365.7001953125,4286.14990234375,4309.0,761494
2024-02-13,4286.37060546875,4330.2001953125,4358.9501953125,4290.0,4340.0,387834
2024-02-14,4311.365234375,4355.4501953125,4386.2001953125,4278.0,4300.0,261333
2024-02-15,4518.74462890625,4564.9501953125,4630.0,4340.64990234375,4361.35009765625,1011374
2024-02-16,4622.73095703125,4670.0,4734.0,4515.10009765625,4650.0,1956433
2024-02-19,4720.33349609375,4768.60009765625,4824.89990234375,4643.89990234375,4709.9501953125,1125013
2024-02-20,4684.251953125,4732.14990234375,4819.7998046875,4696.35009765625,4776.9501953125,735136
2024-02-21,4668.85986328125,4716.60009765625,4765.89990234375,4685.10009765625,4759.89990234375,658619
2024-02-22,4668.85986328125,4716.60009765625,4741.39990234375,4652.35009765625,4731.85009765625,425946
2024-02-23,4753.19677734375,4801.7998046875,4830.0,4721.10009765625,4739.0,506542
2024-02-26,4739.9326171875,4788.39990234375,4867.60009765625,4709.0,4805.0,1005726
2024-02-27,4718.650390625,4766.89990234375,4800.0,4726.0,4800.0,525966
2024-02-28,4662.2275390625,4709.89990234375,4788.0,4666.0,4785.0,309601
2024-02-29,4701.77294921875,4749.85009765625,4797.9501953125,4663.2998046875,4709.10009765625,629330
2024-03-01,4758.7900390625,4807.4501953125,4829.0,4751.10009765625,4780.0,366189
2024-03-04,4743.6943359375,4792.2001953125,4811.2998046875,4730.9501953125,4777.0,417409
2024-03-05,4863.568359375,4913.2998046875,4954.0,4752.0,4791.9501953125,735203
2024-03-06,4830.90185546875,4880.2998046875,4938.7998046875,4805.0,4930.9501953125,483453
2024-03-07,4841.494140625,4891.0,4938.2998046875,4863.0498046875,4880.0,270473
2024-03-11,4883.95947265625,4933.89990234375,4992.0,4885.2001953125,4910.0,542531
2024-03-12,4805.7099609375,4854.85009765625,4965.0,4835.0,4933.89990234375,264101
2024-03-13,4730.52880859375,4778.89990234375,4929.14990234375,4730.25,4835.14990234375,633146
2024-03-14,4840.65283203125,4890.14990234375,4927.9501953125,4752.39990234375,4760.0,379033
2024-03-15,4844.95849609375,4894.5,4918.0498046875,4775.0,4860.0498046875,345532
2024-03-18,4746.86181640625,4795.39990234375,4915.0,4778.0,4885.0,433656
2024-03-19,4632.87744140625,4680.25,4819.39990234375,4670.5498046875,4810.0,272824
2024-03-20,4696.32861328125,4744.35009765625,4838.9501953125,4635.0498046875,4700.0,445608
2024-03-21,4936.07666015625,4986.5498046875,5025.5,4770.0,4799.0,712776
2024-03-22,4860.203125,4909.89990234375,5037.64990234375,4850.0,4996.9501953125,594108
2024-03-26,4967.357421875,5018.14990234375,5094.0,4886.5,4929.89990234375,497218
2024-03-27,4987.2041015625,5038.2001953125,5136.2998046875,5026.85009765625,5058.0,407426
2024-03-28,5013.73291015625,5065.0,5116.0,5004.0,5042.0,359484
2024-04-01,5081.044921875,5133.0,5151.0,5073.0,5073.0,271256
2024-04-02,5153.10791015625,5205.7998046875,5214.5498046875,5100.0,5151.25,392786
2024-04-03,5208.29296875,5261.5498046875,5289.0,5160.0,5180.0,338866
2024-04-04,5172.064453125,5224.9501953125,5304.89990234375,5204.7001953125,5300.0,226936
2024-04-05,5262.78662109375,5316.60009765625,5323.2998046875,5220.0,5226.0,296298
2024-04-08,5227.9423828125,5281.39990234375,5390.0,5216.35009765625,5349.85009765625,484823
2024-04-09,5208.14501953125,5261.39990234375,5336.7998046875,5242.7998046875,5336.7998046875,197608
2024-04-10,5195.27685546875,5248.39990234375,5283.0,5196.89990234375,5260.0,282041
2024-04-12,5248.68017578125,5302.35009765625,5363.89990234375,5230.10009765625,5247.9501953125,338176
2024-04-15,5260.06396484375,5313.85009765625,5394.7001953125,5226.10009765625,5226.10009765625,550150
2024-04-16,5214.232421875,5267.5498046875,5387.0,5241.10009765625,5302.5,342974
2024-04-18,5275.95166015625,5329.89990234375,5434.14990234375,5298.89990234375,5315.5498046875,440369
2024-04-19,5236.5048828125,5290.0498046875,5353.0,5230.0,5290.0,334073
2024-04-22,5378.6513671875,5433.64990234375,5454.7001953125,5315.89990234375,5331.0,397202
2024-04-23,5441.607421875,5497.25,5525.0,5380.9501953125,5430.0,406322
2024-04-24,5537.18017578125,5593.7998046875,5618.10009765625,5494.7998046875,5497.25,305918
2024-04-25,5576.08251953125,5633.10009765625,5689.89990234375,5590.0,5610.0,425165
2024-04-26,5537.0322265625,5593.64990234375,5651.85009765625,5547.0498046875,5582.0,510332
2024-04-29,5582.86376953125,5639.9501953125,5697.0,5573.0,5600.0,350075
2024-04-30,5609.19384765625,5666.5498046875,5789.0,5630.0498046875,5630.0498046875,474928
2024-05-02,5733.869140625,5792.5,5804.0,5691.0,5700.0,286240
2024-05-03,5773.11767578125,5832.14990234375,5869.89990234375,5751.0,5840.0,312177
2024-05-06,5841.8154296875,5901.5498046875,5939.7998046875,5800.0,5863.0,449452
2024-05-07,5750.00390625,5808.7998046875,5948.85009765625,5680.0,5902.0,481713
2024-05-08,5861.61279296875,5921.5498046875,5947.9501953125,5785.10009765625,5808.7998046875,306101
2024-05-09,5744.7578125,5803.5,5949.0,5786.0,5919.0,271663
2024-05-10,6093.34326171875,6155.64990234375,6362.9501953125,5762.0,5844.0,3423107
2024-05-13,6365.8076171875,6430.89990234375,6468.89990234375,6222.25,6269.0,1788362
2024-05-14,6259.54345703125,6323.5498046875,6480.0,6250.89990234375,6430.0,507179
2024-05-15,6401.44287109375,6466.89990234375,6534.7001953125,6284.35009765625,6397.85009765625,671424
2024-05-16,6404.80859375,6470.2998046875,6531.75,6420.0,6482.14990234375,343819
2024-05-17,6425.24951171875,6490.9501953125,6542.89990234375,6451.10009765625,6510.9501953125,305803
2024-05-21,6625.798828125,6693.5498046875,6843.9501953125,6500.5,6500.5,957271
2024-05-22,6495.38232421875,6561.7998046875,6778.0,6530.0,6778.0,426788
2024-05-23,6574.9189453125,6642.14990234375,6740.0,6592.14990234375,6602.39990234375,476201
2024-05-24,6616.494140625,6684.14990234375,6741.4501953125,6635.0498046875,6647.85009765625,239053
2024-05-27,6770.22265625,6839.4501953125,6900.0,6701.5,6722.0,756028
2024-05-28,6638.716796875,6706.60009765625,6899.85009765625,6685.0,6870.0,298627
2024-05-29,6679.4501953125,6747.75,6778.9501953125,6650.0498046875,6700.0,240288
2024-05-30,6646.14111328125,6714.10009765625,6767.0,6698.0,6747.75,232385
2024-05-31,6673.412109375,6741.64990234375,6852.0,6621.5498046875,6741.89990234375,1118735
2024-06-03,6859.01416015625,6929.14990234375,7116.2001953125,6845.39990234375,7000.0,571071
2024-06-04,6390.8515625,6456.2001953125,7025.5498046875,6211.35009765625,7000.0,1324429
2024-06-05,6719.73828125,6788.4501953125,6820.0,6137.0,6598.0,700772
2024-06-06,6789.3271484375,6858.75,6980.0,6808.2001953125,6900.0,237858
2024-06-07,6777.1513671875,6846.4501953125,6886.25,6810.0,6862.25,180893
2024-06-10,6730.08251953125,6798.89990234375,6950.0,6730.0,6887.60009765625,636790
2024-06-11,6927.068359375,6997.89990234375,7039.89990234375,6778.0,6850.7998046875,435671
2024-06-12,6931.126953125,7002.0,7094.2998046875,6960.0,7010.0,297295
2024-06-13,6975.86962890625,7047.2001953125,7067.39990234375,6942.0,7050.0,378833
2024-06-14,7008.23828125,7079.89990234375,7140.0,7000.25,7050.0,409053
2024-06-18,7038.28125,7110.25,7147.39990234375,7061.39990234375,7120.0,194223
2024-06-19,6931.8203125,7002.7001953125,7174.75,6980.0,7144.0,319124
2024-06-20,6886.03857421875,6956.4501953125,7025.5,6905.0,7002.7001953125,224893
2024-06-21,7019.7705078125,7091.5498046875,7215.0,6947.14990234375,7010.0,776401
2024-06-24,7187.109375,7260.60009765625,7293.2998046875,6985.0,7000.0,631243
2024-06-25,7154.443359375,7227.60009765625,7331.4501953125,7191.14990234375,7309.9501953125,292396
2024-06-26,7107.671875,7180.35009765625,7323.9501953125,7164.0498046875,7211.85009765625,298420
2024-06-27,6918.505859375,6989.25,7319.89990234375,6960.0,7250.0,1135404
2024-06-28,6671.2841796875,6739.5,6823.2998046875,6616.0,6768.0,8853879
2024-07-01,6667.77001953125,6735.9501953125,6780.0,6704.0,6750.0,488374
2024-07-02,6561.01171875,6628.10009765625,6786.0,6544.10009765625,6759.7998046875,818252
2024-07-03,6643.765625,6711.7001953125,6734.0,6606.9501953125,6628.35009765625,656496
2024-07-04,6594.02392578125,6661.4501953125,6775.0,6651.2998046875,6775.0,348211
2024-07-05,6566.95068359375,6634.10009765625,6699.0,6600.14990234375,6675.0,222128
2024-07-08,6480.33642578125,6546.60009765625,6675.0,6535.0,6639.0,560888
2024-07-09,6418.23388671875,6454.14990234375,6592.0,6415.7001953125,6577.4501953125,547696
2024-07-10,6322.9169921875,6358.2998046875,6477.2998046875,6311.10009765625,6456.75,381571
2024-07-11,6582.16650390625,6619.0,6639.9501953125,6384.10009765625,6388.89990234375,973579
2024-07-12,6544.3779296875,6581.0,6645.10009765625,6511.0,6643.9501953125,499047
2024-07-15,6630.74462890625,6667.85009765625,6693.0,6516.0,6591.0,423404
2024-07-16,6592.31005859375,6629.2001953125,6717.85009765625,6608.85009765625,6694.7998046875,232566
2024-07-18,6515.7880859375,6552.25,6713.35009765625,6494.5498046875,6600.0,1507949
2024-07-19,6314.51416015625,6349.85009765625,6524.85009765625,6257.5,6500.0,1038301
2024-07-22,6254.0029296875,6289.0,6423.4501953125,6238.9501953125,6330.0,689230
2024-07-23,6172.11083984375,6206.64990234375,6322.14990234375,5930.0498046875,6301.60009765625,618868
2024-07-24,6287.06787109375,6322.25,6375.5,6186.7001953125,6204.0498046875,628120
2024-07-25,6391.6826171875,6427.4501953125,6457.60009765625,6239.25,6310.0,589561
2024-07-26,6512.05908203125,6548.5,6564.75,6408.5498046875,6440.0,477709
2024-07-29,6546.91357421875,6583.5498046875,6639.75,6540.0,6584.9501953125,386209
2024-07-30,6644.5673828125,6681.75,6701.0,6554.64990234375,6583.0,531991
2024-07-31,6820.03564453125,6858.2001953125,6882.0,6681.75,6681.75,806650
2024-08-01,6737.34814453125,6775.0498046875,6906.0,6760.0,6900.0,248158
2024-08-02,6713.92919921875,6751.5,6839.9501953125,6674.7998046875,6678.5498046875,285579
2024-08-05,6421.86328125,6457.7998046875,6617.9501953125,6432.0,6525.0,361050
2024-08-06,6377.4619140625,6413.14990234375,6611.14990234375,6386.4501953125,6521.2998046875,366504
2024-08-07,6670.07470703125,6707.39990234375,6750.0,6480.60009765625,6489.7001953125,348385
2024-08-08,6595.49169921875,6632.39990234375,6708.0,6615.10009765625,6700.0,211234
2024-08-09,6613.6904296875,6650.7001953125,6729.9501953125,6608.0,6708.0498046875,118749
2024-08-12,6548.5048828125,6585.14990234375,6656.0498046875,6548.35009765625,6632.0,400058
2024-08-13,6378.1083984375,6413.7998046875,6607.85009765625,6381.5,6585.5498046875,198328
2024-08-14,6377.6611328125,6413.35009765625,6439.9501953125,6308.75,6433.85009765625,258704
2024-08-16,6637.20849609375,6674.35009765625,6709.0,6415.0498046875,6460.0,479575
2024-08-19,6580.078125,6616.89990234375,6700.0,6495.0498046875,6700.0,567049
2024-08-20,6748.2373046875,6786.0,6884.0,6673.25,6770.0,1067336
2024-08-21,6749.927734375,6787.7001953125,6844.0,6736.0498046875,6800.0,357548
2024-08-22,6793.9814453125,6832.0,6870.0,6768.7998046875,6824.0,352837
2024-08-23,6716.564453125,6754.14990234375,6850.85009765625,6736.0,6790.0,191477
2024-08-26,6728.845703125,6766.5,6804.89990234375,6722.2998046875,6804.89990234375,230388
2024-08-27,6731.87841796875,6769.5498046875,6812.85009765625,6730.0,6788.9501953125,200927
2024-08-28,6750.474609375,6788.25,6825.0,6751.0,6806.0,206801
2024-08-29,6705.9736328125,6743.5,6855.0,6706.2001953125,6820.0,352648
2024-08-30,6775.48486328125,6813.39990234375,6862.2998046875,6750.0498046875,6770.0,414118
2024-09-02,6680.61572265625,6718.0,6840.7998046875,6698.4501953125,6839.9501953125,159217
2024-09-03,6729.4921875,6767.14990234375,6790.0,6698.7998046875,6718.0,176221
2024-09-04,6679.6708984375,6717.0498046875,6752.9501953125,6676.75,6710.0,183073
2024-09-05,6611.80029296875,6648.7998046875,6739.64990234375,6476.2998046875,6723.75,700511
2024-09-06,6583.857421875,6620.7001953125,6692.9501953125,6585.0,6649.0,222473
2024-09-09,6626.916015625,6664.0,6701.64990234375,6575.0,6580.0,527457
2024-09-10,6650.18603515625,6687.39990234375,6735.10009765625,6650.0,6679.2001953125,147853
2024-09-11,6773.09814453125,6811.0,6844.4501953125,6672.0,6715.0,581267
2024-09-12,6810.09130859375,6848.2001953125,6890.0,6805.0,6849.9501953125,263580
2024-09-13,6715.27197265625,6752.85009765625,6924.5,6745.0,6860.0,395742
2024-09-16,6687.02978515625,6724.4501953125,6828.0,6710.0498046875,6800.0,337211
2024-09-17,6654.16357421875,6691.39990234375,6752.7998046875,6680.7998046875,6750.0,106032
2024-09-18,6630.0986328125,6667.2001953125,6729.9501953125,6648.0,6700.0,282119
2024-09-19,6439.81298828125,6475.85009765625,6739.0498046875,6425.5498046875,6690.0,391188
2024-09-20,6522.8486328125,6559.35009765625,6583.35009765625,6460.0498046875,6499.89990234375,309437
2024-09-23,6572.271484375,6609.0498046875,6633.9501953125,6525.0,6600.0,265590
2024-09-24,6620.70068359375,6657.75,6705.7998046875,6530.0,6635.0,416396
2024-09-25,6648.744140625,6685.9501953125,6705.0,6583.35009765625,6659.89990234375,289831
2024-09-26,6709.85205078125,6747.39990234375,6774.64990234375,6664.0,6700.0,536672
2024-09-27,7015.541015625,7054.7998046875,7119.0,6735.89990234375,6753.7001953125,1291485
2024-09-30,6916.49560546875,6955.2001953125,7068.89990234375,6909.0,7065.0,303374
2024-10-01,7285.77880859375,7326.5498046875,7353.5498046875,6902.39990234375,6987.9501953125,1221518
2024-10-03,7291.39794921875,7332.2001953125,7430.0,7200.0,7202.2998046875,885592
2024-10-04,7144.96728515625,7184.9501953125,7393.4501953125,7170.0,7329.0,467877
2024-10-07,7037.51806640625,7076.89990234375,7245.5,6980.10009765625,7187.0,438613
2024-10-08,7222.333984375,7262.75,7297.89990234375,7036.0,7077.0,410534
2024-10-09,7355.48876953125,7396.64990234375,7438.0,7250.0,7300.0,369028
2024-10-10,7411.37646484375,7452.85009765625,7585.5,7381.7001953125,7425.0,470788
2024-10-11,7405.40966796875,7446.85009765625,7493.14990234375,7365.0,7493.14990234375,177393
2024-10-14,7441.75634765625,7483.39990234375,7509.9501953125,7338.0,7385.0,311238
2024-10-15,7447.623046875,7489.2998046875,7605.0,7393.5,7508.9501953125,209845
2024-10-16,7141.5361328125,7181.5,7520.89990234375,7160.25,7480.0,482049
2024-10-17,7080.92529296875,7120.5498046875,7307.7998046875,7013.5498046875,7156.2001953125,734999
2024-10-18,7080.7763671875,7120.39990234375,7170.0,6612.0,6699.9501953125,1967388
2024-10-21,6811.63232421875,6849.75,7243.9501953125,6795.75,7155.0,842387
2024-10-22,6614.43603515625,6651.4501953125,6840.0,6590.0498046875,6840.0,720095
2024-10-23,6624.62890625,6661.7001953125,6765.0,6592.0,6620.0,461038
2024-10-24,6466.16552734375,6502.35009765625,6650.0,6490.0,6650.0,313821
2024-10-25,6419.47705078125,6455.39990234375,6541.7998046875,6382.0,6510.0,324913
2024-10-28,6333.80615234375,6369.25,6524.5498046875,6344.0,6500.0,318609
2024-10-29,6362.396484375,6398.0,6439.7998046875,6308.0,6404.9501953125,208968
2024-10-30,6358.7666015625,6394.35009765625,6479.9501953125,6335.0,6430.0,275703
2024-10-31,6444.337890625,6480.39990234375,6500.75,6342.0,6394.7001953125,259567
2024-11-01,6465.61865234375,6501.7998046875,6531.39990234375,6450.0,6500.0,26757
2024-11-04,6486.6513671875,6522.9501953125,6553.14990234375,6383.2001953125,6505.0,285465
2024-11-05,6595.64111328125,6632.5498046875,6655.4501953125,6371.39990234375,6577.0498046875,532984
2024-11-06,6845.64208984375,6883.9501953125,6935.0,6700.0,6700.0,667866
2024-11-07,6778.81591796875,6816.75,6950.0,6802.75,6950.0,240697
2024-11-08,6688.3720703125,6725.7998046875,6839.89990234375,6685.0,6839.85009765625,164756
2024-11-11,6671.06884765625,6708.39990234375,6798.75,6626.4501953125,6725.7998046875,175932
2024-11-12,6466.5634765625,6502.75,6756.0,6486.10009765625,6720.0,199839
2024-11-13,6293.03466796875,6328.25,6479.9501953125,6264.14990234375,6465.0,232394
2024-11-14,6266.8310546875,6301.89990234375,6400.0,6277.4501953125,6334.9501953125,191359
2024-11-18,6408.78662109375,6444.64990234375,6485.7001953125,6257.5,6295.89990234375,455631
2024-11-19,6480.78369140625,6517.0498046875,6610.39990234375,6460.0,6493.0,197471
2024-11-21,6372.68896484375,6408.35009765625,6532.0,6390.0498046875,6525.0,199200
2024-11-22,6583.658203125,6620.5,6645.5,6408.35009765625,6415.0,191475
2024-11-25,6728.49755859375,6766.14990234375,6821.0,6701.2001953125,6810.0,369729
2024-11-26,6834.40478515625,6872.64990234375,6885.0,6740.0,6800.0,218029
2024-11-27,7004.80126953125,7044.0,7087.4501953125,6828.14990234375,6870.5,497850
2024-11-28,7109.41650390625,7149.2001953125,7165.25,7039.2998046875,7100.0,620605
2024-11-29,7257.28857421875,7297.89990234375,7320.0,7110.0,7175.5,500991
2024-12-02,7311.0380859375,7351.9501953125,7393.0,7290.14990234375,7308.0,229302
2024-12-03,7371.2509765625,7412.5,7429.14990234375,7302.0,7352.0,270695
2024-12-04,7259.4765625,7300.10009765625,7479.0,7272.0,7420.9501953125,213014
2024-12-05,7300.74560546875,7341.60009765625,7386.85009765625,7273.64990234375,7325.2998046875,299865
2024-12-06,7277.22705078125,7317.9501953125,7362.39990234375,7281.9501953125,7362.39990234375,106871
2024-12-09,7397.0068359375,7438.39990234375,7451.0,7295.10009765625,7317.9501953125,228256
2024-12-10,7401.43212890625,7442.85009765625,7470.0,7373.64990234375,7450.0,233072
2024-12-11,7360.0634765625,7401.25,7458.4501953125,7385.0,7458.4501953125,96608
2024-12-12,7444.73974609375,7486.39990234375,7524.7998046875,7385.0,7401.25,206603
2024-12-13,7480.29052734375,7522.14990234375,7565.0,7402.4501953125,7459.9501953125,320336
2024-12-16,7499.3837890625,7541.35009765625,7595.0,7505.0,7529.35009765625,150287
2024-12-17,7441.408203125,7483.0498046875,7550.0,7451.0,7550.0,199765
2024-12-18,7372.09619140625,7413.35009765625,7495.14990234375,7372.10009765625,7483.0498046875,167097
2024-12-19,7451.80029296875,7493.5,7512.10009765625,7300.0,7350.0,240206
2024-12-20,7138.30419921875,7178.25,7593.5,7150.10009765625,7510.0,340963
2024-12-23,7078.73779296875,7118.35009765625,7268.4501953125,7081.64990234375,7180.0,245937
2024-12-24,7052.38525390625,7091.85009765625,7149.0,7022.0,7118.35009765625,122770
2024-12-26,7104.841796875,7144.60009765625,7160.5,7050.0,7091.85009765625,153820
2024-12-27,7109.4658203125,7149.25,7200.0,7086.0,7144.60009765625,147479
2024-12-30,7243.11767578125,7283.64990234375,7328.0,7145.2001953125,7185.0,378267
2024-12-31,7231.880859375,7272.35009765625,7362.7001953125,7182.0498046875,7290.0,164893
2025-01-01,7300.54638671875,7341.39990234375,7365.7998046875,7202.7998046875,7285.0,113918
2025-01-02,7349.5224609375,7390.64990234375,7440.0,7280.0498046875,7341.39990234375,162726
2025-01-03,7167.888671875,7208.0,7438.0,7169.7001953125,7400.0,209835
2025-01-06,6909.68408203125,6948.35009765625,7235.5498046875,6925.60009765625,7215.0,268937
2025-01-07,7122.990234375,7162.85009765625,7190.0,6968.89990234375,7009.89990234375,262756
2025-01-08,6866.17724609375,6904.60009765625,7150.0,6820.0498046875,7150.0,271536
2025-01-09,6711.7412109375,6749.2998046875,7000.0,6734.9501953125,7000.0,174394
2025-01-10,6502.56201171875,6538.9501953125,6760.0,6500.0,6750.60009765625,177818
2025-01-13,6217.009765625,6251.7998046875,6537.2998046875,6228.14990234375,6451.0498046875,282470
2025-01-14,6438.669921875,6474.7001953125,6508.35009765625,6185.5498046875,6259.89990234375,566958
2025-01-15,6414.90234375,6450.7998046875,6599.0,6390.14990234375,6500.0,325741
2025-01-16,6628.2587890625,6665.35009765625,6710.0,6522.2998046875,6522.2998046875,213590
2025-01-17,6741.97265625,6779.7001953125,6824.0,6592.0,6592.0,358371
2025-01-20,6769.6669921875,6807.5498046875,6825.0,6700.0,6790.0,138197
2025-01-21,6523.146484375,6559.64990234375,6821.60009765625,6526.35009765625,6820.0,380639
2025-01-22,6130.046875,6164.35009765625,6605.9501953125,5982.0,6597.89990234375,1654348
2025-01-23,6216.11474609375,6250.89990234375,6464.0,6143.5498046875,6179.9501953125,1215099
2025-01-24,5882.87939453125,5915.7998046875,6407.85009765625,5891.2001953125,6293.89990234375,1354910
2025-01-27,5612.09521484375,5643.5,5879.14990234375,5590.0498046875,5879.14990234375,835702
2025-01-28,5643.07177734375,5674.64990234375,5760.0,5485.9501953125,5650.9501953125,640961
2025-01-29,5797.8056640625,5830.25,5906.0,5690.25,5705.5,430356
2025-01-30,5756.23876953125,5788.4501953125,5889.89990234375,5729.2998046875,5870.0,475573
2025-01-31,6004.35009765625,6037.9501953125,6053.60009765625,5718.60009765625,5809.9501953125,680372
2025-02-01,5813.169921875,5845.7001953125,6080.9501953125,5670.0,6080.9501953125,407366
2025-02-03,5825.15283203125,5857.75,5919.7998046875,5745.0498046875,5834.4501953125,405813
2025-02-04,5930.7119140625,5963.89990234375,5987.0,5860.0498046875,5866.7001953125,326464
2025-02-05,6003.70361328125,6037.2998046875,6092.25,5964.5498046875,6039.0,341372
2025-02-06,5826.39599609375,5859.0,6062.60009765625,5850.0,6058.39990234375,191057
2025-02-07,5837.03662109375,5869.7001953125,5950.0,5828.0498046875,5889.89990234375,158629
2025-02-10,5615.7744140625,5647.2001953125,5910.85009765625,5616.9501953125,5910.85009765625,540742
2025-02-11,5477.3984375,5508.0498046875,5667.0,5392.14990234375,5655.0,515222
2025-02-12,5609.9072265625,5641.2998046875,5706.0,5374.0,5500.0498046875,695730
2025-02-13,5520.06005859375,5550.9501953125,5704.75,5528.64990234375,5670.0,191040
2025-02-14,5386.109375,5416.25,5597.9501953125,5354.0498046875,5582.2001953125,401884
2025-02-17,5384.0712890625,5414.2001953125,5431.2001953125,5269.25,5379.4501953125,333358
2025-02-18,5406.64453125,5436.89990234375,5465.0,5290.0,5400.0,272045
2025-02-19,5568.9365234375,5600.10009765625,5624.35009765625,5355.0498046875,5420.0,348483
2025-02-20,5724.2177734375,5756.25,5783.85009765625,5550.39990234375,5574.0,288846
2025-02-21,5807.60107421875,5840.10009765625,5869.14990234375,5751.0,5756.25,603944
2025-02-24,5808.7939453125,5841.2998046875,5852.0,5714.0,5771.0,450544
2025-02-25,5733.515625,5765.60009765625,5837.0498046875,5731.0,5823.25,141031
2025-02-27,4653.5087890625,4679.5498046875,5400.0,4656.0,5400.0,5050980
2025-02-28,4687.1708984375,4713.39990234375,4907.0,4555.0,4650.0,6042777
2025-03-03,4843.74462890625,4870.85009765625,4937.7998046875,4581.0498046875,4830.75,4415862
2025-03-04,4877.853515625,4905.14990234375,4964.0,4795.89990234375,4840.0,1108919
2025-03-05,5043.0791015625,5071.2998046875,5085.0,4900.0,4900.0,1164455
2025-03-06,5048.349609375,5076.60009765625,5155.0,5035.5498046875,5144.2001953125,535365
2025-03-07,5035.27294921875,5063.4501953125,5105.89990234375,4998.7001953125,5075.0,370527
2025-03-10,4912.95751953125,4940.4501953125,5109.9501953125,4912.5498046875,5079.0,372497
2025-03-11,4880.5390625,4907.85009765625,4935.0,4810.0,4870.2998046875,302464
2025-03-12,4980.87744140625,5008.75,5020.0,4900.0,4947.2998046875,377661
2025-03-13,4975.2587890625,5003.10009765625,5114.0,4960.0,5100.0,449569
2025-03-17,4991.6669921875,5019.60009765625,5074.85009765625,4894.2001953125,5003.10009765625,518771
2025-03-18,4991.6669921875,5019.60009765625,5019.60009765625,5019.60009765625,5019.60009765625,0
2025-03-19,5408.13623046875,5438.39990234375,5456.10009765625,5165.0,5210.0,644101
2025-03-20,5055.11181640625,5083.39990234375,5242.0498046875,4913.64990234375,5225.0,4100652
2025-03-21,4964.5185546875,4992.2998046875,5139.0,4980.0,5100.0,1428921
2025-03-24,4997.484375,5025.4501953125,5061.7001953125,4977.0498046875,5020.0,1060661
2025-03-25,5123.47900390625,5152.14990234375,5198.7998046875,5060.0,5069.7998046875,1184080
2025-03-26,5122.1865234375,5150.85009765625,5221.0,5112.89990234375,5168.0,475269
2025-03-27,5187.5205078125,5216.5498046875,5255.0,4990.0,5138.0498046875,633018
2025-03-28,5119.302734375,5147.9501953125,5258.0,5107.5498046875,5235.64990234375,449930
2025-04-01,5074.205078125,5102.60009765625,5159.7001953125,5062.4501953125,5091.0,281666
2025-04-02,5256.3359375,5285.75,5305.0,4985.0,5112.0,661417
2025-04-03,5174.7919921875,5203.75,5264.89990234375,5164.60009765625,5200.0,320013
2025-04-04,5012.69921875,5040.75,5203.0,4981.0,5203.0,421875
2025-04-07,4907.14013671875,4934.60009765625,4964.0,4567.0,4650.0,497046
2025-04-08,4958.40283203125,4986.14990234375,5100.0,4925.0,4990.0,283588
2025-04-09,4977.14794921875,5005.0,5028.2998046875,4890.0,4985.60009765625,195312
2025-04-11,5064.9072265625,5093.25,5178.7001953125,5045.0,5090.0,338270
2025-04-15,5220.28759765625,5249.5,5261.5,5124.0,5180.0,383428
2025-04-16,5270.00927734375,5299.5,5335.0,5222.5,5258.0,301161
2025-04-17,5263.54541015625,5293.0,5336.5,5245.5,5288.0,259527
2025-04-21,5382.38037109375,5412.5,5438.0,5280.0,5301.0,224054
2025-04-22,5475.3603515625,5506.0,5569.0,5436.5,5450.5,633870
2025-04-23,5583.25634765625,5614.5,5625.5,5462.0,5585.0,374348
2025-04-24,5481.82421875,5512.5,5630.0,5490.0,5614.5,264678
2025-04-25,5476.3544921875,5507.0,5585.0,5386.0,5540.0,669725
2025-04-28,5566.84814453125,5598.0,5617.5,5455.5,5483.5,278907
2025-04-29,5539.50146484375,5570.5,5694.0,5553.5,5598.0,264199
2025-04-30,5489.2822265625,5520.0,5604.0,5464.0,5570.5,248922
2025-05-02,5429.6162109375,5460.0,5584.0,5445.5,5499.0,163134
2025-05-05,5762.751953125,5795.0,5809.0,5535.5,5535.5,669348
2025-05-06,5873.13427734375,5906.0,6077.5,5725.0,5829.5,2645488
2025-05-07,5853.74267578125,5886.5,6058.0,5826.0,5899.5,807608
