Price,Adj Close,Close,High,Low,Open,Volume
Ticker,JSWENERGY.NS,JSWENERGY.NS,JSWENERGY.NS,JSWENERGY.NS,JSWENERGY.NS,JSWENERGY.NS
Date,,,,,,
2024-01-03,408.28594970703125,411.25,422.79998779296875,407.79998779296875,409.54998779296875,3138198
2024-01-04,423.22747802734375,426.29998779296875,428.04998779296875,411.04998779296875,413.3500061035156,4618595
2024-01-05,416.92327880859375,419.95001220703125,431.5,416.3999938964844,428.5,3640549
2024-01-08,416.4268493652344,419.45001220703125,425.8999938964844,417.0,422.04998779296875,1594630
2024-01-09,451.57171630859375,454.8500061035156,458.3500061035156,420.1000061035156,422.0,15022810
2024-01-10,461.4499816894531,464.79998779296875,470.0,457.0,457.0,9076720
2024-01-11,477.23541259765625,480.70001220703125,484.0,455.6000061035156,467.1499938964844,7777374
2024-01-12,480.0152282714844,483.5,484.8999938964844,472.1499938964844,483.6000061035156,6100637
2024-01-15,470.03765869140625,473.45001220703125,484.79998779296875,470.6000061035156,482.95001220703125,2006047
2024-01-16,462.2442321777344,465.6000061035156,475.0,456.0,473.45001220703125,2560974
2024-01-17,468.6973876953125,472.1000061035156,474.29998779296875,451.6499938964844,452.0,3771709
2024-01-18,475.2994689941406,478.75,481.5,457.0,470.79998779296875,4329665
2024-01-19,497.78619384765625,501.3999938964844,510.0,483.0,483.0,8422478
2024-01-23,481.4051208496094,484.8999938964844,516.2000122070312,474.0,513.0,4062512
2024-01-24,485.2770080566406,488.79998779296875,498.5,467.1000061035156,475.0,6192346
2024-01-25,484.13531494140625,487.6499938964844,501.25,481.20001220703125,492.8500061035156,1873409
2024-01-29,492.72296142578125,496.29998779296875,504.8500061035156,490.95001220703125,492.45001220703125,2296482
2024-01-30,486.4187316894531,489.95001220703125,500.3999938964844,487.6499938964844,499.0,1725003
2024-01-31,501.112060546875,504.75,508.6000061035156,491.1499938964844,494.5,2885641
2024-02-01,488.1064758300781,491.6499938964844,507.5,490.0,507.5,1925034
2024-02-02,479.4195251464844,482.8999938964844,501.8500061035156,477.8500061035156,494.79998779296875,2771930
2024-02-05,489.34747314453125,492.8999938964844,506.95001220703125,485.79998779296875,487.79998779296875,2921559
2024-02-06,488.1064758300781,491.6499938964844,503.79998779296875,487.1000061035156,495.20001220703125,2051836
2024-02-07,490.3899230957031,493.95001220703125,509.3500061035156,491.70001220703125,493.8999938964844,3369728
2024-02-08,503.1969299316406,506.8500061035156,520.0,496.79998779296875,496.8999938964844,5703530
2024-02-09,496.5948791503906,500.20001220703125,511.8999938964844,484.1000061035156,509.0,3188552
2024-02-12,493.6164855957031,497.20001220703125,521.6500244140625,494.5,507.6499938964844,6118550
2024-02-13,483.53961181640625,487.04998779296875,507.45001220703125,484.75,507.45001220703125,4131893
2024-02-14,476.24261474609375,479.70001220703125,485.70001220703125,474.0,474.0,2319951
2024-02-15,480.6605224609375,484.1499938964844,493.29998779296875,483.0,484.5,2197718
2024-02-16,476.9872131347656,480.45001220703125,489.5,479.1499938964844,488.3999938964844,1131246
2024-02-19,495.6517333984375,499.25,501.8999938964844,480.5,484.1000061035156,4573746
2024-02-20,487.0640563964844,490.6000061035156,498.0,486.5,497.75,2420333
2024-02-21,481.1569519042969,484.6499938964844,494.0,480.6000061035156,490.6000061035156,1545884
2024-02-22,484.4827880859375,488.0,496.6000061035156,482.79998779296875,485.8999938964844,2107198
2024-02-23,503.1969299316406,506.8500061035156,510.75,486.1000061035156,489.75,5304876
2024-02-26,519.9254760742188,523.7000122070312,537.9500122070312,510.25,511.5,14220530
2024-02-27,518.0888061523438,521.8499755859375,532.5,500.8500061035156,525.4500122070312,5937986
2024-02-28,503.9415588378906,507.6000061035156,523.5,503.0,522.5,3249733
2024-02-29,504.6364440917969,508.29998779296875,511.79998779296875,490.20001220703125,507.0,6047978
2024-03-01,500.0199890136719,503.6499938964844,514.7999877929688,501.25,508.29998779296875,4229025
2024-03-04,513.1744995117188,516.9000244140625,520.7000122070312,506.0,506.79998779296875,7041914
2024-03-05,505.82781982421875,509.5,519.7999877929688,507.1000061035156,517.0,1265026
2024-03-06,508.3594665527344,512.0499877929688,516.4000244140625,494.25,512.7000122070312,3355263
2024-03-07,511.5364074707031,515.25,527.0,510.75,514.0,1551197
2024-03-11,505.3314208984375,509.0,516.7999877929688,501.54998779296875,516.0,1647238
2024-03-12,505.6292419433594,509.29998779296875,513.9500122070312,491.1499938964844,509.0,3644807
2024-03-13,457.7270202636719,461.04998779296875,507.79998779296875,460.0,507.79998779296875,5554982
2024-03-14,473.4131774902344,476.8500061035156,481.8500061035156,452.20001220703125,460.0,3198205
2024-03-15,494.3114318847656,497.8999938964844,499.5,472.54998779296875,481.0,5941930
2024-03-18,491.8294372558594,495.3999938964844,502.1499938964844,481.0,500.0,2663154
2024-03-19,479.32025146484375,482.79998779296875,495.8999938964844,475.0,487.95001220703125,1848152
2024-03-20,485.6244812011719,489.1499938964844,494.8999938964844,478.6499938964844,482.0,1667394
2024-03-21,500.9134826660156,504.54998779296875,507.0,492.79998779296875,494.5,2459438
2024-03-22,511.7349548339844,515.4500122070312,517.5,500.04998779296875,504.79998779296875,2676903
2024-03-26,509.50115966796875,513.2000122070312,528.7000122070312,509.45001220703125,520.9500122070312,2405945
2024-03-27,512.9263305664062,516.6500244140625,527.0,513.2999877929688,513.2999877929688,3169799
2024-03-28,525.0880737304688,528.9000244140625,533.5,521.5999755859375,524.9500122070312,4207650
2024-04-01,514.71337890625,518.4500122070312,537.8499755859375,515.2000122070312,533.0,2547243
2024-04-02,538.2921752929688,542.2000122070312,543.0,519.5499877929688,519.5499877929688,4041053
2024-04-03,577.1599731445312,581.3499755859375,583.9000244140625,542.6500244140625,547.0,17570174
2024-04-04,578.8477172851562,583.0499877929688,604.0,577.0999755859375,582.0,8023364
2024-04-05,594.781982421875,599.0999755859375,600.0,582.5,583.7999877929688,3623564
2024-04-08,622.9773559570312,627.5,632.0999755859375,601.9500122070312,602.0,6476004
2024-04-09,608.6810913085938,613.0999755859375,630.6500244140625,596.3499755859375,630.0,8876328
2024-04-10,611.60986328125,616.0499877929688,630.0,612.0499877929688,615.5,3433168
2024-04-12,612.0069580078125,616.4500122070312,627.4000244140625,609.5999755859375,617.0,3756080
2024-04-15,605.1071166992188,609.5,616.0,588.3499755859375,591.2000122070312,2834063
2024-04-16,597.7107543945312,602.0499877929688,612.0,596.5,606.0,4629977
2024-04-18,623.9701538085938,628.5,633.0,602.0499877929688,602.0499877929688,5774203
2024-04-19,622.18310546875,626.7000122070312,638.7000122070312,611.6500244140625,622.0,3564737
2024-04-22,607.0430297851562,611.4500122070312,650.0,607.0499877929688,650.0,4322386
2024-04-23,611.90771484375,616.3499755859375,624.25,609.0,616.25,3430025
2024-04-24,596.0726928710938,600.4000244140625,625.9000244140625,595.0,619.9500122070312,3340579
2024-04-25,600.3416748046875,604.7000122070312,613.6500244140625,602.0999755859375,603.0,1539624
2024-04-26,596.569091796875,600.9000244140625,609.25,599.1500244140625,605.9500122070312,1929533
2024-04-29,598.9517211914062,603.2999877929688,606.0,597.0,603.9500122070312,917096
2024-04-30,625.0125732421875,629.5499877929688,632.0,604.0499877929688,605.7000122070312,5137464
2024-05-02,633.6498413085938,638.25,646.3499755859375,631.0,632.0999755859375,2927025
2024-05-03,637.5714111328125,642.2000122070312,645.9000244140625,620.9000244140625,638.25,2585406
2024-05-06,613.0990600585938,617.5499877929688,642.6500244140625,611.6500244140625,642.25,2715347
2024-05-07,579.8405151367188,584.0499877929688,620.6500244140625,579.0,619.75,4215319
2024-05-08,553.233642578125,557.25,617.9500122070312,553.1500244140625,592.0,11177701
2024-05-09,527.1232299804688,530.9500122070312,582.5999755859375,525.0,566.0,10773010
2024-05-10,566.1400146484375,570.25,574.0,520.2000122070312,538.0,10273764
2024-05-13,570.2600708007812,574.4000244140625,576.5,552.0,570.25,3934451
2024-05-14,595.3777465820312,599.7000122070312,603.8499755859375,573.0499877929688,577.8499755859375,6001660
2024-05-15,593.7396240234375,598.0499877929688,635.5999755859375,592.2999877929688,605.0,7636943
2024-05-16,589.8677978515625,594.1500244140625,612.0,590.3499755859375,604.0999755859375,4501917
2024-05-17,589.6195678710938,593.9000244140625,609.5499877929688,588.25,595.9500122070312,3776753
2024-05-21,599.5474853515625,603.9000244140625,617.9500122070312,591.75,599.9000244140625,4562832
2024-05-22,605.0574951171875,609.4500122070312,619.9000244140625,601.5,606.9500122070312,5160226
2024-05-23,612.9998168945312,617.4500122070312,626.0,610.9000244140625,611.9000244140625,4278722
2024-05-24,596.3208618164062,600.6500244140625,627.4500122070312,596.5499877929688,620.0,5408025
2024-05-27,616.6234741210938,621.0999755859375,623.1500244140625,596.0499877929688,603.7999877929688,4677642
2024-05-28,608.5322265625,612.9500122070312,631.0,608.3499755859375,624.25,3934824
2024-05-29,599.8452758789062,604.2000122070312,622.0,602.5999755859375,615.0,3836768
2024-05-30,604.6107177734375,609.0,623.0,596.5999755859375,607.2000122070312,6029013
2024-05-31,610.5870971679688,613.0,630.0,599.4000244140625,616.0,47181863
2024-06-03,656.1072387695312,658.7000122070312,663.7999877929688,640.0,644.0,6599899
2024-06-04,551.1220703125,553.2999877929688,661.0,528.0,661.0,11657328
2024-06-05,606.1546020507812,608.5499877929688,615.0,553.2999877929688,575.7000122070312,5764910
2024-06-06,622.6394653320312,625.0999755859375,630.0,606.5499877929688,614.5999755859375,3961169
2024-06-07,623.4861450195312,625.9500122070312,628.4500122070312,614.3499755859375,628.25,1813016
2024-06-10,627.1715698242188,629.6500244140625,640.4500122070312,622.1500244140625,629.4000244140625,1989705
2024-06-11,635.4887084960938,638.0,640.9000244140625,626.1500244140625,632.7999877929688,1909258
2024-06-12,647.6904907226562,650.25,655.0,635.1500244140625,640.0,2218295
2024-06-13,656.854248046875,659.4500122070312,668.8499755859375,649.2000122070312,656.7999877929688,1872711
2024-06-14,680.9091796875,683.5999755859375,687.3499755859375,657.0499877929688,662.0,4521695
2024-06-18,703.9182739257812,706.7000122070312,713.4500122070312,687.5499877929688,694.0,7214644
2024-06-19,695.6509399414062,698.4000244140625,713.75,683.9000244140625,712.5,2885290
2024-06-20,704.316650390625,707.0999755859375,711.8499755859375,697.5,700.5,2111730
2024-06-21,720.8015747070312,723.6500244140625,728.0,700.0,707.0999755859375,8848978
2024-06-24,744.1592407226562,747.0999755859375,750.0,724.0,730.0,4406730
2024-06-25,717.2655029296875,720.0999755859375,750.0,716.2000122070312,748.0,3018884
2024-06-26,709.4962158203125,712.2999877929688,726.6500244140625,709.0499877929688,723.0,2418464
2024-06-27,732.6546630859375,735.5499877929688,740.9500122070312,717.4500122070312,720.0,5922164
2024-06-28,731.6088256835938,734.5,744.0,726.3499755859375,739.25,1977411
2024-07-01,747.2470703125,750.2000122070312,752.0,735.9500122070312,739.8499755859375,2266634
2024-07-02,727.6245727539062,730.5,750.7999877929688,727.4000244140625,750.4000244140625,2628190
2024-07-03,730.26416015625,733.1500244140625,739.5999755859375,720.0,734.0,1748858
2024-07-04,722.196044921875,725.0499877929688,736.7999877929688,722.0999755859375,732.7000122070312,1864598
2024-07-05,733.7005615234375,736.5999755859375,749.0,716.4000244140625,726.9500122070312,2439370
2024-07-08,739.278564453125,742.2000122070312,746.8499755859375,732.4500122070312,742.7999877929688,904143
2024-07-09,720.1541137695312,723.0,744.4500122070312,719.0,742.0,1464545
2024-07-10,721.5486450195312,724.4000244140625,728.7999877929688,695.8499755859375,727.0,1544967
2024-07-11,710.1934814453125,713.0,740.5,710.0999755859375,731.7000122070312,2727483
2024-07-12,710.3428955078125,713.1500244140625,722.9000244140625,708.0,715.0,1542953
2024-07-15,717.6141357421875,720.4500122070312,724.0,699.4000244140625,721.3499755859375,1560037
2024-07-16,705.561767578125,708.3499755859375,723.4000244140625,705.0,718.9500122070312,2140798
2024-07-18,709.9444580078125,712.75,717.25,696.2999877929688,710.0,2792221
2024-07-19,702.2249755859375,705.0,717.75,685.5499877929688,712.9000244140625,2884304
2024-07-22,707.0060424804688,709.7999877929688,726.0,702.5499877929688,717.0,3969726
2024-07-23,694.3560180664062,697.0999755859375,731.9500122070312,682.0,717.7999877929688,4066282
2024-07-24,679.6640625,682.3499755859375,703.9000244140625,680.0999755859375,699.0,1984059
2024-07-25,665.52001953125,668.1500244140625,689.4500122070312,666.0,682.3499755859375,3964959
2024-07-26,690.8200073242188,693.5499877929688,705.7999877929688,670.0,670.0,3724008
2024-07-29,689.525146484375,692.25,702.7000122070312,680.7000122070312,698.0499877929688,3882488
2024-07-30,712.4346313476562,715.25,728.5,691.0499877929688,692.0,5078790
2024-07-31,725.1343994140625,728.0,729.9000244140625,716.7999877929688,722.0,2972729
2024-08-01,724.7858276367188,727.6500244140625,748.0,722.5499877929688,728.5,4012480
2024-08-02,719.2078247070312,722.0499877929688,735.1500244140625,711.0,735.0,1620560
2024-08-05,681.755859375,684.4500122070312,704.5499877929688,676.0,691.0,2592232
2024-08-06,680.7100219726562,683.4000244140625,704.0,680.0,689.9500122070312,2635441
2024-08-07,687.2839965820312,690.0,698.2000122070312,677.5499877929688,695.5,2419831
2024-08-08,696.6968383789062,699.4500122070312,718.0,682.2999877929688,690.0,2822564
2024-08-09,700.2328491210938,703.0,715.5,699.1500244140625,706.0,1777449
2024-08-12,686.3875122070312,689.0999755859375,702.0,682.0999755859375,702.0,2143235
2024-08-13,669.9026489257812,672.5499877929688,692.2000122070312,670.0,690.9000244140625,1768877
2024-08-14,643.4074096679688,645.9500122070312,679.2999877929688,642.0499877929688,679.1500244140625,2440039
2024-08-16,662.4321899414062,665.0499877929688,667.2999877929688,649.2999877929688,660.0999755859375,1244705
2024-08-19,665.9183959960938,668.5499877929688,674.25,664.0,665.0999755859375,1292127
2024-08-20,707.105712890625,709.9000244140625,714.7999877929688,667.9000244140625,671.3499755859375,3749595
2024-08-21,717.0663452148438,719.9000244140625,721.5999755859375,703.25,708.5,1985541
2024-08-22,707.9025268554688,710.7000122070312,719.7999877929688,702.4500122070312,719.5,1142599
2024-08-23,701.0794677734375,703.8499755859375,725.0,702.0,725.0,1374459
2024-08-26,712.7333984375,715.5499877929688,720.7999877929688,701.9500122070312,712.5999755859375,1630347
2024-08-27,730.2142944335938,733.0999755859375,737.5,716.1500244140625,718.9000244140625,2632192
2024-08-28,733.7005615234375,736.5999755859375,740.0,723.2999877929688,734.0,1830363
2024-08-29,717.2156982421875,720.0499877929688,751.3499755859375,715.0,740.0,2918379
2024-08-30,708.3507690429688,711.1500244140625,727.5999755859375,707.0,723.7000122070312,2488658
2024-09-02,703.0217895507812,705.7999877929688,727.0,703.0,715.5,1645640
2024-09-03,689.973388671875,692.7000122070312,709.0499877929688,690.75,707.0,1737165
2024-09-04,695.7505493164062,698.5,701.5,676.25,684.9000244140625,2969254
2024-09-05,711.6377563476562,714.4500122070312,724.0,692.1500244140625,699.0,3952565
2024-09-06,706.7570190429688,709.5499877929688,719.3499755859375,699.0,713.75,1779893
2024-09-09,727.8735961914062,730.75,746.3499755859375,705.0999755859375,708.25,6468992
2024-09-10,741.2706909179688,744.2000122070312,749.0,733.2000122070312,738.0,2736107
2024-09-11,738.8800659179688,741.7999877929688,764.7999877929688,734.1500244140625,746.9000244140625,4340246
2024-09-12,757.1080322265625,760.0999755859375,763.7000122070312,742.2000122070312,750.0,2804171
2024-09-13,765.2260131835938,768.25,775.5999755859375,757.3499755859375,761.2000122070312,2841640
2024-09-16,768.5628051757812,771.5999755859375,780.2999877929688,756.0,776.0,2569640
2024-09-17,745.603515625,748.5499877929688,777.7999877929688,745.0999755859375,771.5999755859375,4098556
2024-09-18,747.7948608398438,750.75,758.6500244140625,741.0,749.9000244140625,2056555
2024-09-19,739.9259643554688,742.8499755859375,764.9000244140625,731.0,754.0,1632199
2024-09-20,779.2704467773438,782.3499755859375,789.5,745.4500122070312,745.4500122070312,6369882
2024-09-23,788.9323120117188,792.0499877929688,795.0,774.8499755859375,785.3499755859375,2682083
2024-09-24,786.193115234375,789.2999877929688,804.9000244140625,784.5999755859375,793.0,2827447
2024-09-25,780.8143920898438,783.9000244140625,793.7000122070312,776.2000122070312,790.0,1029003
2024-09-26,773.3439331054688,776.4000244140625,789.4500122070312,765.4000244140625,781.5,1927234
2024-09-27,737.385986328125,740.2999877929688,779.4500122070312,730.0,776.0,9221236
2024-09-30,730.16455078125,733.0499877929688,736.5999755859375,721.0499877929688,735.0,2831175
2024-10-01,720.6023559570312,723.4500122070312,736.5,712.0999755859375,733.0499877929688,2363253
2024-10-03,705.810791015625,708.5999755859375,718.7999877929688,706.0999755859375,713.0499877929688,2132369
2024-10-04,696.74658203125,699.5,716.1500244140625,691.25,708.6500244140625,1876259
2024-10-07,671.5462036132812,674.2000122070312,704.7999877929688,662.2000122070312,700.0,3050665
2024-10-08,719.7058715820312,722.5499877929688,726.7000122070312,668.0,685.0,3918488
2024-10-09,727.2261352539062,730.0999755859375,735.9000244140625,713.0,722.5499877929688,2063258
2024-10-10,725.9810791015625,728.8499755859375,741.4500122070312,722.6500244140625,730.0999755859375,1171351
2024-10-11,703.9182739257812,706.7000122070312,728.0499877929688,705.0,728.0499877929688,1686125
2024-10-14,700.4320678710938,703.2000122070312,718.4000244140625,700.0,715.5,1716685
2024-10-15,689.425537109375,692.1500244140625,708.5499877929688,690.0,705.0,1283068
2024-10-16,686.5867309570312,689.2999877929688,698.7000122070312,686.7000122070312,697.0,1161073
2024-10-17,673.8869018554688,676.5499877929688,703.5,675.0,695.25,1324100
2024-10-18,674.1857299804688,676.8499755859375,681.9500122070312,666.0999755859375,680.0,2358804
2024-10-21,681.85546875,684.5499877929688,697.2000122070312,675.0,684.0,1609539
2024-10-22,667.6117553710938,670.25,689.0499877929688,666.0999755859375,688.0499877929688,1265025
2024-10-23,685.0428466796875,687.75,692.0,649.0499877929688,665.0499877929688,4378251
2024-10-24,668.3587646484375,671.0,693.0,668.5999755859375,691.5,1271312
2024-10-25,666.26708984375,668.9000244140625,674.2999877929688,641.6500244140625,665.0,2918783
2024-10-28,640.3694458007812,642.9000244140625,674.0,635.5499877929688,672.1500244140625,1521902
2024-10-29,680.6103515625,683.2999877929688,694.0999755859375,637.7999877929688,644.0,5537844
2024-10-30,671.695556640625,674.3499755859375,684.5999755859375,668.0999755859375,683.2999877929688,1295866
2024-10-31,676.4767456054688,679.1500244140625,688.75,671.5,674.3499755859375,1159460
2024-11-01,679.9629516601562,682.6500244140625,688.5,679.0499877929688,685.9500122070312,211642
2024-11-04,660.5397338867188,663.1500244140625,691.5499877929688,660.0,683.0,1278278
2024-11-05,652.2225341796875,654.7999877929688,666.9500122070312,652.0999755859375,664.0,1255375
2024-11-06,679.9130859375,682.5999755859375,686.0,660.0,660.9500122070312,2382791
2024-11-07,711.9863891601562,714.7999877929688,721.8499755859375,687.1500244140625,691.0,5700061
2024-11-08,709.2471923828125,712.0499877929688,721.5999755859375,709.0,721.0,2004021
2024-11-11,736.3401489257812,739.25,751.5999755859375,706.1500244140625,709.8499755859375,5360345
2024-11-12,747.0975952148438,750.0499877929688,776.9000244140625,739.2999877929688,739.9500122070312,5503743
2024-11-13,726.0806884765625,728.9500122070312,774.9000244140625,722.0999755859375,749.9500122070312,5348473
2024-11-14,729.11865234375,732.0,748.9500122070312,718.75,734.9000244140625,2339209
2024-11-18,709.9942626953125,712.7999877929688,746.25,707.5,736.0,2123986
2024-11-19,707.105712890625,709.9000244140625,718.7000122070312,706.0,718.0,1355756
2024-11-21,696.3980102539062,699.1500244140625,709.0,683.0,704.0,1946451
2024-11-22,686.1883544921875,688.9000244140625,703.7999877929688,682.0999755859375,700.9500122070312,1439252
2024-11-25,672.392822265625,675.0499877929688,711.5,665.7999877929688,705.0,13593681
2024-11-26,654.8123168945312,657.4000244140625,676.4500122070312,651.0,670.9500122070312,1918499
2024-11-27,670.6497192382812,673.2999877929688,676.2000122070312,653.3499755859375,659.7999877929688,2014123
2024-11-28,660.1910400390625,662.7999877929688,679.3499755859375,660.25,676.5,1415045
2024-11-29,652.0731811523438,654.6500244140625,670.4000244140625,648.0499877929688,665.0,2099488
2024-12-02,643.1085815429688,645.6500244140625,660.2000122070312,642.5,655.0,1824349
2024-12-03,640.419189453125,642.9500122070312,657.9000244140625,642.0999755859375,653.2000122070312,1804001
2024-12-04,645.8477783203125,648.4000244140625,654.0,640.25,652.0499877929688,2887694
2024-12-05,661.5357666015625,664.1500244140625,667.1500244140625,646.5,651.4000244140625,4523984
2024-12-06,671.695556640625,674.3499755859375,680.0,665.0499877929688,670.0,3294934
2024-12-09,672.5422973632812,675.2000122070312,688.0,667.5,684.9000244140625,3433293
2024-12-10,665.37060546875,668.0,677.25,659.9000244140625,673.0,1923930
2024-12-11,674.9328002929688,677.5999755859375,682.0,668.5,668.7000122070312,2088984
2024-12-12,682.5526733398438,685.25,687.2999877929688,671.25,678.5,2023609
2024-12-13,675.9288330078125,678.5999755859375,683.9000244140625,664.3499755859375,679.0,1909847
2024-12-16,686.2381591796875,688.9500122070312,699.7999877929688,682.2999877929688,685.0,3476918
2024-12-17,682.453125,685.1500244140625,695.1500244140625,680.2999877929688,683.0999755859375,1393661
2024-12-18,679.3652954101562,682.0499877929688,700.9000244140625,673.2999877929688,694.9500122070312,3218408
2024-12-19,682.3037109375,685.0,687.0,667.9000244140625,670.9500122070312,1304358
2024-12-20,667.1635131835938,669.7999877929688,686.2999877929688,665.0,684.7999877929688,1314435
2024-12-23,657.103271484375,659.7000122070312,679.25,656.0,677.8499755859375,1893360
2024-12-24,645.4990844726562,648.0499877929688,661.9000244140625,646.0,657.25,1920120
2024-12-26,633.9945678710938,636.5,652.25,631.0999755859375,650.0,1787870
2024-12-27,623.336669921875,625.7999877929688,641.0,623.1500244140625,636.5,2088822
2024-12-30,640.967041015625,643.5,674.0,631.25,651.9500122070312,20785156
2024-12-31,640.1204223632812,642.6500244140625,645.1500244140625,628.0,640.0,2131573
2025-01-01,641.7638549804688,644.2999877929688,656.5,641.2000122070312,643.9500122070312,3367231
2025-01-02,638.4768676757812,641.0,647.0999755859375,635.5999755859375,644.7999877929688,6416405
2025-01-03,631.9028930664062,634.4000244140625,646.9000244140625,631.7000122070312,642.4000244140625,2341500
2025-01-06,599.18212890625,601.5499877929688,624.4000244140625,596.0,615.0,4443091
2025-01-07,593.305419921875,595.6500244140625,609.2999877929688,593.0999755859375,603.7000122070312,3408556
2025-01-08,577.0695190429688,579.3499755859375,591.9500122070312,566.0,590.0,4473653
2025-01-09,555.4549560546875,557.6500244140625,581.4000244140625,555.6500244140625,579.3499755859375,2418243
2025-01-10,537.4760131835938,539.5999755859375,560.0,536.6500244140625,557.9000244140625,4671536
2025-01-13,515.7120361328125,517.75,539.5999755859375,514.7000122070312,531.5999755859375,2130563
2025-01-14,545.6934814453125,547.8499755859375,555.5499877929688,526.0,527.0,7595937
2025-01-15,559.289794921875,561.5,563.5,548.0499877929688,554.0,3204143
2025-01-16,568.20458984375,570.4500122070312,574.0,564.25,564.25,1375209
2025-01-17,565.7642211914062,568.0,578.4500122070312,563.0,565.5499877929688,1431717
2025-01-20,576.9699096679688,579.25,582.0,560.3499755859375,566.0,1556431
2025-01-21,555.3553466796875,557.5499877929688,581.9000244140625,556.5999755859375,581.9000244140625,3125064
2025-01-22,547.8350830078125,550.0,561.5,541.2999877929688,557.5499877929688,2240871
2025-01-23,549.9267578125,552.0999755859375,559.6500244140625,540.7999877929688,546.9500122070312,1716243
2025-01-24,542.0081176757812,544.1500244140625,564.0,538.0999755859375,555.0,2108004
2025-01-27,532.2466430664062,534.3499755859375,542.2999877929688,530.0,540.0,2452402
2025-01-28,502.0161437988281,504.0,534.3499755859375,502.20001220703125,531.5,4851730
2025-01-29,472.88128662109375,474.75,488.3500061035156,453.6000061035156,463.70001220703125,28908664
2025-01-30,481.9454650878906,483.8500061035156,496.0,474.75,476.79998779296875,9565616
2025-01-31,506.5980529785156,508.6000061035156,509.95001220703125,482.20001220703125,489.5,3358679
2025-02-01,470.14208984375,472.0,516.5499877929688,469.0,509.45001220703125,5769497
2025-02-03,443.89581298828125,445.6499938964844,475.8999938964844,439.6000061035156,474.79998779296875,12724924
2025-02-04,467.8511657714844,469.70001220703125,473.0,446.0,453.95001220703125,7217597
2025-02-05,491.85626220703125,493.79998779296875,501.5,474.5,474.8500061035156,14443076
2025-02-06,492.2547302246094,494.20001220703125,500.0,488.04998779296875,494.0,3540027
2025-02-07,482.7423095703125,484.6499938964844,494.8999938964844,482.3500061035156,492.75,2431783
2025-02-10,475.0227966308594,476.8999938964844,485.0,474.0,483.6000061035156,6658769
2025-02-11,465.0621643066406,466.8999938964844,477.6000061035156,461.1499938964844,475.1000061035156,3213487
2025-02-12,465.7594299316406,467.6000061035156,471.0,451.75,466.8500061035156,2782225
2025-02-13,465.8092041015625,467.6499938964844,480.04998779296875,465.29998779296875,468.0,1560258
2025-02-14,435.3794860839844,437.1000061035156,470.20001220703125,434.29998779296875,469.0,3885358
2025-02-17,429.801513671875,431.5,437.1000061035156,418.75,436.04998779296875,6897917
2025-02-18,438.6664733886719,440.3999938964844,442.75,419.70001220703125,430.5,4154074
2025-02-19,453.0596008300781,454.8500061035156,460.0,431.45001220703125,439.0,4076153
2025-02-20,466.7056579589844,468.54998779296875,477.75,448.79998779296875,450.0,7733476
2025-02-21,494.645263671875,496.6000061035156,506.70001220703125,473.1000061035156,474.0,25750317
2025-02-24,477.8117980957031,479.70001220703125,497.70001220703125,478.0,494.0,4578924
2025-02-25,465.4107971191406,467.25,482.79998779296875,466.20001220703125,482.0,3336761
2025-02-27,456.9940490722656,458.79998779296875,476.25,454.25,474.5,3135406
2025-02-28,462.273193359375,464.1000061035156,468.0,442.3500061035156,453.04998779296875,6930904
2025-03-03,471.9848327636719,473.8500061035156,477.25,449.25,464.70001220703125,5530160
2025-03-04,479.3556823730469,481.25,485.3500061035156,466.54998779296875,471.5,4501589
2025-03-05,507.0960693359375,509.1000061035156,514.7000122070312,479.25,479.25,7368531
2025-03-06,497.6334533691406,499.6000061035156,517.0,494.6000061035156,509.5,4847592
2025-03-07,489.7645568847656,491.70001220703125,506.3500061035156,486.25,498.04998779296875,4329758
2025-03-10,503.36083984375,505.3500061035156,514.4000244140625,490.25,491.0,9854493
2025-03-11,511.7277526855469,513.75,519.5,498.1000061035156,501.0,6225817
2025-03-12,513.1720581054688,515.2000122070312,523.8499755859375,506.29998779296875,517.0,4974269
2025-03-13,512.0763549804688,514.0999755859375,523.6500244140625,508.1000061035156,519.6500244140625,4303396
2025-03-17,525.8220825195312,527.9000244140625,530.8499755859375,516.6500244140625,519.0,3934834
2025-03-18,525.8220825195312,527.9000244140625,527.9000244140625,527.9000244140625,527.9000244140625,0
2025-03-19,568.50341796875,570.75,574.25,550.5499877929688,551.4000244140625,7493067
2025-03-20,560.684326171875,562.9000244140625,576.0,552.0999755859375,576.0,4063831
2025-03-21,557.4968872070312,559.7000122070312,564.9000244140625,555.0499877929688,563.5,3118262
2025-03-24,572.9856567382812,575.25,579.0,556.8499755859375,562.5499877929688,4240378
2025-03-25,553.1640014648438,555.3499755859375,578.0499877929688,552.0,578.0,3022903
2025-03-26,550.873046875,553.0499877929688,562.7000122070312,549.0,552.0,2480329
2025-03-27,546.1915283203125,548.3499755859375,554.7000122070312,543.3499755859375,551.0,7424905
2025-03-28,535.78271484375,537.9000244140625,554.0499877929688,534.0,551.9000244140625,4123070
2025-04-01,520.4432983398438,522.5,540.8499755859375,520.8499755859375,532.0499877929688,3372414
2025-04-02,524.1785888671875,526.25,532.6500244140625,518.0,528.0,4370554
2025-04-03,525.0750122070312,527.1500244140625,534.0,518.6500244140625,520.1500244140625,4738116
2025-04-04,504.40667724609375,506.3999938964844,527.5499877929688,500.6000061035156,524.9500122070312,4338333
