Price,Adj Close,Close,High,Low,Open,Volume
2024-02-27,719.1575317382812,721.6500244140625,728.9000244140625,701.0999755859375,721.8499755859375,555964
2024-02-28,706.8999633789062,709.3499755859375,722.9000244140625,704.5499877929688,722.9000244140625,261111
2024-02-29,703.8604736328125,706.2999877929688,717.5999755859375,697.5,709.0,852527
2024-03-01,702.1663208007812,704.5999755859375,718.7000122070312,700.2000122070312,705.0,400197
2024-03-04,681.3385620117188,683.7000122070312,711.9000244140625,681.0,711.4500122070312,429734
2024-03-05,669.8782958984375,672.2000122070312,691.6500244140625,669.0499877929688,688.75,771372
2024-03-06,656.773681640625,659.0499877929688,681.5999755859375,652.1500244140625,672.2000122070312,912981
2024-03-07,662.5038452148438,664.7999877929688,681.5999755859375,653.2999877929688,662.0499877929688,652929
2024-03-11,663.9986572265625,666.2999877929688,697.0999755859375,661.0,673.9500122070312,862161
2024-03-12,650.6947631835938,652.9500122070312,673.9500122070312,649.3499755859375,669.5999755859375,325436
2024-03-13,607.79345703125,609.9000244140625,663.75,606.2000122070312,654.0,333775
2024-03-14,623.7880249023438,625.9500122070312,633.0,600.0499877929688,609.9000244140625,520720
2024-03-15,614.9685668945312,617.0999755859375,641.1500244140625,610.5499877929688,629.0,355703
2024-03-18,640.629638671875,642.8499755859375,649.0,614.0,615.0,484692
2024-03-19,650.1466674804688,652.4000244140625,657.4500122070312,633.1500244140625,642.9000244140625,448710
2024-03-20,676.70458984375,679.0499877929688,693.9500122070312,646.0,659.2000122070312,954704
2024-03-21,697.2335205078125,699.6500244140625,706.0,679.0499877929688,680.0,353119
2024-03-22,713.2778930664062,715.75,720.0,694.0,697.0499877929688,861786
2024-03-26,695.3400268554688,697.75,717.2000122070312,693.0,714.1500244140625,770246
2024-03-27,727.3291625976562,729.8499755859375,737.7000122070312,700.8499755859375,702.9000244140625,719184
2024-03-28,716.965087890625,719.4500122070312,737.0499877929688,711.8499755859375,733.25,1466430
2024-04-01,736.0988159179688,738.6500244140625,742.5,718.8499755859375,722.9000244140625,1398399
2024-04-02,743.822021484375,746.4000244140625,762.0,733.5,750.0,810384
2024-04-03,739.9852905273438,742.5499877929688,754.5999755859375,735.1500244140625,747.2000122070312,84255
2024-04-04,750.84765625,753.4500122070312,767.2000122070312,742.2999877929688,752.7999877929688,265551
2024-04-05,756.0795288085938,758.7000122070312,760.9500122070312,741.0,741.2999877929688,141901
2024-04-08,757.873291015625,760.5,774.8499755859375,756.2000122070312,762.9500122070312,165957
2024-04-09,737.8427734375,740.4000244140625,769.9500122070312,735.0499877929688,767.3499755859375,6053672
2024-04-10,721.300048828125,723.7999877929688,748.3499755859375,722.25,741.0,149208
2024-04-12,726.9803466796875,729.5,733.9000244140625,705.3499755859375,728.0,329005
2024-04-15,701.3193359375,703.75,716.9500122070312,697.0499877929688,715.0,193066
2024-04-16,694.343505859375,696.75,708.9000244140625,694.0,703.75,321330
2024-04-18,686.5206298828125,688.9000244140625,704.9500122070312,684.25,696.9500122070312,327505
2024-04-19,689.4603881835938,691.8499755859375,699.0,676.5499877929688,684.0,153514
2024-04-22,691.3040161132812,693.7000122070312,705.9500122070312,688.2000122070312,692.2000122070312,214846
2024-04-23,678.1994018554688,680.5499877929688,699.0,677.2000122070312,698.5,347626
2024-04-24,689.9088745117188,692.2999877929688,700.7999877929688,681.0,687.2999877929688,132078
2024-04-25,697.2335205078125,699.6500244140625,702.0,686.7999877929688,691.25,89866
2024-04-26,738.490478515625,741.0499877929688,778.0,699.5,699.6500244140625,1339287
2024-04-29,726.681396484375,729.2000122070312,739.9500122070312,716.4000244140625,739.0499877929688,235466
2024-04-30,755.680908203125,758.2999877929688,771.9500122070312,720.1500244140625,729.2000122070312,1517714
2024-05-02,735.6503295898438,738.2000122070312,775.0,732.0,775.0,1490308
2024-05-03,772.0242919921875,774.7000122070312,778.9000244140625,745.0,750.0,2283371
2024-05-06,778.4520263671875,781.1500244140625,790.0,766.0499877929688,780.2000122070312,814511
2024-05-07,768.7356567382812,771.4000244140625,783.75,751.0999755859375,780.5499877929688,488835
2024-05-08,747.4594116210938,750.0499877929688,775.7999877929688,741.2000122070312,775.0,787588
2024-05-09,715.2211303710938,717.7000122070312,758.7000122070312,710.0,751.0,432037
2024-05-10,726.3325805664062,728.8499755859375,733.0,706.5499877929688,726.0,255177
2024-05-13,719.5062866210938,722.0,749.5999755859375,715.2000122070312,732.7999877929688,677946
2024-05-14,745.51611328125,748.0999755859375,753.9000244140625,721.0,722.0,313077
2024-05-15,765.1978759765625,767.8499755859375,770.5,742.8499755859375,756.0499877929688,227315
2024-05-16,739.2378540039062,741.7999877929688,763.7999877929688,738.5999755859375,760.9000244140625,423352
2024-05-17,736.6967163085938,739.25,754.9500122070312,735.0,754.9500122070312,158883
2024-05-21,728.823974609375,731.3499755859375,745.0,728.0499877929688,745.0,175042
2024-05-22,724.8876342773438,727.4000244140625,738.9500122070312,720.7000122070312,738.9500122070312,315548
2024-05-23,716.915283203125,719.4000244140625,735.5499877929688,717.5,734.5999755859375,182378
2024-05-24,701.4688110351562,703.9000244140625,721.7000122070312,702.0,720.0499877929688,299257
2024-05-27,701.6182861328125,704.0499877929688,714.75,701.0,705.0499877929688,134018
2024-05-28,697.1337890625,699.5499877929688,706.0999755859375,692.2000122070312,706.0999755859375,254203
2024-05-29,711.4840698242188,713.9500122070312,717.7000122070312,690.5499877929688,697.0999755859375,160262
2024-05-30,708.4944458007812,710.9500122070312,722.2999877929688,704.0499877929688,713.9500122070312,162753
2024-05-31,754.4351806640625,757.0499877929688,772.0,713.0,720.0,2606952
2024-06-03,746.014404296875,748.5999755859375,780.0,735.75,772.0,493021
2024-06-04,738.0419921875,740.5999755859375,776.5,714.7000122070312,740.0499877929688,1502752
2024-06-05,737.7928466796875,740.3499755859375,760.0,725.5499877929688,759.0,250128
2024-06-06,769.5827026367188,772.25,775.2999877929688,741.9000244140625,741.9000244140625,397433
2024-06-07,788.3676147460938,791.0999755859375,862.75,785.0,788.0,3600238
2024-06-10,809.3449096679688,812.1500244140625,822.75,791.0999755859375,791.0999755859375,619078
2024-06-11,794.0977172851562,796.8499755859375,824.2000122070312,791.9500122070312,812.4000244140625,477694
2024-06-12,793.5496215820312,796.2999877929688,803.2000122070312,790.9500122070312,796.8499755859375,225547
2024-06-13,794.2970581054688,797.0499877929688,822.9500122070312,792.2000122070312,797.0,468695
2024-06-14,807.1027221679688,809.9000244140625,823.7000122070312,797.0499877929688,797.0499877929688,550842
2024-06-18,801.1732177734375,803.9500122070312,831.9000244140625,796.2999877929688,822.5,384732
2024-06-19,811.0888671875,813.9000244140625,823.8499755859375,801.0,805.9500122070312,454254
2024-06-20,818.71240234375,821.5499877929688,834.0,805.25,816.0,342042
2024-06-21,820.3069458007812,823.1500244140625,837.9000244140625,814.0,830.2000122070312,233737
2024-06-24,796.6389770507812,799.4000244140625,824.5,794.4500122070312,824.5,187554
2024-06-25,791.3572387695312,794.0999755859375,805.3499755859375,789.7999877929688,800.0999755859375,157215
2024-06-26,802.1199951171875,804.9000244140625,808.7999877929688,779.5499877929688,794.0,237921
2024-06-27,790.1614379882812,792.9000244140625,824.5,782.6500244140625,806.5,317831
2024-06-28,790.5101928710938,793.25,798.9500122070312,784.5,792.9000244140625,235416
2024-07-01,819.7587890625,822.5999755859375,827.2000122070312,796.7999877929688,808.7999877929688,425800
2024-07-02,825.4889526367188,828.3499755859375,839.9500122070312,817.9000244140625,826.0,428172
2024-07-03,823.7449951171875,826.5999755859375,839.2999877929688,819.0499877929688,830.0,180109
2024-07-04,802.6182250976562,805.4000244140625,826.5999755859375,800.0,825.8499755859375,298346
2024-07-05,796.3399658203125,799.0999755859375,813.5,793.0999755859375,806.0,195874
2024-07-08,780.5945434570312,783.2999877929688,804.1500244140625,768.4000244140625,800.0,318531
2024-07-09,788.1683349609375,790.9000244140625,815.0,780.9000244140625,789.5,408258
2024-07-10,825.538818359375,828.4000244140625,832.5499877929688,798.0,808.75,1717148
2024-07-11,820.9546508789062,823.7999877929688,829.9000244140625,798.4000244140625,828.2999877929688,705255
2024-07-12,793.4002075195312,796.1500244140625,827.9500122070312,785.0,823.7999877929688,422988
2024-07-15,802.7677001953125,805.5499877929688,823.0,787.3499755859375,795.0,564909
2024-07-16,777.9537353515625,780.6500244140625,807.0999755859375,774.0,805.5499877929688,678274
2024-07-18,763.4539184570312,766.0999755859375,787.1500244140625,760.0999755859375,786.8499755859375,742057
2024-07-19,764.9986572265625,767.6500244140625,774.25,745.4500122070312,767.6500244140625,411936
2024-07-22,755.9300537109375,758.5499877929688,769.5999755859375,753.0,767.6500244140625,161691
2024-07-23,756.9763793945312,759.5999755859375,763.0,740.0999755859375,758.5499877929688,259319
2024-07-24,741.629638671875,744.2000122070312,760.0,740.9000244140625,760.0,274257
2024-07-25,721.3997192382812,723.9000244140625,742.0,716.0,722.0,382135
2024-07-26,755.232421875,757.8499755859375,764.8499755859375,728.75,733.3499755859375,496063
2024-07-29,767.3405151367188,770.0,782.0,759.5,768.9500122070312,280219
2024-07-30,751.6448974609375,754.25,775.0499877929688,751.0,775.0499877929688,270618
2024-07-31,754.4351806640625,757.0499877929688,769.25,737.5,759.0,976184
2024-08-01,761.7598266601562,764.4000244140625,781.7999877929688,757.0,764.5999755859375,547989
2024-08-02,774.8643798828125,777.5499877929688,785.0,748.5999755859375,758.8499755859375,420918
2024-08-05,724.6883544921875,727.2000122070312,767.7999877929688,723.7999877929688,767.7999877929688,568839
2024-08-06,719.9049072265625,722.4000244140625,739.7999877929688,720.0,729.9500122070312,300621
2024-08-07,718.8086547851562,721.2999877929688,735.8499755859375,719.0499877929688,728.1500244140625,144606
2024-08-08,723.89111328125,726.4000244140625,731.4500122070312,720.2000122070312,728.4500122070312,333037
2024-08-09,701.0203857421875,703.4500122070312,733.0,700.0999755859375,730.0,440093
2024-08-12,690.7559204101562,693.1500244140625,710.0,687.7999877929688,703.4500122070312,256201
2024-08-13,694.393310546875,696.7999877929688,701.9500122070312,689.0,696.4000244140625,524114
2024-08-14,690.2576904296875,692.6500244140625,701.9500122070312,687.0499877929688,700.0,286034
2024-08-16,708.2951049804688,710.75,713.6500244140625,697.8499755859375,700.0,233456
2024-08-19,707.0992431640625,709.5499877929688,717.7999877929688,704.3499755859375,715.0,448515
2024-08-20,714.224609375,716.7000122070312,719.7999877929688,705.2000122070312,713.5,233950
2024-08-21,719.9049072265625,722.4000244140625,736.75,710.75,717.0,212486
2024-08-22,734.80322265625,737.3499755859375,742.3499755859375,712.0,724.9500122070312,245764
2024-08-23,736.6967163085938,739.25,744.8499755859375,731.1500244140625,740.0,271368
2024-08-26,733.5077514648438,736.0499877929688,742.2000122070312,731.5,740.1500244140625,448196
2024-08-27,730.6177978515625,733.1500244140625,741.2999877929688,729.4000244140625,730.0,217951
2024-08-28,741.23095703125,743.7999877929688,748.0,726.2999877929688,733.0,260892
2024-08-29,738.1915283203125,740.75,748.9500122070312,731.2000122070312,743.7999877929688,278261
2024-08-30,756.22900390625,758.8499755859375,764.0,729.2999877929688,744.4000244140625,487812
2024-09-02,758.969482421875,761.5999755859375,770.6500244140625,758.0499877929688,765.0,751635
2024-09-03,760.8629150390625,763.5,773.1500244140625,759.7999877929688,762.0,426309
2024-09-04,757.1757202148438,759.7999877929688,763.7999877929688,752.5,755.0,519809
2024-09-05,756.0795288085938,758.7000122070312,764.6500244140625,750.0,760.0499877929688,554743
2024-09-06,749.6517944335938,752.25,772.9500122070312,744.25,759.0,636318
2024-09-09,734.105712890625,736.6500244140625,758.4500122070312,734.0499877929688,752.2999877929688,844561
2024-09-10,744.868408203125,747.4500122070312,750.0,733.0,745.0,355020
2024-09-11,740.2842407226562,742.8499755859375,750.0,732.0499877929688,745.0,393255
2024-09-12,740.4337158203125,743.0,750.5999755859375,736.0,746.0,318189
2024-09-13,747.8082275390625,750.4000244140625,754.9500122070312,740.8499755859375,750.0,854478
2024-09-16,759.4179077148438,762.0499877929688,770.9500122070312,745.0999755859375,754.5,838371
2024-09-17,758.5210571289062,761.1500244140625,772.0,748.0999755859375,768.4500122070312,1595872
2024-09-18,766.0449829101562,768.7000122070312,776.4000244140625,759.9000244140625,763.0,507059
2024-09-19,768.087890625,770.75,775.5999755859375,758.3499755859375,775.0,556502
2024-09-20,803.56494140625,806.3499755859375,835.7000122070312,758.8499755859375,771.7999877929688,9432298
2024-09-23,788.8658447265625,791.5999755859375,818.4500122070312,788.4500122070312,818.4500122070312,615080
2024-09-24,769.8318481445312,772.5,805.0499877929688,766.4500122070312,796.8499755859375,732819
2024-09-25,805.209228515625,808.0,836.1500244140625,777.0,777.0,7394022
2024-09-26,794.4963989257812,797.25,848.0,786.8499755859375,848.0,22433624
2024-09-27,798.781494140625,801.5499877929688,817.0,795.4500122070312,805.9500122070312,2927252
2024-09-30,777.5551147460938,780.25,805.2000122070312,777.0,801.7999877929688,1341809
2024-10-01,822.499267578125,825.3499755859375,832.0,777.0,778.0,3866302
2024-10-03,815.2244873046875,818.0499877929688,828.0,805.0999755859375,815.0,1470066
2024-10-04,796.3399658203125,799.0999755859375,824.4000244140625,795.5,815.0499877929688,1364398
2024-10-07,788.2181396484375,790.9500122070312,811.0,782.7999877929688,799.0,896726
2024-10-08,802.7677001953125,805.5499877929688,812.0499877929688,780.0,780.5999755859375,803091
2024-10-09,800.5752563476562,803.3499755859375,812.5,791.9000244140625,806.0,788258
2024-10-10,804.113037109375,806.9000244140625,814.7000122070312,802.1500244140625,805.0,366814
2024-10-11,803.6148071289062,806.4000244140625,813.9000244140625,801.0,805.0499877929688,240123
2024-10-14,820.8052368164062,823.6500244140625,827.4000244140625,799.7000122070312,808.0,997453
2024-10-15,891.6596069335938,894.75,904.0,826.9500122070312,829.75,10235273
2024-10-16,897.2901000976562,900.4000244140625,921.7000122070312,885.75,894.6500244140625,3370171
2024-10-17,894.6492309570312,897.75,917.0,890.25,894.9500122070312,1410932
2024-10-18,886.427734375,889.5,903.3499755859375,868.1500244140625,884.2999877929688,1664708
2024-10-21,866.3472900390625,869.3499755859375,895.4000244140625,861.5999755859375,895.4000244140625,1178576
2024-10-22,848.8579711914062,851.7999877929688,888.4000244140625,840.4000244140625,868.75,2291237
2024-10-23,861.3147583007812,864.2999877929688,868.4500122070312,838.0999755859375,845.0,1031889
2024-10-24,882.3419189453125,885.4000244140625,943.75,861.0499877929688,864.2999877929688,4348090
2024-10-25,861.9625244140625,864.9500122070312,910.5499877929688,859.0,884.4000244140625,3616706
2024-10-28,848.9077758789062,851.8499755859375,887.0,848.5499877929688,866.5,1849434
2024-10-29,874.070556640625,877.0999755859375,888.7999877929688,845.0499877929688,848.3499755859375,1810029
2024-10-30,762.6068725585938,765.25,860.5999755859375,758.0,860.0,7161100
2024-10-31,708.7933959960938,711.25,769.2000122070312,698.6500244140625,765.25,7934474
2024-11-01,714.1748046875,716.6500244140625,729.0,712.0,726.0,471841
2024-11-04,692.6991577148438,695.0999755859375,727.0499877929688,691.1500244140625,715.0,2506855
2024-11-05,670.8748168945312,673.2000122070312,706.5999755859375,671.1500244140625,694.8499755859375,1190624
2024-11-06,652.7376708984375,655.0,673.2000122070312,652.5,673.2000122070312,5252923
2024-11-07,652.1397705078125,654.4000244140625,666.0,651.0,660.0,847954
2024-11-08,644.7653198242188,647.0,662.0,645.0499877929688,656.7999877929688,1539329
2024-11-11,631.1126098632812,633.2999877929688,652.9000244140625,630.0,646.5499877929688,497051
2024-11-12,636.4442138671875,638.6500244140625,646.1500244140625,632.0999755859375,632.7999877929688,491484
2024-11-13,640.530029296875,642.75,650.0,636.5499877929688,638.6500244140625,1285450
2024-11-14,645.462890625,647.7000122070312,651.25,637.6500244140625,642.7999877929688,584041
2024-11-18,636.4940185546875,638.7000122070312,650.0,626.6500244140625,650.0,430758
2024-11-19,634.152099609375,636.3499755859375,649.0,626.0,643.2999877929688,1983140
2024-11-21,639.533447265625,641.75,644.5499877929688,626.1500244140625,635.0,526537
2024-11-22,629.1195068359375,631.2999877929688,644.0,629.2999877929688,644.0,738907
2024-11-25,646.9078979492188,649.1500244140625,654.0,633.25,640.0,975284
2024-11-26,637.4407348632812,639.6500244140625,651.8499755859375,636.5,650.0,329386
2024-11-27,642.22412109375,644.4500122070312,648.5,633.4000244140625,642.5499877929688,663643
2024-11-28,654.2324829101562,656.5,660.9000244140625,644.9000244140625,649.0,1349287
2024-11-29,653.534912109375,655.7999877929688,659.3499755859375,652.2999877929688,655.0,1292047
2024-12-02,636.6434326171875,638.8499755859375,661.6500244140625,635.0,656.7999877929688,1611303
2024-12-03,630.6143798828125,632.7999877929688,644.7999877929688,630.4000244140625,644.7999877929688,687066
2024-12-04,629.0697021484375,631.25,639.5999755859375,629.0,639.5999755859375,1186719
2024-12-05,648.9010009765625,651.1500244140625,658.4000244140625,628.2999877929688,631.4000244140625,3040470
2024-12-06,633.105712890625,635.2999877929688,652.7000122070312,632.5,650.0499877929688,1885858
2024-12-09,631.0130004882812,633.2000122070312,643.4500122070312,630.0999755859375,641.0,464749
2024-12-10,630.7140502929688,632.9000244140625,638.3499755859375,626.3499755859375,635.0,1512429
2024-12-11,632.4580078125,634.6500244140625,637.5,631.0,633.7999877929688,1212065
2024-12-12,648.0538940429688,650.2999877929688,658.2000122070312,634.6500244140625,634.6500244140625,3880118
2024-12-13,646.55908203125,648.7999877929688,652.8499755859375,633.8499755859375,652.8499755859375,572036
2024-12-16,702.4154663085938,704.8499755859375,715.0,642.5999755859375,655.0,5836562
2024-12-17,740.1846313476562,742.75,747.5,699.4000244140625,703.0,4978468
2024-12-18,746.8116455078125,749.4000244140625,755.0499877929688,730.3499755859375,735.0,2860428
2024-12-19,744.868408203125,747.4500122070312,758.9500122070312,711.9500122070312,711.9500122070312,2394920
2024-12-20,764.5999755859375,767.25,784.9500122070312,746.7000122070312,753.9000244140625,3284411
2024-12-23,764.6996459960938,767.3499755859375,788.9000244140625,749.5499877929688,765.0,1256155
2024-12-24,765.397216796875,768.0499877929688,774.2999877929688,759.2999877929688,774.2999877929688,696963
2024-12-26,788.1184692382812,790.8499755859375,795.6500244140625,757.0,757.0,1241935
2024-12-27,795.0942993164062,797.8499755859375,818.1500244140625,777.0499877929688,798.0,1781846
2024-12-30,798.3330688476562,801.0999755859375,820.0,750.2999877929688,802.0,1785246
2024-12-31,771.1273803710938,773.7999877929688,794.5499877929688,765.4500122070312,792.0,1061273
2025-01-01,788.965576171875,791.7000122070312,800.0,763.7000122070312,778.4500122070312,511537
2025-01-02,794.94482421875,797.7000122070312,817.0,776.5,777.0499877929688,2319514
2025-01-03,787.7198486328125,790.4500122070312,815.0,785.0999755859375,804.8499755859375,807337
2025-01-06,739.8358154296875,742.4000244140625,799.4000244140625,736.0,799.4000244140625,567131
2025-01-07,719.0079956054688,721.5,754.8499755859375,718.3499755859375,739.0,457644
2025-01-08,721.4993896484375,724.0,731.4000244140625,714.7999877929688,728.0,386286
2025-01-09,717.41357421875,719.9000244140625,725.7999877929688,716.0499877929688,723.9500122070312,134358
2025-01-10,674.51220703125,676.8499755859375,717.7999877929688,675.0,714.5,347568
2025-01-13,649.3494262695312,651.5999755859375,689.6500244140625,647.75,666.7000122070312,1431355
2025-01-14,640.9286499023438,643.1500244140625,670.0499877929688,640.0499877929688,663.6500244140625,453181
2025-01-15,642.17431640625,644.4000244140625,660.0,636.25,653.3499755859375,982329
2025-01-16,672.1205444335938,674.4500122070312,678.2999877929688,651.5,660.0,937680
2025-01-17,662.2048950195312,664.5,674.2000122070312,653.2000122070312,674.2000122070312,311769
2025-01-20,660.4609375,662.75,673.8499755859375,659.5,673.8499755859375,175533
2025-01-21,647.2068481445312,649.4500122070312,666.3499755859375,646.5,663.4500122070312,319443
2025-01-22,670.9246826171875,673.25,693.3499755859375,633.0,649.0,1129575
2025-01-23,672.867919921875,675.2000122070312,681.0,650.0999755859375,667.9000244140625,358947
2025-01-24,701.5186157226562,703.9500122070312,715.0,663.0,663.0,2063420
2025-01-27,706.9498291015625,709.4000244140625,722.7999877929688,666.0999755859375,695.0,1094617
2025-01-28,717.2142333984375,719.7000122070312,728.4000244140625,695.1500244140625,695.1500244140625,1668872
2025-01-29,739.1382446289062,741.7000122070312,747.5499877929688,713.5499877929688,715.9000244140625,391427
2025-01-30,748.3563232421875,750.9500122070312,756.5999755859375,731.75,742.5999755859375,263874
2025-01-31,786.5737915039062,789.2999877929688,798.0,747.5,750.75,351786
2025-02-01,740.7825317382812,743.3499755859375,785.0,735.0,785.0,716172
2025-02-03,722.2965698242188,724.7999877929688,748.3499755859375,712.5,745.1500244140625,488537
2025-02-04,735.7001342773438,738.25,743.0,716.0499877929688,724.9500122070312,418323
2025-02-05,738.8890991210938,741.4500122070312,747.25,730.2999877929688,738.25,168609
2025-02-06,758.1224365234375,760.75,766.0,735.9500122070312,742.9000244140625,342860
2025-02-07,768.2872314453125,770.9500122070312,779.0,746.9000244140625,760.75,299373
2025-02-10,724.439208984375,726.9500122070312,768.5999755859375,717.5499877929688,765.0,868206
2025-02-11,698.5289916992188,700.9500122070312,729.8499755859375,685.0499877929688,726.9500122070312,341363
2025-02-12,697.3829345703125,699.7999877929688,705.4000244140625,661.2999877929688,697.5,610556
2025-02-13,719.3069458007812,721.7999877929688,725.5499877929688,687.6500244140625,699.1500244140625,398866
2025-02-14,696.1372680664062,698.5499877929688,727.9500122070312,694.25,724.9500122070312,458355
2025-02-17,682.8831787109375,685.25,698.5,672.2999877929688,690.0,518633
2025-02-18,695.3898315429688,697.7999877929688,726.2999877929688,691.0499877929688,692.25,2083077
2025-02-19,675.3095092773438,677.6500244140625,694.8499755859375,674.3499755859375,685.9000244140625,424549
2025-02-20,677.5516967773438,679.9000244140625,685.0,661.25,669.7999877929688,242768
2025-02-21,694.7421264648438,697.1500244140625,704.2000122070312,670.0499877929688,670.0499877929688,305146
2025-02-24,706.9498291015625,709.4000244140625,729.9500122070312,681.0,686.7000122070312,578233
2025-02-25,710.7366943359375,713.2000122070312,727.7999877929688,702.0,702.0,807567
2025-02-27,728.4253540039062,730.9500122070312,763.7999877929688,716.7999877929688,718.7999877929688,2741409
2025-02-28,758.869873046875,761.5,777.7000122070312,716.5,721.3499755859375,1559254
2025-03-03,717.064697265625,719.5499877929688,763.7000122070312,711.2000122070312,761.4000244140625,687043
2025-03-04,693.5462646484375,695.9500122070312,719.4000244140625,690.0,709.2000122070312,659295
2025-03-05,705.2556762695312,707.7000122070312,730.0,700.3499755859375,700.3499755859375,827071
2025-03-06,690.9552001953125,693.3499755859375,719.5999755859375,690.3499755859375,712.9000244140625,433741
2025-03-07,686.0721435546875,688.4500122070312,699.7999877929688,684.3499755859375,697.5,297721
2025-03-10,668.1841430664062,670.5,693.0,664.25,672.3499755859375,358158
2025-03-11,648.3030395507812,650.5499877929688,669.0,646.3499755859375,665.4500122070312,358081
2025-03-12,647.3065185546875,649.5499877929688,659.0,642.0,650.6500244140625,284625
2025-03-13,648.1536254882812,650.4000244140625,654.5999755859375,638.0,649.5999755859375,234359
2025-03-17,664.9453735351562,667.25,670.0,645.7000122070312,650.0,732048
2025-03-18,664.9453735351562,667.25,667.25,667.25,667.25,0
2025-03-19,687.31787109375,689.7000122070312,693.7000122070312,667.0,674.9000244140625,336892
2025-03-20,715.6197509765625,718.0999755859375,743.25,683.9500122070312,699.0,2390816
2025-03-21,724.2896728515625,726.7999877929688,729.7999877929688,702.75,712.0,376826
2025-03-24,717.2142333984375,719.7000122070312,745.0,717.0,721.4500122070312,687194
2025-03-25,701.3193359375,703.75,729.4500122070312,696.0,724.2999877929688,740074
2025-03-26,698.8777465820312,701.2999877929688,713.9500122070312,697.25,709.0,527821
2025-03-27,722.0972900390625,724.5999755859375,737.9000244140625,693.5999755859375,704.75,1150239
2025-03-28,721.4495239257812,723.9500122070312,740.9000244140625,716.5999755859375,729.8499755859375,330036
2025-04-01,694.7421264648438,697.1500244140625,714.9000244140625,687.7999877929688,710.1500244140625,760033
2025-04-02,694.8417358398438,697.25,704.0999755859375,688.2000122070312,697.1500244140625,354271
2025-04-03,700.37255859375,702.7999877929688,707.25,692.0999755859375,707.0,250173
2025-04-04,686.2216186523438,688.5999755859375,702.7999877929688,681.0,702.7999877929688,433204
2025-04-07,666.2409057617188,668.5499877929688,681.7000122070312,595.0,613.7999877929688,1039880
2025-04-08,710.7864990234375,713.25,732.8499755859375,679.0999755859375,682.2999877929688,6193592
2025-04-09,695.7885131835938,698.2000122070312,712.9000244140625,685.4500122070312,712.0499877929688,464148
2025-04-11,714.9221801757812,717.4000244140625,722.5999755859375,687.75,721.0,554352
2025-04-15,743.0247192382812,745.5999755859375,754.5999755859375,718.4000244140625,725.9500122070312,800119
2025-04-16,747.8082275390625,750.4000244140625,769.0,736.0,745.5999755859375,750547
2025-04-17,782.8367919921875,785.5499877929688,796.0,746.5499877929688,750.4000244140625,1413348
2025-04-21,811.2383422851562,814.0499877929688,829.7000122070312,789.0,794.75,2374389
2025-04-22,840.686279296875,843.5999755859375,848.7000122070312,794.4500122070312,814.9000244140625,1336890
2025-04-23,824.9906616210938,827.8499755859375,850.0,821.0,843.5499877929688,346279
2025-04-24,805.0597534179688,807.8499755859375,827.7999877929688,804.0,823.0499877929688,426864
2025-04-25,794.1974487304688,796.9500122070312,823.4500122070312,788.25,805.0,469335
2025-04-28,764.301025390625,766.9500122070312,800.4000244140625,755.5499877929688,781.0,1154390
2025-04-29,751.84423828125,754.4500122070312,778.5499877929688,750.0,766.9500122070312,251600
2025-04-30,703.51171875,705.9500122070312,759.75,700.2000122070312,756.9500122070312,1318093
2025-05-02,695.3400268554688,697.75,716.0,687.1500244140625,709.4500122070312,755800
2025-05-05,685.3247680664062,687.7000122070312,705.7999877929688,685.3499755859375,705.7999877929688,535052
2025-05-06,671.0741577148438,673.4000244140625,695.4000244140625,670.5,691.1500244140625,434316
2025-05-07,680.93994140625,683.2999877929688,692.0,660.5,660.5,1501251
2025-05-08,677.3025512695312,679.6500244140625,712.75,675.0,691.75,787873
2025-05-09,670.5260009765625,672.8499755859375,686.5999755859375,660.0,666.0,452771
2025-05-12,689.7593994140625,692.1500244140625,700.0,686.9500122070312,699.9000244140625,848652
2025-05-13,684.8264770507812,687.2000122070312,701.4500122070312,685.0,694.4500122070312,336744
2025-05-14,678.8970336914062,681.25,691.9000244140625,675.6500244140625,690.0,721958
2025-05-15,675.4091186523438,677.75,689.4500122070312,675.0,686.25,392451
2025-05-16,676.8541259765625,679.2000122070312,684.6500244140625,674.0,680.7000122070312,546387
2025-05-19,670.625732421875,672.9500122070312,687.5999755859375,668.0499877929688,687.5999755859375,702768
2025-05-20,666.888671875,669.2000122070312,682.0,664.8499755859375,678.0,922819
2025-05-21,671.9710083007812,674.2999877929688,682.5,669.2000122070312,669.2000122070312,348257
2025-05-22,685.6237182617188,688.0,696.5999755859375,669.9000244140625,674.2999877929688,652579
2025-05-23,692.3504028320312,694.75,696.5499877929688,679.0,691.25,407021
2025-05-26,704.8072509765625,707.25,716.0,694.0499877929688,700.4000244140625,518865
2025-05-27,705.6044311523438,708.0499877929688,715.9500122070312,700.1500244140625,709.0,578626
2025-05-28,689.2112426757812,691.5999755859375,714.5,683.2000122070312,711.7999877929688,720726
2025-05-29,679.6942749023438,682.0499877929688,695.0,675.2999877929688,695.0,498869
2025-05-30,706.80029296875,709.25,712.5,678.0499877929688,686.4500122070312,948852
2025-06-02,696.9345092773438,699.3499755859375,725.0,687.75,710.0,950719
2025-06-03,678.79736328125,681.1500244140625,704.5999755859375,680.0,700.0,683646
2025-06-04,684.9759521484375,687.3499755859375,689.6500244140625,676.3499755859375,685.0,234307
2025-06-05,689.2611083984375,691.6500244140625,694.5,684.5499877929688,690.0,220311
