Price,Adj Close,Close,High,Low,Open,Volume
2024-01-23,855.8281860351562,875.25,950.0499877929688,869.2000122070312,943.9500122070312,5296256
2024-01-24,887.0692138671875,907.2000122070312,924.0,866.0,878.2000122070312,3503761
2024-01-25,883.4512939453125,903.5,923.9000244140625,899.0999755859375,915.0,2629355
2024-01-29,895.2828369140625,915.5999755859375,931.9000244140625,903.5999755859375,910.0,3792964
2024-01-30,912.1990356445312,932.9000244140625,955.0,917.5499877929688,922.5,9707445
2024-01-31,928.675048828125,949.75,971.9000244140625,936.75,938.1500244140625,7726332
2024-02-01,916.2079467773438,937.0,964.0,926.0,956.9000244140625,3463799
2024-02-02,924.470458984375,945.4500122070312,955.1500244140625,937.0,942.8499755859375,4534536
2024-02-05,976.6854858398438,998.8499755859375,1028.0,955.0,956.5,17219410
2024-02-06,1003.0863647460938,1025.8499755859375,1033.0,990.25,1014.0499877929688,7368232
2024-02-07,1021.2736206054688,1044.449951171875,1050.0,1014.0999755859375,1031.050048828125,7354236
2024-02-08,1080.7244873046875,1105.25,1145.0,1071.0,1073.9000244140625,22872046
2024-02-09,1056.865966796875,1080.8499755859375,1175.0,1067.0,1152.0,21551992
2024-02-12,999.7618408203125,1022.4500122070312,1125.0,1010.0999755859375,1112.050048828125,11741691
2024-02-13,989.0059204101562,1011.4500122070312,1043.300048828125,979.9500122070312,1029.75,8474155
2024-02-14,1046.74560546875,1070.5,1078.5,990.0,1000.0,9358003
2024-02-15,1032.6650390625,1056.0999755859375,1086.9000244140625,1049.050048828125,1082.0,5013229
2024-02-16,1016.7756958007812,1039.8499755859375,1067.550048828125,1030.0999755859375,1062.0,5404201
2024-02-19,1028.8515625,1052.199951171875,1092.0,1050.0,1080.0,6832181
2024-02-20,1019.0247192382812,1042.1500244140625,1056.4000244140625,1036.050048828125,1055.0,3173173
2024-02-21,1020.39892578125,1039.550048828125,1054.75,1027.699951171875,1044.0,3929842
2024-02-22,1044.7911376953125,1064.4000244140625,1070.0,1032.050048828125,1041.449951171875,5132257
2024-02-23,1046.8524169921875,1066.5,1082.0,1048.050048828125,1062.050048828125,4331573
2024-02-26,1021.9694213867188,1041.1500244140625,1075.699951171875,1036.4000244140625,1066.5,2958776
2024-02-27,1021.036865234375,1040.199951171875,1068.0,1037.0999755859375,1044.0,3772686
2024-02-28,988.3994750976562,1006.9500122070312,1052.9000244140625,1003.7999877929688,1046.199951171875,3573062
2024-02-29,1003.9574584960938,1022.7999877929688,1027.0,997.0999755859375,1012.0,3013025
2024-03-01,1010.7304077148438,1029.699951171875,1040.949951171875,1025.0999755859375,1027.199951171875,2087742
2024-03-04,1017.7977905273438,1036.9000244140625,1049.0,1021.2000122070312,1037.0,2450117
2024-03-05,1008.3255004882812,1027.25,1045.8499755859375,1023.9000244140625,1037.4000244140625,2024712
2024-03-06,991.6878051757812,1010.2999877929688,1034.949951171875,998.25,1030.0,2542290
2024-03-07,1005.9207153320312,1024.800048828125,1034.0,1007.0,1012.0,1822489
2024-03-11,993.25830078125,1011.9000244140625,1045.0,1006.0499877929688,1035.0,2777683
2024-03-12,968.080810546875,986.25,1018.9000244140625,980.5499877929688,1016.9000244140625,2878325
2024-03-13,892.9901123046875,909.75,994.9500122070312,900.0,990.4500122070312,6431249
2024-03-14,940.8421020507812,958.5,962.3499755859375,901.0499877929688,910.0,4958488
2024-03-15,908.1064453125,925.1500244140625,969.7000122070312,918.9500122070312,957.0,3560100
2024-03-18,887.7387084960938,904.4000244140625,934.0,902.0,916.5,3765432
2024-03-19,863.3464965820312,879.5499877929688,918.75,875.6500244140625,905.0,4240551
2024-03-20,850.9295654296875,866.9000244140625,894.7999877929688,865.0,885.9000244140625,4003650
2024-03-21,885.1866455078125,901.7999877929688,909.5499877929688,877.5,882.0,6292495
2024-03-22,889.6527709960938,906.3499755859375,909.0,888.5,905.0,4895634
2024-03-26,880.916748046875,897.4500122070312,918.0,892.2000122070312,909.0999755859375,3883441
2024-03-27,876.0579833984375,892.5,913.0,888.9500122070312,900.9500122070312,7788410
2024-03-28,899.272216796875,916.1500244140625,928.0,901.75,902.6500244140625,4191452
2024-04-01,952.7191162109375,970.5999755859375,984.4500122070312,924.0,925.0,4863536
2024-04-02,980.0070190429688,998.4000244140625,1001.7999877929688,961.2999877929688,972.6500244140625,5922613
2024-04-03,979.3689575195312,997.75,1016.0,990.0,995.0,4112423
2024-04-04,988.0068359375,1006.5499877929688,1016.3499755859375,991.9500122070312,1003.7999877929688,3198816
2024-04-05,974.4610595703125,992.75,1011.5999755859375,990.0499877929688,1006.0,2430940
2024-04-08,978.33837890625,996.7000122070312,1007.0,993.0499877929688,998.0,1512582
2024-04-09,961.2097778320312,979.25,1014.9000244140625,974.2999877929688,997.2999877929688,3349559
2024-04-10,958.9521484375,976.9500122070312,989.7999877929688,974.0,982.7999877929688,2414938
2024-04-12,953.062744140625,970.9500122070312,981.9500122070312,968.0,976.0,1850855
2024-04-15,943.8358154296875,961.5499877929688,974.0,932.0499877929688,956.0499877929688,2950660
2024-04-16,957.9215087890625,975.9000244140625,984.2999877929688,944.4000244140625,954.9500122070312,2226633
2024-04-18,943.3450927734375,961.0499877929688,986.0,958.0,980.0499877929688,1943056
2024-04-19,955.3694458007812,973.2999877929688,977.0,948.6500244140625,952.8499755859375,2273800
2024-04-22,956.6453857421875,974.5999755859375,983.7999877929688,972.0,978.5999755859375,1310535
2024-04-23,967.93359375,986.0999755859375,1008.7000122070312,977.0,979.4500122070312,4958541
2024-04-24,972.4979248046875,990.75,1010.0,988.4500122070312,991.9500122070312,2492259
2024-04-25,966.363037109375,984.5,995.2000122070312,979.4500122070312,995.0,1754417
2024-04-26,969.84765625,988.0499877929688,1005.5,982.0,989.0,3359199
2024-04-29,962.1422729492188,980.2000122070312,994.0,977.5999755859375,994.0,2000595
2024-04-30,960.2282104492188,978.25,991.0,975.5499877929688,985.1500244140625,1883464
2024-05-02,980.7431640625,999.1500244140625,1009.7999877929688,980.7000122070312,982.9000244140625,4961650
2024-05-03,961.1116333007812,979.1500244140625,1004.0,970.5499877929688,1003.7999877929688,2207262
2024-05-06,916.7933959960938,934.0,984.9000244140625,929.6500244140625,982.7999877929688,3714064
2024-05-07,904.6709594726562,921.6500244140625,946.0,912.25,938.0,2154627
2024-05-08,912.7198486328125,929.8499755859375,936.9500122070312,920.5999755859375,923.0,1315309
2024-05-09,885.5302124023438,902.1500244140625,934.2000122070312,898.7000122070312,931.9500122070312,1510223
2024-05-10,894.1680297851562,910.9500122070312,934.9000244140625,902.1500244140625,920.0,2853402
2024-05-13,875.2726440429688,891.7000122070312,912.6500244140625,888.5999755859375,910.9000244140625,2065788
2024-05-14,913.8486938476562,931.0,936.3499755859375,896.0,896.6500244140625,1922026
2024-05-15,971.76171875,990.0,999.3499755859375,932.5499877929688,934.0,7637335
2024-05-16,955.5657348632812,973.5,1000.9500122070312,967.2000122070312,1000.0,2292001
2024-05-17,952.5228271484375,970.4000244140625,979.0,965.2000122070312,974.7000122070312,1524382
2024-05-21,1004.8409423828125,1023.7000122070312,1033.800048828125,975.0,977.0499877929688,6323927
2024-05-22,1036.0059814453125,1055.449951171875,1066.75,1031.0,1031.0,7658810
2024-05-23,1012.2026977539062,1031.199951171875,1059.0,1028.5,1056.0,2389235
2024-05-24,1010.7794189453125,1029.75,1052.300048828125,1013.3499755859375,1033.0,3747892
2024-05-27,1016.9634399414062,1036.050048828125,1054.0,1024.050048828125,1035.0,3168271
2024-05-28,997.2827758789062,1016.0,1062.449951171875,1011.6500244140625,1054.699951171875,6525071
2024-05-29,979.9088134765625,998.2999877929688,1024.4000244140625,993.0,1010.0,2716582
2024-05-30,975.0009765625,993.2999877929688,1008.0,989.0,996.5,1863884
2024-05-31,994.0435791015625,1012.7000122070312,1018.0,992.75,997.9500122070312,3432527
2024-06-03,1047.9813232421875,1067.6500244140625,1078.800048828125,1032.25,1058.3499755859375,8680378
2024-06-04,910.7567138671875,927.8499755859375,1052.0,880.0499877929688,1052.0,11529105
2024-06-05,924.05712890625,941.4000244140625,948.0,901.0,946.0,3835996
2024-06-06,962.731201171875,980.7999877929688,993.8499755859375,954.4000244140625,954.7999877929688,3548002
2024-06-07,975.8843994140625,994.2000122070312,997.75,976.4500122070312,983.0,2201013
2024-06-10,979.025390625,997.4000244140625,1007.9500122070312,992.0,1001.0,2211500
2024-06-11,988.1541137695312,1006.7000122070312,1020.9500122070312,992.0999755859375,999.0,2965921
2024-06-12,980.0560913085938,998.4500122070312,1016.7999877929688,996.0499877929688,1010.0,2320470
2024-06-13,983.8351440429688,1002.2999877929688,1013.4500122070312,995.5,1004.0,1570380
2024-06-14,1047.1959228515625,1066.8499755859375,1071.699951171875,1002.4500122070312,1005.7999877929688,12499063
2024-06-18,1037.03662109375,1056.5,1085.0,1051.4000244140625,1066.8499755859375,4276266
2024-06-19,1012.4972534179688,1031.5,1063.8499755859375,1023.4500122070312,1061.0,3184916
2024-06-20,1008.4727783203125,1027.4000244140625,1041.0,1025.0,1033.449951171875,1930583
2024-06-21,1005.0863037109375,1023.9500122070312,1045.800048828125,1015.0499877929688,1031.4000244140625,2488419
2024-06-24,996.7428588867188,1015.4500122070312,1028.300048828125,1005.0,1018.75,1521674
2024-06-25,989.0866088867188,1007.6500244140625,1023.25,1005.75,1023.0,1268764
2024-06-26,982.9517211914062,1001.4000244140625,1023.7999877929688,999.2000122070312,1008.0,1850138
2024-06-27,973.4794921875,991.75,1017.4000244140625,988.0499877929688,1003.5499877929688,2516238
2024-06-28,970.5347900390625,988.75,1014.0,985.2000122070312,998.0,2730672
2024-07-01,977.9947509765625,996.3499755859375,1006.0999755859375,990.0999755859375,995.0,1804287
2024-07-02,967.2955932617188,985.4500122070312,999.7000122070312,982.2000122070312,998.0,1535205
2024-07-03,969.9949340820312,988.2000122070312,993.4000244140625,985.4500122070312,985.4500122070312,1128509
2024-07-04,991.5896606445312,1010.2000122070312,1024.5,991.0,991.0,3904568
2024-07-05,996.9392700195312,1015.6500244140625,1024.199951171875,1003.7999877929688,1010.2000122070312,2331848
2024-07-08,994.6815185546875,1013.3499755859375,1026.4000244140625,999.0999755859375,1017.0,2355243
2024-07-09,1013.33154296875,1032.3499755859375,1042.0,1008.2000122070312,1014.5,6941750
2024-07-10,1030.16552734375,1049.5,1062.0,1016.0,1032.949951171875,7415472
2024-07-11,1037.8709716796875,1057.3499755859375,1062.9000244140625,1039.199951171875,1052.949951171875,3411317
2024-07-12,1032.177978515625,1051.550048828125,1065.949951171875,1045.5999755859375,1065.0,2662257
2024-07-15,1040.7667236328125,1060.300048828125,1067.0,1038.5999755859375,1055.0,2971983
2024-07-16,1088.029541015625,1108.449951171875,1117.800048828125,1058.199951171875,1065.0,14185936
2024-07-18,1089.20751953125,1109.6500244140625,1130.0,1088.300048828125,1109.0,7475945
2024-07-19,1093.747314453125,1108.25,1118.699951171875,1063.3499755859375,1106.0,5579511
2024-07-22,1108.9949951171875,1123.699951171875,1146.4000244140625,1090.0,1100.0,6769614
2024-07-23,1072.429931640625,1086.6500244140625,1143.699951171875,1044.5,1130.449951171875,6560323
2024-07-24,1145.3629150390625,1160.550048828125,1170.0,1088.1500244140625,1090.0,7850480
2024-07-25,1145.7083740234375,1160.9000244140625,1173.0,1130.0,1140.0,5527885
2024-07-26,1168.8514404296875,1184.3499755859375,1197.0,1151.050048828125,1165.0,7729718
2024-07-29,1158.2420654296875,1173.5999755859375,1197.0,1165.300048828125,1194.6500244140625,3020820
2024-07-30,1172.5523681640625,1188.0999755859375,1192.449951171875,1163.800048828125,1173.5999755859375,3011688
2024-07-31,1160.7093505859375,1176.0999755859375,1193.5,1168.8499755859375,1188.0999755859375,3126309
2024-08-01,1163.719482421875,1179.1500244140625,1222.0,1176.050048828125,1183.1500244140625,6938545
2024-08-02,1164.1142578125,1179.550048828125,1191.0,1160.0,1172.050048828125,3057586
2024-08-05,1093.1551513671875,1107.6500244140625,1154.0,1087.0,1154.0,5878903
2024-08-06,1065.4228515625,1079.550048828125,1136.9000244140625,1076.199951171875,1120.0,3343418
2024-08-07,1108.84716796875,1123.550048828125,1127.800048828125,1084.75,1115.0,2488460
2024-08-08,1110.8702392578125,1125.5999755859375,1148.4000244140625,1118.9000244140625,1126.0,2615890
2024-08-09,1118.617431640625,1133.449951171875,1160.0,1128.949951171875,1155.0,3598457
2024-08-12,1060.2908935546875,1074.3499755859375,1130.300048828125,1071.0999755859375,1125.0,5939943
2024-08-13,1015.1395874023438,1028.5999755859375,1089.9000244140625,1020.0999755859375,1086.0,3776212
2024-08-14,1013.8566284179688,1027.300048828125,1044.0,1003.75,1042.5,3380840
2024-08-16,1043.464111328125,1057.300048828125,1065.0,1037.300048828125,1040.0,2611128
2024-08-19,1058.3170166015625,1072.3499755859375,1075.0,1056.6500244140625,1059.6500244140625,1779464
2024-08-20,1053.974609375,1067.949951171875,1082.0,1065.550048828125,1074.949951171875,1145286
2024-08-21,1069.962646484375,1084.1500244140625,1086.75,1065.0,1069.9000244140625,1381891
2024-08-22,1061.4259033203125,1075.5,1092.0,1072.5,1092.0,1019258
2024-08-23,1047.4610595703125,1061.3499755859375,1080.300048828125,1059.0,1080.300048828125,922493
2024-08-26,1038.28271484375,1052.050048828125,1073.75,1049.699951171875,1065.0,1156208
2024-08-27,1065.028076171875,1079.1500244140625,1090.0,1045.0,1061.9000244140625,3116822
2024-08-28,1070.30810546875,1084.5,1095.0,1073.0,1080.449951171875,1481538
2024-08-29,1054.8629150390625,1068.8499755859375,1088.0,1061.0,1088.0,1520168
2024-08-30,1050.3231201171875,1064.25,1078.5,1061.0,1070.0,933547
2024-09-02,1044.7469482421875,1058.5999755859375,1070.25,1055.75,1065.5,857165
2024-09-03,1048.398681640625,1062.300048828125,1068.800048828125,1054.449951171875,1064.0,857613
2024-09-04,1050.8165283203125,1064.75,1069.9000244140625,1050.5999755859375,1055.0999755859375,978470
2024-09-05,1055.3070068359375,1069.300048828125,1079.949951171875,1058.300048828125,1064.0,1019982
2024-09-06,1025.3048095703125,1038.9000244140625,1072.0,1035.0,1065.0,1370284
2024-09-09,1015.8305053710938,1029.300048828125,1044.9000244140625,1020.0,1038.9000244140625,1433956
2024-09-10,1018.6431884765625,1032.1500244140625,1045.0,1030.0,1034.0,749982
2024-09-11,1000.4345703125,1013.7000122070312,1036.8499755859375,1004.8499755859375,1033.0,973759
2024-09-12,1018.100341796875,1031.5999755859375,1034.9000244140625,1018.9500122070312,1019.9000244140625,836623
2024-09-13,1020.6170043945312,1034.1500244140625,1046.0,1028.699951171875,1035.0,870819
2024-09-16,1014.6954956054688,1028.1500244140625,1041.6500244140625,1026.050048828125,1039.0,927727
2024-09-17,1007.83642578125,1021.2000122070312,1029.949951171875,1020.0,1029.949951171875,502810
2024-09-18,1005.2704467773438,1018.5999755859375,1034.449951171875,1016.0,1021.0,708747
2024-09-19,987.4566650390625,1000.5499877929688,1029.550048828125,991.0,1023.0,1381614
2024-09-20,997.12841796875,1010.3499755859375,1024.449951171875,1002.5,1008.0,1547836
2024-09-23,1019.333984375,1032.8499755859375,1037.449951171875,1012.1500244140625,1012.9500122070312,1343379
2024-09-24,1014.7448120117188,1028.199951171875,1043.449951171875,1025.25,1032.8499755859375,922727
2024-09-25,1005.6652221679688,1019.0,1032.449951171875,1013.0999755859375,1026.949951171875,979782
2024-09-26,1014.5968627929688,1028.050048828125,1048.9000244140625,1010.5,1024.0,2653652
2024-09-27,1010.8464965820312,1024.25,1033.199951171875,1020.4000244140625,1033.199951171875,1196872
2024-09-30,993.77294921875,1006.9500122070312,1022.0,1003.0999755859375,1022.0,1434359
2024-10-01,986.9631958007812,1000.0499877929688,1012.4000244140625,999.0,1008.3499755859375,1146284
2024-10-03,954.6911010742188,967.3499755859375,994.8499755859375,964.25,990.0,1963460
2024-10-04,958.44140625,971.1500244140625,982.7999877929688,955.7000122070312,973.0,1345161
2024-10-07,918.8168334960938,931.0,977.0,924.1500244140625,971.0,3406517
2024-10-08,951.7797241210938,964.4000244140625,967.4500122070312,923.0999755859375,931.0,3021144
2024-10-09,958.2440185546875,970.9500122070312,977.25,964.0,971.0,857896
2024-10-10,952.5199584960938,965.1500244140625,979.2000122070312,962.0499877929688,974.0,600669
2024-10-11,936.4331665039062,948.8499755859375,971.9000244140625,947.25,967.4500122070312,957899
2024-10-14,946.94384765625,959.5,965.9500122070312,954.75,958.2999877929688,655775
2024-10-15,935.4462890625,947.8499755859375,965.0,943.2999877929688,963.0,1201370
2024-10-16,930.6104125976562,942.9500122070312,955.0,941.25,947.8499755859375,976566
2024-10-17,920.8892822265625,933.0999755859375,949.9000244140625,931.0,942.9500122070312,731896
2024-10-18,922.665771484375,934.9000244140625,941.9500122070312,925.2999877929688,930.0,707640
2024-10-21,914.1782836914062,926.2999877929688,952.9000244140625,922.0999755859375,945.0,767516
2024-10-22,903.5196533203125,915.5,933.2999877929688,909.25,926.0,1397403
2024-10-23,897.548828125,909.4500122070312,924.9000244140625,895.1500244140625,919.8499755859375,1053255
2024-10-24,900.460205078125,912.4000244140625,924.0,906.0,906.0,911588
2024-10-25,891.82470703125,903.6500244140625,918.0,888.2999877929688,910.0999755859375,1268810
2024-10-28,903.4209594726562,915.4000244140625,923.6500244140625,896.6500244140625,909.3499755859375,1060660
2024-10-29,922.17236328125,934.4000244140625,937.1500244140625,915.7999877929688,920.0999755859375,1053721
2024-10-30,922.7151489257812,934.9500122070312,947.4500122070312,930.0499877929688,937.8499755859375,683462
2024-10-31,910.9708251953125,923.0499877929688,939.5,920.0,933.0,634496
2024-11-01,918.17529296875,930.3499755859375,932.0,925.2999877929688,926.9000244140625,153297
2024-11-04,911.6616821289062,923.75,936.4000244140625,911.25,934.0,614860
2024-11-05,916.49755859375,928.6500244140625,930.3499755859375,915.7999877929688,925.0,834576
2024-11-06,932.8803100585938,945.25,947.7999877929688,924.1500244140625,930.0,1026191
2024-11-07,917.5338134765625,929.7000122070312,954.0,927.1500244140625,945.0,816992
2024-11-08,902.6807861328125,914.6500244140625,934.8499755859375,911.9000244140625,931.0,717691
2024-11-11,906.4310302734375,918.4500122070312,933.7000122070312,909.0,920.0,1238920
2024-11-12,909.095703125,921.1500244140625,958.0,918.0,930.5,2255309
2024-11-13,886.1499633789062,897.9000244140625,924.9000244140625,890.0499877929688,922.0,1326985
2024-11-14,896.75927734375,908.6500244140625,924.5,895.5999755859375,905.0,1221663
2024-11-18,889.9495849609375,901.75,916.9500122070312,900.0,908.6500244140625,667386
2024-11-19,884.9163208007812,896.6500244140625,916.6500244140625,894.0,910.0,778486
2024-11-21,870.40869140625,881.9500122070312,898.9500122070312,872.0,894.0,1648142
2024-11-22,877.85986328125,889.5,895.0,879.0,884.0,947168
2024-11-25,893.2063598632812,905.0499877929688,911.75,902.5999755859375,905.9500122070312,1116286
2024-11-26,895.3282470703125,907.2000122070312,919.7999877929688,900.0,905.0499877929688,873562
2024-11-27,904.3091430664062,916.2999877929688,917.5,906.0,910.0,779480
2024-11-28,926.3173217773438,938.5999755859375,952.5,917.25,920.0,2788917
2024-11-29,972.6036376953125,985.5,992.1500244140625,945.0,947.0,7397971
2024-12-02,970.9258422851562,983.7999877929688,999.9500122070312,974.3499755859375,985.0,1979567
2024-12-03,957.0596923828125,969.75,995.0,966.2000122070312,990.0,1659133
2024-12-04,958.6387329101562,971.3499755859375,982.0,967.5999755859375,970.0,1044244
2024-12-05,964.1161499023438,976.9000244140625,981.0,966.25,978.0,1211446
2024-12-06,970.383056640625,983.25,992.9500122070312,975.2000122070312,977.9000244140625,1330397
2024-12-09,973.4424438476562,986.3499755859375,1007.7999877929688,981.8499755859375,987.6500244140625,2050254
2024-12-10,935.791748046875,948.2000122070312,979.0,945.5,979.0,3666785
2024-12-11,926.5147094726562,938.7999877929688,952.0,937.1500244140625,948.2000122070312,1218352
2024-12-12,916.3495483398438,928.5,944.0,926.5499877929688,939.0,1226052
2024-12-13,919.705078125,931.9000244140625,934.0,913.5499877929688,928.9000244140625,1275193
2024-12-16,911.8097534179688,923.9000244140625,936.5,923.0,935.0,709525
2024-12-17,908.0100708007812,920.0499877929688,934.7999877929688,918.0,931.4000244140625,1020033
2024-12-18,894.5880737304688,906.4500122070312,924.5,905.0,920.0,1200629
2024-12-19,893.2063598632812,905.0499877929688,908.0,890.5499877929688,895.0,1432458
2024-12-20,889.9002685546875,901.7000122070312,914.9000244140625,895.3499755859375,905.7000122070312,1401586
2024-12-23,892.9596557617188,904.7999877929688,906.9000244140625,892.5999755859375,902.5,1947520
2024-12-24,878.994873046875,890.6500244140625,904.7999877929688,890.0,904.7000122070312,980630
2024-12-26,880.228515625,891.9000244140625,895.0,885.1500244140625,890.6500244140625,766954
2024-12-27,875.392578125,887.0,899.9000244140625,885.5,893.0,592236
2024-12-30,893.5518188476562,905.4000244140625,928.9000244140625,878.4500122070312,891.75,3192145
2024-12-31,880.3271484375,892.0,903.0,883.0999755859375,903.0,1282443
2025-01-01,884.6696166992188,896.4000244140625,898.2999877929688,890.0,896.0,524731
2025-01-02,890.5416870117188,902.3499755859375,904.5,896.0499877929688,898.0,601073
2025-01-03,896.5125732421875,908.4000244140625,917.9000244140625,902.3499755859375,904.0,889032
2025-01-06,864.3884887695312,875.8499755859375,909.9000244140625,872.0999755859375,908.4000244140625,1060694
2025-01-07,864.9313354492188,876.4000244140625,885.0,861.1500244140625,877.9000244140625,1323119
2025-01-08,857.5294799804688,868.9000244140625,878.8499755859375,867.5,877.0,762531
2025-01-09,832.0670776367188,843.0999755859375,873.9000244140625,839.7000122070312,872.0,1486683
2025-01-10,828.51416015625,839.5,852.0,835.8499755859375,845.0,1098164
2025-01-13,798.3639526367188,808.9500122070312,836.8499755859375,807.5,830.0,1715367
2025-01-14,814.5986938476562,825.4000244140625,827.75,806.8499755859375,815.0,879737
2025-01-15,825.1093139648438,836.0499877929688,838.0,818.5,833.0,984158
2025-01-16,833.3007202148438,844.3499755859375,856.0,837.2000122070312,837.2000122070312,1504145
2025-01-17,843.7127075195312,854.9000244140625,858.9500122070312,844.5499877929688,845.9000244140625,772593
2025-01-20,847.759033203125,859.0,865.0,855.0,859.9000244140625,648046
2025-01-21,826.5897216796875,837.5499877929688,863.7999877929688,835.5,860.0,822668
2025-01-22,817.7074584960938,828.5499877929688,843.4500122070312,818.7000122070312,841.7000122070312,925304
2025-01-23,826.2936401367188,837.25,840.9000244140625,824.5,828.5,713322
2025-01-24,810.5029907226562,821.25,839.9000244140625,820.0,839.5,529524
2025-01-27,798.462646484375,809.0499877929688,821.0,807.4500122070312,820.5999755859375,711008
2025-01-28,807.9370727539062,818.6500244140625,825.9500122070312,805.0,816.1500244140625,1267694
2025-01-29,817.362060546875,828.2000122070312,835.5499877929688,820.25,824.4000244140625,939222
2025-01-30,814.1052856445312,824.9000244140625,836.6500244140625,820.0999755859375,830.0,759283
2025-01-31,834.3863525390625,845.4500122070312,846.4500122070312,824.2000122070312,827.0,885919
2025-02-01,837.100341796875,848.2000122070312,869.4000244140625,824.2000122070312,846.0,1890501
2025-02-03,819.2865600585938,830.1500244140625,844.0,820.0999755859375,844.0,948970
2025-02-04,823.57958984375,834.5,839.4500122070312,830.5999755859375,835.0,587330
2025-02-05,831.6229858398438,842.6500244140625,848.7999877929688,833.8499755859375,837.0,839048
2025-02-06,817.9542236328125,828.7999877929688,844.0,826.7999877929688,842.6500244140625,614796
2025-02-07,805.4203491210938,816.0999755859375,835.9500122070312,809.1500244140625,834.4000244140625,1360842
2025-02-10,798.3146362304688,808.9000244140625,824.7999877929688,806.3499755859375,814.0,1907216
2025-02-11,789.3336791992188,799.7999877929688,814.1500244140625,790.2000122070312,814.0,1442861
2025-02-12,772.1614379882812,782.4000244140625,801.2999877929688,775.7999877929688,801.2999877929688,1636244
2025-02-13,774.5299682617188,784.7999877929688,793.8499755859375,780.0,780.0,911513
2025-02-14,749.166259765625,759.0999755859375,788.3499755859375,755.0499877929688,786.0,1539217
2025-02-17,755.1371459960938,765.1500244140625,769.6500244140625,744.9500122070312,759.0999755859375,1487219
2025-02-18,749.018310546875,758.9500122070312,772.7999877929688,756.0,765.1500244140625,886367
2025-02-19,754.002197265625,764.0,771.8499755859375,746.1500244140625,754.0499877929688,855159
2025-02-20,766.338623046875,776.5,778.5,762.0,763.4500122070312,1003547
2025-02-21,770.6810302734375,780.9000244140625,785.7000122070312,774.2000122070312,776.5,965646
2025-02-24,765.2530517578125,775.4000244140625,780.0,771.0499877929688,775.0,614436
2025-02-25,746.649658203125,756.5499877929688,778.1500244140625,754.0999755859375,771.0499877929688,1068103
2025-02-27,731.40185546875,741.0999755859375,759.0,739.4000244140625,757.0,1197719
2025-02-28,730.8096923828125,740.5,743.0,727.5499877929688,738.9500122070312,1658144
2025-03-03,719.6575927734375,729.2000122070312,748.2000122070312,715.2999877929688,741.0,1583826
2025-03-04,723.605224609375,733.2000122070312,738.5,723.2000122070312,727.5499877929688,840575
2025-03-05,751.8309936523438,761.7999877929688,763.0,735.7000122070312,735.7000122070312,1126619
2025-03-06,756.7655639648438,766.7999877929688,770.0,760.0499877929688,768.0,856309
2025-03-07,753.163330078125,763.1500244140625,772.25,758.5,765.0,760968
2025-03-10,742.2085571289062,752.0499877929688,768.1500244140625,748.0,764.0,773461
2025-03-11,744.3797607421875,754.25,761.0,742.5999755859375,745.0999755859375,1243675
2025-03-12,734.7573852539062,744.5,761.6500244140625,731.4000244140625,760.0,1083297
2025-03-13,730.4642944335938,740.1500244140625,751.9000244140625,734.5999755859375,745.0,1311951
2025-03-17,735.6456298828125,745.4000244140625,748.8499755859375,737.7000122070312,741.6500244140625,987390
2025-03-18,735.6456298828125,745.4000244140625,745.4000244140625,745.4000244140625,745.4000244140625,0
2025-03-19,766.5853271484375,776.75,780.75,760.2000122070312,762.4000244140625,1463331
2025-03-20,769.2993774414062,779.5,782.5499877929688,770.0,775.0,1227224
2025-03-21,780.9942626953125,791.3499755859375,793.9500122070312,779.5,784.5999755859375,1421811
2025-03-24,790.0738525390625,800.5499877929688,807.9500122070312,789.0,794.7999877929688,1521477
2025-03-25,779.06982421875,789.4000244140625,806.2999877929688,785.5499877929688,806.2999877929688,1205481
2025-03-26,776.5531616210938,786.8499755859375,798.3499755859375,785.0499877929688,793.0499877929688,1205126
2025-03-27,790.6660766601562,801.1500244140625,805.9500122070312,780.0499877929688,781.0,1980683
2025-03-28,788.93896484375,799.4000244140625,815.4500122070312,794.5,799.0,1786482
2025-04-01,787.310546875,797.75,806.0,792.0999755859375,795.0,726877
2025-04-02,800.3378295898438,810.9500122070312,812.4000244140625,787.0,798.0,1410244
2025-04-03,804.630859375,815.2999877929688,819.0,803.7000122070312,808.0,865788
2025-04-04,781.7838134765625,792.1500244140625,817.7999877929688,786.5,815.3499755859375,1130431
2025-04-07,757.1603393554688,767.2000122070312,772.9000244140625,742.7999877929688,745.0,1187822
2025-04-08,774.5299682617188,784.7999877929688,786.0,771.0999755859375,783.0,594843
2025-04-09,757.65380859375,767.7000122070312,782.0,767.0,781.0499877929688,524963
2025-04-11,760.9598999023438,771.0499877929688,792.0,768.0,791.0,776497
2025-04-15,774.0364990234375,784.2999877929688,787.3499755859375,777.5,779.0,673645
2025-04-16,787.2118530273438,797.6500244140625,799.4000244140625,783.5,784.0,1072958
2025-04-17,792.689208984375,803.2000122070312,806.75,792.3499755859375,799.9500122070312,957520
2025-04-21,806.8020629882812,817.5,825.9000244140625,802.75,804.0,1216066
2025-04-22,810.6510620117188,821.4000244140625,827.4000244140625,813.6500244140625,820.0,793714
2025-04-23,809.910888671875,820.6500244140625,826.9500122070312,809.0499877929688,823.0,942633
2025-04-24,804.4334716796875,815.0999755859375,824.5,812.7999877929688,816.5,535849
