Price,Adj Close,Close,High,Low,Open,Volume
2024-01-29,2239.95068359375,2261.10009765625,2283.39990234375,2255.0,2266.699951171875,29092
2024-01-30,2250.5009765625,2271.75,2297.0,2256.949951171875,2275.0,39649
2024-01-31,2358.58056640625,2380.85009765625,2399.0,2274.0,2274.0,121517
2024-02-01,2341.194580078125,2363.300048828125,2379.0,2325.050048828125,2338.0,33905
2024-02-02,2287.0556640625,2308.64990234375,2399.0,2260.0,2399.0,71118
2024-02-05,2200.32470703125,2221.10009765625,2322.0,2210.0,2308.64990234375,79411
2024-02-06,2242.08056640625,2263.25,2280.550048828125,2222.050048828125,2235.10009765625,49671
2024-02-07,2222.168212890625,2243.14990234375,2284.300048828125,2235.050048828125,2280.0,34197
2024-02-08,2196.3125,2217.050048828125,2282.85009765625,2190.800048828125,2243.14990234375,44963
2024-02-09,2197.402099609375,2218.14990234375,2231.0,2180.0,2230.0,38027
2024-02-12,2146.928955078125,2167.199951171875,2250.0,2157.0,2225.0,38588
2024-02-13,2183.533203125,2204.14990234375,2215.0,2153.14990234375,2175.0,31743
2024-02-14,2188.23876953125,2208.89990234375,2219.0,2152.0,2152.0,18998
2024-02-15,2177.093994140625,2197.64990234375,2250.0,2191.75,2229.64990234375,26797
2024-02-16,2199.928466796875,2220.699951171875,2246.0,2200.60009765625,2200.60009765625,36926
2024-02-19,2202.702392578125,2223.5,2269.0,2216.75,2235.14990234375,36220
2024-02-20,2188.040771484375,2208.699951171875,2239.85009765625,2205.0,2223.0,23003
2024-02-21,2192.052978515625,2212.75,2233.0,2201.14990234375,2215.050048828125,25308
2024-02-22,2182.19580078125,2202.800048828125,2224.949951171875,2187.0,2215.050048828125,20109
2024-02-23,2161.540771484375,2181.949951171875,2218.0,2178.0,2217.14990234375,30535
2024-02-26,2136.67578125,2156.85009765625,2196.0,2152.0,2180.5,50704
2024-02-27,2135.4375,2155.60009765625,2180.85009765625,2151.0,2160.0,21123
2024-02-28,2133.357177734375,2153.5,2174.199951171875,2133.0,2157.0,23153
2024-02-29,2123.40087890625,2143.449951171875,2169.300048828125,2138.949951171875,2153.550048828125,33139
2024-03-01,2104.1826171875,2124.050048828125,2171.0,2120.949951171875,2145.0,42779
2024-03-04,2104.43017578125,2124.300048828125,2160.0,2121.85009765625,2151.89990234375,33154
2024-03-05,2206.664794921875,2227.5,2264.0,2120.85009765625,2122.0,296114
2024-03-06,2148.216796875,2168.5,2257.949951171875,2150.75,2240.0,78536
2024-03-07,2118.249755859375,2138.25,2187.85009765625,2135.0,2151.050048828125,55133
2024-03-11,2083.923828125,2103.60009765625,2152.75,2100.0,2138.199951171875,47744
2024-03-12,2020.96826171875,2040.050048828125,2131.949951171875,2038.0,2110.10009765625,70902
2024-03-13,1956.6256103515625,1975.0999755859375,2064.89990234375,1966.199951171875,2021.050048828125,77925
2024-03-14,1948.30419921875,1966.699951171875,2020.050048828125,1957.050048828125,1975.0999755859375,65686
2024-03-15,1963.2630615234375,1981.800048828125,2013.449951171875,1965.0,1965.0,38612
2024-03-18,1962.6685791015625,1981.199951171875,2011.0,1975.0,1981.8499755859375,29882
2024-03-19,1942.6575927734375,1961.0,1993.8499755859375,1960.0,1980.0,32543
2024-03-20,1895.700927734375,1913.5999755859375,1979.949951171875,1910.0,1974.9000244140625,47084
2024-03-21,1900.90185546875,1918.8499755859375,1950.0,1913.0,1933.0,48158
2024-03-22,1927.3521728515625,1945.550048828125,1983.550048828125,1919.0,1919.0,89165
2024-03-26,1867.9627685546875,1885.5999755859375,1945.0999755859375,1875.050048828125,1927.0,120002
2024-03-27,1825.117431640625,1842.3499755859375,1915.0,1825.0,1889.3499755859375,127579
2024-03-28,1796.98291015625,1813.949951171875,1871.300048828125,1808.0,1842.3499755859375,132096
2024-04-01,1884.259033203125,1902.050048828125,1915.9000244140625,1820.5,1825.0,109397
2024-04-02,1903.130859375,1921.0999755859375,1949.0,1904.4000244140625,1915.0,59416
2024-04-03,1929.9278564453125,1948.1500244140625,1955.6500244140625,1915.6500244140625,1924.050048828125,51874
2024-04-04,2139.003662109375,2159.199951171875,2199.0,1961.3499755859375,1980.0,1497665
2024-04-05,2083.923828125,2103.60009765625,2148.0,2088.39990234375,2138.0,265432
2024-04-08,2060.544677734375,2080.0,2124.0,2067.050048828125,2119.89990234375,58861
2024-04-09,2094.0283203125,2113.800048828125,2186.0,2070.0,2080.0,209397
2024-04-10,2120.676513671875,2140.699951171875,2177.0,2090.550048828125,2116.35009765625,128073
2024-04-12,2111.51318359375,2131.449951171875,2162.89990234375,2120.199951171875,2155.0,67327
2024-04-15,2041.127685546875,2060.39990234375,2115.949951171875,2028.0,2115.0,57261
2024-04-16,2031.9149169921875,2051.10009765625,2077.300048828125,2035.550048828125,2045.050048828125,37702
2024-04-18,2029.93359375,2049.10009765625,2096.85009765625,2042.050048828125,2071.10009765625,35962
2024-04-19,2007.4952392578125,2026.449951171875,2042.0,2010.0,2042.0,23662
2024-04-22,2001.650634765625,2020.550048828125,2057.800048828125,2017.0,2044.0,32342
2024-04-23,2091.403076171875,2111.14990234375,2130.0,2026.0999755859375,2026.0999755859375,112367
2024-04-24,2079.762939453125,2099.39990234375,2148.0,2090.300048828125,2138.89990234375,33525
2024-04-25,2053.26318359375,2072.64990234375,2112.0,2065.0,2110.0,33083
2024-04-26,2057.8203125,2077.25,2100.050048828125,2069.949951171875,2072.699951171875,26027
2024-04-29,2050.885498046875,2070.25,2100.0,2058.10009765625,2100.0,25067
2024-04-30,2026.0205078125,2045.1500244140625,2079.0,2039.949951171875,2078.0,29683
2024-05-02,2009.5262451171875,2028.5,2047.1500244140625,2019.949951171875,2020.0,22753
2024-05-03,2027.2589111328125,2046.4000244140625,2098.0,2028.0,2050.0,26502
2024-05-06,2002.0963134765625,2021.0,2070.0,2010.0,2046.4000244140625,27421
2024-05-07,1985.25537109375,2004.0,2022.5,1988.0,2016.0,29560
2024-05-08,2080.25830078125,2099.89990234375,2142.10009765625,1962.050048828125,2004.0,192893
2024-05-09,1980.698486328125,1999.4000244140625,2111.10009765625,1982.3499755859375,2109.0,197415
2024-05-10,1958.408935546875,1976.9000244140625,2044.449951171875,1947.949951171875,1950.0,45016
2024-05-13,1930.57177734375,1948.800048828125,1996.949951171875,1935.550048828125,1980.0,27246
2024-05-14,1944.8865966796875,1963.25,1970.4000244140625,1939.9000244140625,1954.449951171875,28568
2024-05-15,1933.7913818359375,1952.050048828125,1990.0,1942.0999755859375,1976.449951171875,32224
2024-05-16,1981.936767578125,2000.6500244140625,2008.0,1954.9000244140625,1954.9000244140625,47737
2024-05-17,1995.90478515625,2014.75,2024.9000244140625,1993.050048828125,2000.6500244140625,37623
2024-05-21,1976.9835205078125,1995.6500244140625,2031.0999755859375,1992.0,2031.0,32612
2024-05-22,1966.5321044921875,1985.0999755859375,2008.6500244140625,1979.0,1995.6500244140625,27269
2024-05-23,1955.288330078125,1973.75,2000.5,1967.0,1989.0999755859375,30367
2024-05-24,1942.013671875,1960.3499755859375,1983.75,1950.0,1950.0,25900
2024-05-27,1930.522216796875,1948.75,1973.449951171875,1944.9000244140625,1961.199951171875,29041
2024-05-28,1920.566162109375,1938.699951171875,1970.800048828125,1931.0,1961.6500244140625,27552
2024-05-29,1904.5177001953125,1922.5,1954.800048828125,1911.0999755859375,1940.0,33260
2024-05-30,1895.1065673828125,1913.0,1933.199951171875,1909.5,1924.9000244140625,26386
2024-05-31,1875.6898193359375,1893.4000244140625,1925.0,1875.0,1914.5,36586
2024-06-03,1874.154296875,1891.8499755859375,1939.949951171875,1880.0,1925.0,33204
2024-06-04,1824.4239501953125,1841.6500244140625,1907.75,1815.0,1907.5999755859375,48725
2024-06-05,1912.2943115234375,1930.3499755859375,1937.0,1826.5,1863.9000244140625,42422
2024-06-06,1953.4061279296875,1971.8499755859375,1976.0,1939.949951171875,1950.0,38277
2024-06-07,1949.4930419921875,1967.9000244140625,1986.6500244140625,1961.5,1971.8499755859375,20750
2024-06-10,1979.806884765625,1998.5,2021.9000244140625,1961.25,1969.0,58551
2024-06-11,1995.21142578125,2014.050048828125,2021.5999755859375,1969.050048828125,2009.9000244140625,54083
2024-06-12,1991.0506591796875,2009.8499755859375,2037.75,1980.0,2018.949951171875,38524
2024-06-13,2002.5916748046875,2021.5,2034.0,2000.800048828125,2020.0,36467
2024-06-14,2000.759033203125,2019.6500244140625,2048.0,2005.0,2021.5,44790
2024-06-18,1974.903076171875,1993.550048828125,2033.0,1990.0,2033.0,42407
2024-06-19,1986.1964111328125,2004.949951171875,2070.75,1995.0999755859375,1997.199951171875,89568
2024-06-20,2084.31982421875,2104.0,2151.89990234375,2000.5999755859375,2005.75,390700
2024-06-21,2092.54248046875,2112.300048828125,2161.0,2085.199951171875,2139.39990234375,104733
2024-06-24,2087.73779296875,2107.449951171875,2150.0,2076.60009765625,2109.050048828125,112635
2024-06-25,2110.830322265625,2120.64990234375,2129.800048828125,2088.199951171875,2105.0,51576
2024-06-26,2072.060546875,2081.699951171875,2139.550048828125,2058.050048828125,2129.89990234375,55147
2024-06-27,2120.236572265625,2130.10009765625,2168.800048828125,2071.0,2075.0,189196
2024-06-28,2126.905517578125,2136.800048828125,2168.0,2095.0,2141.949951171875,125470
2024-07-01,2151.98876953125,2162.0,2180.0,2127.60009765625,2145.949951171875,94882
2024-07-02,2135.117431640625,2145.050048828125,2204.0,2135.0,2183.949951171875,115281
2024-07-03,2106.8486328125,2116.64990234375,2162.0,2105.5,2155.949951171875,45602
2024-07-04,2135.71435546875,2145.64990234375,2160.0,2108.300048828125,2124.0,49895
2024-07-05,2118.494873046875,2128.35009765625,2148.89990234375,2114.14990234375,2139.0,31304
2024-07-08,2085.398681640625,2095.10009765625,2139.949951171875,2090.0,2130.0,46452
2024-07-09,2084.95068359375,2094.64990234375,2122.89990234375,2080.0,2095.10009765625,41770
2024-07-10,2047.2760009765625,2056.800048828125,2108.60009765625,2030.050048828125,2096.60009765625,36119
2024-07-11,2041.054931640625,2050.550048828125,2080.0,2042.6500244140625,2065.0,21299
2024-07-12,2066.08837890625,2075.699951171875,2108.550048828125,2057.300048828125,2058.300048828125,41077
2024-07-15,2036.4761962890625,2045.949951171875,2080.0,2037.8499755859375,2075.64990234375,42520
2024-07-16,2050.958740234375,2060.5,2085.449951171875,2045.9000244140625,2045.949951171875,35693
2024-07-18,2036.9241943359375,2046.4000244140625,2065.949951171875,2034.9000244140625,2060.5,48911
2024-07-19,2000.39404296875,2009.699951171875,2049.0,2004.0999755859375,2045.0,50453
2024-07-22,2010.546875,2019.9000244140625,2032.3499755859375,1980.0,1980.0,40957
2024-07-23,2004.5247802734375,2013.8499755859375,2034.050048828125,1979.25,2034.050048828125,41028
2024-07-24,2008.55615234375,2017.9000244140625,2055.199951171875,2008.0,2013.8499755859375,25333
2024-07-25,2003.9774169921875,2013.300048828125,2025.0,1995.0,2017.9000244140625,17920
2024-07-26,2040.905517578125,2050.39990234375,2108.0,2015.050048828125,2024.0,77724
2024-07-29,2050.560791015625,2060.10009765625,2120.300048828125,2052.0,2056.0,88930
2024-07-30,2083.65673828125,2093.35009765625,2118.0,2060.10009765625,2064.949951171875,64133
2024-07-31,2114.31396484375,2124.14990234375,2138.14990234375,2083.300048828125,2100.0,64067
2024-08-01,2098.836181640625,2108.60009765625,2154.64990234375,2080.5,2126.0,153414
2024-08-02,2127.25390625,2137.14990234375,2150.0,2083.10009765625,2100.0,86745
2024-08-05,2070.7666015625,2080.39990234375,2105.64990234375,2055.0,2065.0,66931
2024-08-06,2075.743408203125,2085.39990234375,2135.0,2073.0,2082.0,68505
2024-08-07,2096.745849609375,2106.5,2120.0,2072.050048828125,2100.0,34816
2024-08-08,2077.6845703125,2087.35009765625,2129.75,2069.0,2105.0,37573
2024-08-09,2076.191650390625,2085.85009765625,2106.89990234375,2053.050048828125,2103.949951171875,37987
2024-08-12,2046.7783203125,2056.300048828125,2086.949951171875,2050.050048828125,2086.949951171875,20508
2024-08-13,2012.53759765625,2021.9000244140625,2062.60009765625,2000.0,2056.300048828125,33793
2024-08-14,1986.7076416015625,1995.949951171875,2025.449951171875,1961.9000244140625,2020.0,33638
2024-08-16,1999.1497802734375,2008.449951171875,2030.9000244140625,1984.5,1996.1500244140625,33181
2024-08-19,1997.109375,2006.4000244140625,2028.3499755859375,1991.0,2008.550048828125,31474
2024-08-20,2009.4022216796875,2018.75,2045.0,2002.0,2008.9000244140625,26469
2024-08-21,2019.554931640625,2028.949951171875,2059.949951171875,2016.8499755859375,2020.0,27055
2024-08-22,2089.230712890625,2098.949951171875,2147.85009765625,2030.199951171875,2030.199951171875,191045
2024-08-23,2072.75732421875,2082.39990234375,2101.64990234375,2071.0,2071.10009765625,52191
2024-08-26,2070.916015625,2080.550048828125,2109.0,2061.5,2098.800048828125,36388
2024-08-27,2117.8974609375,2127.75,2179.35009765625,2081.25,2095.0,157648
2024-08-28,2103.414794921875,2113.199951171875,2143.89990234375,2101.0,2128.0,34159
2024-08-29,2097.492431640625,2107.25,2128.0,2084.10009765625,2114.0,42692
2024-08-30,2095.103515625,2104.85009765625,2122.949951171875,2085.0,2111.25,26284
2024-09-02,2090.32568359375,2100.050048828125,2124.64990234375,2079.0,2106.800048828125,29438
2024-09-03,2107.296875,2117.10009765625,2142.050048828125,2095.0,2114.449951171875,63824
2024-09-04,2161.34521484375,2171.39990234375,2229.0,2106.35009765625,2117.10009765625,392897
2024-09-05,2211.860107421875,2222.14990234375,2249.39990234375,2181.0,2190.0,189846
2024-09-06,2253.2177734375,2263.699951171875,2337.949951171875,2227.550048828125,2233.050048828125,400150
2024-09-09,2290.693603515625,2301.35009765625,2319.0,2217.10009765625,2270.0,135602
2024-09-10,2280.83935546875,2291.449951171875,2319.0,2270.0,2312.85009765625,83652
2024-09-11,2264.2666015625,2274.800048828125,2312.0,2267.0,2287.0,62291
2024-09-12,2247.39501953125,2257.85009765625,2288.0,2233.39990234375,2279.949951171875,60639
2024-09-13,2225.596435546875,2235.949951171875,2288.25,2222.0,2262.0,46722
2024-09-16,2214.149658203125,2224.449951171875,2312.39990234375,2207.10009765625,2250.0,98038
2024-09-17,2207.23193359375,2217.5,2243.050048828125,2193.10009765625,2243.050048828125,59933
2024-09-18,2356.08935546875,2367.050048828125,2456.699951171875,2225.0,2225.0,2201239
2024-09-19,2366.1923828125,2377.199951171875,2498.85009765625,2305.0,2403.0,769133
2024-09-20,2385.154052734375,2396.25,2440.25,2350.0,2397.949951171875,252066
2024-09-23,2384.50732421875,2395.60009765625,2440.949951171875,2355.0,2432.85009765625,118250
2024-09-24,2369.128662109375,2380.14990234375,2456.0,2361.949951171875,2395.60009765625,182810
2024-09-25,2345.38916015625,2356.300048828125,2391.550048828125,2335.550048828125,2380.14990234375,69565
2024-09-26,2325.13330078125,2335.949951171875,2369.60009765625,2323.0,2366.0,58839
2024-09-27,2286.065185546875,2296.699951171875,2370.199951171875,2280.0,2369.949951171875,84473
2024-09-30,2282.631103515625,2293.25,2326.75,2269.550048828125,2309.949951171875,82733
2024-10-01,2398.541748046875,2409.699951171875,2443.14990234375,2285.0,2288.0,225161
2024-10-03,2328.6171875,2339.449951171875,2420.0,2315.199951171875,2370.300048828125,230420
2024-10-04,2279.396240234375,2290.0,2350.949951171875,2230.0,2339.0,120037
2024-10-07,2189.315185546875,2199.5,2318.89990234375,2178.60009765625,2290.0,109496
2024-10-08,2251.42626953125,2261.89990234375,2289.89990234375,2185.050048828125,2185.050048828125,64993
2024-10-09,2284.223876953125,2294.85009765625,2339.0,2260.0,2289.85009765625,49198
2024-10-10,2289.5986328125,2300.25,2349.0,2281.550048828125,2294.85009765625,36579
2024-10-11,2266.60546875,2277.14990234375,2309.949951171875,2262.5,2307.0,35030
2024-10-14,2324.884521484375,2335.699951171875,2350.0,2254.89990234375,2277.14990234375,83538
2024-10-15,2320.256103515625,2331.050048828125,2390.949951171875,2314.25,2350.0,95778
2024-10-16,2318.315185546875,2329.10009765625,2348.0,2301.85009765625,2330.0,44758
2024-10-17,2239.880126953125,2250.300048828125,2328.449951171875,2220.10009765625,2326.0,53710
2024-10-18,2227.23876953125,2237.60009765625,2261.949951171875,2205.0,2245.0,51848
2024-10-21,2163.883544921875,2173.949951171875,2252.199951171875,2153.0,2237.60009765625,52692
2024-10-22,2065.6904296875,2075.300048828125,2182.699951171875,2018.050048828125,2163.0,96973
2024-10-23,2078.38134765625,2088.050048828125,2114.0,2039.949951171875,2055.0,52104
2024-10-24,2070.916015625,2080.550048828125,2112.949951171875,2061.0,2088.050048828125,32146
2024-10-25,1992.2320556640625,2001.5,2080.5,1974.949951171875,2065.0,55555
2024-10-28,2009.3026123046875,2018.6500244140625,2038.800048828125,1989.0,2002.25,38674
2024-10-29,2020.0029296875,2029.4000244140625,2045.050048828125,1978.050048828125,2018.6500244140625,46472
2024-10-30,2052.053955078125,2061.60009765625,2087.75,2012.9000244140625,2012.9000244140625,35532
2024-10-31,2081.267822265625,2090.949951171875,2099.0,2051.0,2051.0,29426
2024-11-01,2107.197265625,2117.0,2122.050048828125,2090.949951171875,2104.699951171875,7562
2024-11-04,2096.1484375,2105.89990234375,2129.949951171875,2058.0,2114.949951171875,39333
2024-11-05,2119.1416015625,2129.0,2270.0,2086.300048828125,2105.89990234375,297412
2024-11-06,2123.620849609375,2133.5,2177.550048828125,2115.0,2175.0,85641
2024-11-07,2113.81640625,2123.64990234375,2164.0,2106.0,2145.0,52582
2024-11-08,2046.4298095703125,2055.949951171875,2139.800048828125,2050.0,2139.800048828125,52400
2024-11-11,2008.0086669921875,2017.3499755859375,2050.0,1993.5999755859375,2050.0,54128
2024-11-12,1981.5318603515625,1990.75,2032.199951171875,1980.0,2023.199951171875,38456
2024-11-13,1924.347900390625,1933.300048828125,1995.0,1928.0,1980.75,55880
2024-11-14,1945.30029296875,1954.3499755859375,1969.949951171875,1903.550048828125,1950.199951171875,45889
2024-11-18,1916.3848876953125,1925.300048828125,1963.1500244140625,1913.3499755859375,1960.050048828125,29943
2024-11-19,1939.8756103515625,1948.9000244140625,1970.0,1928.6500244140625,1939.3499755859375,22927
2024-11-21,1903.345458984375,1912.199951171875,1953.199951171875,1908.0,1950.0,24633
2024-11-22,1905.7841796875,1914.6500244140625,1942.0,1909.0,1930.0,21718
2024-11-25,1925.24365234375,1934.199951171875,1954.0,1927.8499755859375,1927.8499755859375,21715
2024-11-26,1934.3016357421875,1943.300048828125,1962.8499755859375,1924.3499755859375,1942.0,25297
2024-11-27,1953.6614990234375,1962.75,1984.25,1906.0,1950.0,30827
2024-11-28,1963.4161376953125,1972.550048828125,2005.75,1956.4000244140625,1972.0,22850
2024-11-29,1955.7020263671875,1964.800048828125,1995.449951171875,1953.0,1983.199951171875,18926
2024-12-02,1971.0804443359375,1980.25,1996.0,1945.5,1985.949951171875,30853
2024-12-03,2045.832763671875,2055.35009765625,2061.0,1984.4000244140625,1986.0,55846
2024-12-04,2057.3291015625,2066.89990234375,2090.0,2055.35009765625,2065.0,33164
2024-12-05,2027.7667236328125,2037.199951171875,2089.949951171875,2027.0,2071.050048828125,26647
2024-12-06,2040.009765625,2049.5,2059.550048828125,2033.449951171875,2045.0,25404
2024-12-09,2012.836181640625,2022.199951171875,2050.949951171875,2003.25,2049.5,30631
2024-12-10,1992.082763671875,2001.3499755859375,2040.949951171875,1995.050048828125,2019.800048828125,42266
2024-12-11,1989.59423828125,1998.8499755859375,2035.0,1994.800048828125,2015.1500244140625,24555
2024-12-12,1973.8177490234375,1983.0,2004.550048828125,1980.699951171875,1998.8499755859375,19146
2024-12-13,1967.546875,1976.699951171875,1990.0,1950.0,1983.0,29398
2024-12-16,1964.660400390625,1973.800048828125,1992.0,1968.0,1975.300048828125,19454
2024-12-17,1935.4959716796875,1944.5,1979.0,1941.0,1973.800048828125,25486
2024-12-18,1924.4473876953125,1933.4000244140625,1958.5999755859375,1930.0,1950.0,22148
2024-12-19,1922.0584716796875,1931.0,1943.800048828125,1908.050048828125,1918.0999755859375,25039
2024-12-20,1863.9288330078125,1872.5999755859375,1943.800048828125,1821.949951171875,1931.0,45539
2024-12-23,1846.460205078125,1855.050048828125,1895.199951171875,1850.0,1877.300048828125,29532
2024-12-24,1863.829345703125,1872.5,1879.449951171875,1851.050048828125,1856.449951171875,16464
2024-12-26,1846.460205078125,1855.050048828125,1887.0,1840.0,1840.0,28550
2024-12-27,1825.4578857421875,1833.949951171875,1867.6500244140625,1825.0,1863.0,42169
2024-12-30,1712.7821044921875,1720.75,1835.800048828125,1701.5,1818.0,189278
2024-12-31,1753.890869140625,1762.050048828125,1772.0,1720.75,1720.75,84659
2025-01-01,1801.8177490234375,1810.199951171875,1814.949951171875,1762.0999755859375,1762.0999755859375,39462
2025-01-02,1781.1639404296875,1789.449951171875,1810.199951171875,1776.800048828125,1810.0,35400
2025-01-03,1781.71142578125,1790.0,1810.8499755859375,1780.0,1780.0,29635
2025-01-06,1724.5771484375,1732.5999755859375,1790.0,1716.550048828125,1790.0,50401
2025-01-07,1727.613037109375,1735.6500244140625,1750.0,1726.1500244140625,1733.800048828125,25980
2025-01-08,1730.74853515625,1738.800048828125,1754.9000244140625,1715.699951171875,1744.050048828125,27619
2025-01-09,1861.5400390625,1870.199951171875,1968.800048828125,1741.050048828125,1750.449951171875,2355843
2025-01-10,1760.2611083984375,1768.449951171875,1830.0,1756.0,1804.0,185411
2025-01-13,1717.7091064453125,1725.699951171875,1759.1500244140625,1720.0,1742.0,76945
2025-01-14,1756.6778564453125,1764.8499755859375,1775.0,1711.6500244140625,1737.4000244140625,72622
2025-01-15,1737.5667724609375,1745.6500244140625,1781.949951171875,1740.0,1781.5,27404
2025-01-16,1740.1048583984375,1748.199951171875,1774.25,1730.699951171875,1756.25,27363
2025-01-17,1746.72412109375,1754.8499755859375,1792.0,1737.949951171875,1749.0,23550
2025-01-20,1772.8028564453125,1781.050048828125,1785.0,1748.449951171875,1769.800048828125,28726
2025-01-21,1759.166259765625,1767.3499755859375,1824.5999755859375,1741.0999755859375,1780.0,36575
2025-01-22,1734.0830078125,1742.1500244140625,1779.800048828125,1725.0,1760.5,29096
2025-01-23,1755.5828857421875,1763.75,1773.9000244140625,1741.0999755859375,1744.9000244140625,18284
2025-01-24,1733.5355224609375,1741.5999755859375,1775.1500244140625,1736.3499755859375,1765.949951171875,21711
2025-01-27,1668.4881591796875,1676.25,1750.0,1651.0999755859375,1744.949951171875,57418
2025-01-28,1625.0401611328125,1632.5999755859375,1687.8499755859375,1607.0,1680.0,73921
2025-01-29,1676.2022705078125,1684.0,1695.0,1633.050048828125,1633.050048828125,33154
2025-01-30,1693.322509765625,1701.199951171875,1719.949951171875,1680.949951171875,1689.8499755859375,32311
2025-01-31,1691.8792724609375,1699.75,1718.75,1680.75,1709.949951171875,82541
2025-02-01,1709.6964111328125,1717.6500244140625,1734.8499755859375,1690.050048828125,1706.800048828125,13136
2025-02-03,1738.2137451171875,1746.300048828125,1754.8499755859375,1694.5,1717.6500244140625,67537
2025-02-04,1752.09912109375,1760.25,1780.0,1726.199951171875,1762.050048828125,52607
2025-02-05,1781.2635498046875,1789.550048828125,1803.800048828125,1740.0,1740.0,39611
2025-02-06,1810.9254150390625,1819.3499755859375,1831.8499755859375,1775.449951171875,1780.0,74468
2025-02-07,1807.7900390625,1816.199951171875,1830.0,1795.5999755859375,1813.800048828125,26602
2025-02-10,1779.5216064453125,1787.800048828125,1825.0,1776.199951171875,1820.0,40105
2025-02-11,1751.501953125,1759.6500244140625,1791.6500244140625,1735.949951171875,1787.800048828125,52282
2025-02-12,1725.2740478515625,1733.300048828125,1759.949951171875,1700.4000244140625,1755.0,50663
2025-02-13,1714.872314453125,1722.8499755859375,1783.1500244140625,1701.5,1712.0,50637
2025-02-14,1646.9881591796875,1654.6500244140625,1725.0,1635.0,1712.4000244140625,46811
2025-02-17,1604.784423828125,1612.25,1653.9000244140625,1589.1500244140625,1621.199951171875,55676
2025-02-18,1595.5772705078125,1603.0,1620.199951171875,1570.1500244140625,1600.5,36233
2025-02-19,1651.41748046875,1659.0999755859375,1698.4000244140625,1582.0,1582.0,77447
2025-02-20,1693.17333984375,1701.050048828125,1710.0,1635.0,1659.9000244140625,21144
2025-02-21,1687.8480224609375,1695.699951171875,1719.800048828125,1660.0,1680.0,22551
2025-02-24,1620.212646484375,1627.75,1679.4000244140625,1606.3499755859375,1677.050048828125,57525
2025-02-25,1613.3944091796875,1620.9000244140625,1641.699951171875,1607.5,1620.0999755859375,28464
2025-02-27,1608.56689453125,1616.050048828125,1620.8499755859375,1584.4000244140625,1619.25,26971
2025-02-28,1583.4835205078125,1590.8499755859375,1608.9000244140625,1577.1500244140625,1605.0,54343
2025-03-03,1575.918701171875,1583.25,1605.8499755859375,1508.0,1592.9000244140625,65971
2025-03-04,1641.2647705078125,1648.9000244140625,1660.0,1550.75,1580.1500244140625,46900
2025-03-05,1666.596923828125,1674.3499755859375,1705.0,1645.6500244140625,1654.5999755859375,35558
2025-03-06,1670.18017578125,1677.949951171875,1700.0,1661.0999755859375,1678.5,25447
2025-03-07,1696.109619140625,1704.0,1715.3499755859375,1655.0,1677.949951171875,33776
2025-03-10,1646.09228515625,1653.75,1710.949951171875,1635.050048828125,1704.0,28915
2025-03-11,1628.9720458984375,1636.550048828125,1659.699951171875,1621.0,1653.5,34633
2025-03-12,1618.4708251953125,1626.0,1659.050048828125,1612.0,1630.0,28644
2025-03-13,1618.6697998046875,1626.199951171875,1656.5,1617.050048828125,1630.0,30473
2025-03-17,1561.3365478515625,1568.5999755859375,1632.75,1554.0,1626.199951171875,69434
2025-03-18,1561.3365478515625,1568.5999755859375,1568.5999755859375,1568.5999755859375,1568.5999755859375,0
2025-03-19,1592.5413818359375,1599.949951171875,1607.9000244140625,1581.75,1589.5999755859375,39052
2025-03-20,1585.8724365234375,1593.25,1612.9000244140625,1585.0,1599.949951171875,45125
2025-03-21,1597.1201171875,1604.550048828125,1637.0999755859375,1595.0,1610.0,105729
2025-03-24,1766.283203125,1774.5,1836.550048828125,1600.0,1608.949951171875,612933
2025-03-25,1734.5308837890625,1742.5999755859375,1793.0,1703.550048828125,1782.050048828125,161826
2025-03-26,1671.4244384765625,1679.199951171875,1740.0,1663.699951171875,1740.0,69703
2025-03-27,1665.8006591796875,1673.550048828125,1692.3499755859375,1650.0,1673.0,77572
2025-03-28,1610.6572265625,1618.1500244140625,1708.9000244140625,1601.0999755859375,1673.550048828125,77233
2025-04-01,1675.356201171875,1683.1500244140625,1720.0,1619.9000244140625,1632.0,170757
2025-04-02,1727.762451171875,1735.800048828125,1740.0,1646.449951171875,1675.0,63367
2025-04-03,1719.600341796875,1727.5999755859375,1762.1500244140625,1716.3499755859375,1736.0,47737
2025-04-04,1699.1951904296875,1707.0999755859375,1734.9000244140625,1670.199951171875,1720.0,47856
2025-04-07,1627.32958984375,1634.9000244140625,1647.0,1584.0,1620.0,42828
2025-04-08,1690.734619140625,1698.5999755859375,1708.0,1633.800048828125,1681.0,35847
2025-04-09,1669.5333251953125,1677.300048828125,1702.75,1660.050048828125,1673.0999755859375,24158
2025-04-11,1732.3907470703125,1740.449951171875,1755.0,1684.0,1750.0,64511
2025-04-15,1762.4012451171875,1770.5999755859375,1808.0,1748.4000244140625,1760.0,49308
2025-04-16,1822.8201904296875,1831.300048828125,1844.0,1765.199951171875,1765.199951171875,107542
2025-04-17,1882.24365234375,1891.0,1917.0,1805.4000244140625,1830.9000244140625,133765
2025-04-21,1869.0052490234375,1877.699951171875,1906.4000244140625,1858.0999755859375,1891.0,52009
2025-04-22,1862.3363037109375,1871.0,1896.5,1856.0999755859375,1880.0,30189
2025-04-23,1848.79931640625,1857.4000244140625,1884.0,1833.0,1880.0,25983
