Price,Adj Close,Close,High,Low,Open,Volume
2024-01-09,1535.30126953125,1540.199951171875,1559.800048828125,1517.0,1518.9000244140625,837932
2024-01-10,1581.9525146484375,1587.0,1598.9000244140625,1497.5999755859375,1535.0,855329
2024-01-11,1541.581298828125,1546.5,1588.0,1525.050048828125,1576.0,785777
2024-01-12,1487.952392578125,1492.699951171875,1553.5,1475.0,1545.0,288293
2024-01-15,1445.039306640625,1449.6500244140625,1519.9000244140625,1430.0999755859375,1492.0,261739
2024-01-16,1429.4390869140625,1434.0,1475.0,1423.800048828125,1448.6500244140625,204269
2024-01-17,1393.603515625,1398.050048828125,1424.949951171875,1385.5,1400.0999755859375,138407
2024-01-18,1384.5323486328125,1388.949951171875,1414.550048828125,1365.0,1398.949951171875,148501
2024-01-19,1396.39453125,1400.8499755859375,1443.5,1375.0999755859375,1402.0,249645
2024-01-23,1368.9322509765625,1373.300048828125,1405.0,1359.0999755859375,1405.0,150594
2024-01-24,1349.3446044921875,1353.6500244140625,1369.4000244140625,1324.0,1360.0,267320
2024-01-25,1341.0213623046875,1345.300048828125,1382.949951171875,1340.050048828125,1359.0999755859375,481311
2024-01-29,1413.7391357421875,1418.25,1429.0,1350.0,1350.0,273861
2024-01-30,1383.884521484375,1388.300048828125,1425.0,1383.0,1418.050048828125,102225
2024-01-31,1421.4146728515625,1425.949951171875,1445.0,1385.050048828125,1390.0,395897
2024-02-01,1510.97900390625,1515.800048828125,1543.0,1416.9000244140625,1425.0,567871
2024-02-02,1542.328857421875,1547.25,1590.0,1491.8499755859375,1526.5999755859375,1195279
2024-02-05,1476.638427734375,1481.3499755859375,1587.0,1470.199951171875,1587.0,264714
2024-02-06,1490.2451171875,1495.0,1516.699951171875,1476.0999755859375,1484.800048828125,106247
2024-02-07,1445.9365234375,1450.550048828125,1534.5999755859375,1439.25,1495.0,236467
2024-02-08,1446.0361328125,1450.6500244140625,1487.0999755859375,1428.6500244140625,1458.4000244140625,115632
2024-02-09,1426.299072265625,1430.8499755859375,1469.1500244140625,1401.0,1463.5999755859375,146439
2024-02-12,1370.7762451171875,1375.1500244140625,1437.949951171875,1360.0,1435.050048828125,135304
2024-02-13,1351.6373291015625,1355.949951171875,1396.0999755859375,1326.0999755859375,1390.0,221878
2024-02-14,1425.10302734375,1429.6500244140625,1438.0,1330.050048828125,1349.949951171875,165391
2024-02-15,1424.3055419921875,1428.8499755859375,1445.1500244140625,1421.050048828125,1438.0,77449
2024-02-16,1410.6490478515625,1415.1500244140625,1454.949951171875,1410.0,1440.0,82309
2024-02-19,1453.46240234375,1458.0999755859375,1476.5,1402.1500244140625,1430.0,149748
2024-02-20,1454.65869140625,1459.300048828125,1478.199951171875,1441.4000244140625,1465.0,91215
2024-02-21,1432.5291748046875,1437.0999755859375,1485.0,1431.5,1464.3499755859375,127958
2024-02-22,1418.57373046875,1423.0999755859375,1456.199951171875,1412.0,1448.550048828125,179417
2024-02-23,1428.2430419921875,1432.800048828125,1447.25,1414.199951171875,1440.0,60264
2024-02-26,1486.8558349609375,1491.5999755859375,1507.9000244140625,1427.0,1432.800048828125,511407
2024-02-27,1475.4921875,1480.199951171875,1499.0,1443.0,1491.5999755859375,171311
2024-02-28,1445.737060546875,1450.3499755859375,1498.9000244140625,1420.1500244140625,1498.9000244140625,222312
2024-02-29,1406.5621337890625,1411.050048828125,1445.25,1403.0,1445.199951171875,208114
2024-03-01,1460.09130859375,1464.75,1474.949951171875,1419.800048828125,1420.050048828125,135126
2024-03-04,1454.0107421875,1458.6500244140625,1467.199951171875,1434.949951171875,1465.3499755859375,95275
2024-03-05,1468.2652587890625,1472.949951171875,1496.0,1450.050048828125,1460.0,202805
2024-03-06,1432.5791015625,1437.1500244140625,1482.800048828125,1392.199951171875,1473.5,181457
2024-03-07,1525.3829345703125,1530.25,1547.75,1441.0,1450.1500244140625,770305
2024-03-11,1463.4306640625,1468.0999755859375,1537.0,1461.0,1500.0,358820
2024-03-12,1428.7413330078125,1433.300048828125,1480.5999755859375,1415.4000244140625,1474.949951171875,220430
2024-03-13,1340.273681640625,1344.550048828125,1451.0,1283.699951171875,1439.699951171875,441785
2024-03-14,1432.5291748046875,1437.0999755859375,1448.699951171875,1340.75,1344.800048828125,255607
2024-03-15,1413.7890625,1418.300048828125,1425.0,1384.1500244140625,1419.0,197853
2024-03-18,1410.5494384765625,1415.050048828125,1428.25,1395.0,1422.949951171875,80627
2024-03-19,1395.69677734375,1400.1500244140625,1434.0,1387.050048828125,1422.199951171875,84906
2024-03-20,1419.81982421875,1424.3499755859375,1430.949951171875,1384.949951171875,1404.1500244140625,85154
2024-03-21,1452.415771484375,1457.050048828125,1465.0,1406.1500244140625,1406.1500244140625,109970
2024-03-22,1454.65869140625,1459.300048828125,1487.0,1449.9000244140625,1465.0,156722
2024-03-26,1439.90576171875,1444.5,1474.699951171875,1436.4000244140625,1455.0,112680
2024-03-27,1501.1602783203125,1505.949951171875,1510.0,1388.050048828125,1441.5999755859375,381940
2024-03-28,1624.716064453125,1629.9000244140625,1684.9000244140625,1494.5,1519.9000244140625,3549159
2024-04-01,1705.8072509765625,1711.25,1724.5,1630.1500244140625,1660.0,669978
2024-04-02,1669.9716796875,1675.300048828125,1725.300048828125,1660.0,1699.050048828125,443694
2024-04-03,1669.6226806640625,1674.949951171875,1699.0,1661.050048828125,1690.0,215722
2024-04-04,1668.775390625,1674.0999755859375,1695.0,1654.0,1686.449951171875,186325
2024-04-05,1664.4892578125,1669.800048828125,1683.949951171875,1661.800048828125,1674.75,116761
2024-04-08,1736.8582763671875,1742.4000244140625,1774.9000244140625,1675.0,1675.0,1076822
2024-04-09,1825.973876953125,1831.800048828125,1849.9000244140625,1739.550048828125,1740.0,1214306
2024-04-10,1834.8953857421875,1840.75,1891.9000244140625,1789.199951171875,1825.8499755859375,654854
2024-04-12,1791.9324951171875,1797.6500244140625,1842.0,1785.300048828125,1840.050048828125,226558
2024-04-15,1740.9451904296875,1746.5,1775.050048828125,1693.9000244140625,1767.3499755859375,227252
2024-04-16,1767.26123046875,1772.9000244140625,1804.699951171875,1724.0999755859375,1735.0,204929
2024-04-18,1800.9537353515625,1806.699951171875,1835.9000244140625,1745.800048828125,1781.0,330252
2024-04-19,1843.6175537109375,1849.5,1859.949951171875,1750.0,1805.0,345043
2024-04-22,1869.0364990234375,1875.0,1942.25,1844.0,1859.0,631769
2024-04-23,1912.6473388671875,1918.75,1930.199951171875,1867.0,1875.0,310958
2024-04-24,1859.1181640625,1865.050048828125,1939.0,1850.050048828125,1924.8499755859375,257364
2024-04-25,1918.1298828125,1924.25,1987.8499755859375,1861.550048828125,1878.949951171875,949916
2024-04-26,1990.9476318359375,1997.300048828125,2006.050048828125,1911.0,1920.0,860919
2024-04-29,1993.1405029296875,1999.5,2032.949951171875,1984.8499755859375,2018.550048828125,893152
2024-04-30,1990.7979736328125,1997.1500244140625,2020.449951171875,1986.050048828125,2006.5,397474
2024-05-02,2003.2581787109375,2009.6500244140625,2055.449951171875,1997.800048828125,2006.050048828125,749384
2024-05-03,1958.002685546875,1964.25,2033.949951171875,1921.0,2020.0,348339
2024-05-06,1925.855224609375,1932.0,1999.0,1922.800048828125,1965.300048828125,244839
2024-05-07,1837.4373779296875,1843.300048828125,2029.949951171875,1806.0,1935.0,1688131
2024-05-08,1975.546630859375,1981.8499755859375,2059.949951171875,1851.0,1857.0,2669175
2024-05-09,1994.1373291015625,2000.5,2031.8499755859375,1968.0,1970.0,1077482
2024-05-10,1994.187255859375,2000.550048828125,2022.8499755859375,1971.3499755859375,1995.0,381553
2024-05-13,1957.2052001953125,1963.449951171875,2000.199951171875,1892.550048828125,2000.0,287374
2024-05-14,1990.349365234375,1996.699951171875,2021.0,1964.0,1964.0,285548
2024-05-15,2041.4364013671875,2047.949951171875,2125.0,1998.800048828125,2006.199951171875,1143986
2024-05-16,2077.27197265625,2083.89990234375,2119.949951171875,2052.050048828125,2065.0,343142
2024-05-17,2158.36328125,2165.25,2175.0,2067.0,2088.199951171875,492694
2024-05-21,2162.1513671875,2169.050048828125,2204.85009765625,2142.0,2195.0,308493
2024-05-22,2146.451416015625,2153.300048828125,2189.699951171875,2122.0,2181.949951171875,179501
2024-05-23,2129.156494140625,2135.949951171875,2170.10009765625,2047.800048828125,2168.5,136750
2024-05-24,2218.5712890625,2225.64990234375,2278.85009765625,2130.800048828125,2137.75,615474
2024-05-27,2161.552978515625,2168.449951171875,2236.64990234375,2152.0,2236.25,188187
2024-05-28,2152.482177734375,2159.35009765625,2188.949951171875,2111.050048828125,2171.0,173204
2024-05-29,2162.1513671875,2169.050048828125,2191.39990234375,2143.550048828125,2152.60009765625,129836
2024-05-30,2062.27001953125,2068.85009765625,2164.60009765625,2050.0,2134.60009765625,232441
2024-05-31,2012.6282958984375,2019.050048828125,2094.949951171875,2000.0999755859375,2081.800048828125,258531
2024-06-03,2107.625244140625,2114.35009765625,2133.199951171875,2048.050048828125,2065.0,270424
2024-06-04,1890.71728515625,1896.75,2089.550048828125,1691.5,2083.0,592556
2024-06-05,1836.4405517578125,1842.300048828125,1920.9000244140625,1774.949951171875,1857.0,755029
2024-06-06,2099.002685546875,2105.699951171875,2180.0,1917.0,1951.949951171875,1989926
2024-06-07,2114.1044921875,2120.85009765625,2135.0,2032.050048828125,2046.4000244140625,386207
2024-06-10,2083.651611328125,2090.300048828125,2150.39990234375,2075.0,2129.89990234375,128266
2024-06-11,2097.50732421875,2104.199951171875,2141.0,2052.300048828125,2082.300048828125,322855
2024-06-12,2074.680419921875,2081.300048828125,2125.0,2075.0,2110.0,102526
2024-06-13,2174.262451171875,2181.199951171875,2212.5,2085.300048828125,2091.39990234375,935624
2024-06-14,2238.30810546875,2245.449951171875,2289.0,2174.550048828125,2197.60009765625,502637
2024-06-18,2351.3974609375,2358.89990234375,2396.60009765625,2236.0,2258.75,836813
2024-06-19,2282.21826171875,2289.5,2369.0,2270.0,2317.35009765625,262321
2024-06-20,2266.667724609375,2273.89990234375,2311.89990234375,2255.050048828125,2295.0,174527
2024-06-21,2210.74609375,2217.800048828125,2310.949951171875,2200.0,2283.10009765625,228826
2024-06-24,2322.0908203125,2329.5,2347.300048828125,2191.60009765625,2221.550048828125,771187
2024-06-25,2283.015625,2290.300048828125,2357.949951171875,2277.25,2333.0,242890
2024-06-26,2263.67724609375,2270.89990234375,2325.0,2246.0,2302.89990234375,183851
2024-06-27,2268.11328125,2275.35009765625,2299.75,2201.0,2273.85009765625,201977
2024-06-28,2308.085693359375,2315.449951171875,2338.75,2260.0,2299.0,226696
2024-07-01,2295.874755859375,2303.199951171875,2328.550048828125,2251.10009765625,2251.10009765625,141441
2024-07-02,2379.906494140625,2387.5,2420.0,2290.0,2290.0,718325
2024-07-03,2343.572265625,2351.050048828125,2410.699951171875,2340.0,2405.0,126026
2024-07-04,2315.262451171875,2322.64990234375,2376.050048828125,2313.89990234375,2376.050048828125,123997
2024-07-05,2273.346435546875,2280.60009765625,2360.0,2270.0,2343.5,165249
2024-07-08,2219.817138671875,2226.89990234375,2307.949951171875,2212.050048828125,2279.0,173683
2024-07-09,2230.234130859375,2237.35009765625,2309.949951171875,2227.050048828125,2260.550048828125,211972
2024-07-10,2179.894775390625,2186.85009765625,2289.39990234375,2160.0,2250.0,585765
2024-07-11,2185.7392578125,2187.699951171875,2219.0,2150.10009765625,2205.64990234375,194794
2024-07-12,2139.53076171875,2141.449951171875,2214.85009765625,2130.0,2192.0,123233
2024-07-15,2099.566650390625,2101.449951171875,2173.199951171875,2095.199951171875,2142.0,210387
2024-07-16,2216.51171875,2218.5,2275.0,2111.35009765625,2147.0,2502119
2024-07-18,2257.724853515625,2259.75,2295.85009765625,2184.64990234375,2218.0,1076228
2024-07-19,2184.040771484375,2186.0,2265.14990234375,2173.0,2261.0,193090
2024-07-22,2190.335205078125,2192.300048828125,2235.35009765625,2148.85009765625,2186.0,256620
2024-07-23,2186.98828125,2188.949951171875,2215.0,2036.5999755859375,2200.550048828125,527133
2024-07-24,2284.650634765625,2286.699951171875,2319.949951171875,2177.050048828125,2188.800048828125,500957
2024-07-25,2298.68798828125,2300.75,2309.949951171875,2245.0,2257.25,214981
2024-07-26,2344.4970703125,2346.60009765625,2382.85009765625,2310.0,2325.0,395439
2024-07-29,2335.704833984375,2337.800048828125,2418.050048828125,2306.10009765625,2360.0,454673
2024-07-30,2348.992919921875,2351.10009765625,2366.0,2315.050048828125,2361.0,142444
2024-07-31,2333.406982421875,2335.5,2385.10009765625,2311.550048828125,2355.0,198134
2024-08-01,2293.892333984375,2295.949951171875,2373.800048828125,2279.199951171875,2345.0,140097
2024-08-02,2249.482177734375,2251.5,2289.949951171875,2240.5,2289.949951171875,91136
2024-08-05,2165.707275390625,2167.64990234375,2220.0,2133.89990234375,2205.0,142343
2024-08-06,2135.584228515625,2137.5,2265.85009765625,2115.0,2160.0,225290
2024-08-07,2159.61279296875,2161.550048828125,2208.550048828125,2145.949951171875,2154.449951171875,144214
2024-08-08,2165.45751953125,2167.39990234375,2224.800048828125,2156.10009765625,2161.800048828125,164890
2024-08-09,2188.986328125,2190.949951171875,2220.550048828125,2179.85009765625,2195.0,106381
2024-08-12,2204.822265625,2206.800048828125,2229.0,2182.75,2196.949951171875,102390
2024-08-13,2198.9775390625,2200.949951171875,2233.800048828125,2191.35009765625,2233.800048828125,124207
2024-08-14,2104.16259765625,2106.050048828125,2215.0,2090.0,2215.0,189437
2024-08-16,2128.790283203125,2130.699951171875,2156.25,2110.10009765625,2129.449951171875,111516
2024-08-19,2131.08837890625,2133.0,2155.0,2114.35009765625,2132.0,75998
2024-08-20,2149.671875,2151.60009765625,2159.0,2121.35009765625,2130.050048828125,103209
2024-08-21,2304.233154296875,2306.300048828125,2443.0,2145.0,2145.0,3351740
2024-08-22,2333.257080078125,2335.35009765625,2350.0,2282.0,2319.0,418505
2024-08-23,2348.24365234375,2350.35009765625,2383.449951171875,2323.050048828125,2344.89990234375,752391
2024-08-26,2374.220458984375,2376.35009765625,2449.949951171875,2325.10009765625,2365.0,841375
2024-08-27,2509.548828125,2511.800048828125,2525.0,2367.39990234375,2376.35009765625,1733823
2024-08-28,2490.016357421875,2492.25,2524.0,2456.39990234375,2500.300048828125,472022
2024-08-29,2418.7802734375,2420.949951171875,2491.14990234375,2411.0,2490.0,200683
2024-08-30,2387.108642578125,2389.25,2459.25,2371.0,2424.14990234375,148094
2024-09-02,2319.51953125,2321.60009765625,2435.0,2295.0,2435.0,357375
2024-09-03,2290.3955078125,2292.449951171875,2344.800048828125,2282.0,2330.699951171875,123233
2024-09-04,2323.066162109375,2325.14990234375,2392.89990234375,2282.60009765625,2290.0,404053
2024-09-05,2368.17578125,2370.300048828125,2449.0,2355.699951171875,2360.949951171875,1199234
2024-09-06,2406.041748046875,2408.199951171875,2429.89990234375,2344.75,2371.0,347492
2024-09-09,2352.889404296875,2355.0,2432.199951171875,2326.35009765625,2420.0,232416
2024-09-10,2482.722900390625,2484.949951171875,2530.0,2370.0,2374.10009765625,1481966
2024-09-11,2611.008056640625,2613.35009765625,2689.0,2477.050048828125,2498.39990234375,3857717
2024-09-12,2780.60595703125,2783.10009765625,2824.949951171875,2570.0,2615.949951171875,2145914
2024-09-13,2893.504638671875,2896.10009765625,2925.0,2733.10009765625,2783.10009765625,1572695
2024-09-16,2858.2861328125,2860.85009765625,2936.449951171875,2813.199951171875,2891.39990234375,462309
2024-09-17,2785.451416015625,2787.949951171875,2873.89990234375,2775.050048828125,2864.949951171875,235369
2024-09-18,2713.06640625,2715.5,2791.449951171875,2698.699951171875,2780.199951171875,213597
2024-09-19,2788.248779296875,2790.75,2844.5,2661.75,2735.0,350352
2024-09-20,2773.7119140625,2776.199951171875,2900.0,2760.0,2836.0,515162
2024-09-23,2823.6669921875,2826.199951171875,2847.0,2760.5,2805.0,248328
2024-09-24,2769.715576171875,2772.199951171875,2888.0,2765.0,2850.0,221379
2024-09-25,2742.140380859375,2744.60009765625,2798.89990234375,2730.0,2770.050048828125,158458
2024-09-26,2707.77099609375,2710.199951171875,2766.60009765625,2693.699951171875,2766.60009765625,156586
2024-09-27,2745.587158203125,2748.050048828125,2799.0,2710.0,2714.14990234375,270207
2024-09-30,2847.495849609375,2850.050048828125,2869.949951171875,2715.89990234375,2750.050048828125,566141
2024-10-01,2888.209228515625,2890.800048828125,2910.0,2845.0,2850.050048828125,506273
2024-10-03,2847.44580078125,2850.0,2898.0,2790.0,2850.0,190481
2024-10-04,2749.083984375,2751.550048828125,2852.0,2738.0,2850.0,172880
2024-10-07,2635.285888671875,2637.64990234375,2885.0,2590.39990234375,2764.89990234375,604246
2024-10-08,2683.39306640625,2685.800048828125,2725.0,2607.0,2657.25,333629
2024-10-09,2711.61767578125,2714.050048828125,2749.0,2697.300048828125,2705.0,115737
2024-10-10,2684.142333984375,2686.550048828125,2790.0,2668.699951171875,2729.0,51017
2024-10-11,2699.728271484375,2702.14990234375,2737.0,2658.0,2695.0,60007
2024-10-14,2729.351806640625,2731.800048828125,2780.0,2701.0,2710.0,127294
2024-10-15,2855.838134765625,2858.39990234375,2880.0,2737.14990234375,2748.0,285167
2024-10-16,2922.32861328125,2924.949951171875,2967.0,2880.050048828125,2910.0,527500
2024-10-17,2853.4404296875,2856.0,2964.0,2822.0,2928.050048828125,137439
2024-10-18,3050.06396484375,3052.800048828125,3125.0,2780.64990234375,2855.949951171875,992436
2024-10-21,3027.783935546875,3030.5,3140.0,2952.0,3049.949951171875,455543
2024-10-22,2735.046630859375,2737.5,3009.0,2712.0,3008.0,383325
2024-10-23,2830.56103515625,2833.10009765625,2867.85009765625,2717.10009765625,2737.5,445185
2024-10-24,2765.6689453125,2768.14990234375,2861.35009765625,2750.0,2850.0,79987
2024-10-25,2636.485107421875,2638.85009765625,2774.5,2562.050048828125,2765.0,229456
2024-10-28,2743.8388671875,2746.300048828125,2927.0,2600.10009765625,2640.199951171875,1140458
2024-10-29,2733.1484375,2735.60009765625,2773.949951171875,2700.89990234375,2755.0,123557
2024-10-30,2692.83447265625,2695.25,2750.0,2675.0,2750.0,117948
2024-10-31,2740.341796875,2742.800048828125,2794.0,2683.85009765625,2700.0,222352
2024-11-01,2765.5693359375,2768.050048828125,2789.89990234375,2752.0,2758.800048828125,20759
2024-11-04,2746.736083984375,2749.199951171875,2766.0,2685.0,2760.75,138927
2024-11-05,2771.4638671875,2773.949951171875,2819.0,2732.64990234375,2741.0,148772
2024-11-06,2884.912109375,2887.5,2925.0,2775.0,2780.0,298128
2024-11-07,2836.805419921875,2839.35009765625,2917.75,2811.85009765625,2914.25,92031
2024-11-08,2782.4541015625,2784.949951171875,2847.550048828125,2765.10009765625,2842.25,63261
2024-11-11,2707.221435546875,2709.64990234375,2788.0,2700.0,2788.0,95909
2024-11-12,2706.721923828125,2709.14990234375,2775.0,2685.0,2719.35009765625,167595
2024-11-13,2555.657470703125,2557.949951171875,2695.0,2511.0,2695.0,262369
2024-11-14,2597.120361328125,2599.449951171875,2682.0,2561.699951171875,2561.699951171875,219481
2024-11-18,2544.567626953125,2546.85009765625,2659.25,2528.199951171875,2650.0,311356
2024-11-19,2564.999267578125,2567.300048828125,2630.0,2552.550048828125,2580.39990234375,91580
2024-11-21,2539.17236328125,2541.449951171875,2588.050048828125,2516.0,2563.25,93657
2024-11-22,2552.2607421875,2554.550048828125,2594.25,2523.199951171875,2544.949951171875,91915
2024-11-25,2653.22021484375,2655.60009765625,2685.0,2536.050048828125,2591.050048828125,307123
2024-11-26,2597.120361328125,2599.449951171875,2674.800048828125,2590.550048828125,2670.0,145739
2024-11-27,2793.69384765625,2796.199951171875,2817.0,2604.949951171875,2604.949951171875,584961
2024-11-28,2730.6005859375,2733.050048828125,2843.0,2717.35009765625,2812.949951171875,168347
2024-11-29,2750.3330078125,2752.800048828125,2799.949951171875,2697.050048828125,2734.550048828125,314721
2024-12-02,2838.05419921875,2840.60009765625,2849.449951171875,2725.0,2750.0,233340
2024-12-03,2851.142333984375,2853.699951171875,2919.10009765625,2821.39990234375,2846.5,228370
2024-12-04,2888.858642578125,2891.449951171875,2911.0,2835.0,2859.10009765625,194216
2024-12-05,2850.69287109375,2853.25,2980.0,2835.0,2910.0,133952
2024-12-06,2845.547607421875,2848.10009765625,2891.0,2825.0,2870.0,65524
2024-12-09,2823.817138671875,2826.35009765625,2899.0,2815.0,2848.10009765625,73454
2024-12-10,2799.138916015625,2801.64990234375,2853.949951171875,2790.050048828125,2842.0,118852
2024-12-11,2772.613037109375,2775.10009765625,2846.550048828125,2761.0,2813.800048828125,103713
2024-12-12,2768.31689453125,2770.800048828125,2790.550048828125,2711.10009765625,2788.800048828125,77059
2024-12-13,2749.0341796875,2751.5,2796.0,2712.050048828125,2769.300048828125,103739
2024-12-16,2759.67431640625,2762.14990234375,2835.35009765625,2751.199951171875,2755.10009765625,133861
2024-12-17,2710.66845703125,2713.10009765625,2779.85009765625,2690.0,2779.85009765625,138422
2024-12-18,2684.142333984375,2686.550048828125,2797.60009765625,2680.050048828125,2750.300048828125,177570
2024-12-19,2655.817626953125,2658.199951171875,2740.75,2628.5,2650.0,218634
2024-12-20,2626.044189453125,2628.39990234375,2706.60009765625,2606.60009765625,2669.0,132788
2024-12-23,2580.38525390625,2582.699951171875,2652.60009765625,2555.0,2628.949951171875,302588
2024-12-24,2542.219482421875,2544.5,2605.050048828125,2520.89990234375,2591.0,209722
2024-12-26,2502.85498046875,2505.10009765625,2553.949951171875,2491.0,2540.0,108094
2024-12-27,2501.306396484375,2503.550048828125,2537.0,2490.0,2510.0,138451
2024-12-30,2474.880126953125,2477.10009765625,2500.0,2450.10009765625,2471.14990234375,139684
2024-12-31,2506.401611328125,2508.64990234375,2519.0,2424.699951171875,2470.60009765625,134587
2025-01-01,2526.43359375,2528.699951171875,2552.0,2507.0,2508.64990234375,54148
2025-01-02,2463.290283203125,2465.5,2551.10009765625,2450.050048828125,2530.449951171875,105157
2025-01-03,2382.61279296875,2384.75,2494.0,2369.050048828125,2489.699951171875,123498
2025-01-06,2242.688232421875,2244.699951171875,2370.0,2226.0,2370.0,414077
2025-01-07,2309.628173828125,2311.699951171875,2324.5,2234.050048828125,2272.0,288430
2025-01-08,2225.603759765625,2227.60009765625,2289.949951171875,2205.0,2289.949951171875,303066
2025-01-09,2165.157958984375,2167.10009765625,2240.0,2152.25,2225.0,197209
2025-01-10,2070.492919921875,2072.35009765625,2188.949951171875,2043.5999755859375,2170.0,585143
2025-01-13,1893.50146484375,1895.199951171875,2063.14990234375,1878.199951171875,2063.14990234375,559176
2025-01-14,2008.0987548828125,2009.9000244140625,2023.800048828125,1879.25,1879.5999755859375,249424
2025-01-15,1981.1728515625,1982.949951171875,2035.300048828125,1942.6500244140625,2020.050048828125,162457
2025-01-16,2064.04833984375,2065.89990234375,2099.0,1989.949951171875,1989.949951171875,238420
2025-01-17,2032.4769287109375,2034.300048828125,2091.75,2022.699951171875,2050.0,92984
2025-01-20,2034.17529296875,2036.0,2043.9000244140625,1995.0,2038.0,137332
2025-01-21,1975.427978515625,1977.199951171875,2048.60009765625,1936.050048828125,2036.5999755859375,252447
2025-01-22,1844.1458740234375,1845.800048828125,1971.3499755859375,1798.25,1967.5999755859375,559257
2025-01-23,1935.2640380859375,1937.0,1965.0,1832.1500244140625,1832.1500244140625,290215
2025-01-24,1877.0162353515625,1878.699951171875,1955.5999755859375,1846.5,1940.0,112899
2025-01-27,1858.7825927734375,1860.449951171875,1900.0,1809.949951171875,1880.0999755859375,248349
2025-01-28,1901.7440185546875,1903.449951171875,1926.449951171875,1802.800048828125,1869.800048828125,204411
2025-01-29,1961.140869140625,1962.9000244140625,1970.9000244140625,1886.1500244140625,1905.0,148464
2025-01-30,1988.9658203125,1990.75,1998.1500244140625,1947.5,1962.9000244140625,72669
2025-01-31,2151.420166015625,2153.35009765625,2172.60009765625,1975.550048828125,1991.050048828125,369305
2025-02-01,2164.758056640625,2166.699951171875,2187.0,2063.0,2175.0,113460
2025-02-03,2091.27392578125,2093.14990234375,2150.0,2038.449951171875,2150.0,142926
2025-02-04,2196.479736328125,2198.449951171875,2229.0,2102.199951171875,2110.14990234375,292831
2025-02-05,2276.807861328125,2278.85009765625,2288.85009765625,2177.0,2250.0,186975
2025-02-06,2281.953125,2284.0,2292.75,2240.0,2288.0,81008
2025-02-07,2248.08349609375,2250.10009765625,2285.0,2223.64990234375,2276.0,80549
2025-02-10,2207.619873046875,2209.60009765625,2285.0,2188.050048828125,2250.39990234375,105890
2025-02-11,2101.71484375,2103.60009765625,2205.14990234375,2097.60009765625,2201.0,94633
2025-02-12,2132.137451171875,2134.050048828125,2147.85009765625,2011.9000244140625,2113.0,115772
2025-02-13,2097.8681640625,2099.75,2147.949951171875,2090.85009765625,2115.0,73392
2025-02-14,2066.845947265625,2068.699951171875,2118.25,1954.050048828125,2100.14990234375,81166
2025-02-17,2108.208984375,2110.10009765625,2129.5,1999.5,2074.699951171875,133292
2025-02-18,2062.69970703125,2064.550048828125,2130.0,2011.449951171875,2116.14990234375,137370
2025-02-19,2040.4697265625,2042.300048828125,2080.800048828125,2023.1500244140625,2034.0,94608
2025-02-20,2028.430419921875,2030.25,2058.550048828125,2012.0,2042.0,97953
2025-02-21,2060.6015625,2062.449951171875,2099.0,2021.050048828125,2033.9000244140625,170338
2025-02-24,1987.7169189453125,1989.5,2054.89990234375,1977.550048828125,2049.800048828125,191663
2025-02-25,1889.5550537109375,1891.25,2003.949951171875,1880.0,1990.0,141919
2025-02-27,1845.3447265625,1847.0,1916.949951171875,1770.0,1891.25,186589
2025-02-28,1861.43017578125,1863.0999755859375,1923.800048828125,1638.0,1808.0,1186573
2025-03-03,1988.416259765625,1990.199951171875,2063.800048828125,1721.699951171875,1882.0,1303381
2025-03-04,1999.3065185546875,2001.0999755859375,2014.0,1876.0,1940.0,571844
2025-03-05,1991.963134765625,1993.75,2044.0,1967.1500244140625,1974.8499755859375,235702
2025-03-06,1957.69384765625,1959.449951171875,2010.0,1940.550048828125,2001.3499755859375,185508
2025-03-07,1970.7822265625,1972.550048828125,2000.0,1947.1500244140625,1962.0,140812
2025-03-10,1907.5888671875,1909.300048828125,2015.0,1893.199951171875,1970.050048828125,131062
2025-03-11,1892.7520751953125,1894.449951171875,1926.9000244140625,1858.3499755859375,1900.0,116275
2025-03-12,1804.281494140625,1805.9000244140625,1936.9000244140625,1790.5,1888.1500244140625,226250
2025-03-13,1773.708984375,1775.300048828125,1842.25,1746.0,1823.949951171875,232115
2025-03-17,1758.2728271484375,1759.8499755859375,1808.75,1744.949951171875,1779.949951171875,180214
2025-03-18,1758.2728271484375,1759.8499755859375,1759.8499755859375,1759.8499755859375,1759.8499755859375,0
2025-03-19,1920.1776123046875,1921.9000244140625,1949.8499755859375,1875.949951171875,1884.6500244140625,291515
2025-03-20,1935.3140869140625,1937.050048828125,1970.0,1896.25,1923.050048828125,252783
2025-03-21,2036.5731201171875,2038.4000244140625,2055.0,1939.75,1939.75,314341
2025-03-24,2049.661376953125,2051.5,2090.0,2042.050048828125,2060.0,161415
2025-03-25,1967.635009765625,1969.4000244140625,2082.300048828125,1955.050048828125,2071.0,123500
2025-03-26,1947.053466796875,1948.800048828125,2035.300048828125,1933.550048828125,1951.5,343686
2025-03-27,1877.6656494140625,1879.3499755859375,1987.699951171875,1860.75,1960.0,440340
2025-03-28,1958.1435546875,1959.9000244140625,2025.0,1870.0,1903.5999755859375,431426
2025-04-01,1968.3843994140625,1970.1500244140625,2036.75,1922.25,2000.0,786441
2025-04-02,1954.646728515625,1956.4000244140625,1978.0,1937.75,1960.0,139778
2025-04-03,1953.1480712890625,1954.9000244140625,1978.6500244140625,1942.0,1956.3499755859375,99822
