Price,Adj Close,Close,High,Low,Open,Volume
Ticker,BIOCON.NS,BIOCON.NS,BIOCON.NS,BIOCON.NS,BIOCON.NS,BIOCON.NS
Date,,,,,,
2023-12-26,249.96890258789062,250.64999389648438,252.0,247.75,248.0,3586164
2023-12-27,252.06320190429688,252.75,255.6999969482422,250.85000610351562,252.14999389648438,2913019
2023-12-28,246.67788696289062,247.35000610351562,253.3000030517578,245.0,253.0500030517578,7352066
2023-12-29,248.97161865234375,249.64999389648438,250.75,247.39999389648438,247.39999389648438,2137811
2024-01-01,254.8555908203125,255.5500030517578,259.6499938964844,249.64999389648438,249.8000030517578,7038993
2024-01-02,265.4766540527344,266.20001220703125,267.70001220703125,255.85000610351562,257.6000061035156,17494142
2024-01-03,281.582763671875,282.3500061035156,284.5,265.6000061035156,267.95001220703125,28706243
2024-01-04,282.8293762207031,283.6000061035156,287.8500061035156,281.20001220703125,286.0,9653743
2024-01-05,290.5084228515625,291.29998779296875,294.5,278.70001220703125,285.3500061035156,12166860
2024-01-08,279.78765869140625,280.54998779296875,293.20001220703125,280.0,293.20001220703125,7064064
2024-01-09,280.4358825683594,281.20001220703125,286.79998779296875,280.5,283.1000061035156,3105303
2024-01-10,280.68524169921875,281.45001220703125,284.95001220703125,278.79998779296875,281.20001220703125,2847064
2024-01-11,281.33343505859375,282.1000061035156,286.5,281.25,282.95001220703125,3239162
2024-01-12,273.4549255371094,274.20001220703125,283.6499938964844,269.1000061035156,283.45001220703125,5430166
2024-01-15,280.336181640625,281.1000061035156,283.0,273.79998779296875,275.70001220703125,4445241
2024-01-16,286.8185119628906,287.6000061035156,288.70001220703125,276.29998779296875,282.25,13568999
2024-01-17,278.9399719238281,279.70001220703125,289.25,278.20001220703125,286.25,6926246
2024-01-18,279.538330078125,280.29998779296875,287.25,273.3500061035156,280.1499938964844,5337699
2024-01-19,275.3497619628906,276.1000061035156,283.45001220703125,275.25,282.0,4152394
2024-01-23,261.78668212890625,262.5,276.45001220703125,261.45001220703125,274.6000061035156,5447314
2024-01-24,263.7812805175781,264.5,266.3999938964844,260.8500061035156,262.5,4637208
2024-01-25,257.9970703125,258.70001220703125,266.3999938964844,257.0,266.29998779296875,3864418
2024-01-29,259.3932189941406,260.1000061035156,261.54998779296875,256.3999938964844,261.29998779296875,3314421
2024-01-30,259.29351806640625,260.0,264.3500061035156,259.04998779296875,262.0,2637680
2024-01-31,267.6706848144531,268.3999938964844,270.3500061035156,260.0,261.1499938964844,4943291
2024-02-01,269.2164611816406,269.95001220703125,273.6499938964844,266.1499938964844,268.29998779296875,4986173
2024-02-02,273.95355224609375,274.70001220703125,280.79998779296875,270.6000061035156,272.0,5660639
2024-02-05,283.87652587890625,284.6499938964844,289.5,275.3500061035156,275.95001220703125,10372100
2024-02-06,297.73870849609375,298.54998779296875,307.1000061035156,286.0,286.3999938964844,23649986
2024-02-07,289.4613037109375,290.25,304.0,284.3500061035156,304.0,11567515
2024-02-08,283.9264221191406,284.70001220703125,294.3500061035156,283.6000061035156,293.0,5818098
2024-02-09,272.6570739746094,273.3999938964844,291.04998779296875,271.5,280.95001220703125,16961839
2024-02-12,265.9753112792969,266.70001220703125,280.5,264.6000061035156,275.1000061035156,6238533
2024-02-13,266.47393798828125,267.20001220703125,274.29998779296875,261.0,267.0,5350604
2024-02-14,270.96173095703125,271.70001220703125,274.3999938964844,263.8999938964844,265.54998779296875,4842342
2024-02-15,273.55462646484375,274.29998779296875,278.0,272.5,273.70001220703125,4257799
2024-02-16,286.070556640625,286.8500061035156,290.0,275.54998779296875,276.0,12781234
2024-02-19,290.2591247558594,291.04998779296875,303.1000061035156,286.8500061035156,287.0,28508993
2024-02-20,280.4358825683594,281.20001220703125,289.6000061035156,280.0,286.75,10218574
2024-02-21,273.2554626464844,274.0,283.79998779296875,272.6499938964844,281.5,5852991
2024-02-22,270.06414794921875,270.79998779296875,275.79998779296875,268.0,275.0,4385098
2024-02-23,272.30804443359375,273.04998779296875,275.0,270.1000061035156,272.0,4763062
2024-02-26,272.20831298828125,272.95001220703125,275.95001220703125,269.1000061035156,274.79998779296875,4389040
2024-02-27,274.95086669921875,275.70001220703125,282.0,273.29998779296875,273.3999938964844,8810926
2024-02-28,270.3134765625,271.04998779296875,281.5,270.1000061035156,276.0,6304110
2024-02-29,275.7486572265625,276.5,277.6000061035156,267.45001220703125,272.6499938964844,5644851
2024-03-01,273.15570068359375,273.8999938964844,282.25,272.5,276.54998779296875,4963400
2024-03-04,278.14215087890625,278.8999938964844,287.20001220703125,275.70001220703125,277.8999938964844,17778466
2024-03-05,279.1893005371094,279.95001220703125,282.70001220703125,277.0,278.95001220703125,5524477
2024-03-06,273.75408935546875,274.5,280.8500061035156,269.25,280.0,6070958
2024-03-07,281.13397216796875,281.8999938964844,285.20001220703125,276.0,276.0,9041425
2024-03-11,278.44134521484375,279.20001220703125,286.20001220703125,278.1000061035156,284.0,4569107
2024-03-12,269.6153869628906,270.3500061035156,281.6499938964844,270.0,279.29998779296875,3628757
2024-03-13,252.16293334960938,252.85000610351562,273.45001220703125,250.39999389648438,271.0,7078060
2024-03-14,266.6733703613281,267.3999938964844,273.45001220703125,249.89999389648438,252.5,6106792
2024-03-15,250.9661865234375,251.64999389648438,262.6000061035156,250.25,262.0,10073254
2024-03-18,249.96890258789062,250.64999389648438,254.5500030517578,247.75,252.8000030517578,4693478
2024-03-19,245.0822296142578,245.75,252.39999389648438,245.0500030517578,250.8000030517578,4014805
2024-03-20,246.1792449951172,246.85000610351562,249.5500030517578,244.5500030517578,246.5,3465199
2024-03-21,248.02420043945312,248.6999969482422,252.3000030517578,247.5500030517578,248.5,3542830
2024-03-22,251.5146942138672,252.1999969482422,254.6999969482422,248.4499969482422,250.1999969482422,5586546
2024-03-26,256.999755859375,257.70001220703125,258.95001220703125,251.0,254.1999969482422,7271365
2024-03-27,255.9027557373047,256.6000061035156,263.25,255.85000610351562,256.95001220703125,7577249
2024-03-28,263.43218994140625,264.1499938964844,266.75,259.20001220703125,260.0,7744310
2024-04-01,268.9671630859375,269.70001220703125,272.6499938964844,265.5,265.5,3457178
2024-04-02,269.3161926269531,270.04998779296875,272.5,268.45001220703125,270.0,3294776
2024-04-03,271.8592529296875,272.6000061035156,274.95001220703125,269.75,271.95001220703125,3164455
2024-04-04,269.5156555175781,270.25,274.8500061035156,269.20001220703125,274.3999938964844,1849002
2024-04-05,270.2137451171875,270.95001220703125,272.8999938964844,269.0,270.95001220703125,2215292
2024-04-08,273.0559997558594,273.79998779296875,277.1000061035156,267.70001220703125,272.79998779296875,4185920
2024-04-09,270.5627746582031,271.29998779296875,276.95001220703125,269.5,275.45001220703125,2814928
2024-04-10,277.54376220703125,278.29998779296875,283.20001220703125,272.0,272.79998779296875,14611970
2024-04-12,273.2554626464844,274.0,283.1499938964844,273.1000061035156,280.0,6929503
2024-04-15,264.52923583984375,265.25,271.75,262.1000061035156,271.75,4071926
2024-04-16,263.0333251953125,263.75,269.0,262.25,264.79998779296875,3484465
2024-04-18,266.47393798828125,267.20001220703125,275.5,265.79998779296875,271.8999938964844,9499931
2024-04-19,260.93902587890625,261.6499938964844,265.3500061035156,259.8500061035156,265.0,5479033
2024-04-22,270.4132080078125,271.1499938964844,272.5,262.1499938964844,264.3999938964844,8601670
2024-04-23,279.38873291015625,280.1499938964844,281.0,271.29998779296875,275.0,10392195
2024-04-24,288.81304931640625,289.6000061035156,295.0,281.3999938964844,284.1000061035156,24783743
2024-04-25,290.85748291015625,291.6499938964844,293.70001220703125,287.8500061035156,292.0,7923803
2024-04-26,305.5673828125,306.3999938964844,313.3999938964844,292.0,292.0,45364974
2024-04-29,305.3180847167969,306.1499938964844,314.70001220703125,300.8500061035156,310.5,17313094
2024-04-30,297.73870849609375,298.54998779296875,307.0,297.3500061035156,306.8999938964844,5854305
2024-05-02,310.05517578125,310.8999938964844,313.04998779296875,296.5,300.0,15169926
2024-05-03,304.3706970214844,305.20001220703125,315.0,299.45001220703125,314.0,9554032
2024-05-06,299.7831726074219,300.6000061035156,309.0,299.20001220703125,307.45001220703125,5949489
2024-05-07,294.24822998046875,295.04998779296875,308.0,292.20001220703125,302.1000061035156,8939775
2024-05-08,306.165771484375,307.0,308.0,296.0,296.0,9296466
2024-05-09,297.8384704589844,298.6499938964844,312.29998779296875,297.0,308.04998779296875,9996765
2024-05-10,303.1739196777344,304.0,307.8999938964844,296.5,302.0,9538715
2024-05-13,300.830322265625,301.6499938964844,306.25,293.45001220703125,303.95001220703125,6333418
2024-05-14,310.05517578125,310.8999938964844,312.8999938964844,301.6499938964844,302.95001220703125,7379389
2024-05-15,311.0524597167969,311.8999938964844,321.20001220703125,309.1000061035156,314.0,16776785
2024-05-16,304.919189453125,305.75,316.6000061035156,302.5,315.0,8380049
2024-05-17,305.0188903808594,305.8500061035156,311.25,303.6499938964844,305.25,12344552
2024-05-21,306.76416015625,307.6000061035156,310.70001220703125,304.04998779296875,308.0,4862961
2024-05-22,307.11322021484375,307.95001220703125,311.5,304.5,310.5,3666833
2024-05-23,314.6427001953125,315.5,317.29998779296875,306.5,309.95001220703125,10367039
2024-05-24,318.58197021484375,319.45001220703125,331.0,316.3999938964844,317.29998779296875,31341057
2024-05-27,314.0942077636719,314.95001220703125,318.95001220703125,305.3999938964844,318.95001220703125,11540435
2024-05-28,316.8865661621094,317.75,320.0,311.0,313.0,8345701
2024-05-29,322.7206726074219,323.6000061035156,324.79998779296875,311.1000061035156,315.5,8347446
2024-05-30,310.0053405761719,310.8500061035156,325.79998779296875,308.54998779296875,324.1499938964844,9357893
2024-05-31,308.40966796875,309.25,314.79998779296875,307.25,312.0,5589376
2024-06-03,308.8085632324219,309.6499938964844,317.0,307.29998779296875,314.8999938964844,5311869
2024-06-04,290.1095275878906,290.8999938964844,310.0,269.54998779296875,310.0,17873006
2024-06-05,304.4205627441406,305.25,307.3500061035156,288.8999938964844,294.79998779296875,8516880
2024-06-06,331.8458251953125,332.75,335.75,306.79998779296875,308.04998779296875,17874585
2024-06-07,335.08697509765625,336.0,341.25,331.0,336.0,14591288
2024-06-10,338.97637939453125,339.8999938964844,345.25,336.54998779296875,338.0,7375334
2024-06-11,343.5140380859375,344.45001220703125,349.45001220703125,337.3999938964844,342.20001220703125,7100803
2024-06-12,337.9790954589844,338.8999938964844,345.95001220703125,330.1000061035156,345.95001220703125,5164721
2024-06-13,337.23114013671875,338.1499938964844,342.3999938964844,336.6000061035156,340.0,2407975
2024-06-14,333.8902282714844,334.79998779296875,339.70001220703125,334.1499938964844,338.1499938964844,5033189
2024-06-18,327.457763671875,328.3500061035156,332.54998779296875,326.5,330.0,6208267
2024-06-19,331.34716796875,332.25,339.20001220703125,327.79998779296875,330.0,7310198
2024-06-20,341.8684997558594,342.79998779296875,344.29998779296875,332.0,332.25,8166456
2024-06-21,344.7606201171875,345.70001220703125,351.0,340.1000061035156,345.5,9300900
2024-06-24,341.2701416015625,342.20001220703125,345.3999938964844,337.0,345.3999938964844,4460873
2024-06-25,338.3281555175781,339.25,345.54998779296875,336.29998779296875,344.0,3221011
2024-06-26,351.1930847167969,352.1499938964844,353.95001220703125,336.5,338.1000061035156,7782868
2024-06-27,345.20941162109375,346.1499938964844,353.70001220703125,342.0,353.6000061035156,4933878
2024-06-28,350.14593505859375,351.1000061035156,354.8999938964844,346.3500061035156,347.8500061035156,5816457
2024-07-01,356.6781311035156,357.6499938964844,359.3999938964844,348.25,352.6000061035156,9143802
2024-07-02,355.7307434082031,356.70001220703125,361.8999938964844,354.5,359.79998779296875,7001966
2024-07-03,360.46783447265625,361.45001220703125,365.8999938964844,356.54998779296875,357.1499938964844,6614689
2024-07-04,360.3182373046875,361.29998779296875,367.1499938964844,355.70001220703125,362.95001220703125,4658012
2024-07-05,369.7056884765625,370.20001220703125,371.3999938964844,360.1000061035156,361.0,7658844
2024-07-08,366.1604309082031,366.6499938964844,373.8500061035156,365.3999938964844,371.0,5022489
2024-07-09,362.5152893066406,363.0,369.3999938964844,361.04998779296875,369.29998779296875,2059302
2024-07-10,357.2723083496094,357.75,366.5,350.70001220703125,366.5,4383222
2024-07-11,354.0765686035156,354.54998779296875,359.8999938964844,351.5,359.8999938964844,3175235
2024-07-12,350.2816467285156,350.75,356.0,349.1000061035156,355.0,4058531
2024-07-15,358.6704406738281,359.1499938964844,361.5,350.75,352.0,4074238
2024-07-16,352.9281005859375,353.3999938964844,360.5,352.45001220703125,359.0,2060110
2024-07-18,342.74176025390625,343.20001220703125,353.3999938964844,340.95001220703125,353.3999938964844,3890681
2024-07-19,334.75244140625,335.20001220703125,344.20001220703125,334.04998779296875,343.29998779296875,3570488
2024-07-22,334.9022216796875,335.3500061035156,339.3999938964844,330.0,332.6499938964844,2886436
2024-07-23,336.5999450683594,337.04998779296875,338.54998779296875,320.3999938964844,338.3500061035156,3807462
2024-07-24,347.53533935546875,348.0,349.1000061035156,336.20001220703125,337.70001220703125,3384480
2024-07-25,361.3668518066406,361.8500061035156,363.8999938964844,342.3500061035156,346.1000061035156,6420578
2024-07-26,368.0079650878906,368.5,376.79998779296875,363.3500061035156,366.0,9109767
2024-07-29,361.3668518066406,361.8500061035156,370.79998779296875,359.79998779296875,370.79998779296875,4052190
2024-07-30,358.9700622558594,359.45001220703125,364.54998779296875,358.3999938964844,361.8999938964844,1660024
2024-07-31,361.8661804199219,362.3500061035156,366.79998779296875,360.3999938964844,360.54998779296875,2699613
2024-08-01,354.27630615234375,354.75,370.45001220703125,353.5,362.5,4177876
2024-08-02,355.62451171875,356.1000061035156,362.70001220703125,348.04998779296875,350.1499938964844,3828727
2024-08-05,339.9454650878906,340.3999938964844,352.8500061035156,333.70001220703125,344.04998779296875,5620180
2024-08-06,334.0533447265625,334.5,349.3999938964844,332.25,341.3999938964844,2981838
2024-08-07,346.3868713378906,346.8500061035156,348.04998779296875,335.29998779296875,342.0,3645534
2024-08-08,338.6971435546875,339.1499938964844,349.54998779296875,336.8500061035156,346.8999938964844,4003614
2024-08-09,336.5000915527344,336.95001220703125,345.0,332.6499938964844,339.1499938964844,10005232
2024-08-12,337.3988952636719,337.8500061035156,342.0,330.25,330.25,4281522
2024-08-13,336.64990234375,337.1000061035156,342.0,334.04998779296875,338.0,3360380
2024-08-14,327.2124938964844,327.6499938964844,338.0,323.3500061035156,337.6000061035156,3713151
2024-08-16,340.4947509765625,340.95001220703125,342.0,328.1000061035156,330.0,3040369
2024-08-19,344.339599609375,344.79998779296875,347.3999938964844,340.6499938964844,342.0,3453510
2024-08-20,346.2869873046875,346.75,350.8999938964844,343.29998779296875,346.5,4296486
2024-08-21,354.5259704589844,355.0,356.45001220703125,345.54998779296875,346.6499938964844,3548478
2024-08-22,356.02398681640625,356.5,359.04998779296875,353.70001220703125,357.3999938964844,2368633
2024-08-23,351.1305236816406,351.6000061035156,358.0,350.8500061035156,358.0,1312131
2024-08-26,352.7783203125,353.25,355.75,352.0,352.0,1350106
2024-08-27,352.27899169921875,352.75,356.25,351.8500061035156,353.5,1158652
2024-08-28,356.2237243652344,356.70001220703125,363.75,353.75,355.0,6636720
2024-08-29,354.97540283203125,355.45001220703125,364.95001220703125,350.04998779296875,364.0,5275221
2024-08-30,358.6205139160156,359.1000061035156,362.95001220703125,355.54998779296875,355.54998779296875,2738006
2024-09-02,362.9147644042969,363.3999938964844,368.0,359.0,368.0,5156434
2024-09-03,361.416748046875,361.8999938964844,366.70001220703125,361.04998779296875,364.75,2513914
2024-09-04,378.8934020996094,379.3999938964844,383.20001220703125,355.25,359.95001220703125,12159916
2024-09-05,382.33880615234375,382.8500061035156,394.70001220703125,380.70001220703125,385.0,17885888
2024-09-06,373.2010192871094,373.70001220703125,385.8999938964844,369.04998779296875,383.70001220703125,7030758
2024-09-09,377.0958251953125,377.6000061035156,379.6499938964844,366.1499938964844,373.1499938964844,6395312
2024-09-10,386.08380126953125,386.6000061035156,389.79998779296875,378.25,382.0,9473666
2024-09-11,384.7855224609375,385.29998779296875,394.8999938964844,382.5,390.20001220703125,11687316
2024-09-12,376.0971374511719,376.6000061035156,393.8500061035156,374.8500061035156,389.1000061035156,8824201
2024-09-13,378.4440002441406,378.95001220703125,383.79998779296875,372.45001220703125,378.45001220703125,5555196
2024-09-16,390.6776428222656,391.20001220703125,394.8500061035156,380.29998779296875,382.5,7932099
2024-09-17,375.34814453125,375.8500061035156,395.79998779296875,374.29998779296875,393.6000061035156,10455441
2024-09-18,363.1644287109375,363.6499938964844,375.75,360.0,375.0,6911164
2024-09-19,361.0173034667969,361.5,369.0,351.0,365.0,6351383
2024-09-20,364.8621826171875,365.3500061035156,367.20001220703125,360.3999938964844,363.29998779296875,4175049
2024-09-23,369.8554992675781,370.3500061035156,372.8500061035156,363.6000061035156,365.3500061035156,3890925
2024-09-24,375.34814453125,375.8500061035156,378.0,366.04998779296875,370.3500061035156,4468287
2024-09-25,370.95404052734375,371.45001220703125,381.79998779296875,368.6000061035156,377.79998779296875,5125312
2024-09-26,372.3521423339844,372.8500061035156,374.70001220703125,368.25,372.0,3506872
2024-09-27,368.35748291015625,368.8500061035156,378.75,367.8999938964844,375.95001220703125,4580392
2024-09-30,362.61517333984375,363.1000061035156,369.20001220703125,361.1499938964844,362.0,3231111
2024-10-01,370.15509033203125,370.6499938964844,371.79998779296875,361.8500061035156,362.3999938964844,2195117
2024-10-03,356.07391357421875,356.54998779296875,369.3500061035156,352.75,362.3999938964844,3235274
2024-10-04,345.8875427246094,346.3500061035156,360.1499938964844,345.1000061035156,359.3500061035156,5693848
2024-10-07,339.5460205078125,340.0,349.3999938964844,334.6000061035156,346.54998779296875,5769251
2024-10-08,342.242431640625,342.70001220703125,345.3500061035156,335.95001220703125,339.5,2950082
2024-10-09,346.5865783691406,347.04998779296875,352.70001220703125,343.45001220703125,345.0,1874883
2024-10-10,345.3382568359375,345.79998779296875,351.75,344.79998779296875,349.70001220703125,1469718
2024-10-11,345.68780517578125,346.1499938964844,349.29998779296875,344.45001220703125,345.8999938964844,1211519
2024-10-14,346.0373229980469,346.5,348.1000061035156,343.1499938964844,347.04998779296875,1249060
2024-10-15,351.729736328125,352.20001220703125,353.3500061035156,346.3500061035156,347.0,2051189
2024-10-16,346.1871337890625,346.6499938964844,353.3999938964844,343.1499938964844,351.8500061035156,1554072
2024-10-17,338.5972595214844,339.04998779296875,348.45001220703125,337.6499938964844,348.3999938964844,1768096
2024-10-18,339.49609375,339.95001220703125,342.54998779296875,332.5,337.45001220703125,2364315
2024-10-21,336.949462890625,337.3999938964844,343.1499938964844,335.3500061035156,340.0,2490409
2024-10-22,325.3649597167969,325.79998779296875,339.6000061035156,324.54998779296875,336.04998779296875,3431583
2024-10-23,324.7657775878906,325.20001220703125,333.70001220703125,322.95001220703125,324.0,3082744
2024-10-24,322.21917724609375,322.6499938964844,329.04998779296875,320.25,327.8999938964844,1978924
2024-10-25,311.5834045410156,312.0,324.6499938964844,304.6499938964844,322.70001220703125,3282892
2024-10-28,323.3177185058594,323.75,325.75,313.25,313.95001220703125,1994728
2024-10-29,326.5633544921875,327.0,328.5,315.75,323.79998779296875,2547066
2024-10-30,320.27178955078125,320.70001220703125,327.3999938964844,319.20001220703125,324.0,5277837
2024-10-31,315.67791748046875,316.1000061035156,323.1000061035156,303.0,305.5,13655954
2024-11-01,317.3756408691406,317.79998779296875,318.8999938964844,315.3999938964844,316.20001220703125,536689
2024-11-04,310.48486328125,310.8999938964844,317.5,306.1000061035156,317.5,3983931
2024-11-05,315.2784729003906,315.70001220703125,316.8999938964844,309.25,310.8999938964844,2332169
2024-11-06,322.4189147949219,322.8500061035156,324.79998779296875,315.70001220703125,318.04998779296875,2183502
2024-11-07,327.5620422363281,328.0,329.5,322.1499938964844,323.8999938964844,3711683
2024-11-08,320.8709716796875,321.29998779296875,331.8999938964844,319.6000061035156,329.0,3218359
2024-11-11,348.2344055175781,348.70001220703125,350.79998779296875,326.0,329.0,22071949
2024-11-12,347.0360107421875,347.5,353.54998779296875,345.8500061035156,348.70001220703125,5707023
2024-11-13,331.1072692871094,331.54998779296875,346.8999938964844,328.5,345.20001220703125,3915358
2024-11-14,335.3515930175781,335.79998779296875,339.8500061035156,330.54998779296875,333.8500061035156,4264527
2024-11-18,324.91558837890625,325.3500061035156,337.6499938964844,324.70001220703125,336.45001220703125,2389049
2024-11-19,326.61328125,327.04998779296875,334.20001220703125,325.20001220703125,326.95001220703125,1376851
2024-11-21,322.6685791015625,323.1000061035156,328.3999938964844,319.5,327.29998779296875,1816318
2024-11-22,331.057373046875,331.5,332.6000061035156,322.6000061035156,323.1000061035156,1533051
2024-11-25,335.90087890625,336.3500061035156,338.95001220703125,333.54998779296875,335.0,1449701
2024-11-26,352.1791076660156,352.6499938964844,355.45001220703125,336.04998779296875,336.3500061035156,5258746
2024-11-27,358.1711120605469,358.6499938964844,360.0,349.20001220703125,354.0,5405033
2024-11-28,363.46405029296875,363.95001220703125,366.6499938964844,358.04998779296875,360.0,3951858
2024-11-29,364.66241455078125,365.1499938964844,368.29998779296875,361.3500061035156,361.3999938964844,2323081
2024-12-02,374.84881591796875,375.3500061035156,380.0,368.04998779296875,375.0,9412158
2024-12-03,373.350830078125,373.8500061035156,377.20001220703125,372.79998779296875,374.45001220703125,1730134
2024-12-04,379.1930236816406,379.70001220703125,381.0,369.1000061035156,373.8999938964844,3567460
2024-12-05,374.7489318847656,375.25,381.3999938964844,372.5,380.0,1805601
2024-12-06,379.5425109863281,380.04998779296875,381.5,372.75,376.5,2246090
2024-12-09,369.10650634765625,369.6000061035156,380.79998779296875,363.95001220703125,378.0,4676618
2024-12-10,368.70703125,369.20001220703125,374.95001220703125,364.0,370.0,2044166
2024-12-11,367.35882568359375,367.8500061035156,372.20001220703125,367.0,367.5,994507
2024-12-12,356.2237243652344,356.70001220703125,369.3500061035156,355.5,368.3999938964844,1766527
2024-12-13,352.32891845703125,352.79998779296875,356.79998779296875,346.75,356.0,2638692
2024-12-16,353.22772216796875,353.70001220703125,358.6499938964844,350.75,357.0,2170312
2024-12-17,350.4814147949219,350.95001220703125,354.8500061035156,349.45001220703125,354.0,1545233
2024-12-18,347.5852355957031,348.04998779296875,357.79998779296875,346.45001220703125,349.1000061035156,3312516
2024-12-19,349.8822021484375,350.3500061035156,351.54998779296875,342.5,345.0,1729883
2024-12-20,335.5014343261719,335.95001220703125,351.29998779296875,335.1499938964844,350.0,2889197
2024-12-23,329.1099548339844,329.54998779296875,339.6000061035156,329.0,338.45001220703125,2007668
2024-12-24,344.0400085449219,344.5,347.70001220703125,332.04998779296875,332.54998779296875,6890831
2024-12-26,345.9873962402344,346.45001220703125,347.8999938964844,339.8999938964844,342.75,3134559
2024-12-27,352.0792541503906,352.54998779296875,353.8999938964844,346.45001220703125,346.75,2606743
2024-12-30,367.20904541015625,367.70001220703125,368.95001220703125,352.20001220703125,355.0,8766841
2024-12-31,364.8621826171875,365.3500061035156,368.5,361.04998779296875,365.75,1638414
2025-01-01,368.30755615234375,368.79998779296875,370.3500061035156,362.70001220703125,366.8999938964844,1559938
2025-01-02,372.7516174316406,373.25,374.0,367.29998779296875,368.79998779296875,2019572
2025-01-03,368.7569580078125,369.25,377.0,368.0,376.95001220703125,2143230
2025-01-06,357.6218566894531,358.1000061035156,372.79998779296875,356.75,369.45001220703125,1962539
2025-01-07,381.8394775390625,382.3500061035156,388.95001220703125,363.1000061035156,363.1000061035156,19915058
2025-01-08,370.7043762207031,371.20001220703125,383.6499938964844,368.3999938964844,381.0,3256228
2025-01-09,370.20501708984375,370.70001220703125,376.0,369.0,371.20001220703125,1698790
2025-01-10,360.4680480957031,360.95001220703125,370.54998779296875,357.95001220703125,369.95001220703125,2223573
2025-01-13,364.7123718261719,365.20001220703125,377.5,360.45001220703125,371.0,23779837
2025-01-14,387.13238525390625,387.6499938964844,391.20001220703125,370.25,371.8500061035156,16972762
2025-01-15,381.53985595703125,382.04998779296875,391.5,378.45001220703125,390.1000061035156,6005133
2025-01-16,392.6250305175781,393.1499938964844,396.75,382.1000061035156,384.04998779296875,10454325
2025-01-17,393.17431640625,393.70001220703125,397.79998779296875,387.3500061035156,394.0,6070039
2025-01-20,401.0138244628906,401.54998779296875,402.8999938964844,390.75,395.0,8026751
2025-01-21,390.02850341796875,390.54998779296875,404.70001220703125,389.25,403.0,4681084
2025-01-22,387.5318298339844,388.04998779296875,392.3500061035156,380.1000061035156,390.54998779296875,2830379
2025-01-23,396.7695007324219,397.29998779296875,399.6499938964844,385.54998779296875,385.54998779296875,3214357
2025-01-24,387.7315979003906,388.25,397.79998779296875,386.3999938964844,397.29998779296875,2939290
2025-01-27,369.755615234375,370.25,388.25,369.3999938964844,388.25,3292383
2025-01-28,359.41943359375,359.8999938964844,372.45001220703125,350.3999938964844,372.0,3909804
2025-01-29,355.2250671386719,355.70001220703125,371.3500061035156,351.79998779296875,360.20001220703125,4128263
2025-01-30,356.5233154296875,357.0,362.3500061035156,353.25,358.0,3459428
2025-01-31,362.0658874511719,362.54998779296875,370.8999938964844,347.1000061035156,347.1000061035156,7341863
2025-02-01,369.9553527832031,370.45001220703125,375.6499938964844,358.5,361.25,2156378
2025-02-03,363.96337890625,364.45001220703125,367.79998779296875,359.3999938964844,364.95001220703125,1613162
2025-02-04,370.5545349121094,371.04998779296875,373.6499938964844,366.5,367.0,2847492
2025-02-05,389.7289123535156,390.25,393.75,371.45001220703125,371.45001220703125,7674111
2025-02-06,396.41998291015625,396.95001220703125,399.6000061035156,390.25,390.25,6664546
2025-02-07,386.28350830078125,386.79998779296875,398.95001220703125,385.1499938964844,396.95001220703125,2413427
2025-02-10,376.6463928222656,377.1499938964844,386.20001220703125,374.20001220703125,385.95001220703125,1726831
2025-02-11,361.5166320800781,362.0,378.70001220703125,360.0,378.54998779296875,1959111
2025-02-12,355.4747314453125,355.95001220703125,361.95001220703125,342.75,360.95001220703125,3963839
2025-02-13,358.8202209472656,359.29998779296875,368.54998779296875,358.20001220703125,358.20001220703125,2780469
2025-02-14,348.883544921875,349.3500061035156,362.75,344.25,362.75,3103224
2025-02-17,347.0859069824219,347.54998779296875,352.8500061035156,338.0,349.29998779296875,2799003
2025-02-18,337.7484130859375,338.20001220703125,351.1000061035156,334.1499938964844,351.1000061035156,3284422
2025-02-19,336.35028076171875,336.79998779296875,339.95001220703125,329.6000061035156,336.1000061035156,3227705
2025-02-20,335.5513610839844,336.0,337.29998779296875,329.8500061035156,335.0,3698825
2025-02-21,322.0693664550781,322.5,339.0,320.3999938964844,336.0,5201717
2025-02-24,320.4216003417969,320.8500061035156,325.25,315.6000061035156,320.0,2522998
2025-02-25,320.7711181640625,321.20001220703125,329.0,319.6000061035156,324.04998779296875,4105011
2025-02-27,311.43359375,311.8500061035156,322.79998779296875,308.6499938964844,322.25,3877068
2025-02-28,302.0461730957031,302.45001220703125,311.79998779296875,298.54998779296875,311.75,4697901
2025-03-03,304.6426696777344,305.04998779296875,306.1499938964844,291.0,304.0,3555060
2025-03-04,314.379638671875,314.79998779296875,315.6499938964844,297.3999938964844,303.79998779296875,3678170
2025-03-05,324.416259765625,324.8500061035156,325.95001220703125,316.75,317.75,5199973
2025-03-06,332.55535888671875,333.0,334.6499938964844,324.29998779296875,326.8500061035156,3181206
2025-03-07,333.2544250488281,333.70001220703125,338.8999938964844,331.8999938964844,335.79998779296875,3889175
2025-03-10,327.7118225097656,328.1499938964844,337.1000061035156,326.5,335.0,1955824
2025-03-11,328.4608154296875,328.8999938964844,331.20001220703125,322.95001220703125,325.20001220703125,1517485
2025-03-12,324.6659240722656,325.1000061035156,330.8999938964844,323.3999938964844,328.1499938964844,1782978
2025-03-13,322.6186218261719,323.04998779296875,326.5,321.5,326.0,1439684
