Price,Adj Close,Close,High,Low,Open,Volume
2024-01-04,1220.35888671875,1226.0,1248.0,1194.8499755859375,1205.050048828125,156733
2024-01-05,1245.393310546875,1251.1500244140625,1256.949951171875,1227.8499755859375,1235.0,124393
2024-01-08,1284.2137451171875,1290.1500244140625,1297.199951171875,1251.1500244140625,1251.1500244140625,165140
2024-01-09,1295.85986328125,1301.8499755859375,1329.8499755859375,1270.050048828125,1320.0,162536
2024-01-10,1306.709716796875,1312.75,1329.0,1259.699951171875,1295.0,171210
2024-01-11,1288.7926025390625,1294.75,1322.199951171875,1282.3499755859375,1302.300048828125,277321
2024-01-12,1277.295654296875,1283.199951171875,1309.949951171875,1271.1500244140625,1294.050048828125,100308
2024-01-15,1277.295654296875,1283.199951171875,1283.199951171875,1283.199951171875,1283.199951171875,0
2024-01-16,1273.015625,1278.9000244140625,1298.0,1267.6500244140625,1285.0,107201
2024-01-17,1229.9644775390625,1235.6500244140625,1281.0,1225.5999755859375,1277.0,109860
2024-01-18,1279.2864990234375,1285.199951171875,1292.949951171875,1241.550048828125,1241.550048828125,154731
2024-01-19,1257.238525390625,1263.050048828125,1305.449951171875,1255.199951171875,1290.0999755859375,109305
2024-01-23,1229.7156982421875,1235.4000244140625,1262.5,1208.199951171875,1261.0,122857
2024-01-24,1217.67138671875,1223.300048828125,1251.949951171875,1213.0,1235.4000244140625,90848
2024-01-25,1211.400390625,1217.0,1228.0,1201.5999755859375,1201.5999755859375,112374
2024-01-29,1233.7967529296875,1239.5,1246.0,1207.0999755859375,1217.0,44575
2024-01-30,1216.6759033203125,1222.300048828125,1240.0,1206.800048828125,1239.5,149415
2024-01-31,1211.99755859375,1217.5999755859375,1234.0999755859375,1209.949951171875,1221.9000244140625,129301
2024-02-01,1186.1170654296875,1191.5999755859375,1225.4000244140625,1176.0,1225.0,104873
2024-02-02,1176.5614013671875,1182.0,1193.449951171875,1172.550048828125,1191.5999755859375,113664
2024-02-05,1176.4119873046875,1181.8499755859375,1208.699951171875,1170.5,1182.0,106889
2024-02-06,1220.9560546875,1226.5999755859375,1230.0,1188.25,1190.0,180148
2024-02-07,1243.153564453125,1248.9000244140625,1263.5999755859375,1216.4000244140625,1253.25,175820
2024-02-08,1239.0723876953125,1244.800048828125,1273.3499755859375,1223.050048828125,1249.949951171875,143005
2024-02-09,1236.0364990234375,1241.75,1255.0,1222.0,1244.8499755859375,157864
2024-02-12,1248.32958984375,1254.0999755859375,1264.300048828125,1204.949951171875,1245.0,85133
2024-02-13,1269.9298095703125,1275.800048828125,1284.0999755859375,1244.199951171875,1264.9000244140625,122428
2024-02-14,1311.537353515625,1317.5999755859375,1333.25,1256.550048828125,1276.5,133114
2024-02-15,1263.80810546875,1269.6500244140625,1342.449951171875,1263.050048828125,1328.199951171875,152507
2024-02-16,1244.7958984375,1250.550048828125,1284.5,1228.449951171875,1275.550048828125,117484
2024-02-19,1254.8494873046875,1260.6500244140625,1271.0,1230.1500244140625,1250.5999755859375,80382
2024-02-20,1261.269775390625,1267.0999755859375,1303.3499755859375,1253.0,1270.0999755859375,203447
2024-02-21,1269.2330322265625,1275.0999755859375,1292.949951171875,1261.449951171875,1273.300048828125,85571
2024-02-22,1273.2144775390625,1279.0999755859375,1290.0,1255.0,1279.050048828125,78633
2024-02-23,1274.508544921875,1280.4000244140625,1292.449951171875,1272.0,1285.0999755859375,42540
2024-02-26,1287.39892578125,1293.3499755859375,1304.0,1273.300048828125,1286.0999755859375,60106
2024-02-27,1280.43115234375,1286.3499755859375,1299.0,1272.5,1293.0,52081
2024-02-28,1422.6239013671875,1429.199951171875,1487.6500244140625,1285.0999755859375,1294.0,3226540
2024-02-29,1350.955078125,1357.199951171875,1430.0,1323.0,1429.199951171875,1725272
2024-03-01,1319.2020263671875,1325.300048828125,1403.550048828125,1272.0999755859375,1357.199951171875,527031
2024-03-04,1193.532958984375,1199.050048828125,1297.449951171875,1188.550048828125,1285.0,623023
2024-03-05,1151.8258056640625,1157.1500244140625,1223.8499755859375,1141.0,1199.0,711972
2024-03-06,1116.78759765625,1121.949951171875,1169.9000244140625,1114.050048828125,1161.9000244140625,313487
2024-03-07,1123.85498046875,1129.050048828125,1165.949951171875,1123.6500244140625,1140.0,280893
2024-03-11,1128.384033203125,1133.5999755859375,1153.949951171875,1127.699951171875,1134.949951171875,171123
2024-03-12,1095.0382080078125,1100.0999755859375,1143.0,1097.300048828125,1143.0,234993
2024-03-13,1099.3184814453125,1104.4000244140625,1140.0,1091.0,1091.0,508399
2024-03-14,1103.3497314453125,1108.449951171875,1161.75,1099.6500244140625,1107.550048828125,156902
2024-03-15,1101.0106201171875,1106.0999755859375,1136.699951171875,1100.0,1117.0,79682
2024-03-18,1122.1131591796875,1127.300048828125,1141.699951171875,1105.0,1119.0,100226
2024-03-19,1172.5797119140625,1178.0,1209.0,1121.550048828125,1128.4000244140625,606491
2024-03-20,1270.974853515625,1276.8499755859375,1319.9000244140625,1175.300048828125,1178.0,439683
2024-03-21,1235.9368896484375,1241.6500244140625,1278.949951171875,1227.949951171875,1276.8499755859375,329073
2024-03-22,1242.60595703125,1248.3499755859375,1273.949951171875,1221.050048828125,1240.550048828125,198537
2024-03-26,1252.958251953125,1258.75,1286.300048828125,1208.050048828125,1237.050048828125,141386
2024-03-27,1248.080810546875,1253.8499755859375,1268.3499755859375,1236.0,1261.199951171875,108373
2024-03-28,1291.5797119140625,1297.550048828125,1325.0,1244.050048828125,1265.5999755859375,203593
2024-04-01,1345.8289794921875,1352.050048828125,1364.0,1300.949951171875,1310.0,165882
2024-04-02,1353.8916015625,1360.1500244140625,1390.0,1332.550048828125,1360.0,592650
2024-04-03,1327.9615478515625,1334.0999755859375,1364.800048828125,1320.0,1354.550048828125,363841
2024-04-04,1363.3480224609375,1369.6500244140625,1394.3499755859375,1339.5,1360.0,206873
2024-04-05,1343.1910400390625,1349.4000244140625,1374.0,1340.0,1365.0,89586
2024-04-08,1369.768310546875,1376.0999755859375,1392.300048828125,1354.3499755859375,1368.75,87158
2024-04-09,1350.35791015625,1356.5999755859375,1389.75,1340.300048828125,1389.75,68765
2024-04-10,1333.386474609375,1339.550048828125,1362.1500244140625,1323.5,1362.1500244140625,62523
2024-04-12,1334.4814453125,1340.6500244140625,1368.9000244140625,1327.050048828125,1348.0,102530
2024-04-15,1314.573486328125,1320.6500244140625,1350.699951171875,1304.300048828125,1350.6500244140625,90659
2024-04-16,1306.062744140625,1312.0999755859375,1321.800048828125,1300.3499755859375,1300.3499755859375,28348
2024-04-18,1294.217529296875,1300.199951171875,1319.449951171875,1287.0,1306.0,97362
2024-04-19,1295.5614013671875,1301.550048828125,1314.449951171875,1292.0,1298.0,45079
2024-04-22,1291.5797119140625,1297.550048828125,1310.9000244140625,1291.0,1304.1500244140625,71839
2024-04-23,1338.662109375,1344.8499755859375,1351.949951171875,1297.0,1301.4000244140625,79524
2024-04-24,1350.0594482421875,1356.300048828125,1369.800048828125,1348.0,1365.4000244140625,98371
2024-04-25,1310.143798828125,1316.199951171875,1363.0,1305.050048828125,1356.0,142693
2024-04-26,1337.3681640625,1343.550048828125,1353.449951171875,1322.050048828125,1330.449951171875,77137
2024-04-29,1355.8326416015625,1362.0999755859375,1369.949951171875,1335.0,1350.0,78582
2024-04-30,1368.872314453125,1375.199951171875,1380.0,1366.0,1378.5999755859375,95666
2024-05-02,1383.4052734375,1389.800048828125,1430.0,1374.0999755859375,1391.75,361512
2024-05-03,1457.2637939453125,1464.0,1490.0,1396.0,1396.0,512024
2024-05-06,1564.0701904296875,1571.300048828125,1649.0,1471.1500244140625,1480.0,2226036
2024-05-07,1443.2784423828125,1449.949951171875,1562.949951171875,1440.0,1562.949951171875,537368
2024-05-08,1347.77001953125,1354.0,1448.0,1336.0,1446.75,849531
2024-05-09,1393.80712890625,1400.25,1419.949951171875,1363.75,1363.9000244140625,581934
2024-05-10,1396.942626953125,1403.4000244140625,1431.9000244140625,1355.550048828125,1403.0,182396
2024-05-13,1353.7921142578125,1360.050048828125,1407.75,1338.1500244140625,1405.800048828125,196559
2024-05-14,1348.9146728515625,1355.1500244140625,1375.75,1340.0,1360.0,60292
2024-05-15,1327.015869140625,1333.1500244140625,1366.0,1320.949951171875,1366.0,100885
2024-05-16,1341.7974853515625,1348.0,1369.9000244140625,1338.800048828125,1338.800048828125,60824
2024-05-17,1335.5762939453125,1341.75,1370.0,1331.050048828125,1370.0,79150
2024-05-21,1321.7901611328125,1327.9000244140625,1374.0,1323.300048828125,1360.0,186330
2024-05-22,1253.4559326171875,1259.25,1329.5,1254.0,1329.5,383883
2024-05-23,1243.750732421875,1249.5,1260.949951171875,1243.050048828125,1260.0,106938
2024-05-24,1239.3212890625,1245.050048828125,1259.699951171875,1204.0,1259.699951171875,368651
2024-05-27,1247.234619140625,1253.0,1264.699951171875,1218.0999755859375,1246.050048828125,142879
2024-05-28,1262.4642333984375,1268.300048828125,1295.0,1242.0,1253.0,212794
2024-05-29,1242.65576171875,1248.4000244140625,1279.0,1240.949951171875,1268.300048828125,62687
2024-05-30,1225.2861328125,1230.949951171875,1260.9000244140625,1220.1500244140625,1260.9000244140625,78387
2024-05-31,1294.7152099609375,1300.699951171875,1312.949951171875,1222.0999755859375,1233.4000244140625,331147
2024-06-03,1276.748291015625,1282.6500244140625,1350.0,1267.3499755859375,1333.0,195934
2024-06-04,1250.220947265625,1256.0,1285.0,1220.0,1285.0,135522
2024-06-05,1276.2506103515625,1282.1500244140625,1320.0,1233.0,1242.0999755859375,192470
2024-06-06,1303.2757568359375,1309.300048828125,1324.4000244140625,1264.050048828125,1284.4000244140625,306010
2024-06-07,1302.3299560546875,1308.3499755859375,1325.949951171875,1290.0,1290.0,63530
2024-06-10,1294.1678466796875,1300.1500244140625,1345.0,1295.0,1328.0,166588
2024-06-11,1291.4302978515625,1297.4000244140625,1312.1500244140625,1295.0,1302.0,115858
2024-06-12,1323.5816650390625,1329.699951171875,1334.199951171875,1307.0,1310.0,146621
2024-06-13,1301.931884765625,1307.949951171875,1362.1500244140625,1297.25,1348.0,321529
2024-06-14,1303.922607421875,1309.949951171875,1326.5,1300.0,1316.5999755859375,245722
2024-06-18,1314.473876953125,1320.550048828125,1327.3499755859375,1310.0,1324.5,173331
2024-06-19,1291.9281005859375,1297.9000244140625,1336.25,1292.5,1328.0,180866
2024-06-20,1288.294921875,1294.25,1314.550048828125,1281.0,1302.0,67894
2024-06-21,1294.36669921875,1300.3499755859375,1310.5999755859375,1281.0999755859375,1310.5999755859375,107572
2024-06-24,1264.7039794921875,1270.550048828125,1305.0,1260.949951171875,1303.0,139075
2024-06-25,1265.550048828125,1271.4000244140625,1287.0,1260.0999755859375,1275.0,80801
2024-06-26,1269.1334228515625,1275.0,1295.0,1266.800048828125,1271.5,104928
2024-06-27,1254.1029052734375,1259.9000244140625,1286.949951171875,1256.199951171875,1277.5,87434
2024-06-28,1240.1175537109375,1245.8499755859375,1268.0,1242.5,1260.0,57733
2024-07-01,1250.5692138671875,1256.3499755859375,1266.0,1243.050048828125,1255.0,35322
2024-07-02,1250.7684326171875,1256.550048828125,1263.199951171875,1245.0,1260.0999755859375,98135
2024-07-03,1289.8875732421875,1295.8499755859375,1303.0,1255.050048828125,1264.949951171875,140626
2024-07-04,1310.5419921875,1316.5999755859375,1326.800048828125,1300.0,1302.25,102854
2024-07-05,1292.3759765625,1298.3499755859375,1329.25,1273.75,1329.0,132914
2024-07-08,1282.0238037109375,1287.949951171875,1300.5999755859375,1265.25,1294.6500244140625,85402
2024-07-09,1253.4559326171875,1259.25,1295.0,1255.1500244140625,1289.949951171875,88228
2024-07-10,1261.66796875,1267.5,1277.0999755859375,1245.0,1269.5,80877
2024-07-11,1244.2484130859375,1250.0,1274.0,1247.550048828125,1271.449951171875,77788
2024-07-12,1224.3404541015625,1230.0,1259.199951171875,1229.050048828125,1250.0999755859375,104797
2024-07-15,1204.1339111328125,1209.699951171875,1239.300048828125,1198.0,1230.0,114664
2024-07-16,1179.9456787109375,1185.4000244140625,1216.1500244140625,1180.0,1215.0,271410
2024-07-18,1158.84326171875,1164.199951171875,1185.5,1147.25,1185.4000244140625,369030
2024-07-19,1158.146484375,1163.5,1195.0,1157.800048828125,1160.199951171875,220775
2024-07-22,1140.4781494140625,1145.75,1180.0,1138.0,1167.9000244140625,199375
2024-07-23,1119.919189453125,1122.1500244140625,1155.75,1113.8499755859375,1152.3499755859375,177250
2024-07-24,1102.9029541015625,1105.0999755859375,1138.800048828125,1097.699951171875,1124.699951171875,393044
2024-07-25,1146.366455078125,1148.6500244140625,1154.9000244140625,1079.0999755859375,1099.0,858002
2024-07-26,1167.37451171875,1169.699951171875,1174.4000244140625,1140.5,1153.0,148866
2024-07-29,1170.9674072265625,1173.300048828125,1206.9000244140625,1162.0,1190.3499755859375,153209
2024-07-30,1181.8956298828125,1184.25,1192.1500244140625,1154.199951171875,1173.4000244140625,160555
2024-07-31,1182.195068359375,1184.550048828125,1204.4000244140625,1176.75,1185.800048828125,120810
2024-08-01,1192.2750244140625,1194.6500244140625,1199.0,1178.0,1187.199951171875,123551
2024-08-02,1186.3367919921875,1188.699951171875,1201.8499755859375,1180.0,1194.0,89404
2024-08-05,1165.578125,1167.9000244140625,1184.3499755859375,1143.0,1143.0,106402
2024-08-06,1192.374755859375,1194.75,1205.0,1158.050048828125,1158.050048828125,258731
2024-08-07,1177.8038330078125,1180.1500244140625,1222.0,1176.0,1203.75,186285
2024-08-08,1208.4427490234375,1210.8499755859375,1215.449951171875,1183.0999755859375,1191.8499755859375,109385
2024-08-09,1224.610595703125,1227.050048828125,1234.050048828125,1210.8499755859375,1219.949951171875,92164
2024-08-12,1238.7823486328125,1241.25,1244.9000244140625,1214.199951171875,1227.050048828125,107092
2024-08-13,1200.1593017578125,1202.550048828125,1235.0,1195.3499755859375,1235.0,127292
2024-08-14,1219.2711181640625,1221.699951171875,1226.9000244140625,1182.550048828125,1190.050048828125,125790
2024-08-16,1194.5703125,1196.949951171875,1221.0,1129.0,1221.0,184033
2024-08-19,1200.5584716796875,1202.949951171875,1210.0,1180.0,1190.0,112292
2024-08-20,1199.0115966796875,1201.4000244140625,1218.75,1195.0,1212.0,54587
2024-08-21,1206.7960205078125,1209.199951171875,1212.949951171875,1195.0,1202.0,95845
2024-08-22,1210.139404296875,1212.550048828125,1219.6500244140625,1200.4000244140625,1209.0,239794
2024-08-23,1233.1435546875,1235.5999755859375,1259.25,1216.949951171875,1218.0,201263
2024-08-26,1232.34521484375,1234.800048828125,1256.5999755859375,1222.3499755859375,1253.9000244140625,48291
2024-08-27,1237.3851318359375,1239.8499755859375,1250.0,1230.8499755859375,1239.8499755859375,41435
2024-08-28,1236.1375732421875,1238.5999755859375,1259.0,1235.199951171875,1250.0,56497
2024-08-29,1236.7862548828125,1239.25,1256.3499755859375,1237.949951171875,1246.0,83809
2024-08-30,1264.9801025390625,1267.5,1275.0,1235.0,1241.25,120134
2024-09-02,1275.6588134765625,1278.199951171875,1284.3499755859375,1264.050048828125,1279.0999755859375,107946
2024-09-03,1263.6328125,1266.1500244140625,1290.75,1256.0999755859375,1278.199951171875,102121
2024-09-04,1261.1378173828125,1263.6500244140625,1280.0,1250.050048828125,1266.1500244140625,561254
2024-09-05,1278.7027587890625,1281.25,1303.6500244140625,1267.0,1267.0,115916
2024-09-06,1276.1578369140625,1278.699951171875,1317.5999755859375,1267.3499755859375,1290.0999755859375,94445
2024-09-09,1274.9102783203125,1277.449951171875,1290.0,1261.050048828125,1290.0,47832
2024-09-10,1310.3397216796875,1312.949951171875,1316.25,1271.0,1302.0,126980
2024-09-11,1327.006591796875,1329.6500244140625,1361.0,1317.0999755859375,1322.0,224159
2024-09-12,1307.695068359375,1310.300048828125,1333.0,1305.5,1332.949951171875,54490
2024-09-13,1314.830810546875,1317.449951171875,1348.300048828125,1306.550048828125,1310.300048828125,100948
2024-09-16,1306.3975830078125,1309.0,1339.6500244140625,1301.8499755859375,1319.0999755859375,114900
2024-09-17,1311.2879638671875,1313.9000244140625,1329.300048828125,1306.25,1322.0999755859375,39023
2024-09-18,1289.53125,1292.0999755859375,1328.449951171875,1282.0,1303.0,45021
2024-09-19,1383.4940185546875,1386.25,1409.550048828125,1286.0,1286.0,2948077
2024-09-20,1376.65771484375,1379.4000244140625,1389.4000244140625,1327.3499755859375,1348.949951171875,332384
2024-09-23,1364.9310302734375,1367.6500244140625,1389.0,1360.050048828125,1372.5,107106
2024-09-24,1386.4381103515625,1389.199951171875,1394.949951171875,1348.0,1367.4000244140625,125905
2024-09-25,1381.647705078125,1384.4000244140625,1395.949951171875,1372.199951171875,1391.0,69767
2024-09-26,1408.3944091796875,1411.199951171875,1518.699951171875,1357.0,1389.5999755859375,3572175
2024-09-27,1397.665771484375,1400.449951171875,1433.5999755859375,1375.0,1411.0,400496
2024-09-30,1397.0670166015625,1399.8499755859375,1445.9000244140625,1388.75,1400.050048828125,163968
2024-10-01,1452.35693359375,1455.25,1464.800048828125,1380.0,1393.0,211776
2024-10-03,1401.9073486328125,1404.699951171875,1447.0,1385.050048828125,1447.0,176742
2024-10-04,1376.408203125,1379.1500244140625,1419.8499755859375,1372.0,1401.5,140744
2024-10-07,1371.468017578125,1374.199951171875,1394.5999755859375,1339.1500244140625,1377.1500244140625,213160
2024-10-08,1393.1746826171875,1395.949951171875,1410.8499755859375,1361.0,1374.9000244140625,88931
2024-10-09,1404.0531005859375,1406.8499755859375,1421.949951171875,1372.25,1412.0,53765
2024-10-10,1397.2166748046875,1400.0,1417.199951171875,1390.050048828125,1399.0,46478
2024-10-11,1408.4443359375,1411.25,1414.199951171875,1390.0999755859375,1394.0,42164
2024-10-14,1403.10498046875,1405.9000244140625,1418.3499755859375,1389.5,1411.25,32473
2024-10-15,1466.029541015625,1468.949951171875,1474.0999755859375,1413.6500244140625,1419.949951171875,212193
2024-10-16,1448.464599609375,1451.3499755859375,1471.0,1437.449951171875,1470.449951171875,55565
2024-10-17,1449.2630615234375,1452.1500244140625,1462.5,1431.199951171875,1451.3499755859375,47953
2024-10-18,1428.45458984375,1431.300048828125,1444.949951171875,1418.0,1430.3499755859375,49797
2024-10-21,1393.2247314453125,1396.0,1429.1500244140625,1390.0,1429.1500244140625,28791
2024-10-22,1344.0225830078125,1346.699951171875,1388.75,1335.199951171875,1382.050048828125,71558
2024-10-23,1376.807373046875,1379.550048828125,1390.3499755859375,1335.0,1335.0,46600
2024-10-24,1383.194580078125,1385.949951171875,1398.3499755859375,1351.8499755859375,1367.0999755859375,51340
2024-10-25,1417.9254150390625,1420.75,1443.050048828125,1360.050048828125,1375.0,114820
2024-10-28,1494.672607421875,1497.6500244140625,1500.0,1438.800048828125,1470.0,483779
2024-10-29,1464.1334228515625,1467.050048828125,1517.050048828125,1456.1500244140625,1497.6500244140625,391578
2024-10-30,1477.2572021484375,1480.199951171875,1495.0,1452.5999755859375,1460.0,158224
2024-10-31,1610.9908447265625,1614.199951171875,1637.949951171875,1482.0,1482.0,2450121
2024-11-01,1546.4195556640625,1549.5,1612.0,1536.5999755859375,1612.0,142749
2024-11-04,1627.1087646484375,1630.3499755859375,1688.800048828125,1563.300048828125,1578.0,2710740
2024-11-05,1546.1700439453125,1549.25,1616.4000244140625,1540.0,1616.4000244140625,571443
2024-11-06,1566.579345703125,1569.699951171875,1579.949951171875,1540.0,1540.0,192069
2024-11-07,1591.4298095703125,1594.5999755859375,1607.9000244140625,1545.9000244140625,1568.0,155899
2024-11-08,1580.252197265625,1583.4000244140625,1604.949951171875,1570.0,1604.0,103423
2024-11-11,1572.8668212890625,1576.0,1618.800048828125,1545.0,1595.0,134543
2024-11-12,1621.220458984375,1624.449951171875,1664.0,1550.199951171875,1569.800048828125,641037
2024-11-13,1596.17041015625,1599.3499755859375,1619.550048828125,1568.300048828125,1611.050048828125,224625
2024-11-14,1646.47021484375,1649.75,1684.0,1601.0,1618.6500244140625,688672
2024-11-18,1592.8770751953125,1596.050048828125,1652.550048828125,1577.25,1652.0,199072
2024-11-19,1575.36181640625,1578.5,1605.800048828125,1545.25,1603.300048828125,237118
2024-11-21,1570.6712646484375,1573.800048828125,1593.0,1521.0999755859375,1560.0,290256
2024-11-22,1581.69921875,1584.8499755859375,1600.0,1561.5,1579.8499755859375,106251
2024-11-25,1630.601806640625,1633.8499755859375,1669.0,1593.9000244140625,1640.0,371858
2024-11-26,1641.1806640625,1644.449951171875,1709.5999755859375,1628.1500244140625,1647.0,485858
2024-11-27,1585.7412109375,1588.9000244140625,1657.0,1564.75,1648.800048828125,271638
2024-11-28,1521.119873046875,1524.1500244140625,1590.0,1515.0,1588.9000244140625,354183
2024-11-29,1586.240234375,1589.4000244140625,1600.0,1518.550048828125,1534.3499755859375,229398
2024-12-02,1614.583740234375,1617.800048828125,1633.0,1579.4000244140625,1585.050048828125,156180
2024-12-03,1647.1688232421875,1650.449951171875,1658.949951171875,1600.0,1620.0,162955
2024-12-04,1673.91552734375,1677.25,1695.0,1649.0,1650.449951171875,235595
2024-12-05,1642.4781494140625,1645.75,1694.800048828125,1629.25,1694.5,109367
2024-12-06,1639.6837158203125,1642.949951171875,1655.199951171875,1619.949951171875,1655.199951171875,62954
2024-12-09,1659.544189453125,1662.8499755859375,1680.0,1628.0,1649.800048828125,131214
2024-12-10,1629.104736328125,1632.3499755859375,1706.0,1623.1500244140625,1687.800048828125,189256
2024-12-11,1640.681640625,1643.949951171875,1660.0,1622.9000244140625,1632.3499755859375,65130
2024-12-12,1624.9132080078125,1628.1500244140625,1643.0,1614.050048828125,1643.0,44122
2024-12-13,1623.6656494140625,1626.9000244140625,1649.300048828125,1590.4000244140625,1638.949951171875,102002
2024-12-16,1583.8948974609375,1587.050048828125,1615.550048828125,1581.199951171875,1614.0,77478
2024-12-17,1591.8790283203125,1595.050048828125,1614.949951171875,1567.0,1614.949951171875,85643
2024-12-18,1595.821044921875,1599.0,1608.050048828125,1577.75,1597.0,174722
2024-12-19,1571.51953125,1574.6500244140625,1597.9000244140625,1570.550048828125,1597.9000244140625,97380
2024-12-20,1545.221923828125,1548.300048828125,1587.449951171875,1532.0,1576.5999755859375,81040
2024-12-23,1536.888427734375,1539.949951171875,1560.0,1503.699951171875,1540.0,137378
2024-12-24,1535.44140625,1538.5,1543.3499755859375,1514.949951171875,1524.0,64381
2024-12-26,1498.365234375,1501.3499755859375,1548.449951171875,1491.199951171875,1545.0,96894
2024-12-27,1501.70849609375,1504.699951171875,1513.300048828125,1482.0,1501.3499755859375,86926
2024-12-30,1485.5906982421875,1488.550048828125,1510.1500244140625,1475.5,1490.0,49513
2024-12-31,1496.56884765625,1499.550048828125,1514.3499755859375,1478.0999755859375,1488.5999755859375,72607
2025-01-01,1551.5093994140625,1554.5999755859375,1567.1500244140625,1499.550048828125,1499.550048828125,97632
2025-01-02,1555.152099609375,1558.25,1572.0,1536.449951171875,1550.0,205983
2025-01-03,1554.7030029296875,1557.800048828125,1588.25,1547.6500244140625,1566.0,56225
2025-01-06,1585.04248046875,1588.199951171875,1620.0,1561.0999755859375,1607.0,281056
2025-01-07,1632.6478271484375,1635.9000244140625,1642.1500244140625,1596.699951171875,1611.800048828125,197862
2025-01-08,1610.4918212890625,1613.699951171875,1649.9000244140625,1590.0,1644.050048828125,60552
2025-01-09,1589.134521484375,1592.300048828125,1608.0,1563.75,1582.0,59720
2025-01-10,1549.3636474609375,1552.449951171875,1580.4000244140625,1522.0,1580.0,114872
2025-01-13,1524.7626953125,1527.800048828125,1543.699951171875,1490.0,1511.050048828125,145400
2025-01-14,1466.3291015625,1469.25,1520.3499755859375,1447.050048828125,1510.6500244140625,158490
2025-01-15,1447.167236328125,1450.050048828125,1489.25,1442.9000244140625,1480.0,62872
2025-01-16,1464.6324462890625,1467.550048828125,1477.6500244140625,1422.449951171875,1464.6500244140625,85068
2025-01-17,1454.302978515625,1457.199951171875,1467.9000244140625,1446.0,1453.4000244140625,69466
2025-01-20,1455.201171875,1458.0999755859375,1465.449951171875,1427.449951171875,1440.0,119802
2025-01-21,1440.281005859375,1443.1500244140625,1460.8499755859375,1432.5999755859375,1458.199951171875,63604
2025-01-22,1398.114990234375,1400.9000244140625,1437.199951171875,1392.0,1432.0,127865
2025-01-23,1468.474853515625,1471.4000244140625,1484.949951171875,1378.800048828125,1393.0,364927
2025-01-24,1444.77197265625,1447.6500244140625,1490.0,1440.5,1452.800048828125,72722
2025-01-27,1401.957275390625,1404.75,1430.0,1300.0,1300.0,262602
2025-01-28,1372.11669921875,1374.8499755859375,1415.050048828125,1353.800048828125,1415.0,108980
2025-01-29,1398.663818359375,1401.449951171875,1407.25,1366.5999755859375,1372.300048828125,37084
2025-01-30,1427.1571044921875,1430.0,1472.8499755859375,1393.050048828125,1405.0,131261
2025-01-31,1420.9195556640625,1423.75,1444.75,1406.050048828125,1429.9000244140625,82119
2025-02-01,1419.87158203125,1422.699951171875,1447.1500244140625,1393.5,1423.75,32608
2025-02-03,1399.2127685546875,1402.0,1425.8499755859375,1387.300048828125,1404.0,51957
2025-02-04,1377.056884765625,1379.800048828125,1415.699951171875,1360.3499755859375,1410.3499755859375,172258
2025-02-05,1372.8154296875,1375.550048828125,1414.300048828125,1367.6500244140625,1414.300048828125,128667
2025-02-06,1375.65966796875,1378.4000244140625,1390.0,1367.25,1390.0,91615
2025-02-07,1381.1986083984375,1383.949951171875,1389.449951171875,1378.199951171875,1380.0,35605
2025-02-10,1367.0767822265625,1369.800048828125,1400.1500244140625,1334.199951171875,1390.8499755859375,176924
2025-02-11,1307.59521484375,1310.199951171875,1358.0,1298.0999755859375,1340.0,134301
2025-02-12,1277.3055419921875,1279.8499755859375,1322.0,1260.9000244140625,1310.199951171875,234739
2025-02-13,1309.0921630859375,1311.699951171875,1328.800048828125,1268.4000244140625,1276.0,209069
2025-02-14,1292.625,1295.199951171875,1325.5999755859375,1272.0,1312.5999755859375,170646
2025-02-17,1293.722900390625,1296.300048828125,1309.9000244140625,1272.5,1276.050048828125,58109
2025-02-18,1272.265625,1274.800048828125,1337.800048828125,1261.0999755859375,1285.300048828125,102518
2025-02-19,1281.4473876953125,1284.0,1324.800048828125,1256.25,1265.050048828125,232875
2025-02-20,1296.9664306640625,1299.550048828125,1333.5,1281.3499755859375,1281.5,273289
2025-02-21,1320.31982421875,1322.949951171875,1329.9000244140625,1292.5999755859375,1299.949951171875,66075
2025-02-24,1316.7769775390625,1319.4000244140625,1352.949951171875,1300.0,1322.949951171875,283838
2025-02-25,1326.557373046875,1329.199951171875,1342.949951171875,1314.199951171875,1315.449951171875,407673
2025-02-27,1295.968505859375,1298.550048828125,1337.699951171875,1285.199951171875,1327.0999755859375,82947
2025-02-28,1237.1356201171875,1239.5999755859375,1294.800048828125,1231.0,1289.75,141860
2025-03-03,1242.8243408203125,1245.300048828125,1260.0,1218.0,1230.0,96817
2025-03-04,1284.2418212890625,1286.800048828125,1297.0,1230.5999755859375,1236.8499755859375,79767
2025-03-05,1329.8509521484375,1332.5,1338.050048828125,1286.800048828125,1299.199951171875,138158
2025-03-06,1310.7889404296875,1313.4000244140625,1337.5,1302.0,1335.0,183024
2025-03-07,1279.7008056640625,1282.25,1309.9000244140625,1275.0,1300.300048828125,256656
2025-03-10,1273.8624267578125,1276.4000244140625,1308.25,1268.0,1279.699951171875,55849
2025-03-11,1246.61669921875,1249.0999755859375,1290.0,1234.800048828125,1276.4000244140625,78256
2025-03-12,1239.6805419921875,1242.1500244140625,1266.25,1227.0999755859375,1265.0,52394
2025-03-13,1258.2435302734375,1260.75,1274.0,1226.949951171875,1247.5,284931
2025-03-17,1247.61474609375,1250.0999755859375,1279.1500244140625,1230.25,1270.4000244140625,581724
