Price,Adj Close,Close,High,Low,Open,Volume
2024-01-23,5630.48486328125,5644.89990234375,5918.0,5562.0498046875,5817.14990234375,30293
2024-01-24,5591.18603515625,5605.5,5727.0,5425.10009765625,5643.89990234375,24842
2024-01-25,6080.2333984375,6095.7998046875,6169.7001953125,5605.0,5605.5,65975
2024-01-29,6522.25244140625,6538.9501953125,6679.7998046875,6043.0498046875,6043.0498046875,89249
2024-01-30,6268.7509765625,6284.7998046875,6680.4501953125,6181.60009765625,6625.0498046875,34958
2024-01-31,6397.2724609375,6413.64990234375,6509.14990234375,6205.0498046875,6300.0498046875,43276
2024-02-01,6226.70849609375,6242.64990234375,6469.89990234375,6200.0,6413.64990234375,26842
2024-02-02,6129.80712890625,6145.5,6338.39990234375,6104.9501953125,6218.0,24609
2024-02-05,6190.2021484375,6206.0498046875,6393.25,6131.0,6299.0,25851
2024-02-06,6313.13720703125,6329.2998046875,6421.0,6219.89990234375,6239.85009765625,24938
2024-02-07,6562.349609375,6579.14990234375,6637.35009765625,6395.2001953125,6449.0,43206
2024-02-08,6510.98095703125,6527.64990234375,6688.0,6437.0,6670.0,37528
2024-02-09,6752.76220703125,6770.0498046875,6914.10009765625,6599.60009765625,6630.0,108513
2024-02-12,6436.62158203125,6453.10009765625,6874.89990234375,6333.5498046875,6775.0,67374
2024-02-13,6403.1572265625,6419.5498046875,6570.7001953125,6414.0,6539.39990234375,29315
2024-02-14,6657.45654296875,6674.5,6745.0,6339.39990234375,6375.14990234375,40931
2024-02-15,6813.75634765625,6831.2001953125,6935.0,6734.9501953125,6824.75,34021
2024-02-16,7131.79150390625,7150.0498046875,7238.9501953125,6930.64990234375,6930.64990234375,94498
2024-02-19,7042.7197265625,7060.75,7286.9501953125,6940.0498046875,7150.0498046875,27134
2024-02-20,7109.6484375,7127.85009765625,7219.39990234375,6990.0,7100.0,68486
2024-02-21,7252.68212890625,7271.25,7318.2998046875,7030.9501953125,7193.0,68590
2024-02-22,7180.9658203125,7199.35009765625,7290.0,7070.0,7290.0,25761
2024-02-23,6983.92041015625,7001.7998046875,7235.0,6871.60009765625,7210.0,41471
2024-02-26,6952.40087890625,6970.2001953125,7101.0,6902.7001953125,7101.0,66130
2024-02-27,7047.50732421875,7065.5498046875,7100.0,6915.0,7068.0,21283
2024-02-28,7084.16357421875,7102.2998046875,7121.0498046875,6960.75,7060.0,21989
2024-02-29,7143.66162109375,7161.9501953125,7251.0,6828.0498046875,7095.0,57554
2024-03-01,7249.939453125,7268.5,7303.25,7150.0498046875,7210.0,17554
2024-03-04,7092.94140625,7111.10009765625,7250.0,7051.4501953125,7208.39990234375,15643
2024-03-05,6987.51123046875,7005.39990234375,7173.2001953125,6958.85009765625,7139.9501953125,24088
2024-03-06,6593.71923828125,6610.60009765625,7001.35009765625,6536.25,6952.0,52101
2024-03-07,6512.826171875,6529.5,6713.7001953125,6478.0,6610.60009765625,29917
2024-03-11,5938.3466796875,5953.5498046875,6499.0,5800.0,6430.0498046875,91504
2024-03-12,5890.02099609375,5905.10009765625,6069.9501953125,5667.5498046875,6069.9501953125,101780
2024-03-13,5628.78955078125,5643.2001953125,6022.7998046875,5570.4501953125,5905.0,64411
2024-03-14,5734.169921875,5748.85009765625,5999.9501953125,5549.85009765625,5630.0,42260
2024-03-15,5896.70361328125,5911.7998046875,6175.89990234375,5730.14990234375,5760.0,272364
2024-03-18,6259.02587890625,6275.0498046875,6342.4501953125,5925.0,6100.0,55535
2024-03-19,6094.89599609375,6110.5,6339.89990234375,6060.60009765625,6339.89990234375,26722
2024-03-20,5921.0419921875,5936.2001953125,6139.0,5910.10009765625,6139.0,18721
2024-03-21,6026.17236328125,6041.60009765625,6120.0,5996.0,6054.0,47420
2024-03-22,6368.4462890625,6384.75,6463.9501953125,6050.0,6080.0,33954
2024-03-26,6438.76611328125,6455.25,6500.0,6319.2001953125,6500.0,15035
2024-03-27,6343.7099609375,6359.9501953125,6480.0,6301.60009765625,6480.0,17882
2024-03-28,6306.005859375,6322.14990234375,6450.0,6234.0498046875,6400.0,16249
2024-04-01,6249.849609375,6265.85009765625,6380.7998046875,6192.0498046875,6250.0,15277
2024-04-02,6455.62255859375,6472.14990234375,6598.0,6309.4501953125,6341.0,21498
2024-04-03,6449.388671875,6465.89990234375,6506.64990234375,6371.60009765625,6498.0,15255
2024-04-04,6486.8427734375,6503.4501953125,6599.7001953125,6451.0,6456.0,12548
2024-04-05,6351.58935546875,6367.85009765625,6503.4501953125,6327.35009765625,6503.0,21984
2024-04-08,6027.41943359375,6042.85009765625,6376.89990234375,5989.9501953125,6367.85009765625,57361
2024-04-09,6222.9189453125,6238.85009765625,6344.89990234375,6029.14990234375,6042.85009765625,37674
2024-04-10,6174.7919921875,6190.60009765625,6238.0498046875,6150.0,6238.0498046875,10113
2024-04-12,6648.37939453125,6665.39990234375,6798.4501953125,6411.0,6529.9501953125,115541
2024-04-15,7085.111328125,7103.25,7240.0,6608.0498046875,6665.39990234375,89576
2024-04-16,7510.47216796875,7529.7001953125,7610.0,7012.64990234375,7165.10009765625,100046
2024-04-18,7636.79931640625,7656.35009765625,7790.0,7530.0,7550.0,60734
2024-04-19,7349.88330078125,7368.7001953125,7600.0,7202.35009765625,7590.0498046875,37535
2024-04-22,7608.62109375,7628.10009765625,7721.89990234375,7403.0498046875,7499.9501953125,29991
2024-04-23,7517.5537109375,7536.7998046875,7699.7998046875,7505.10009765625,7649.2001953125,15116
2024-04-24,7201.712890625,7220.14990234375,7603.7998046875,7210.0498046875,7560.10009765625,33521
2024-04-25,7074.03955078125,7092.14990234375,7276.0,7050.0,7225.0,22889
2024-04-26,6955.5927734375,6973.39990234375,7192.4501953125,6818.4501953125,7092.10009765625,30728
2024-04-29,7179.71923828125,7198.10009765625,7274.14990234375,6940.0,6973.39990234375,18858
2024-04-30,7574.0595703125,7593.4501953125,7625.0,7215.7001953125,7215.7001953125,46474
2024-05-02,7648.91796875,7668.5,7763.9501953125,7461.7998046875,7700.0,27645
2024-05-03,7538.55078125,7557.85009765625,7698.64990234375,7472.35009765625,7698.64990234375,25803
2024-05-06,7448.1318359375,7467.2001953125,7699.89990234375,7308.75,7680.0,20761
2024-05-07,7338.86181640625,7357.64990234375,7500.0,7238.4501953125,7500.0,21371
2024-05-08,7438.60595703125,7457.64990234375,7487.5,7241.10009765625,7349.89990234375,10449
2024-05-09,7128.60009765625,7146.85009765625,7549.9501953125,7114.0,7464.0498046875,17791
2024-05-10,7121.46826171875,7139.7001953125,7300.0,7001.0,7158.60009765625,23407
2024-05-13,6045.572265625,6061.0498046875,6700.0,6018.0,6642.0,167372
2024-05-14,6155.79052734375,6171.5498046875,6345.0,6075.0,6075.0,65894
2024-05-15,6224.5146484375,6240.4501953125,6278.60009765625,6139.5,6171.10009765625,45201
2024-05-16,6214.5400390625,6230.4501953125,6297.89990234375,6200.0,6245.0,18232
2024-05-17,6244.56298828125,6260.5498046875,6389.9501953125,6190.0,6389.9501953125,21946
2024-05-21,6187.40966796875,6203.25,6250.0,6117.2001953125,6200.0,56870
2024-05-22,6278.22705078125,6294.2998046875,6324.9501953125,6172.0,6225.0,27722
2024-05-23,6189.404296875,6205.25,6299.89990234375,6167.7001953125,6293.75,31094
2024-05-24,6317.37646484375,6333.5498046875,6449.0,6205.35009765625,6239.85009765625,70729
2024-05-27,6311.44189453125,6327.60009765625,6437.64990234375,6271.5,6335.0,20383
2024-05-28,6170.95166015625,6186.75,6346.5498046875,6130.0,6319.75,23039
2024-05-29,6060.43505859375,6075.9501953125,6244.4501953125,6055.0,6121.0,25092
2024-05-30,6178.931640625,6194.75,6260.7001953125,5968.35009765625,6075.9501953125,26337
2024-05-31,6027.06982421875,6042.5,6182.0498046875,6012.0,6110.0498046875,20370
2024-06-03,6098.78662109375,6114.39990234375,6259.60009765625,6024.75,6250.0,21908
2024-06-04,6030.85986328125,6046.2998046875,6190.7001953125,5540.10009765625,6168.7998046875,38912
2024-06-05,6234.2890625,6250.25,6310.4501953125,5967.9501953125,6081.0,36086
2024-06-06,6144.619140625,6160.35009765625,6479.0,6121.5,6320.0,34329
2024-06-07,6274.73583984375,6290.7998046875,6396.0,6176.60009765625,6270.64990234375,19725
2024-06-10,6259.275390625,6275.2998046875,6399.7001953125,6252.5498046875,6378.0498046875,14222
2024-06-11,6482.30419921875,6498.89990234375,6539.0,6275.0,6299.0,45625
2024-06-12,6340.81640625,6357.0498046875,6495.0,6305.0,6495.0,33385
2024-06-13,6569.97998046875,6586.7998046875,6650.0,6221.0,6399.0,48842
2024-06-14,6472.2802734375,6488.85009765625,6618.2998046875,6451.0498046875,6601.0498046875,23660
2024-06-18,6482.30419921875,6498.89990234375,6517.9501953125,6381.5,6490.10009765625,42086
2024-06-19,6484.0,6500.60009765625,6643.85009765625,6426.0498046875,6498.89990234375,20343
2024-06-20,6535.41845703125,6552.14990234375,6625.0498046875,6443.5498046875,6500.60009765625,11651
2024-06-21,6554.9189453125,6571.7001953125,6600.0,6463.0,6540.0,14108
2024-06-24,6687.728515625,6704.85009765625,6790.0,6551.0,6571.5,42454
2024-06-25,7323.30126953125,7342.0498046875,7487.0,6755.14990234375,6799.0,103119
2024-06-26,7249.24072265625,7267.7998046875,7689.7998046875,7157.9501953125,7400.0,53700
2024-06-27,7512.4169921875,7531.64990234375,7639.9501953125,7215.0,7375.0,55429
2024-06-28,7465.78662109375,7484.89990234375,7635.0,7210.7998046875,7569.9501953125,37367
2024-07-01,7697.9423828125,7717.64990234375,8079.0,7637.0,7650.0,76220
2024-07-02,7615.50341796875,7635.0,7899.7001953125,7551.10009765625,7803.64990234375,22737
2024-07-03,7627.82177734375,7647.35009765625,7897.4501953125,7496.0498046875,7561.10009765625,25898
2024-07-04,7682.33203125,7702.0,7790.0,7563.0,7647.0,20428
2024-07-05,7757.63916015625,7777.5,7811.0,7590.7998046875,7650.0,12600
2024-07-08,7684.3271484375,7704.0,7895.0,7651.5498046875,7721.0,13089
2024-07-09,7808.708984375,7828.7001953125,7870.0,7664.60009765625,7785.0,17164
2024-07-10,7900.17431640625,7920.39990234375,8198.9501953125,7753.2001953125,7799.0,69559
2024-07-11,8083.056640625,8103.75,8148.0,7899.0,7920.39990234375,45814
2024-07-12,8071.61572265625,8078.2998046875,8152.75,8018.0498046875,8065.0,17702
2024-07-15,8285.6884765625,8292.5498046875,8398.7998046875,8012.0,8012.0,36329
2024-07-16,8475.28125,8482.2998046875,8628.0,8403.849609375,8403.849609375,65982
2024-07-18,8472.43359375,8479.4501953125,8650.0,8425.0,8444.2001953125,30374
2024-07-19,8123.1728515625,8129.89990234375,8449.7998046875,7968.60009765625,8400.0,32801
2024-07-22,8003.9716796875,8010.60009765625,8371.25,7961.4501953125,8051.0,25733
2024-07-23,8047.3857421875,8054.0498046875,8178.4501953125,7920.10009765625,8010.64990234375,25781
2024-07-24,8363.1240234375,8370.0498046875,8449.0,8023.5,8053.9501953125,13477
2024-07-25,8367.720703125,8374.650390625,8500.0,8299.2998046875,8370.0,11342
2024-07-26,8370.0185546875,8376.9501953125,8439.0,8315.9501953125,8400.0,8648
2024-07-29,8410.0849609375,8417.0498046875,8585.0,8270.0,8385.0,21237
2024-07-30,9043.7109375,9051.2001953125,9099.900390625,8429.0,8429.0,69117
2024-07-31,8751.1025390625,8758.349609375,9076.400390625,8651.0498046875,9012.400390625,35366
2024-08-01,9373.787109375,9381.5498046875,9700.0,8756.0,8798.150390625,114731
2024-08-02,11068.583984375,11077.75,11257.0,9200.099609375,9388.0,449228
2024-08-05,10952.1806640625,10961.25,11800.0,10601.7998046875,10900.0,285786
2024-08-06,10778.423828125,10787.349609375,11800.0,10650.0,11114.9501953125,84824
2024-08-07,11140.3740234375,11149.599609375,11268.0,10650.0,11050.0,64292
2024-08-08,11661.892578125,11671.5498046875,11775.0,11000.0,11164.400390625,164901
2024-08-09,11507.0703125,11516.599609375,11845.9501953125,11500.0,11800.0,32156
2024-08-12,11629.4189453125,11639.0498046875,11749.0,11500.0,11599.4501953125,17994
2024-08-13,11472.0498046875,11481.5498046875,11699.0,11390.0,11649.900390625,26482
2024-08-14,11556.830078125,11566.400390625,11748.9501953125,11350.0,11481.5498046875,18711
2024-08-16,11655.498046875,11665.150390625,11748.9501953125,11462.349609375,11462.349609375,47171
2024-08-19,11519.8603515625,11529.400390625,12400.0,11462.5,12400.0,18296
2024-08-20,11466.8037109375,11476.2998046875,11682.0,11100.0,11529.400390625,23127
2024-08-21,11545.9384765625,11555.5,11650.0,11252.0,11479.0,21591
2024-08-22,12021.794921875,12031.75,12135.0,11465.0,11519.0,32672
2024-08-23,12188.255859375,12198.349609375,12269.2998046875,11961.0,12049.9501953125,22253
2024-08-26,11890.5029296875,11900.349609375,12500.0,11849.9501953125,12249.0,14563
2024-08-27,12161.8291015625,12171.900390625,12265.5,11856.7001953125,12099.0,15255
2024-08-28,12506.0439453125,12516.400390625,12620.0,12012.900390625,12250.0,28116
2024-08-29,12394.5361328125,12404.7998046875,12600.0,12200.0,12400.0,16774
2024-08-30,12491.85546875,12502.2001953125,12710.5,12337.2998046875,12499.9501953125,28892
2024-09-02,12510.041015625,12520.400390625,12650.0,12340.0,12502.2001953125,22971
2024-09-03,12755.63671875,12766.2001953125,12935.5,12476.2001953125,12550.0,18869
2024-09-04,12693.087890625,12703.599609375,13059.2998046875,12558.150390625,12730.0,33033
2024-09-05,12758.5849609375,12769.150390625,12849.900390625,12330.7998046875,12703.599609375,41669
2024-09-06,12894.171875,12904.849609375,13221.7001953125,12635.0,12635.0,33576
2024-09-09,12629.1416015625,12639.599609375,12900.0,12425.900390625,12900.0,33240
2024-09-10,12474.0703125,12484.400390625,12750.0,12121.099609375,12750.0,33928
2024-09-11,12595.26953125,12605.7001953125,12859.2001953125,12450.0,12484.400390625,13507
2024-09-12,12672.2060546875,12682.7001953125,12823.599609375,12606.4501953125,12700.0,26866
2024-09-13,12507.1923828125,12517.5498046875,12828.849609375,12467.7001953125,12749.0,10441
2024-09-16,12792.6064453125,12803.2001953125,12892.650390625,12525.0,12650.0,11705
2024-09-17,12844.8134765625,12855.4501953125,13055.0,12749.9501953125,12800.0,17828
2024-09-18,12700.1826171875,12710.7001953125,12998.7998046875,12685.0,12998.7998046875,7745
2024-09-19,12554.0537109375,12564.4501953125,12799.9501953125,12320.4501953125,12550.0,19719
2024-09-20,12760.5322265625,12771.099609375,12847.9501953125,12565.0498046875,12570.0498046875,15382
2024-09-23,12398.58203125,12408.849609375,12849.0,12092.25,12799.0,13219
2024-09-24,12997.38671875,13008.150390625,13050.0,12373.099609375,12400.0,31120
2024-09-25,12508.990234375,12519.349609375,13189.9501953125,12375.75,13019.9501953125,46563
2024-09-26,12377.7998046875,12388.0498046875,12900.0,11601.0,12712.5498046875,81096
2024-09-27,12779.9169921875,12790.5,13630.0,12514.900390625,13500.0,113591
2024-09-30,12376.1513671875,12386.400390625,12710.0,12157.5498046875,12710.0,22442
2024-10-01,12497.900390625,12508.25,12673.349609375,12187.650390625,12385.599609375,26608
2024-10-03,11981.6279296875,11991.5498046875,12600.0,11900.9501953125,12350.0,23483
2024-10-04,12067.0068359375,12077.0,12480.0,11900.0,11999.9501953125,16908
2024-10-07,11333.9140625,11343.2998046875,12247.099609375,11116.150390625,12105.0,52595
2024-10-08,11689.4189453125,11699.099609375,11888.0,11100.0,11100.0,19514
2024-10-09,11795.931640625,11805.7001953125,11990.0,11550.0498046875,11810.0,33416
2024-10-10,12488.80859375,12499.150390625,12544.0,11662.5498046875,11905.0,27263
2024-10-11,14235.861328125,14247.650390625,14489.900390625,12343.0498046875,12500.0,157171
2024-10-14,14243.8037109375,14255.599609375,14714.349609375,14005.25,14700.0,41650
2024-10-15,15631.0556640625,15644.0,15850.0,14156.5498046875,14777.7001953125,108369
2024-10-16,16237.25390625,16250.7001953125,16524.94921875,15355.099609375,15640.0498046875,102164
2024-10-17,15428.3740234375,15441.150390625,16249.9501953125,15350.0,16249.9501953125,29420
2024-10-18,14072.99609375,14084.650390625,15300.0,13972.5498046875,15300.0,43788
2024-10-21,13609.3798828125,13620.650390625,14380.0,13150.0,14084.650390625,75080
2024-10-22,13342.30078125,13353.349609375,14200.0,13200.0498046875,13850.0,41965
2024-10-23,13876.9580078125,13888.4501953125,14470.0,13450.0,13699.0,42011
2024-10-24,13650.0966796875,13661.400390625,14422.0,13601.0,14000.0,21931
2024-10-25,13791.8291015625,13803.25,13979.9501953125,13450.0,13769.0,35638
2024-10-28,13939.306640625,13950.849609375,14100.0,13558.599609375,13558.599609375,17158
2024-10-29,13915.626953125,13927.150390625,14200.0,13779.2998046875,14200.0,12834
2024-10-30,13817.9072265625,13829.349609375,14100.0,13800.0,14066.25,10553
2024-10-31,14594.513671875,14606.599609375,14876.4501953125,13752.900390625,13849.9501953125,32585
2024-11-01,14548.8017578125,14560.849609375,14878.349609375,14470.0498046875,14849.0,3868
2024-11-04,14716.6123046875,14728.7998046875,15142.0,14495.5,14650.0,28032
2024-11-05,15845.0791015625,15858.2001953125,15939.349609375,14728.7998046875,14728.7998046875,49090
2024-11-06,14153.529296875,14165.25,16310.4501953125,13500.0,16000.0,246240
2024-11-07,13767.8984375,13779.2998046875,14165.25,13500.5,14165.25,54869
2024-11-08,13781.1376953125,13792.5498046875,14045.099609375,13710.0,13849.5,24457
2024-11-11,13789.2314453125,13800.650390625,13956.650390625,12816.0,13779.9501953125,55346
2024-11-12,15316.8154296875,15329.5,16560.75,14002.2998046875,14002.2998046875,185849
2024-11-13,14654.2138671875,14666.349609375,15727.2001953125,14541.5,15597.0,37004
2024-11-14,15577.3505859375,15590.25,16162.0498046875,14103.099609375,14610.0,83583
2024-11-18,14952.716796875,14965.099609375,15670.75,14908.400390625,15578.5498046875,22507
2024-11-19,14876.73046875,14889.0498046875,15338.4501953125,14800.0,15200.0,12443
2024-11-21,14755.7802734375,14768.0,15480.0,14650.0498046875,14880.0,33829
2024-11-22,14892.6171875,14904.9501953125,15000.0,14670.650390625,14770.0,10814
2024-11-25,14841.6591796875,14853.9501953125,15499.650390625,14700.0,15300.0,32984
2024-11-26,14928.7373046875,14941.099609375,15228.4501953125,14680.0,15002.9501953125,17784
2024-11-27,16055.6044921875,16068.900390625,16489.900390625,14890.25,15100.0,51345
2024-11-28,16579.46875,16593.19921875,16877.69921875,15940.0,16085.0,42736
2024-11-29,16695.474609375,16709.30078125,16757.900390625,16201.0,16660.0,19522
2024-12-02,16633.775390625,16647.55078125,17234.900390625,16501.05078125,16738.349609375,47859
2024-12-03,17133.509765625,17147.69921875,17210.0,16469.599609375,16813.400390625,43954
2024-12-04,17776.4296875,17791.150390625,18100.0,16967.0,17200.0,75537
2024-12-05,17831.58203125,17846.349609375,17998.349609375,17560.0,17750.0,36715
2024-12-06,17581.44140625,17596.0,17946.349609375,17500.0,17885.05078125,17787
2024-12-09,17037.44140625,17051.55078125,17379.94921875,15399.25,17300.0,131619
2024-12-10,16816.7734375,16830.69921875,17051.55078125,16587.5,17051.55078125,39207
2024-12-11,16940.62109375,16954.650390625,17500.0,16628.30078125,16800.0,33722
2024-12-12,15976.119140625,15989.349609375,16444.0,15605.0,15900.0,880601
2024-12-13,15252.369140625,15265.0,16076.7998046875,15125.0,16065.0,106549
2024-12-16,14816.5302734375,14828.7998046875,15249.9501953125,14521.9501953125,15210.0,152447
2024-12-17,14758.978515625,14771.2001953125,15048.0,14704.900390625,14828.0,61657
2024-12-18,14785.505859375,14797.75,15188.0,14621.0,14780.0,54740
2024-12-19,14416.3115234375,14428.25,14854.4501953125,14329.849609375,14508.150390625,33041
2024-12-20,13879.65625,13891.150390625,14605.0,13800.0,14310.0,56752
2024-12-23,13790.9794921875,13802.400390625,14191.849609375,13620.0,14150.0,33537
2024-12-24,13827.2998046875,13838.75,14100.0,13728.599609375,13900.0,25728
2024-12-26,13426.4306640625,13437.5498046875,13989.9501953125,13366.7001953125,13945.0,26700
2024-12-27,13691.01171875,13702.349609375,13837.5498046875,13452.599609375,13508.0,35695
2024-12-30,13834.1435546875,13845.599609375,14019.7001953125,13700.0,13802.0,21463
2024-12-31,13712.4443359375,13723.7998046875,13922.9501953125,13652.25,13799.900390625,12400
2025-01-01,14282.2724609375,14294.099609375,14399.849609375,13725.0498046875,13785.849609375,21201
2025-01-02,14297.66015625,14309.5,14437.0,14020.0498046875,14405.150390625,26814
2025-01-03,13762.802734375,13774.2001953125,14398.0,13720.0498046875,14398.0,21761
2025-01-06,13606.1826171875,13617.4501953125,13874.9501953125,13510.0,13813.9501953125,28472
2025-01-07,14278.826171875,14290.650390625,14388.0,13549.400390625,13550.0,25412
2025-01-08,14869.486328125,14881.7998046875,15165.849609375,14241.650390625,14277.0,58525
2025-01-09,14620.6923828125,14632.7998046875,15145.0,14571.0,15018.2998046875,23664
2025-01-10,14032.9287109375,14044.5498046875,14655.2998046875,13901.099609375,14632.0,29626
2025-01-13,13103.548828125,13114.400390625,13984.7998046875,12950.0498046875,13780.0,76016
2025-01-14,13290.6943359375,13301.7001953125,13718.5,13115.0,13115.0,32880
2025-01-15,13404.6494140625,13415.75,13536.349609375,13325.0,13401.650390625,40224
2025-01-16,13647.7978515625,13659.099609375,13818.4501953125,13463.099609375,13617.0,13122
2025-01-17,13639.705078125,13651.0,14000.0,13365.0,13670.0,25567
2025-01-20,13804.5185546875,13815.9501953125,13921.400390625,13507.0,13623.0,22111
2025-01-21,13210.759765625,13221.7001953125,13950.7001953125,13123.2998046875,13819.9501953125,30212
2025-01-22,13837.7412109375,13849.2001953125,13958.5,13313.650390625,13751.0,73851
2025-01-23,13846.0341796875,13857.5,14125.25,13508.0498046875,13827.099609375,46213
2025-01-24,13770.9453125,13782.349609375,14335.599609375,13650.0,13899.9501953125,47012
2025-01-27,13485.482421875,13496.650390625,13919.400390625,13324.5498046875,13689.0,53520
2025-01-28,13219.1025390625,13230.0498046875,13499.9501953125,12370.0,13499.9501953125,60248
2025-01-29,13900.888671875,13912.400390625,13999.7001953125,13272.0,13302.75,21643
2025-01-30,13712.9931640625,13724.349609375,14148.849609375,13478.0498046875,13900.0,23963
2025-01-31,14111.6630859375,14123.349609375,14170.0,13711.25,13811.2001953125,19952
2025-02-01,14182.10546875,14193.849609375,14282.7001953125,13800.0,14125.0,8127
2025-02-03,14180.9072265625,14192.650390625,14312.9501953125,13823.4501953125,14135.9501953125,15076
2025-02-04,14610.55078125,14622.650390625,14669.0,14196.0,14205.0,20870
2025-02-05,14805.2392578125,14817.5,14949.7001953125,14500.0,14740.0,57425
2025-02-06,14472.46484375,14484.4501953125,15220.0,14357.650390625,15020.0,20554
2025-02-07,14235.560546875,14247.349609375,14531.099609375,14049.0,14452.25,14736
2025-02-10,14661.158203125,14673.2998046875,14899.7001953125,13900.0,14300.0,28772
2025-02-11,13656.341796875,13667.650390625,14000.0,13243.900390625,13900.0,94193
2025-02-12,13635.3583984375,13646.650390625,13740.0,12700.0,13279.2998046875,55465
2025-02-13,12756.0869140625,12766.650390625,13776.2001953125,12572.4501953125,13717.400390625,45907
2025-02-14,11815.4658203125,11825.25,12887.5,11588.75,12830.900390625,72917
2025-02-17,11524.20703125,11533.75,11831.599609375,11301.0,11826.0,87543
2025-02-18,11018.2763671875,11027.400390625,11911.4501953125,10953.0,11650.7998046875,51950
2025-02-19,11134.1796875,11143.400390625,11379.5498046875,10444.75,10802.0,57059
2025-02-20,11402.8564453125,11412.2998046875,11488.0,10769.599609375,11189.0,34255
2025-02-21,10986.40234375,10995.5,11472.0,10950.0,11470.0498046875,32287
2025-02-24,11504.173828125,11513.7001953125,12344.4501953125,10687.7001953125,10849.849609375,129850
2025-02-25,11591.6005859375,11601.2001953125,11780.0,11300.0,11506.0,42822
2025-02-27,10940.0400390625,10949.099609375,11678.349609375,10816.0,11610.0,41282
2025-02-28,10602.2197265625,10611.0,10900.0,10222.650390625,10900.0,63963
2025-03-03,10478.6220703125,10487.2998046875,10766.349609375,10190.7001953125,10704.9501953125,67828
2025-03-04,11387.3203125,11396.75,11489.0,10201.7001953125,10201.7001953125,69700
2025-03-05,11829.953125,11839.75,11890.0,11255.2001953125,11360.099609375,49288
2025-03-06,11790.0361328125,11799.7998046875,12078.4501953125,11700.0,11948.0,28134
2025-03-07,12083.8935546875,12093.900390625,12306.7001953125,11725.0,11775.0,29131
2025-03-10,11392.4150390625,11401.849609375,12595.099609375,11301.099609375,11998.849609375,44656
2025-03-11,11145.0703125,11154.2998046875,11399.0,10937.9501953125,11399.0,40713
2025-03-12,10949.0830078125,10958.150390625,11252.0,10753.0,11152.0,36091
2025-03-13,11061.439453125,11070.599609375,11699.0,10711.099609375,11057.0,52775
2025-03-17,10788.4658203125,10797.400390625,11265.0,10740.099609375,11200.4501953125,29742
2025-03-18,10788.4658203125,10797.400390625,10797.400390625,10797.400390625,10797.400390625,0
2025-03-19,11492.2333984375,11501.75,11568.400390625,11149.25,11250.0,31198
2025-03-20,11671.833984375,11681.5,11821.650390625,11453.0498046875,11550.0,21516
2025-03-21,11783.1923828125,11792.9501953125,11925.150390625,11560.0498046875,11680.0,32345
2025-03-24,11899.3955078125,11909.25,12192.150390625,11821.650390625,11900.0,30923
2025-03-25,11905.1904296875,11915.0498046875,12160.0,11622.849609375,12009.900390625,30104
2025-03-26,11261.8740234375,11271.2001953125,12024.7001953125,11211.25,11915.0,48848
2025-03-27,12059.2138671875,12069.2001953125,12478.0498046875,11100.0,11210.0,132117
2025-03-28,12061.5615234375,12071.5498046875,12797.400390625,11734.849609375,12037.0,74748
2025-04-01,11474.3984375,11483.900390625,11980.0,11324.400390625,11980.0,43765
2025-04-02,11559.3779296875,11568.9501953125,11644.5,11126.0,11485.75,36122
2025-04-03,12042.5771484375,12052.5498046875,12391.7998046875,11650.0,11650.0,145503
2025-04-04,11429.685546875,11439.150390625,12026.75,11279.599609375,12026.75,72132
2025-04-07,10953.279296875,10962.349609375,11072.5,10400.150390625,10492.0,74881
2025-04-08,11174.49609375,11183.75,11510.0,11000.0,11073.099609375,31338
2025-04-09,10950.3818359375,10959.4501953125,11257.400390625,10757.5498046875,11016.0,48887
2025-04-11,11743.724609375,11753.4501953125,11847.150390625,11144.349609375,11144.349609375,66314
2025-04-15,12649.5244140625,12660.0,12732.0,11815.0,12000.0,67960
2025-04-16,12738.451171875,12749.0,12874.0,12421.0,12660.0,48085
2025-04-17,12810.3916015625,12821.0,13111.0,12650.0,12650.0,33923
2025-04-21,13125.130859375,13136.0,13300.0,12794.0,12886.0,53283
2025-04-22,13061.18359375,13072.0,13331.0,12960.0,13186.0,32585
2025-04-23,12773.421875,12784.0,13388.0,12435.0,12435.0,36088
2025-04-24,13068.177734375,13079.0,13267.0,12717.0,12872.0,52921
2025-04-25,12289.822265625,12300.0,13220.0,12200.0,13119.0,51071
2025-04-28,12559.599609375,12570.0,12841.0,12362.0,12399.0,24307
2025-04-29,12267.8408203125,12278.0,12810.0,12160.0,12683.0,26866
2025-04-30,11982.0771484375,11992.0,12502.0,11906.0,12340.0,29269
2025-05-02,11898.146484375,11908.0,12151.0,11741.0,12107.0,22988
2025-05-05,12331.7880859375,12342.0,12388.0,11951.0,12052.0,22126
2025-05-06,12050.021484375,12060.0,12403.0,11981.0,12348.0,15068
2025-05-07,12085.9912109375,12096.0,12143.0,11750.0,11951.0,16295
2025-05-08,12313.802734375,12324.0,13170.0,12100.0,12193.0,115356
2025-05-09,12418.7158203125,12429.0,12500.0,11862.0,12050.0,41049
2025-05-12,12558.599609375,12569.0,12798.0,12501.0,12605.0,23603
2025-05-13,12576.5849609375,12587.0,12867.0,12515.0,12569.0,22404
2025-05-14,12463.6787109375,12474.0,12736.0,12421.0,12640.0,24235
2025-05-15,11849.1875,11859.0,12674.0,11800.0,12564.0,60473
