Price,Adj Close,Close,High,Low,Open,Volume
Ticker,JUBLPHARMA.NS,JUBLPHARMA.NS,JUBLPHARMA.NS,JUBLPHARMA.NS,JUBLPHARMA.NS,JUBLPHARMA.NS
Date,,,,,,
2024-01-16,556.3782348632812,562.0,569.0499877929688,553.0,558.2000122070312,534778
2024-01-17,563.0112915039062,568.7000122070312,572.0,552.1500244140625,558.8499755859375,293210
2024-01-18,549.1513061523438,554.7000122070312,570.25,543.0499877929688,569.0,337244
2024-01-19,567.1692504882812,572.9000244140625,579.5,560.0999755859375,565.0,502010
2024-01-23,529.8958740234375,535.25,579.6500244140625,532.1500244140625,574.5,390638
2024-01-24,562.2192993164062,567.9000244140625,571.7999877929688,534.2000122070312,538.4500122070312,449982
2024-01-25,563.0607299804688,568.75,579.7999877929688,560.0,565.0,519981
2024-01-29,570.9312133789062,576.7000122070312,591.9500122070312,557.0499877929688,580.0999755859375,912515
2024-01-30,553.7052612304688,559.2999877929688,577.2999877929688,555.5499877929688,570.5,465334
2024-01-31,565.7337646484375,571.4500122070312,574.75,563.0,563.0,409624
2024-02-01,570.8817749023438,576.6500244140625,588.5,565.5,574.0,279925
2024-02-02,586.32568359375,592.25,616.7000122070312,568.2000122070312,576.6500244140625,4134528
2024-02-05,575.8317260742188,581.6500244140625,592.4500122070312,565.0,588.7999877929688,864857
2024-02-06,575.1387329101562,580.9500122070312,586.0,568.25,577.0499877929688,629223
2024-02-07,568.7532348632812,574.5,592.0,571.0499877929688,581.2999877929688,260486
2024-02-08,564.793212890625,570.5,577.25,565.9000244140625,574.5,163585
2024-02-09,555.1902465820312,560.7999877929688,573.4000244140625,552.5,569.0499877929688,266083
2024-02-12,580.3856811523438,586.25,594.2999877929688,550.0499877929688,557.4500122070312,803247
2024-02-13,575.1387329101562,580.9500122070312,593.7999877929688,565.0499877929688,587.0,385635
2024-02-14,577.9107055664062,583.75,591.9000244140625,571.2999877929688,575.0999755859375,190373
2024-02-15,604.1456298828125,610.25,624.25,592.0,593.7000122070312,1765022
2024-02-16,613.6990966796875,619.9000244140625,627.4500122070312,608.6500244140625,612.0,513160
2024-02-19,600.1361083984375,606.2000122070312,626.0,601.0,622.7000122070312,279630
2024-02-20,594.7901611328125,600.7999877929688,616.0,596.0,610.0,171451
2024-02-21,577.6632080078125,583.5,609.5,563.7999877929688,604.9000244140625,417126
2024-02-22,580.5342407226562,586.4000244140625,594.7999877929688,578.0,586.5499877929688,229945
2024-02-23,565.5357055664062,571.25,591.0499877929688,567.9500122070312,589.5,450745
2024-02-26,570.6342163085938,576.4000244140625,580.6500244140625,569.3499755859375,576.0,255947
2024-02-27,562.4667358398438,568.1500244140625,578.7000122070312,565.0999755859375,577.0,117356
2024-02-28,554.3488159179688,559.9500122070312,572.3499755859375,551.0,568.1500244140625,241828
2024-02-29,562.5162963867188,568.2000122070312,575.0,546.1500244140625,558.0999755859375,235661
2024-03-01,567.8621826171875,573.5999755859375,576.0499877929688,565.25,569.0,116342
2024-03-04,563.3577880859375,569.0499877929688,574.9000244140625,564.5,572.0,94746
2024-03-05,583.0587158203125,588.9500122070312,599.0,565.75,569.0499877929688,289014
2024-03-06,592.0181274414062,598.0,612.0,586.2999877929688,589.0,1548578
2024-03-07,583.2567138671875,589.1500244140625,606.9000244140625,580.6500244140625,594.9000244140625,232374
2024-03-11,553.0122680664062,558.5999755859375,592.2999877929688,555.0,589.0499877929688,333584
2024-03-12,564.397216796875,570.0999755859375,582.9000244140625,553.5,558.5999755859375,619136
2024-03-13,543.4588012695312,548.9500122070312,571.5,542.0,565.0,387505
2024-03-14,559.05126953125,564.7000122070312,571.8499755859375,538.0499877929688,538.0499877929688,149783
2024-03-15,562.3677368164062,568.0499877929688,571.5,560.0499877929688,562.5,156347
2024-03-18,565.1397094726562,570.8499755859375,574.0999755859375,564.6500244140625,568.0499877929688,99283
2024-03-19,561.8233032226562,567.5,578.2000122070312,564.5999755859375,569.0499877929688,176318
2024-03-20,564.9417724609375,570.6500244140625,577.5,558.75,566.9500122070312,216252
2024-03-21,564.8922119140625,570.5999755859375,579.5999755859375,564.0,573.25,155342
2024-03-22,559.19970703125,564.8499755859375,576.7999877929688,563.0999755859375,568.4000244140625,98372
2024-03-26,561.3282470703125,567.0,573.3499755859375,566.2999877929688,569.9000244140625,88863
2024-03-27,566.4267578125,572.1500244140625,589.5999755859375,566.9000244140625,567.0,360973
2024-03-28,564.1992797851562,569.9000244140625,578.3499755859375,562.7000122070312,572.1500244140625,214984
2024-04-01,568.8522338867188,574.5999755859375,588.0,569.9000244140625,572.9000244140625,97430
2024-04-02,583.5536499023438,589.4500122070312,596.2000122070312,566.5999755859375,566.5999755859375,506281
2024-04-03,573.604248046875,579.4000244140625,589.4500122070312,576.2000122070312,589.4500122070312,132668
2024-04-04,630.529052734375,636.9000244140625,646.9500122070312,580.4500122070312,585.0,3945444
2024-04-05,638.1025390625,644.5499877929688,649.7999877929688,631.2999877929688,633.8499755859375,907650
2024-04-08,646.6165161132812,653.1500244140625,656.9000244140625,629.7999877929688,647.9000244140625,612157
2024-04-09,643.9434814453125,650.4500122070312,666.25,644.0,654.9000244140625,657577
2024-04-10,642.8544921875,649.3499755859375,660.0,644.9500122070312,653.9000244140625,239824
2024-04-12,631.2219848632812,637.5999755859375,655.2000122070312,631.8499755859375,648.0,247603
2024-04-15,644.2899780273438,650.7999877929688,656.4000244140625,607.5499877929688,632.0999755859375,583107
2024-04-16,665.0798950195312,671.7999877929688,676.5,637.0,644.0499877929688,796703
2024-04-18,693.6908569335938,700.7000122070312,724.4000244140625,677.0999755859375,685.0,2364472
2024-04-19,658.3479614257812,665.0,700.5999755859375,655.0,700.5999755859375,1015524
2024-04-22,674.2869262695312,681.0999755859375,695.2000122070312,672.75,676.8499755859375,590601
2024-04-23,678.4448852539062,685.2999877929688,691.3499755859375,674.9000244140625,685.7000122070312,233991
2024-04-24,675.4749145507812,682.2999877929688,688.9000244140625,678.7999877929688,685.2999877929688,98798
2024-04-25,671.0198974609375,677.7999877929688,699.9500122070312,670.0,670.0,216020
2024-04-26,673.8414306640625,680.6500244140625,689.7999877929688,676.0,680.0,238359
2024-04-29,679.0389404296875,685.9000244140625,689.9000244140625,680.9000244140625,688.9000244140625,126926
2024-04-30,667.4559326171875,674.2000122070312,688.0499877929688,664.4500122070312,688.0,177612
2024-05-02,671.712890625,678.5,685.9000244140625,660.0,677.5999755859375,128952
2024-05-03,679.3854370117188,686.25,688.8499755859375,669.0999755859375,682.0999755859375,218115
2024-05-06,670.9703979492188,677.75,697.9000244140625,674.2000122070312,694.25,986728
2024-05-07,691.3643188476562,698.3499755859375,717.9000244140625,671.5999755859375,684.9000244140625,765655
2024-05-08,690.8693237304688,697.8499755859375,713.8499755859375,687.2000122070312,702.3499755859375,488545
2024-05-09,672.4059448242188,679.2000122070312,704.5499877929688,675.5,701.0,191008
2024-05-10,692.1068725585938,699.0999755859375,703.4500122070312,676.0,683.0,241166
2024-05-13,681.0684204101562,687.9500122070312,700.0,677.2000122070312,700.0,177163
2024-05-14,681.31591796875,688.2000122070312,702.0,679.9000244140625,688.0,234792
2024-05-15,708.2933349609375,715.4500122070312,731.4000244140625,686.1500244140625,690.0,798283
2024-05-16,714.4807739257812,721.7000122070312,734.0,705.7999877929688,716.9500122070312,363756
2024-05-17,715.2233276367188,722.4500122070312,741.0,715.0,725.0,412957
2024-05-21,695.3739013671875,702.4000244140625,720.0,694.0,720.0,280904
2024-05-22,702.600830078125,709.7000122070312,715.0,693.0,710.0,172335
2024-05-23,710.6197509765625,717.7999877929688,722.0,701.0,709.7000122070312,176437
2024-05-24,699.432861328125,706.5,719.0,701.0,717.7999877929688,106895
2024-05-27,683.6423950195312,690.5499877929688,709.9000244140625,687.5,705.1500244140625,171426
2024-05-28,696.1658325195312,703.2000122070312,705.2000122070312,690.5499877929688,690.5499877929688,220533
2024-05-29,699.0368041992188,706.0999755859375,733.7000122070312,690.0,704.9000244140625,640543
2024-05-30,704.580810546875,711.7000122070312,719.5,699.7000122070312,706.0,211536
2024-05-31,681.1673583984375,688.0499877929688,717.25,670.9000244140625,715.4000244140625,377881
2024-06-03,664.9314575195312,671.6500244140625,705.0,665.2000122070312,696.0,373155
2024-06-04,634.53857421875,640.9500122070312,675.0,617.0499877929688,673.6500244140625,511557
2024-06-05,683.0978393554688,690.0,692.9500122070312,621.0,642.0,340678
2024-06-06,713.2927856445312,720.5,725.2999877929688,692.9000244140625,697.0,323550
2024-06-07,749.576171875,757.1500244140625,766.4500122070312,720.0,721.5,590316
2024-06-10,736.0132446289062,743.4500122070312,775.0,732.3499755859375,745.0,318282
2024-06-11,732.84521484375,740.25,757.9500122070312,735.0,745.5499877929688,117953
2024-06-12,729.7762451171875,737.1500244140625,753.5499877929688,733.0,740.25,146964
2024-06-13,738.9337158203125,746.4000244140625,764.9500122070312,735.6500244140625,737.1500244140625,302816
2024-06-14,748.6851806640625,756.25,763.9500122070312,742.4000244140625,746.4000244140625,166172
2024-06-18,726.311279296875,733.6500244140625,768.0,711.2000122070312,765.0,867620
2024-06-19,723.9847412109375,731.2999877929688,749.1500244140625,728.0,739.9500122070312,168817
2024-06-20,726.311279296875,733.6500244140625,746.9000244140625,718.5,731.2999877929688,165683
2024-06-21,712.8472900390625,720.0499877929688,745.5499877929688,715.0,733.6500244140625,244070
2024-06-24,725.4697265625,732.7999877929688,743.9000244140625,719.0499877929688,720.4000244140625,153021
2024-06-25,718.2427368164062,725.5,740.4500122070312,724.0,734.0,86413
2024-06-26,729.9741821289062,737.3499755859375,739.9000244140625,719.2000122070312,721.7999877929688,123101
2024-06-27,741.7551879882812,749.25,751.7000122070312,729.7999877929688,737.3499755859375,254689
2024-06-28,732.3502197265625,739.75,770.0,721.2999877929688,749.25,250560
2024-07-01,725.271728515625,732.5999755859375,743.5499877929688,728.3499755859375,733.0,139251
2024-07-02,729.479248046875,736.8499755859375,745.0,730.0,738.0999755859375,160237
2024-07-03,727.8457641601562,735.2000122070312,739.9500122070312,724.9500122070312,739.0,139829
2024-07-04,742.002685546875,749.5,758.5,732.0499877929688,738.0,171636
2024-07-05,743.8836669921875,751.4000244140625,780.2999877929688,746.5,747.9500122070312,381682
2024-07-08,738.8841552734375,746.3499755859375,758.9000244140625,736.0499877929688,751.4000244140625,107212
2024-07-09,724.6282348632812,731.9500122070312,750.7999877929688,727.0999755859375,746.0,134648
2024-07-10,718.6387939453125,725.9000244140625,740.3499755859375,713.3499755859375,735.7999877929688,145353
2024-07-11,717.15380859375,724.4000244140625,732.2000122070312,720.4500122070312,725.0,61333
2024-07-12,714.4807739257812,721.7000122070312,729.9000244140625,718.0499877929688,724.8499755859375,52491
2024-07-15,718.5892333984375,725.8499755859375,736.7000122070312,712.0,723.5,112621
2024-07-16,731.3602294921875,738.75,748.0,725.8499755859375,725.8499755859375,130016
2024-07-18,719.7277221679688,727.0,745.25,722.7000122070312,738.75,215744
2024-07-19,742.0521850585938,749.5499877929688,800.0,701.7999877929688,730.5,3154232
2024-07-22,717.0547485351562,724.2999877929688,748.2999877929688,709.0,740.0,549854
2024-07-23,717.0052490234375,724.25,736.7999877929688,707.7000122070312,718.0999755859375,377456
2024-07-24,715.6687622070312,722.9000244140625,736.7000122070312,714.5,724.7999877929688,146868
2024-07-25,724.3312377929688,731.6500244140625,735.0,713.1500244140625,720.0,149280
2024-07-26,717.2528076171875,724.5,738.9500122070312,722.0,733.9000244140625,141451
2024-07-29,716.2627563476562,723.5,743.9000244140625,719.9500122070312,727.5999755859375,270137
2024-07-30,726.9052124023438,734.25,738.0499877929688,721.75,724.9000244140625,198758
2024-07-31,765.51513671875,773.25,780.0,735.7000122070312,738.0999755859375,1118120
2024-08-01,857.5353393554688,866.2000122070312,876.7999877929688,778.5999755859375,781.0,11991520
2024-08-02,847.7770385742188,851.4000244140625,863.8499755859375,836.7000122070312,841.0999755859375,1115086
2024-08-05,840.7570190429688,844.3499755859375,859.8499755859375,813.5499877929688,840.0,909634
2024-08-06,846.333251953125,849.9500122070312,858.9000244140625,816.3499755859375,841.0,520352
2024-08-07,841.5038452148438,845.0999755859375,857.0,826.8499755859375,849.0,398406
2024-08-08,846.8311157226562,850.4500122070312,864.5,838.4000244140625,849.9000244140625,473325
2024-08-09,857.336181640625,861.0,870.0,836.0,852.0,537157
2024-08-12,847.8268432617188,851.4500122070312,876.75,845.0,867.2000122070312,542036
2024-08-13,845.2877197265625,848.9000244140625,863.7000122070312,840.25,851.4500122070312,257406
2024-08-14,859.2778930664062,862.9500122070312,875.0,827.0499877929688,862.9500122070312,357771
2024-08-16,850.2664184570312,853.9000244140625,886.0,844.0999755859375,864.0,450013
2024-08-19,902.045166015625,905.9000244140625,913.0,855.5999755859375,862.7999877929688,1213827
2024-08-20,892.9838256835938,896.7999877929688,925.5,885.4000244140625,924.0,517315
2024-08-21,894.6268310546875,898.4500122070312,901.3499755859375,886.0,886.0,201011
2024-08-22,889.7476806640625,893.5499877929688,911.2000122070312,885.0999755859375,899.0,238032
2024-08-23,902.8417358398438,906.7000122070312,910.0,886.2000122070312,892.0,154972
2024-08-26,898.8587646484375,902.7000122070312,927.25,898.5,915.6500244140625,226811
2024-08-27,934.8549194335938,938.8499755859375,950.5,900.5,902.7000122070312,838119
2024-08-28,922.0098266601562,925.9500122070312,943.7999877929688,914.0,940.2999877929688,273830
2024-08-29,917.0311279296875,920.9500122070312,933.0,900.0499877929688,925.0,208441
2024-08-30,915.5872802734375,919.5,933.0,910.0499877929688,924.0499877929688,162313
2024-09-02,905.1319580078125,909.0,924.2999877929688,907.0,924.2999877929688,149379
2024-09-03,913.048095703125,916.9500122070312,919.0,904.0499877929688,911.9500122070312,138236
2024-09-04,923.8519287109375,927.7999877929688,946.0,905.4000244140625,905.4000244140625,556843
2024-09-05,933.7098388671875,937.7000122070312,942.0,925.9000244140625,933.0499877929688,240401
2024-09-06,947.6004638671875,951.6500244140625,969.9000244140625,935.0,965.75,695261
2024-09-09,1026.8118896484375,1031.199951171875,1048.0,933.0,958.0,6495275
2024-09-10,1013.9170532226562,1018.25,1044.800048828125,1010.0499877929688,1020.9500122070312,1120844
2024-09-11,1028.1064453125,1032.5,1060.0,1012.1500244140625,1040.0,1234471
2024-09-12,1042.494873046875,1046.949951171875,1066.0,1024.0,1032.5,822851
2024-09-13,1185.931884765625,1191.0,1227.0,1032.199951171875,1050.0,7284630
2024-09-16,1218.9906005859375,1224.199951171875,1247.1500244140625,1166.050048828125,1186.0,3255210
2024-09-17,1214.4102783203125,1219.5999755859375,1236.5999755859375,1191.050048828125,1205.0,616304
2024-09-18,1193.59912109375,1198.699951171875,1224.199951171875,1190.5,1207.4000244140625,918447
2024-09-19,1168.70556640625,1173.699951171875,1207.9000244140625,1128.5,1195.75,646543
2024-09-20,1200.9676513671875,1206.0999755859375,1213.199951171875,1139.9000244140625,1189.800048828125,513293
2024-09-23,1214.80859375,1220.0,1222.5,1183.25,1208.6500244140625,371054
2024-09-24,1184.1395263671875,1189.199951171875,1229.9000244140625,1176.949951171875,1225.0,251128
2024-09-25,1206.2451171875,1211.4000244140625,1222.0,1183.4000244140625,1198.800048828125,305254
2024-09-26,1176.522216796875,1181.550048828125,1246.25,1173.0,1211.4000244140625,290492
2024-09-27,1164.7225341796875,1169.699951171875,1198.199951171875,1127.050048828125,1196.449951171875,434655
2024-09-30,1145.903076171875,1150.800048828125,1173.0,1133.0,1151.0,307897
2024-10-01,1165.320068359375,1170.300048828125,1175.0,1144.0,1145.699951171875,204088
2024-10-03,1113.740478515625,1118.5,1158.949951171875,1100.050048828125,1149.3499755859375,310826
2024-10-04,1107.21826171875,1111.949951171875,1139.949951171875,1075.3499755859375,1107.0999755859375,267939
2024-10-07,1078.3416748046875,1082.949951171875,1107.8499755859375,1060.0999755859375,1085.0,465944
2024-10-08,1133.8544921875,1138.699951171875,1150.699951171875,1067.0,1068.0,199501
2024-10-09,1158.6983642578125,1163.6500244140625,1189.0,1129.699951171875,1150.0,222946
2024-10-10,1172.389892578125,1177.4000244140625,1192.6500244140625,1158.199951171875,1173.5,181003
2024-10-11,1141.471923828125,1146.3499755859375,1185.8499755859375,1132.0999755859375,1175.0,153418
2024-10-14,1145.4549560546875,1150.3499755859375,1170.0,1142.449951171875,1152.050048828125,144100
2024-10-15,1216.800048828125,1222.0,1226.0,1147.0,1150.3499755859375,589376
2024-10-16,1223.0234375,1228.25,1232.0,1172.550048828125,1210.9000244140625,272818
2024-10-17,1168.45654296875,1173.449951171875,1231.300048828125,1162.949951171875,1231.300048828125,139831
2024-10-18,1174.6302490234375,1179.6500244140625,1191.6500244140625,1135.0,1164.3499755859375,140728
2024-10-21,1178.4638671875,1183.5,1199.0,1160.050048828125,1170.0,140604
2024-10-22,1122.552734375,1127.3499755859375,1186.25,1112.800048828125,1183.5,220811
2024-10-23,1133.4063720703125,1138.25,1150.6500244140625,1100.050048828125,1117.0999755859375,94700
2024-10-24,1103.3349609375,1108.050048828125,1142.25,1104.050048828125,1138.25,87516
2024-10-25,1053.846435546875,1058.3499755859375,1131.3499755859375,1041.300048828125,1113.9000244140625,589246
2024-10-28,1091.7344970703125,1096.4000244140625,1105.0,1033.1500244140625,1045.050048828125,261385
2024-10-29,1103.782958984375,1108.5,1120.3499755859375,1070.0,1098.699951171875,162361
2024-10-30,1127.2327880859375,1132.050048828125,1162.0,1066.0,1092.9000244140625,292138
2024-10-31,1206.5936279296875,1211.75,1223.8499755859375,1124.75,1139.949951171875,584044
2024-11-01,1257.227294921875,1262.5999755859375,1279.75,1225.0,1235.0,303678
2024-11-04,1247.1702880859375,1252.5,1296.6500244140625,1193.5999755859375,1280.0,786919
2024-11-05,1232.83154296875,1238.0999755859375,1254.8499755859375,1226.75,1249.0999755859375,337921
2024-11-06,1241.04638671875,1246.3499755859375,1283.0,1213.949951171875,1241.199951171875,335010
2024-11-07,1249.2115478515625,1254.550048828125,1309.9000244140625,1242.300048828125,1264.0,734660
2024-11-08,1233.7276611328125,1239.0,1256.199951171875,1225.949951171875,1255.0,137965
2024-11-11,1220.6336669921875,1225.8499755859375,1251.0,1213.5999755859375,1235.0,142321
2024-11-12,1185.2349853515625,1190.300048828125,1258.0,1150.0,1230.0,338909
2024-11-13,1140.6754150390625,1145.550048828125,1192.3499755859375,1085.800048828125,1162.0,495408
2024-11-14,1163.776611328125,1168.75,1209.949951171875,1145.550048828125,1145.550048828125,225326
2024-11-18,1140.4761962890625,1145.3499755859375,1162.1500244140625,1115.0,1158.0999755859375,187995
2024-11-19,1125.6893310546875,1130.5,1167.949951171875,1115.0,1158.5,166735
2024-11-21,1125.5400390625,1130.3499755859375,1157.4000244140625,1117.5,1128.0,111789
2024-11-22,1133.6553955078125,1138.5,1147.0,1120.0999755859375,1120.0999755859375,76010
2024-11-25,1107.0689697265625,1111.800048828125,1165.300048828125,1095.0999755859375,1144.5,227790
2024-11-26,1145.15625,1150.050048828125,1159.949951171875,1100.0999755859375,1119.800048828125,209047
2024-11-27,1131.763427734375,1136.5999755859375,1155.0,1121.1500244140625,1151.949951171875,109511
2024-11-28,1183.293212890625,1188.3499755859375,1197.0,1137.050048828125,1149.0,297485
2024-11-29,1228.9979248046875,1234.25,1239.5,1172.3499755859375,1188.5,229537
2024-12-02,1197.134033203125,1202.25,1252.5,1191.4000244140625,1225.0,264059
2024-12-03,1221.4302978515625,1226.6500244140625,1232.5,1193.0999755859375,1212.8499755859375,179787
2024-12-04,1221.8782958984375,1227.0999755859375,1265.0,1210.25,1215.5,248351
2024-12-05,1200.0714111328125,1205.199951171875,1233.5,1190.199951171875,1226.0,133324
2024-12-06,1208.286376953125,1213.449951171875,1226.0,1194.199951171875,1211.5,94046
2024-12-09,1160.0924072265625,1165.050048828125,1221.0,1143.0,1219.800048828125,301708
2024-12-10,1136.2940673828125,1141.1500244140625,1185.0,1118.6500244140625,1165.050048828125,167771
2024-12-11,1144.509033203125,1149.4000244140625,1154.949951171875,1119.8499755859375,1131.050048828125,134398
2024-12-12,1120.013671875,1124.800048828125,1154.0,1122.0,1149.4000244140625,71432
2024-12-13,1109.6080322265625,1114.3499755859375,1128.449951171875,1089.1500244140625,1118.050048828125,129760
2024-12-16,1077.545166015625,1082.1500244140625,1135.25,1076.0,1097.0,1084832
2024-12-17,1086.9549560546875,1091.5999755859375,1109.9000244140625,1062.0,1082.6500244140625,206966
2024-12-18,1085.01318359375,1089.6500244140625,1108.5,1076.449951171875,1080.1500244140625,107226
2024-12-19,1087.203857421875,1091.8499755859375,1099.1500244140625,1061.050048828125,1079.699951171875,104592
2024-12-20,1057.08251953125,1061.5999755859375,1110.0,1050.0,1094.0,105953
2024-12-23,1060.1693115234375,1064.699951171875,1084.9000244140625,1050.199951171875,1061.5999755859375,101206
2024-12-24,1092.730224609375,1097.4000244140625,1110.0,1061.9000244140625,1069.9000244140625,127571
2024-12-26,1065.2476806640625,1069.800048828125,1105.0,1062.050048828125,1097.4000244140625,98631
2024-12-27,1074.607666015625,1079.199951171875,1125.0,1060.050048828125,1070.0999755859375,378339
2024-12-30,1092.9293212890625,1097.5999755859375,1109.0,1055.0,1072.199951171875,250704
2024-12-31,1100.4969482421875,1105.199951171875,1110.0,1076.199951171875,1086.5999755859375,112755
2025-01-01,1075.3046875,1079.9000244140625,1130.0,1068.050048828125,1105.199951171875,297942
2025-01-02,1080.283447265625,1084.9000244140625,1112.8499755859375,1073.550048828125,1085.9000244140625,203923
2025-01-03,1087.203857421875,1091.8499755859375,1096.050048828125,1076.0,1086.3499755859375,128073
2025-01-06,1020.0906372070312,1024.449951171875,1082.4000244140625,1012.2000122070312,1070.0,516178
2025-01-07,1020.1404418945312,1024.5,1034.4000244140625,1009.6500244140625,1024.449951171875,339982
2025-01-08,1035.3255615234375,1039.75,1044.699951171875,996.4000244140625,1029.8499755859375,282249
2025-01-09,998.6821899414062,1002.9500122070312,1044.8499755859375,999.3499755859375,1038.25,134562
2025-01-10,972.0957641601562,976.25,1003.9000244140625,965.0499877929688,1003.9000244140625,158772
2025-01-13,920.4664306640625,924.4000244140625,967.9000244140625,913.8499755859375,950.0,268680
2025-01-14,958.2051391601562,962.2999877929688,976.0999755859375,911.6500244140625,923.5499877929688,205361
2025-01-15,940.23193359375,944.25,962.2999877929688,930.9000244140625,958.8499755859375,157391
2025-01-16,918.624267578125,922.5499877929688,951.5,917.25,945.0,183605
2025-01-17,937.5932006835938,941.5999755859375,971.0,900.0,914.0499877929688,563722
2025-01-20,977.970703125,982.1500244140625,988.4500122070312,935.1500244140625,941.5,281936
2025-01-21,939.8336181640625,943.8499755859375,999.7000122070312,940.0,991.2000122070312,202228
2025-01-22,934.0582885742188,938.0499877929688,948.75,925.0,944.0,99647
2025-01-23,954.2719116210938,958.3499755859375,965.0999755859375,930.2000122070312,938.0499877929688,86345
2025-01-24,918.2757568359375,922.2000122070312,985.0,912.0,959.6500244140625,148441
2025-01-27,898.3609008789062,902.2000122070312,917.0,877.5499877929688,915.7999877929688,193290
2025-01-28,878.1970825195312,881.9500122070312,913.2000122070312,842.25,912.7999877929688,340143
2025-01-29,929.926025390625,933.9000244140625,941.9500122070312,865.8499755859375,884.0,207983
2025-01-30,953.1268310546875,957.2000122070312,979.0,916.0,916.0,346307
2025-01-31,969.8055419921875,973.9500122070312,1000.0,927.5999755859375,951.25,696212
2025-02-01,973.4400024414062,977.5999755859375,991.0,962.8499755859375,982.1500244140625,104284
2025-02-03,947.3515625,951.4000244140625,970.0,918.7000122070312,955.0,141591
2025-02-04,952.3800659179688,956.4500122070312,974.0,932.2000122070312,958.0,358236
2025-02-05,1050.709716796875,1055.199951171875,1074.3499755859375,952.9000244140625,961.5499877929688,2142616
2025-02-06,1049.2659912109375,1053.75,1062.449951171875,1033.6500244140625,1062.449951171875,280650
2025-02-07,995.7944946289062,1000.0499877929688,1045.949951171875,997.2999877929688,1040.0999755859375,351656
2025-02-10,995.246826171875,999.5,1003.3499755859375,987.2999877929688,999.0,140297
2025-02-11,991.064697265625,995.2999877929688,1005.8499755859375,950.0999755859375,995.3499755859375,196558
2025-02-12,994.2510986328125,998.5,1003.0,940.5499877929688,997.0,262748
2025-02-13,956.313232421875,960.4000244140625,999.6500244140625,952.0999755859375,983.5499877929688,158707
2025-02-14,940.928955078125,944.9500122070312,969.9000244140625,905.8499755859375,969.9000244140625,362620
2025-02-17,991.2140502929688,995.4500122070312,1019.0,947.75,947.75,1138223
2025-02-18,998.2838134765625,1002.5499877929688,1034.5,943.1500244140625,995.0,531980
2025-02-19,964.3289794921875,968.4500122070312,1008.0,945.5,990.0,264872
2025-02-20,986.832763671875,991.0499877929688,1004.4500122070312,959.2999877929688,960.0999755859375,140010
2025-02-21,962.8353271484375,966.9500122070312,1011.5,961.0499877929688,980.0,142704
2025-02-24,933.6600341796875,937.6500244140625,969.7000122070312,932.0,958.9000244140625,166887
2025-02-25,934.5064086914062,938.5,960.8499755859375,923.2000122070312,947.0,255396
2025-02-27,905.7791748046875,909.6500244140625,948.4500122070312,902.5999755859375,935.0999755859375,240840
2025-02-28,898.8587646484375,902.7000122070312,917.5,878.0499877929688,899.9000244140625,238276
2025-03-03,895.3736572265625,899.2000122070312,917.75,882.2999877929688,904.9500122070312,222265
2025-03-04,916.2843017578125,920.2000122070312,928.8499755859375,881.7000122070312,883.0499877929688,118833
2025-03-05,892.037841796875,895.8499755859375,927.0,890.0,918.0,217899
2025-03-06,916.0353393554688,919.9500122070312,925.0,897.0499877929688,902.0499877929688,265152
2025-03-07,906.2272338867188,910.0999755859375,940.0,907.0,923.0,183335
2025-03-10,879.0433959960938,882.7999877929688,927.9000244140625,876.8499755859375,896.7999877929688,239527
2025-03-11,887.0591430664062,890.8499755859375,901.9500122070312,867.5999755859375,879.75,158036
2025-03-12,861.3191528320312,865.0,891.0,851.0,890.0,228125
2025-03-13,862.7630004882812,866.4500122070312,895.0,855.0,885.8499755859375,591361
2025-03-17,852.556640625,856.2000122070312,871.0,845.7999877929688,866.4000244140625,201999
2025-03-18,852.556640625,856.2000122070312,856.2000122070312,856.2000122070312,856.2000122070312,0
2025-03-19,897.2157592773438,901.0499877929688,908.75,876.75,890.0,152586
2025-03-20,895.1246948242188,898.9500122070312,922.0499877929688,890.0999755859375,903.25,202510
2025-03-21,899.008056640625,902.8499755859375,919.5,889.75,900.0,152185
2025-03-24,890.5941162109375,894.4000244140625,909.9000244140625,888.0999755859375,902.0,148819
2025-03-25,867.6421508789062,871.3499755859375,903.4500122070312,867.2000122070312,890.0,143742
2025-03-26,857.7344970703125,861.4000244140625,877.7999877929688,850.0999755859375,877.7999877929688,277273
2025-03-27,884.9183349609375,888.7000122070312,899.0,851.0999755859375,865.5999755859375,294393
2025-03-28,892.0877075195312,895.9000244140625,904.0,877.5,888.7000122070312,159955
2025-04-01,913.097900390625,917.0,928.7000122070312,880.7999877929688,885.0,234147
2025-04-02,905.7791748046875,909.6500244140625,923.8499755859375,895.0,912.7999877929688,124466
2025-04-03,966.4199829101562,970.5499877929688,995.0,910.1500244140625,910.1500244140625,1999181
2025-04-04,925.2459716796875,929.2000122070312,974.7000122070312,910.7000122070312,974.7000122070312,402029
2025-04-07,879.591064453125,883.3499755859375,890.5,802.0,802.0,184685
2025-04-08,877.0519409179688,880.7999877929688,904.4000244140625,876.4500122070312,898.9500122070312,98455
2025-04-09,824.576171875,828.0999755859375,888.3499755859375,823.8499755859375,865.0,225995
2025-04-11,914.392333984375,918.2999877929688,939.8499755859375,842.5999755859375,863.0,1439065
2025-04-15,915.985595703125,919.9000244140625,925.2999877929688,892.0999755859375,902.3499755859375,447969
2025-04-16,912.0523681640625,915.9500122070312,927.7999877929688,907.5,927.7999877929688,88104
