Price,Adj Close,Close,High,Low,Open,Volume
2024-01-31,906.6742553710938,910.2000122070312,922.7000122070312,897.0,898.0,1399292
2024-02-01,887.050537109375,890.5,920.0999755859375,865.0,920.0999755859375,1817051
2024-02-02,882.2691650390625,885.7000122070312,899.75,882.0499877929688,890.5,648664
2024-02-05,881.17333984375,884.5999755859375,894.0999755859375,879.4500122070312,886.0,766933
2024-02-06,881.3726196289062,884.7999877929688,897.5999755859375,880.8499755859375,888.0,1057975
2024-02-07,873.8518676757812,877.25,890.9500122070312,868.0499877929688,887.1500244140625,446360
2024-02-08,855.2243041992188,858.5499877929688,883.4000244140625,853.3499755859375,880.0,1203539
2024-02-09,839.8341064453125,843.0999755859375,861.7000122070312,829.7000122070312,855.0999755859375,936078
2024-02-12,828.1795654296875,831.4000244140625,849.0,817.5499877929688,843.0999755859375,859065
2024-02-13,828.9763793945312,832.2000122070312,838.7000122070312,818.5499877929688,822.0999755859375,465748
2024-02-14,794.1119995117188,797.2000122070312,829.0,782.7999877929688,828.0,1982268
2024-02-15,807.1113891601562,810.25,850.5,771.0,771.0,4974179
2024-02-16,868.8712768554688,872.25,891.0,822.0,822.0,8741874
2024-02-19,859.2088012695312,862.5499877929688,876.0,853.0,875.0,964956
2024-02-20,890.6864624023438,894.1500244140625,905.0,867.2000122070312,871.0999755859375,3444381
2024-02-21,897.1113891601562,900.5999755859375,911.0,885.0999755859375,890.0,1778463
2024-02-22,908.91552734375,912.4500122070312,916.0,898.0999755859375,900.0,715441
2024-02-23,896.6133422851562,900.0999755859375,921.5999755859375,894.5,912.5499877929688,1406588
2024-02-26,924.056640625,927.6500244140625,942.0,907.0,907.0,3013526
2024-02-27,924.056640625,927.6500244140625,937.5,918.0999755859375,926.5,804309
2024-02-28,907.67041015625,911.2000122070312,929.9000244140625,900.5499877929688,925.0,643011
2024-02-29,921.5165405273438,925.0999755859375,926.9500122070312,898.4500122070312,911.0,1434787
2024-03-01,916.735107421875,920.2999877929688,925.0999755859375,904.7000122070312,925.0999755859375,671589
2024-03-04,918.1296997070312,921.7000122070312,945.9500122070312,919.25,925.0499877929688,1085073
2024-03-05,913.6471557617188,917.2000122070312,921.5499877929688,905.3499755859375,920.9000244140625,660077
2024-03-06,922.8114624023438,926.4000244140625,935.5999755859375,903.1500244140625,916.0,1577906
2024-03-07,951.5497436523438,955.25,964.2999877929688,927.0,927.0,1749348
2024-03-11,951.5995483398438,955.2999877929688,974.0,950.0499877929688,958.0,1875353
2024-03-12,941.4888916015625,945.1500244140625,967.8499755859375,931.3499755859375,955.2999877929688,1079570
2024-03-13,894.9697875976562,898.4500122070312,948.1500244140625,885.5,941.5999755859375,1773669
2024-03-14,933.8684692382812,937.5,941.4500122070312,883.0,890.5499877929688,1584214
2024-03-15,922.9110717773438,926.5,943.8499755859375,912.0499877929688,937.9500122070312,1144957
2024-03-18,936.0101928710938,939.6500244140625,944.5999755859375,916.0499877929688,924.6500244140625,678559
2024-03-19,917.0838623046875,920.6500244140625,942.0,917.0,938.5,555021
2024-03-20,937.6537475585938,941.2999877929688,946.4500122070312,908.3499755859375,915.8499755859375,1104276
2024-03-21,943.0328979492188,946.7000122070312,954.5,938.5,941.7999877929688,721888
2024-03-22,947.316162109375,951.0,954.4000244140625,940.7000122070312,943.7000122070312,792841
2024-03-26,953.4921875,957.2000122070312,961.3499755859375,936.0,950.0,685483
2024-03-27,958.721923828125,962.4500122070312,969.4000244140625,947.2999877929688,960.0,752945
2024-03-28,954.7373657226562,958.4500122070312,968.5999755859375,954.25,960.0,517943
2024-04-01,978.6444091796875,982.4500122070312,985.0,959.0499877929688,959.0499877929688,689298
2024-04-02,983.1768188476562,987.0,993.5,975.0,984.75,804261
2024-04-03,990.0001831054688,993.8499755859375,996.0,978.9500122070312,984.0499877929688,677231
2024-04-04,1002.1030883789062,1006.0,1010.0,990.0999755859375,999.4500122070312,861431
2024-04-05,1013.4590454101562,1017.4000244140625,1019.0,999.2999877929688,1010.0,442664
2024-04-08,1035.074951171875,1039.0999755859375,1057.75,1017.4000244140625,1017.4000244140625,870099
2024-04-09,1042.9444580078125,1047.0,1059.949951171875,1035.4000244140625,1058.0,951210
2024-04-10,1039.3084716796875,1043.3499755859375,1058.0,1031.550048828125,1047.0,1178981
2024-04-12,1047.7257080078125,1051.800048828125,1070.0,1031.0,1043.3499755859375,980800
2024-04-15,1039.9560546875,1044.0,1060.0,1031.0,1031.0,586620
2024-04-16,1055.89404296875,1060.0,1063.949951171875,1040.0999755859375,1044.0,425482
2024-04-18,1037.7645263671875,1041.800048828125,1063.949951171875,1034.199951171875,1060.0,1139829
2024-04-19,1022.4241943359375,1026.4000244140625,1039.449951171875,1020.1500244140625,1032.0,762705
2024-04-22,1035.323974609375,1039.3499755859375,1054.0999755859375,1026.449951171875,1030.0,260452
2024-04-23,1030.4927978515625,1034.5,1044.25,1017.5,1039.3499755859375,1223564
2024-04-24,1066.801513671875,1070.949951171875,1074.5999755859375,1033.300048828125,1036.0,657378
2024-04-25,1076.1153564453125,1080.300048828125,1096.0,1070.949951171875,1071.0,1101089
2024-04-26,1075.1689453125,1079.3499755859375,1088.75,1061.25,1085.0,475440
2024-04-29,1066.9510498046875,1071.0999755859375,1098.0,1063.050048828125,1090.0,442802
2024-04-30,1053.104736328125,1057.199951171875,1081.5999755859375,1054.5,1075.0,952244
2024-05-02,1056.3919677734375,1060.5,1068.949951171875,1053.6500244140625,1060.3499755859375,324107
2024-05-03,1049.2200927734375,1053.300048828125,1071.300048828125,1045.300048828125,1062.199951171875,845271
2024-05-06,1036.6190185546875,1040.6500244140625,1062.300048828125,1033.6500244140625,1057.800048828125,414896
2024-05-07,1011.8153686523438,1015.75,1043.75,997.7999877929688,1043.75,560484
2024-05-08,1017.5430908203125,1021.5,1029.5,1008.0499877929688,1016.7999877929688,213896
2024-05-09,995.7777709960938,999.6500244140625,1025.0,995.0499877929688,1015.2000122070312,469357
2024-05-10,1019.983642578125,1023.9500122070312,1027.25,997.4000244140625,1002.8499755859375,421300
2024-05-13,1029.14794921875,1033.1500244140625,1040.699951171875,1010.0,1025.0,473458
2024-05-14,1007.3328857421875,1011.25,1040.0,1008.0999755859375,1033.1500244140625,256949
2024-05-15,998.5171508789062,1002.4000244140625,1017.5999755859375,986.4000244140625,1013.9500122070312,969716
2024-05-16,1001.4058837890625,1005.2999877929688,1011.9500122070312,985.2000122070312,1005.0,571339
2024-05-17,1015.6006469726562,1019.5499877929688,1021.5,999.7999877929688,1010.0,342548
2024-05-21,1030.44287109375,1034.449951171875,1053.0,1023.0999755859375,1047.9000244140625,473436
2024-05-22,1021.378173828125,1025.3499755859375,1043.0,1021.7000122070312,1034.5,256930
2024-05-23,1023.6194458007812,1027.5999755859375,1036.449951171875,1005.5,1036.449951171875,309747
2024-05-24,1031.9869384765625,1036.0,1042.5999755859375,1000.0,1031.0,953721
2024-05-27,1115.1136474609375,1119.449951171875,1124.5,1031.25,1031.25,5960921
2024-05-28,1155.7056884765625,1160.199951171875,1176.449951171875,1110.25,1120.0,5608943
2024-05-29,1175.8275146484375,1180.4000244140625,1183.9000244140625,1144.1500244140625,1160.199951171875,1555169
2024-05-30,1151.522216796875,1156.0,1180.75,1148.550048828125,1173.300048828125,815238
2024-05-31,1155.8553466796875,1160.3499755859375,1182.0,1145.5999755859375,1160.0,1454676
2024-06-03,1171.643798828125,1176.199951171875,1199.0,1151.800048828125,1174.949951171875,466303
2024-06-04,1118.00244140625,1122.3499755859375,1189.0,1037.1500244140625,1176.199951171875,2199037
2024-06-05,1178.9654541015625,1183.550048828125,1203.0,1109.050048828125,1135.0,935489
2024-06-06,1205.1634521484375,1209.8499755859375,1216.1500244140625,1164.25,1184.550048828125,769796
2024-06-07,1189.5244140625,1194.1500244140625,1220.949951171875,1188.0,1213.0,818364
2024-06-10,1201.427978515625,1206.0999755859375,1212.0,1182.550048828125,1198.0,647187
2024-06-11,1186.137451171875,1190.75,1212.449951171875,1186.5999755859375,1207.8499755859375,902103
2024-06-12,1198.240478515625,1202.9000244140625,1205.550048828125,1182.5,1195.0,586204
2024-06-13,1220.1053466796875,1224.8499755859375,1232.5,1198.4000244140625,1205.0,765839
2024-06-14,1232.3577880859375,1237.1500244140625,1240.75,1221.050048828125,1226.1500244140625,647206
2024-06-18,1238.03564453125,1242.8499755859375,1264.0,1232.25,1237.1500244140625,1122110
2024-06-19,1230.913330078125,1235.699951171875,1257.75,1228.1500244140625,1246.5,811531
2024-06-20,1236.44189453125,1241.25,1251.75,1233.3499755859375,1237.8499755859375,310532
2024-06-21,1225.8331298828125,1230.5999755859375,1260.5999755859375,1227.300048828125,1241.25,537198
2024-06-24,1215.124755859375,1219.8499755859375,1231.949951171875,1212.199951171875,1230.5999755859375,602287
2024-06-25,1208.64990234375,1213.3499755859375,1231.8499755859375,1208.25,1219.0,396675
2024-06-26,1221.6494140625,1226.4000244140625,1240.0,1199.300048828125,1210.0,576425
2024-06-27,1216.021240234375,1220.75,1238.6500244140625,1212.800048828125,1226.4000244140625,453001
2024-06-28,1225.7335205078125,1230.5,1246.9000244140625,1220.800048828125,1225.050048828125,476411
2024-07-01,1262.5404052734375,1267.449951171875,1272.3499755859375,1232.0999755859375,1233.0,677834
2024-07-02,1244.112060546875,1248.949951171875,1271.699951171875,1236.550048828125,1270.0,554224
2024-07-03,1276.8348388671875,1281.800048828125,1292.800048828125,1249.300048828125,1251.800048828125,1403050
2024-07-04,1290.4818115234375,1295.5,1303.1500244140625,1272.0,1282.0,712608
2024-07-05,1332.966552734375,1338.1500244140625,1356.5,1291.300048828125,1295.0,1454791
2024-07-08,1351.0960693359375,1356.3499755859375,1366.949951171875,1335.25,1338.0999755859375,915961
2024-07-09,1353.78564453125,1359.050048828125,1364.949951171875,1343.300048828125,1356.050048828125,558976
2024-07-10,1374.5048828125,1379.8499755859375,1385.0,1330.8499755859375,1361.949951171875,1093184
2024-07-11,1379.0374755859375,1384.4000244140625,1397.0,1350.0,1392.0,2647788
2024-07-12,1376.148681640625,1381.5,1396.0,1353.1500244140625,1386.0,1280942
2024-07-15,1402.6953125,1408.1500244140625,1416.0999755859375,1382.5,1382.800048828125,887309
2024-07-16,1405.2852783203125,1410.75,1427.0,1405.0999755859375,1411.9000244140625,590653
2024-07-18,1407.875244140625,1413.3499755859375,1425.0,1399.6500244140625,1422.0,1311262
2024-07-19,1407.4766845703125,1412.949951171875,1417.5,1383.0999755859375,1414.6500244140625,747528
2024-07-22,1424.1121826171875,1429.6500244140625,1436.6500244140625,1330.0999755859375,1406.9000244140625,780641
2024-07-23,1419.3804931640625,1424.9000244140625,1434.949951171875,1400.800048828125,1427.0,933073
2024-07-24,1420.1773681640625,1425.699951171875,1447.800048828125,1414.0,1417.0,575514
2024-07-25,1419.08154296875,1424.5999755859375,1451.0,1402.050048828125,1419.8499755859375,772348
2024-07-26,1432.8282470703125,1438.4000244140625,1454.199951171875,1420.0999755859375,1423.0,703609
2024-07-29,1434.7706298828125,1440.3499755859375,1451.949951171875,1420.0,1439.25,648156
2024-07-30,1427.1502685546875,1432.699951171875,1451.3499755859375,1428.25,1434.3499755859375,398856
2024-07-31,1463.0606689453125,1468.75,1474.0,1434.5,1434.5,743604
2024-08-01,1432.1309814453125,1437.699951171875,1479.4000244140625,1425.0,1472.800048828125,941967
2024-08-02,1437.460205078125,1443.050048828125,1452.3499755859375,1415.050048828125,1436.0,492863
2024-08-05,1412.3082275390625,1417.800048828125,1452.800048828125,1406.4000244140625,1415.0,659694
2024-08-06,1420.0777587890625,1425.5999755859375,1464.8499755859375,1420.3499755859375,1428.699951171875,738077
2024-08-07,1454.4940185546875,1460.1500244140625,1483.0999755859375,1432.4000244140625,1437.0,595406
2024-08-08,1446.1265869140625,1451.75,1474.9000244140625,1448.550048828125,1459.0,421207
2024-08-09,1467.244384765625,1472.949951171875,1484.0,1453.050048828125,1455.4000244140625,835571
2024-08-12,1496.679931640625,1502.5,1516.449951171875,1472.300048828125,1475.5999755859375,1397118
2024-08-13,1472.32470703125,1478.050048828125,1520.0,1461.5,1510.0,1240620
2024-08-14,1485.4237060546875,1491.199951171875,1514.0,1467.6500244140625,1492.0,1119999
2024-08-16,1559.7347412109375,1565.800048828125,1576.0,1425.8499755859375,1514.699951171875,5136030
2024-08-19,1625.1802978515625,1631.5,1639.699951171875,1565.800048828125,1582.0999755859375,2446710
2024-08-20,1631.6051025390625,1637.949951171875,1642.550048828125,1610.449951171875,1631.5,1035390
2024-08-21,1674.2393798828125,1680.75,1684.8499755859375,1630.949951171875,1637.6500244140625,1294516
2024-08-22,1670.2550048828125,1676.75,1680.75,1658.449951171875,1680.75,747444
2024-08-23,1680.1165771484375,1686.6500244140625,1694.449951171875,1665.0,1665.0,818619
2024-08-26,1688.0357666015625,1694.5999755859375,1705.0,1678.050048828125,1695.5,756012
2024-08-27,1700.6866455078125,1707.300048828125,1718.0,1680.0,1691.699951171875,800190
2024-08-28,1700.8359375,1707.449951171875,1712.0,1695.0,1706.949951171875,662569
2024-08-29,1684.7486572265625,1691.300048828125,1713.9000244140625,1676.1500244140625,1705.0999755859375,1340831
2024-08-30,1725.0418701171875,1731.75,1750.0,1683.1500244140625,1687.0,1381346
2024-09-02,1681.36181640625,1687.9000244140625,1750.5,1683.4000244140625,1737.9000244140625,593651
2024-09-03,1680.9632568359375,1687.5,1716.699951171875,1681.5,1694.5,993189
2024-09-04,1680.0169677734375,1686.550048828125,1704.449951171875,1666.5,1682.0,1386615
2024-09-05,1702.8282470703125,1709.449951171875,1715.800048828125,1680.0,1686.0,994849
2024-09-06,1696.1043701171875,1702.699951171875,1725.0,1695.0,1709.699951171875,1001905
2024-09-09,1697.5986328125,1704.199951171875,1724.0,1688.300048828125,1702.699951171875,1027507
2024-09-10,1721.1571044921875,1727.8499755859375,1746.8499755859375,1713.0,1713.0,1051257
2024-09-11,1718.965576171875,1725.6500244140625,1744.0,1715.1500244140625,1727.8499755859375,788702
2024-09-12,1741.1790771484375,1747.949951171875,1754.3499755859375,1729.949951171875,1729.949951171875,1072117
2024-09-13,1749.408935546875,1753.699951171875,1756.5,1729.6500244140625,1745.050048828125,696374
2024-09-16,1737.1888427734375,1741.449951171875,1769.5999755859375,1734.449951171875,1769.5999755859375,613699
2024-09-17,1708.80859375,1713.0,1746.75,1708.0,1745.0,795531
2024-09-18,1642.0224609375,1646.050048828125,1719.25,1623.0999755859375,1714.0,1596880
2024-09-19,1645.76318359375,1649.800048828125,1676.75,1625.9000244140625,1646.050048828125,995151
2024-09-20,1632.7452392578125,1636.75,1674.0,1610.0,1659.1500244140625,2923466
2024-09-23,1708.2598876953125,1712.449951171875,1764.0,1705.0,1705.0,4885392
2024-09-24,1693.3465576171875,1697.5,1726.6500244140625,1691.6500244140625,1720.0,825442
2024-09-25,1685.0667724609375,1689.199951171875,1705.25,1671.0,1702.449951171875,804664
2024-09-26,1674.193603515625,1678.300048828125,1696.1500244140625,1668.0,1694.6500244140625,926471
2024-09-27,1681.5753173828125,1685.699951171875,1704.5,1671.0,1671.199951171875,908797
2024-09-30,1669.4052734375,1673.5,1701.949951171875,1665.050048828125,1696.800048828125,772181
2024-10-01,1662.8712158203125,1666.949951171875,1675.550048828125,1650.050048828125,1673.0,652450
2024-10-03,1640.3265380859375,1644.3499755859375,1679.050048828125,1636.8499755859375,1660.0,912043
2024-10-04,1658.6317138671875,1662.699951171875,1699.9000244140625,1629.949951171875,1634.25,1243615
2024-10-07,1671.0013427734375,1675.0999755859375,1688.8499755859375,1653.949951171875,1670.949951171875,1462499
2024-10-08,1730.305908203125,1734.550048828125,1739.0,1663.699951171875,1675.0,933178
2024-10-09,1781.7796630859375,1786.1500244140625,1795.0,1727.949951171875,1741.0,1006279
2024-10-10,1756.6412353515625,1760.949951171875,1803.0,1747.449951171875,1789.699951171875,1005393
2024-10-11,1786.2685546875,1790.6500244140625,1805.0,1759.8499755859375,1761.0,474661
2024-10-14,1813.701416015625,1818.1500244140625,1823.0,1784.25,1797.800048828125,724677
2024-10-15,1800.4837646484375,1804.9000244140625,1830.949951171875,1794.1500244140625,1821.9000244140625,416108
2024-10-16,1777.091064453125,1781.449951171875,1809.9000244140625,1750.0999755859375,1804.9000244140625,701089
2024-10-17,1731.0540771484375,1735.300048828125,1789.75,1728.199951171875,1784.0,572900
2024-10-18,1734.1962890625,1738.449951171875,1747.199951171875,1715.300048828125,1725.050048828125,389351
2024-10-21,1712.599365234375,1716.800048828125,1756.8499755859375,1705.050048828125,1738.5,444549
2024-10-22,1678.1337890625,1682.25,1741.75,1676.0999755859375,1717.449951171875,533695
2024-10-23,1681.77490234375,1685.9000244140625,1721.449951171875,1670.949951171875,1671.0,402448
2024-10-24,1670.4527587890625,1674.550048828125,1692.449951171875,1651.25,1685.9000244140625,229409
2024-10-25,1659.72900390625,1663.800048828125,1704.5,1649.050048828125,1679.5,541728
2024-10-28,1709.307373046875,1713.5,1722.9000244140625,1650.5,1663.800048828125,519784
2024-10-29,1671.0013427734375,1675.0999755859375,1724.4000244140625,1628.0999755859375,1719.5,818047
2024-10-30,1665.913818359375,1670.0,1696.300048828125,1655.199951171875,1680.3499755859375,467600
2024-10-31,1690.40380859375,1694.550048828125,1699.0,1663.8499755859375,1670.0,621962
2024-11-01,1686.1641845703125,1690.300048828125,1699.8499755859375,1681.050048828125,1694.550048828125,46387
2024-11-04,1695.09228515625,1699.25,1715.9000244140625,1649.0,1694.949951171875,661656
2024-11-05,1720.928955078125,1725.1500244140625,1737.4000244140625,1669.0,1698.0,1018795
2024-11-06,1764.6217041015625,1768.949951171875,1776.75,1721.5,1725.050048828125,621234
2024-11-07,1653.2947998046875,1657.3499755859375,1774.9000244140625,1644.0999755859375,1768.949951171875,1390796
2024-11-08,1662.42236328125,1666.5,1681.0999755859375,1650.0,1668.9000244140625,595082
2024-11-11,1630.201416015625,1634.199951171875,1684.449951171875,1631.75,1655.0,445606
2024-11-12,1573.1912841796875,1577.050048828125,1632.6500244140625,1475.0,1475.0,1108375
2024-11-13,1535.63330078125,1539.4000244140625,1577.449951171875,1521.4000244140625,1566.0,992489
2024-11-14,1529.947265625,1533.699951171875,1560.0,1524.0,1545.0,460222
2024-11-18,1482.1146240234375,1485.75,1597.050048828125,1478.0999755859375,1550.0,1439031
2024-11-19,1488.997802734375,1492.6500244140625,1517.699951171875,1473.3499755859375,1491.75,732905
2024-11-21,1462.81201171875,1466.4000244140625,1494.199951171875,1458.550048828125,1492.6500244140625,421354
2024-11-22,1474.5830078125,1478.199951171875,1487.5,1451.0,1464.0,517711
2024-11-25,1486.7532958984375,1490.4000244140625,1524.0,1478.0999755859375,1478.0999755859375,816776
2024-11-26,1517.7271728515625,1521.449951171875,1533.0,1491.0999755859375,1492.5,532570
2024-11-27,1518.8743896484375,1522.5999755859375,1532.449951171875,1507.550048828125,1525.0,332778
2024-11-28,1491.49169921875,1495.1500244140625,1533.8499755859375,1491.800048828125,1524.0,215597
2024-11-29,1524.90966796875,1528.6500244140625,1531.5,1495.8499755859375,1500.0,290750
2024-12-02,1543.763427734375,1547.550048828125,1564.5,1519.949951171875,1528.0999755859375,610106
2024-12-03,1555.5843505859375,1559.4000244140625,1568.800048828125,1540.0,1550.0,254905
2024-12-04,1544.8607177734375,1548.6500244140625,1563.800048828125,1543.0,1563.0,348747
2024-12-05,1540.87060546875,1544.6500244140625,1552.0,1512.300048828125,1547.699951171875,585232
2024-12-06,1524.361083984375,1528.0999755859375,1557.9000244140625,1521.75,1544.6500244140625,606001
2024-12-09,1510.445068359375,1514.1500244140625,1530.0999755859375,1504.550048828125,1528.0,362586
2024-12-10,1538.8753662109375,1542.6500244140625,1576.5,1521.0,1535.0,1775510
2024-12-11,1522.6651611328125,1526.4000244140625,1549.9000244140625,1524.5,1542.6500244140625,483855
2024-12-12,1531.2940673828125,1535.050048828125,1550.0,1526.800048828125,1550.0,510183
2024-12-13,1514.4354248046875,1518.1500244140625,1543.949951171875,1446.5,1524.0,3382381
2024-12-16,1547.55419921875,1551.3499755859375,1563.4000244140625,1502.300048828125,1515.0999755859375,677446
2024-12-17,1510.395263671875,1514.0999755859375,1554.9000244140625,1505.75,1548.699951171875,502382
2024-12-18,1520.96923828125,1524.699951171875,1543.0,1507.949951171875,1515.050048828125,258848
2024-12-19,1537.030029296875,1540.800048828125,1551.949951171875,1498.199951171875,1505.6500244140625,432741
2024-12-20,1537.8779296875,1541.6500244140625,1560.699951171875,1530.050048828125,1530.050048828125,644522
2024-12-23,1546.805908203125,1550.5999755859375,1566.699951171875,1535.3499755859375,1553.9000244140625,415083
2024-12-24,1532.042236328125,1535.800048828125,1563.0,1526.9000244140625,1552.300048828125,371828
2024-12-26,1537.6783447265625,1541.449951171875,1549.9000244140625,1510.8499755859375,1535.0,486039
2024-12-27,1582.0694580078125,1585.949951171875,1604.5,1540.199951171875,1541.449951171875,1282686
2024-12-30,1585.91015625,1589.800048828125,1601.550048828125,1575.5999755859375,1589.3499755859375,940742
2024-12-31,1605.162841796875,1609.0999755859375,1621.5999755859375,1588.0999755859375,1589.800048828125,1090870
2025-01-01,1610.549560546875,1614.5,1618.9000244140625,1601.3499755859375,1609.0999755859375,181712
2025-01-02,1635.3388671875,1639.3499755859375,1642.0999755859375,1593.550048828125,1610.0,326112
2025-01-03,1632.0968017578125,1636.0999755859375,1645.8499755859375,1616.550048828125,1641.0,296842
2025-01-06,1619.7769775390625,1623.75,1645.8499755859375,1608.75,1636.0999755859375,237878
2025-01-07,1638.0322265625,1642.050048828125,1658.0,1618.699951171875,1623.699951171875,334037
2025-01-08,1623.916748046875,1627.9000244140625,1657.699951171875,1602.5,1657.699951171875,399388
2025-01-09,1589.4014892578125,1593.300048828125,1635.449951171875,1587.5,1627.9000244140625,349155
2025-01-10,1537.9276123046875,1541.699951171875,1596.550048828125,1538.199951171875,1585.300048828125,233851
2025-01-13,1493.2374267578125,1496.9000244140625,1546.1500244140625,1492.050048828125,1525.0,433932
2025-01-14,1512.24072265625,1515.949951171875,1528.0,1481.25,1517.0,548516
2025-01-15,1473.6353759765625,1477.25,1540.0,1453.0,1523.5,1019075
2025-01-16,1457.973876953125,1461.550048828125,1489.449951171875,1457.0,1479.949951171875,189589
2025-01-17,1464.5078125,1468.0999755859375,1473.0,1437.949951171875,1447.0999755859375,413777
2025-01-20,1499.9210205078125,1503.5999755859375,1513.699951171875,1444.300048828125,1451.1500244140625,377704
2025-01-21,1495.8310546875,1499.5,1538.550048828125,1495.0,1507.300048828125,272662
2025-01-22,1497.6763916015625,1501.3499755859375,1508.75,1472.4000244140625,1499.5,184505
2025-01-23,1507.2529296875,1510.949951171875,1523.949951171875,1485.550048828125,1499.0,277968
2025-01-24,1446.5518798828125,1450.0999755859375,1507.0,1443.5,1506.0,342816
2025-01-27,1396.973388671875,1400.4000244140625,1446.550048828125,1391.4000244140625,1441.25,220599
2025-01-28,1395.7763671875,1399.199951171875,1418.0,1368.1500244140625,1391.0,623507
2025-01-29,1450.043212890625,1453.5999755859375,1457.199951171875,1402.449951171875,1402.449951171875,284020
2025-01-30,1445.304931640625,1448.8499755859375,1475.0,1439.1500244140625,1453.550048828125,281776
2025-01-31,1449.644287109375,1453.199951171875,1477.25,1443.550048828125,1450.0,382446
2025-02-01,1433.3841552734375,1436.9000244140625,1458.050048828125,1417.0,1453.199951171875,299734
2025-02-03,1410.9891357421875,1414.449951171875,1437.0,1394.0,1437.0,370593
2025-02-04,1447.9984130859375,1451.550048828125,1458.6500244140625,1414.5,1414.5,338423
2025-02-05,1489.5462646484375,1493.199951171875,1499.9000244140625,1441.199951171875,1451.550048828125,434708
2025-02-06,1496.18017578125,1499.8499755859375,1516.0,1485.449951171875,1495.4000244140625,462007
2025-02-07,1536.381591796875,1540.1500244140625,1553.4000244140625,1485.0999755859375,1485.0999755859375,535861
2025-02-10,1507.402587890625,1511.0999755859375,1551.949951171875,1503.0,1535.449951171875,303204
2025-02-11,1449.49462890625,1453.050048828125,1510.0,1427.0999755859375,1510.0,433337
2025-02-12,1402.7093505859375,1406.1500244140625,1458.0,1388.550048828125,1453.9000244140625,610757
2025-02-13,1407.7470703125,1411.199951171875,1438.0,1390.300048828125,1403.0999755859375,956325
2025-02-14,1319.812744140625,1323.050048828125,1437.3499755859375,1310.9000244140625,1416.949951171875,1570050
2025-02-17,1370.4385986328125,1373.800048828125,1398.4000244140625,1280.300048828125,1320.0,2386589
2025-02-18,1375.9251708984375,1379.300048828125,1391.1500244140625,1362.949951171875,1365.0,772771
2025-02-19,1366.09912109375,1369.449951171875,1377.550048828125,1339.0,1350.0,593782
2025-02-20,1345.6492919921875,1348.949951171875,1385.699951171875,1343.199951171875,1371.0,425017
2025-02-21,1297.6173095703125,1300.800048828125,1353.6500244140625,1290.050048828125,1342.3499755859375,715656
2025-02-24,1321.9075927734375,1325.1500244140625,1354.8499755859375,1281.3499755859375,1300.800048828125,912838
2025-02-25,1313.129150390625,1316.3499755859375,1342.550048828125,1300.300048828125,1316.949951171875,643567
2025-02-27,1310.1363525390625,1313.3499755859375,1318.949951171875,1293.0999755859375,1314.0,500953
2025-02-28,1275.820556640625,1278.949951171875,1310.0,1275.5,1301.550048828125,697953
2025-03-03,1309.98681640625,1313.199951171875,1318.75,1277.300048828125,1278.0,481433
2025-03-04,1330.9853515625,1334.25,1338.949951171875,1288.550048828125,1300.0,273964
2025-03-05,1384.603759765625,1388.0,1390.1500244140625,1321.3499755859375,1321.3499755859375,635666
2025-03-06,1393.282470703125,1396.699951171875,1410.0,1381.0,1388.3499755859375,363377
2025-03-07,1400.9637451171875,1404.4000244140625,1415.0,1380.0,1396.699951171875,343691
2025-03-10,1399.6668701171875,1403.0999755859375,1414.8499755859375,1386.75,1404.0,678733
2025-03-11,1396.77392578125,1400.199951171875,1428.0,1385.0999755859375,1385.1500244140625,414940
2025-03-12,1418.8199462890625,1422.300048828125,1426.6500244140625,1368.0,1400.0999755859375,715462
2025-03-13,1401.7119140625,1405.1500244140625,1422.300048828125,1398.5999755859375,1422.300048828125,333781
2025-03-17,1426.1019287109375,1429.5999755859375,1439.949951171875,1401.050048828125,1405.0999755859375,540553
2025-03-18,1426.1019287109375,1429.5999755859375,1429.5999755859375,1429.5999755859375,1429.5999755859375,0
2025-03-19,1483.062255859375,1486.699951171875,1489.8499755859375,1445.0,1465.0,292493
2025-03-20,1475.181640625,1478.800048828125,1500.5999755859375,1474.050048828125,1495.0,302126
2025-03-21,1511.043701171875,1514.75,1518.8499755859375,1486.5,1490.0,846570
2025-03-24,1488.997802734375,1492.6500244140625,1513.550048828125,1480.0,1512.9000244140625,995343
2025-03-25,1477.126953125,1480.75,1499.5999755859375,1470.25,1493.0999755859375,393547
2025-03-26,1458.2232666015625,1461.800048828125,1489.75,1457.3499755859375,1488.800048828125,785803
2025-03-27,1516.1312255859375,1519.8499755859375,1528.0,1450.050048828125,1457.3499755859375,1919136
2025-03-28,1537.279296875,1541.050048828125,1546.4000244140625,1502.6500244140625,1525.75,786315
2025-04-01,1505.5072021484375,1509.199951171875,1558.300048828125,1498.1500244140625,1540.0,360067
2025-04-02,1511.741943359375,1515.449951171875,1530.050048828125,1492.550048828125,1509.199951171875,335650
2025-04-03,1541.468994140625,1545.25,1582.949951171875,1525.0999755859375,1560.0,694785
2025-04-04,1496.18017578125,1499.8499755859375,1545.25,1469.0,1545.25,848410
2025-04-07,1438.671142578125,1442.199951171875,1471.199951171875,1360.0,1360.0,551499
2025-04-08,1437.274658203125,1440.800048828125,1476.8499755859375,1426.0,1450.0,401250
2025-04-09,1372.9324951171875,1376.300048828125,1428.6500244140625,1339.9000244140625,1416.449951171875,1074293
2025-04-11,1374.72802734375,1378.0999755859375,1435.300048828125,1360.0,1405.0,647397
