Price,Adj Close,Close,High,Low,Open,Volume
2024-01-30,648.0658569335938,650.0999755859375,666.7000122070312,646.7000122070312,648.5499877929688,70331
2024-01-31,658.3336181640625,660.4000244140625,675.0999755859375,652.3499755859375,653.3499755859375,157052
2024-02-01,656.638916015625,658.7000122070312,671.1500244140625,656.7999877929688,663.7000122070312,73197
2024-02-02,646.6702270507812,648.7000122070312,665.2000122070312,643.6500244140625,656.1500244140625,48978
2024-02-05,618.2095947265625,620.1500244140625,654.0,608.5499877929688,648.7000122070312,353468
2024-02-06,628.1283569335938,630.0999755859375,643.7000122070312,623.8499755859375,629.0,654015
2024-02-07,666.9564819335938,669.0499877929688,718.7999877929688,645.4500122070312,667.7000122070312,3487727
2024-02-08,660.0282592773438,662.0999755859375,688.9500122070312,645.2000122070312,675.0,419765
2024-02-09,642.3338012695312,644.3499755859375,667.5,631.0,663.0,285322
2024-02-12,642.3836669921875,644.4000244140625,647.7000122070312,635.75,644.0,94259
2024-02-13,629.673583984375,631.6500244140625,647.75,622.4500122070312,644.4000244140625,110268
2024-02-14,625.6361694335938,627.5999755859375,634.9500122070312,621.0,621.0,75985
2024-02-15,625.1876220703125,627.1500244140625,644.5999755859375,625.1500244140625,627.5999755859375,67554
2024-02-16,633.3619384765625,635.3499755859375,653.4000244140625,627.1500244140625,627.1500244140625,132823
2024-02-19,631.7669677734375,633.75,637.75,626.0,630.0,144942
2024-02-20,631.3682250976562,633.3499755859375,646.5,630.0,630.0,148977
2024-02-21,642.9817504882812,645.0,650.0,628.9500122070312,636.5,193813
2024-02-22,653.0501708984375,655.0999755859375,658.0,640.0,645.0,221541
2024-02-23,651.8539428710938,653.9000244140625,664.9500122070312,648.0,664.9500122070312,54018
2024-02-26,655.4426879882812,657.5,661.0,648.0499877929688,653.9000244140625,45654
2024-02-27,663.0189208984375,665.0999755859375,668.7000122070312,654.2999877929688,657.5,97197
2024-02-28,654.44580078125,656.5,676.5999755859375,648.0999755859375,670.0,107835
2024-02-29,642.4833374023438,644.5,653.3499755859375,638.0,650.0,71350
2024-03-01,629.6237182617188,631.5999755859375,643.25,629.0,640.0,98811
2024-03-04,616.3154907226562,618.25,634.5499877929688,611.0,630.0,93774
2024-03-05,617.3123168945312,619.25,625.0,605.0,612.25,105522
2024-03-06,620.65185546875,622.5999755859375,633.4000244140625,611.25,619.25,150722
2024-03-07,635.7046508789062,637.7000122070312,650.7000122070312,617.0999755859375,622.5999755859375,99824
2024-03-11,640.5394287109375,642.5499877929688,644.9500122070312,630.2000122070312,637.7000122070312,142274
2024-03-12,612.3280029296875,614.25,645.7999877929688,597.0499877929688,642.5499877929688,777308
2024-03-13,608.09130859375,610.0,616.9000244140625,598.7999877929688,610.0,134915
2024-03-14,602.4589233398438,604.3499755859375,622.7000122070312,596.0499877929688,619.1500244140625,184250
2024-03-15,603.3063354492188,605.2000122070312,617.4500122070312,602.2000122070312,604.2999877929688,50181
2024-03-18,605.59912109375,607.5,616.4000244140625,596.0499877929688,603.0,53150
2024-03-19,607.6925048828125,609.5999755859375,618.6500244140625,603.0999755859375,605.2000122070312,60641
2024-03-20,624.1907958984375,626.1500244140625,645.0,609.5499877929688,609.5999755859375,303908
2024-03-21,625.8854370117188,627.8499755859375,635.2000122070312,620.2999877929688,628.0499877929688,79824
2024-03-22,628.9259643554688,630.9000244140625,634.4000244140625,622.25,627.8499755859375,77292
2024-03-26,633.810546875,635.7999877929688,638.5,624.5999755859375,624.5999755859375,85903
2024-03-27,631.7171630859375,633.7000122070312,644.9500122070312,626.6500244140625,639.0,56212
2024-03-28,634.6080322265625,636.5999755859375,644.5,629.9500122070312,644.0,82137
2024-04-01,658.8320922851562,660.9000244140625,664.7000122070312,636.5999755859375,636.5999755859375,76643
2024-04-02,654.5953979492188,656.6500244140625,669.0,650.0499877929688,669.0,105608
2024-04-03,646.8197631835938,648.8499755859375,658.5,640.5499877929688,652.0,68178
2024-04-04,653.9972534179688,656.0499877929688,659.0,642.9500122070312,646.0,61019
2024-04-05,662.919189453125,665.0,671.2999877929688,655.7999877929688,656.0499877929688,790927
2024-04-08,658.8320922851562,660.9000244140625,679.5999755859375,655.75,665.0,128482
2024-04-09,669.3988647460938,671.5,675.5,661.3499755859375,665.0,58642
2024-04-10,667.7041625976562,669.7999877929688,676.6500244140625,663.5999755859375,669.5499877929688,71814
2024-04-12,680.7133178710938,682.8499755859375,688.75,650.0999755859375,669.7999877929688,141339
2024-04-15,669.3988647460938,671.5,675.2000122070312,647.4000244140625,666.0,89933
2024-04-16,689.9343872070312,692.0999755859375,697.0,665.5,671.5,183071
2024-04-18,674.233642578125,676.3499755859375,699.7000122070312,665.0499877929688,696.0,401349
2024-04-19,670.74462890625,672.8499755859375,683.0499877929688,667.0,675.0,41001
2024-04-22,665.6605834960938,667.75,680.0999755859375,658.2999877929688,672.9500122070312,95075
2024-04-23,658.6326293945312,660.7000122070312,676.75,652.4500122070312,676.75,158421
2024-04-24,669.9471435546875,672.0499877929688,675.0,660.2999877929688,661.0,52216
2024-04-25,689.236572265625,691.4000244140625,695.0,660.0499877929688,674.9000244140625,94852
2024-04-26,700.70068359375,702.9000244140625,720.0,688.9500122070312,695.9000244140625,178710
2024-04-29,715.0555419921875,717.2999877929688,720.0,696.5499877929688,718.0,325851
2024-04-30,697.1617431640625,699.3499755859375,716.4500122070312,690.9500122070312,716.4500122070312,73778
2024-05-02,675.03125,677.1500244140625,698.9500122070312,673.0,698.9500122070312,267162
2024-05-03,679.2679443359375,681.4000244140625,684.2999877929688,666.2000122070312,677.1500244140625,73120
2024-05-06,673.4361572265625,675.5499877929688,684.25,659.0,681.4000244140625,384702
2024-05-07,663.9658813476562,666.0499877929688,688.9000244140625,662.5,671.5,150964
2024-05-08,675.479736328125,677.5999755859375,684.0,654.5499877929688,666.0,140320
2024-05-09,727.9650268554688,730.25,737.0,679.0,684.9500122070312,3512294
2024-05-10,800.3876953125,802.9000244140625,817.9500122070312,723.5,728.5,8587775
2024-05-13,763.0050659179688,765.4000244140625,799.7999877929688,762.0999755859375,793.7999877929688,1099467
2024-05-14,757.9708251953125,760.3499755859375,783.0999755859375,750.5999755859375,770.0,400216
2024-05-15,799.8394165039062,802.3499755859375,837.9500122070312,764.5499877929688,767.7999877929688,2870124
2024-05-16,782.3941650390625,784.8499755859375,802.5499877929688,780.2999877929688,802.3499755859375,396287
2024-05-17,773.7713012695312,776.2000122070312,788.7000122070312,768.9500122070312,788.0,237032
2024-05-21,782.3442993164062,784.7999877929688,803.0499877929688,775.5499877929688,803.0,174566
2024-05-22,778.5064086914062,780.9500122070312,795.0,777.0,793.8499755859375,113392
2024-05-23,774.0703125,776.5,803.3499755859375,770.1500244140625,787.9000244140625,262580
2024-05-24,773.123291015625,775.5499877929688,793.0,766.0499877929688,791.0,190243
2024-05-27,773.8709106445312,776.2999877929688,789.0,759.0499877929688,775.5499877929688,126884
2024-05-28,790.3192749023438,792.7999877929688,844.4500122070312,777.0499877929688,777.9000244140625,2000873
2024-05-29,808.0635986328125,810.5999755859375,823.0,792.7999877929688,795.9500122070312,317640
2024-05-30,807.8143920898438,810.3499755859375,818.7000122070312,803.4000244140625,810.0,113631
2024-05-31,811.05419921875,813.5999755859375,818.9500122070312,797.5999755859375,813.75,176521
2024-06-03,806.1695556640625,808.7000122070312,831.6500244140625,798.0499877929688,828.4000244140625,139553
2024-06-04,785.0359497070312,787.5,821.4500122070312,760.0,813.0,248862
2024-06-05,847.9384765625,850.5999755859375,880.0,770.0999755859375,780.0999755859375,366772
2024-06-06,812.8984375,815.4500122070312,879.5,811.0,867.4500122070312,363866
2024-06-07,808.4125366210938,810.9500122070312,825.4500122070312,803.2999877929688,818.9500122070312,150932
2024-06-10,810.0075073242188,812.5499877929688,830.0,807.7999877929688,813.0,96192
2024-06-11,807.1664428710938,809.7000122070312,821.9500122070312,803.0,812.5999755859375,91691
2024-06-12,819.3283081054688,821.9000244140625,833.0,811.2000122070312,814.9000244140625,154727
2024-06-13,804.3253173828125,806.8499755859375,829.9000244140625,803.0499877929688,829.9000244140625,74298
2024-06-14,791.0171508789062,793.5,831.9500122070312,776.6500244140625,810.9000244140625,292780
2024-06-18,783.2415771484375,785.7000122070312,809.9000244140625,783.0,783.7999877929688,234620
2024-06-19,773.173095703125,775.5999755859375,797.0,769.0499877929688,789.9000244140625,136088
2024-06-20,768.8367919921875,771.25,786.0499877929688,763.2000122070312,786.0,387320
2024-06-21,770.3818969726562,772.7999877929688,781.5,771.0,778.2000122070312,77250
2024-06-24,761.7091064453125,764.0999755859375,780.5999755859375,762.25,770.0499877929688,129505
2024-06-25,768.188720703125,770.5999755859375,775.9500122070312,730.0,771.0,155683
2024-06-26,757.0238647460938,759.4000244140625,770.9500122070312,753.4000244140625,770.5999755859375,136329
2024-06-27,751.0924682617188,753.4500122070312,764.0,747.0,762.5499877929688,75807
2024-06-28,746.5567016601562,748.9000244140625,754.8499755859375,741.5,750.0,141283
2024-07-01,776.911376953125,779.3499755859375,797.75,745.0,748.9000244140625,309711
2024-07-02,779.2540893554688,781.7000122070312,789.9500122070312,779.5499877929688,783.1500244140625,74806
2024-07-03,786.4315185546875,788.9000244140625,793.0,775.0,775.0,89745
2024-07-04,784.7866821289062,787.25,807.8499755859375,782.75,793.25,89572
2024-07-05,785.5343017578125,788.0,806.0,780.0,780.0,163084
2024-07-08,780.051513671875,782.5,796.9500122070312,771.0499877929688,788.0,64246
2024-07-09,814.2940673828125,816.8499755859375,837.2000122070312,778.0,780.0,3107355
2024-07-10,805.2723388671875,807.7999877929688,863.7000122070312,792.0,850.0,818282
2024-07-11,792.612060546875,795.0999755859375,807.7000122070312,791.25,806.9000244140625,123038
2024-07-12,781.6465454101562,784.0999755859375,826.0,781.0,797.7999877929688,206943
2024-07-15,781.297607421875,783.75,787.7999877929688,772.6500244140625,786.3499755859375,125108
2024-07-16,773.173095703125,775.5999755859375,783.5999755859375,772.7999877929688,781.0,665020
2024-07-18,763.3040771484375,765.7000122070312,782.7999877929688,753.0499877929688,780.7000122070312,163969
2024-07-19,758.0206909179688,760.4000244140625,772.0,755.9500122070312,762.7000122070312,75480
2024-07-22,758.46923828125,760.8499755859375,770.6500244140625,747.0,759.9500122070312,48052
2024-07-23,769.2355346679688,771.6500244140625,776.0999755859375,757.7999877929688,760.9500122070312,63714
2024-07-24,782.0951538085938,784.5499877929688,791.0,763.8499755859375,772.25,87554
2024-07-25,767.6903686523438,770.0999755859375,796.4000244140625,766.0999755859375,781.0,243571
2024-07-26,791.5155639648438,794.0,802.0,770.5,770.5,157281
2024-07-29,792.6619873046875,795.1500244140625,803.0,775.0,803.0,126499
2024-07-30,786.4813842773438,788.9500122070312,804.0,785.2999877929688,803.0,44814
2024-07-31,788.1760864257812,790.6500244140625,802.9500122070312,788.4000244140625,796.2000122070312,61763
2024-08-01,790.9174194335938,793.4000244140625,797.0,785.0,786.0,37074
2024-08-02,783.7898559570312,786.25,795.0,781.9500122070312,785.0,57993
2024-08-05,792.2632446289062,794.75,806.75,763.7000122070312,771.5,331577
2024-08-06,806.7178344726562,809.25,853.5499877929688,793.75,793.75,721372
2024-08-07,808.8112182617188,811.3499755859375,824.3499755859375,785.5,811.7999877929688,145020
2024-08-08,791.4158935546875,793.9000244140625,819.0499877929688,790.3499755859375,810.5999755859375,130757
2024-08-09,826.7548828125,829.3499755859375,835.0,802.4500122070312,805.0,240479
2024-08-12,822.26904296875,824.8499755859375,842.2000122070312,822.2000122070312,829.3499755859375,110480
2024-08-13,833.2844848632812,835.9000244140625,872.7000122070312,820.4500122070312,829.4500122070312,700317
2024-08-14,821.322021484375,823.9000244140625,850.9000244140625,819.2999877929688,839.0499877929688,108212
2024-08-16,817.2348022460938,819.7999877929688,838.4500122070312,808.5999755859375,828.9000244140625,78940
2024-08-19,828.0009765625,830.5999755859375,836.0,811.3499755859375,833.0,341622
2024-08-20,886.517333984375,889.2999877929688,904.7999877929688,837.0,838.8499755859375,2855688
2024-08-21,900.3738403320312,903.2000122070312,939.0,891.1500244140625,898.2000122070312,2301998
2024-08-22,909.1961669921875,912.0499877929688,916.0,886.5999755859375,906.0499877929688,328816
2024-08-23,916.822265625,919.7000122070312,922.7000122070312,901.0999755859375,910.0,241792
2024-08-26,909.99365234375,912.8499755859375,932.0,908.1500244140625,919.0499877929688,320556
2024-08-27,905.208740234375,908.0499877929688,927.0,901.75,919.0,261491
2024-08-28,891.4020385742188,894.2000122070312,920.8499755859375,889.0,909.9000244140625,119078
2024-08-29,889.1092529296875,891.9000244140625,921.9000244140625,888.0,899.8499755859375,168442
2024-08-30,910.765625,912.5999755859375,919.9000244140625,888.5999755859375,893.0999755859375,175149
2024-09-02,897.8916015625,899.7000122070312,927.0,894.0,927.0,158713
2024-09-03,896.9434814453125,898.75,911.5999755859375,896.3499755859375,901.4500122070312,70284
2024-09-04,900.0372314453125,901.8499755859375,908.0,890.0,890.0,73247
2024-09-05,945.2960815429688,947.2000122070312,965.0,904.0499877929688,908.0499877929688,1290503
2024-09-06,917.552001953125,919.4000244140625,954.4500122070312,915.25,952.0,211963
2024-09-09,917.7515258789062,919.5999755859375,923.9500122070312,901.0999755859375,920.0,86889
2024-09-10,917.3523559570312,919.2000122070312,932.0,909.25,922.4000244140625,112826
2024-09-11,914.9571533203125,916.7999877929688,930.0,908.0,926.7999877929688,79543
2024-09-12,935.96484375,937.8499755859375,973.0,909.0,909.0,746308
2024-09-13,916.2046508789062,918.0499877929688,939.5999755859375,915.0,936.0,72139
2024-09-16,916.5540161132812,918.4000244140625,925.9500122070312,905.0499877929688,924.0,71803
2024-09-17,908.47021484375,910.2999877929688,932.2000122070312,872.5499877929688,919.0,102182
2024-09-18,901.4843139648438,903.2999877929688,916.5999755859375,898.0,905.0,121061
2024-09-19,900.1370239257812,901.9500122070312,914.0,887.25,900.0999755859375,321484
2024-09-20,894.947509765625,896.75,912.0,893.0499877929688,903.0499877929688,47605
2024-09-23,904.977294921875,906.7999877929688,924.0,892.0,892.0,91060
2024-09-24,928.6795654296875,930.5499877929688,932.0,904.7999877929688,910.0,133000
2024-09-25,908.1708374023438,910.0,933.0,902.0499877929688,933.0,73650
2024-09-26,907.3724975585938,909.2000122070312,928.9500122070312,905.5499877929688,912.2999877929688,44619
2024-09-27,878.4806518554688,880.25,917.25,872.0,909.2000122070312,155641
2024-09-30,957.421630859375,959.3499755859375,988.6500244140625,879.7000122070312,882.2999877929688,2340095
2024-10-01,950.7351684570312,952.6500244140625,960.9000244140625,924.0499877929688,957.5,485577
2024-10-03,982.720703125,984.7000122070312,995.4500122070312,940.0,950.5,730895
2024-10-04,987.211669921875,989.2000122070312,992.8499755859375,960.0,981.0999755859375,320363
2024-10-07,980.5750122070312,982.5499877929688,1011.2999877929688,973.5499877929688,989.0,921577
2024-10-08,945.8948364257812,947.7999877929688,985.0,946.5,973.0,395547
2024-10-09,983.369384765625,985.3499755859375,997.5,949.0,949.0,508823
2024-10-10,984.9661865234375,986.9500122070312,1018.2000122070312,982.0999755859375,986.5499877929688,223636
2024-10-11,986.8623657226562,988.8499755859375,997.0,967.0,987.6500244140625,131802
2024-10-14,981.0241088867188,983.0,1005.7999877929688,960.4000244140625,988.0,95326
2024-10-15,1072.93896484375,1075.0999755859375,1107.6500244140625,985.9000244140625,986.0,1051286
2024-10-16,1042.699951171875,1044.800048828125,1095.0,1040.0,1093.5,615294
2024-10-17,999.3372192382812,1001.3499755859375,1064.6500244140625,994.0,1044.75,212441
2024-10-18,993.7984008789062,995.7999877929688,1037.0,979.2000122070312,1001.3499755859375,268981
2024-10-21,966.7528686523438,968.7000122070312,1000.7999877929688,963.4000244140625,1000.7999877929688,168869
2024-10-22,945.0465698242188,946.9500122070312,968.9000244140625,940.0,968.7000122070312,116900
2024-10-23,938.8590698242188,940.75,959.9500122070312,921.1500244140625,939.5499877929688,118948
2024-10-24,932.3721313476562,934.25,969.0,917.4500122070312,940.7999877929688,104975
2024-10-25,903.4802856445312,905.2999877929688,936.2000122070312,897.5999755859375,930.0,224865
2024-10-28,932.5218505859375,934.4000244140625,940.0,885.25,885.25,107578
2024-10-29,925.4859619140625,927.3499755859375,945.0,916.5499877929688,939.9500122070312,89817
2024-10-30,957.671142578125,959.5999755859375,971.0,925.5499877929688,925.5499877929688,262634
2024-10-31,996.6427001953125,998.6500244140625,1011.2000122070312,959.7999877929688,960.2999877929688,276954
2024-11-01,973.9384155273438,975.9000244140625,1003.1500244140625,962.0,995.0,22346
2024-11-04,964.0084228515625,965.9500122070312,1007.9500122070312,953.6500244140625,969.9000244140625,287293
2024-11-05,982.870361328125,984.8499755859375,991.25,951.9000244140625,966.5999755859375,96952
2024-11-06,979.4772338867188,981.4500122070312,989.9500122070312,974.75,980.25,100574
2024-11-07,1023.1392211914062,1025.199951171875,1038.449951171875,965.0999755859375,984.7000122070312,562237
2024-11-08,1117.1998291015625,1119.449951171875,1138.6500244140625,1001.0499877929688,1025.0,2434955
2024-11-11,1069.34619140625,1071.5,1126.0,1063.699951171875,1120.0,373029
2024-11-12,1067.5997314453125,1069.75,1086.0,1057.5,1070.0,223222
2024-11-13,1015.0056762695312,1017.0499877929688,1074.1500244140625,1012.7000122070312,1058.699951171875,178071
2024-11-14,1036.1131591796875,1038.199951171875,1055.0,1015.0,1017.0499877929688,268333
2024-11-18,1007.021728515625,1009.0499877929688,1075.4000244140625,1003.4000244140625,1047.0,108004
2024-11-19,1066.601806640625,1068.75,1073.9000244140625,1001.0,1001.0,580125
2024-11-21,1145.5926513671875,1147.9000244140625,1183.300048828125,1063.25,1070.0,1267772
2024-11-22,1217.198486328125,1219.6500244140625,1249.949951171875,1128.550048828125,1142.0,1812664
2024-11-25,1152.62841796875,1154.949951171875,1244.25,1132.199951171875,1218.800048828125,1021156
2024-11-26,1155.17333984375,1157.5,1198.949951171875,1145.3499755859375,1166.550048828125,425392
2024-11-27,1154.1754150390625,1156.5,1177.0,1133.550048828125,1161.4000244140625,146876
2024-11-28,1156.820068359375,1159.1500244140625,1195.0,1147.0,1153.050048828125,170855
2024-11-29,1164.3050537109375,1166.6500244140625,1174.4000244140625,1141.75,1155.300048828125,168304
2024-12-02,1147.7384033203125,1150.050048828125,1166.5999755859375,1136.0,1166.5999755859375,144070
2024-12-03,1154.67431640625,1157.0,1166.0,1135.050048828125,1160.0,168697
2024-12-04,1136.011962890625,1138.300048828125,1182.050048828125,1130.550048828125,1164.0,430603
2024-12-05,1144.794189453125,1147.0999755859375,1163.3499755859375,1140.0,1140.25,186068
2024-12-06,1139.654541015625,1141.949951171875,1169.300048828125,1137.0,1148.0,178722
2024-12-09,1127.37939453125,1129.6500244140625,1148.9000244140625,1122.300048828125,1140.0,118932
2024-12-10,1114.2557373046875,1116.5,1134.050048828125,1105.0999755859375,1131.8499755859375,251400
2024-12-11,1097.689208984375,1099.9000244140625,1117.800048828125,1093.25,1116.0,404135
2024-12-12,1085.4637451171875,1087.6500244140625,1118.1500244140625,1067.0,1099.0,428897
2024-12-13,1096.2420654296875,1098.449951171875,1106.550048828125,1080.0,1087.6500244140625,306203
2024-12-16,1057.1707763671875,1059.300048828125,1106.949951171875,1048.0,1100.0,838994
2024-12-17,1064.4560546875,1066.5999755859375,1072.3499755859375,1054.5999755859375,1059.3499755859375,116893
2024-12-18,1068.7972412109375,1070.949951171875,1081.199951171875,1045.0,1068.0,445131
2024-12-19,1057.9193115234375,1060.050048828125,1063.6500244140625,1025.0,1039.6500244140625,158271
2024-12-20,1040.2049560546875,1042.300048828125,1079.949951171875,1025.0,1063.6500244140625,87272
2024-12-23,1054.1268310546875,1056.25,1063.949951171875,1018.0,1041.0,210694
2024-12-24,1044.9952392578125,1047.0999755859375,1072.800048828125,1028.449951171875,1065.8499755859375,104032
2024-12-26,1094.1961669921875,1096.4000244140625,1138.949951171875,1044.4000244140625,1060.0,481734
2024-12-27,1072.689453125,1074.8499755859375,1110.550048828125,1056.300048828125,1108.0,221114
2024-12-30,1048.4881591796875,1050.5999755859375,1075.0,1042.0,1068.0,182204
2024-12-31,1054.7257080078125,1056.8499755859375,1071.0,1041.1500244140625,1055.949951171875,198363
2025-01-01,1060.61376953125,1062.75,1074.3499755859375,1020.0499877929688,1050.0,72172
2025-01-02,1048.3385009765625,1050.449951171875,1070.4000244140625,1044.5999755859375,1062.949951171875,68613
2025-01-03,1110.862548828125,1113.0999755859375,1148.699951171875,1027.550048828125,1046.5999755859375,1385749
2025-01-06,1124.0361328125,1126.300048828125,1162.199951171875,1100.449951171875,1118.449951171875,959411
2025-01-07,1207.1685791015625,1209.5999755859375,1222.0,1140.0999755859375,1153.0,2996149
2025-01-08,1206.669677734375,1209.0999755859375,1232.3499755859375,1170.5,1203.050048828125,710729
2025-01-09,1218.84521484375,1221.300048828125,1264.75,1197.5,1207.5999755859375,876493
2025-01-10,1239.303955078125,1241.800048828125,1262.0,1190.1500244140625,1230.0,650974
2025-01-13,1201.6298828125,1204.050048828125,1275.0,1194.4000244140625,1243.5,1083070
2025-01-14,1156.5206298828125,1158.8499755859375,1234.4000244140625,1150.0999755859375,1205.1500244140625,566042
2025-01-15,1147.1395263671875,1149.449951171875,1189.949951171875,1143.699951171875,1167.050048828125,445814
2025-01-16,1128.7266845703125,1131.0,1162.050048828125,1126.0999755859375,1157.949951171875,362277
2025-01-17,1080.1246337890625,1082.300048828125,1136.75,1076.0999755859375,1135.1500244140625,234713
2025-01-20,1067.948974609375,1070.0999755859375,1108.1500244140625,1057.5,1086.949951171875,381231
2025-01-21,1053.4781494140625,1055.5999755859375,1083.449951171875,1046.25,1070.050048828125,196554
2025-01-22,1017.6004638671875,1019.6500244140625,1064.449951171875,1000.0,1064.449951171875,522919
2025-01-23,1016.103515625,1018.1500244140625,1054.300048828125,1012.5499877929688,1019.9500122070312,311397
2025-01-24,976.3834228515625,978.3499755859375,1027.9000244140625,973.0,1026.800048828125,310992
2025-01-27,940.1564331054688,942.0499877929688,967.7000122070312,924.0499877929688,963.6500244140625,578161
2025-01-28,929.3282470703125,931.2000122070312,960.9500122070312,898.5,954.0,353231
2025-01-29,974.9862670898438,976.9500122070312,992.6500244140625,917.0499877929688,940.0,322531
2025-01-30,1015.504638671875,1017.5499877929688,1106.199951171875,976.5,981.0999755859375,1574954
2025-01-31,1032.7200927734375,1034.800048828125,1050.0,1004.6500244140625,1024.0,231501
2025-02-01,1087.5096435546875,1089.699951171875,1102.6500244140625,1032.3499755859375,1044.0,185041
2025-02-03,1066.501953125,1068.6500244140625,1086.550048828125,1045.199951171875,1076.199951171875,180083
2025-02-04,1083.4178466796875,1085.5999755859375,1099.800048828125,1059.199951171875,1075.949951171875,186651
2025-02-05,1157.6683349609375,1160.0,1192.0,1086.0999755859375,1100.0,848314
2025-02-06,1123.437255859375,1125.699951171875,1158.0,1118.699951171875,1148.199951171875,149519
2025-02-07,1131.7205810546875,1134.0,1161.5,1116.0,1126.949951171875,214178
2025-02-10,1095.7430419921875,1097.949951171875,1142.3499755859375,1084.300048828125,1142.3499755859375,171387
2025-02-11,1076.3321533203125,1078.5,1090.0,1061.5,1087.199951171875,115480
2025-02-12,1024.2869873046875,1026.3499755859375,1075.050048828125,1022.0999755859375,1062.300048828125,240752
2025-02-13,951.733154296875,953.6500244140625,991.0999755859375,935.0,991.0999755859375,1407394
2025-02-14,919.8473510742188,921.7000122070312,952.2000122070312,905.75,948.0,414844
2025-02-17,905.0271606445312,906.8499755859375,914.25,740.0,740.0,1136192
2025-02-18,898.68994140625,900.5,904.0999755859375,880.6500244140625,901.2999877929688,140643
2025-02-19,925.8352661132812,927.7000122070312,939.5499877929688,877.6500244140625,885.0,282505
2025-02-20,923.0409545898438,924.9000244140625,952.9500122070312,911.0499877929688,914.4500122070312,240792
2025-02-21,992.101806640625,994.0999755859375,1033.8499755859375,921.0,923.3499755859375,3781116
2025-02-24,921.444091796875,923.2999877929688,986.4500122070312,911.2999877929688,980.0,856915
2025-02-25,1059.8154296875,1061.949951171875,1107.949951171875,916.5499877929688,923.2999877929688,6471297
2025-02-27,966.8027954101562,968.75,1056.1500244140625,935.0,1039.9000244140625,3984843
2025-02-28,913.9093017578125,915.75,979.0499877929688,900.0999755859375,963.9500122070312,1590379
2025-03-03,930.7753295898438,932.6500244140625,965.0,895.0,915.75,1830716
2025-03-04,994.4470825195312,996.4500122070312,1072.0,920.4500122070312,932.6500244140625,14456756
2025-03-05,1020.095458984375,1022.1500244140625,1032.0,971.9500122070312,979.0,1906321
2025-03-06,1052.8294677734375,1054.949951171875,1105.0,1006.1500244140625,1020.0499877929688,3750983
2025-03-07,1051.5321044921875,1053.6500244140625,1096.6500244140625,1040.0,1040.0,1235799
2025-03-10,1028.5284423828125,1030.5999755859375,1075.949951171875,1010.0,1054.9000244140625,1114810
2025-03-11,1014.4069213867188,1016.4500122070312,1025.949951171875,998.0499877929688,1021.0,547398
2025-03-12,1002.630615234375,1004.6500244140625,1052.6500244140625,991.0499877929688,1016.9000244140625,800573
2025-03-13,1011.5126953125,1013.5499877929688,1028.5,991.2000122070312,1006.0,758015
2025-03-17,1065.3043212890625,1067.449951171875,1086.0,1018.5,1018.5,2726052
2025-03-18,1065.3043212890625,1067.449951171875,1067.449951171875,1067.449951171875,1067.449951171875,0
2025-03-19,1117.5491943359375,1119.800048828125,1159.4000244140625,1082.1500244140625,1085.75,2530736
2025-03-20,1051.432373046875,1053.550048828125,1130.0,1043.75,1122.199951171875,901022
2025-03-21,1023.2890014648438,1025.3499755859375,1076.3499755859375,1010.1500244140625,1061.9000244140625,3020365
2025-03-24,1046.043212890625,1048.1500244140625,1083.9000244140625,1034.0,1035.5,926999
2025-03-25,1018.0494995117188,1020.0999755859375,1063.449951171875,999.0,1057.550048828125,536683
2025-03-26,1002.8302001953125,1004.8499755859375,1054.949951171875,1000.5499877929688,1025.0,558594
2025-03-27,1000.1356811523438,1002.1500244140625,1017.8499755859375,987.6500244140625,1009.75,391320
2025-03-28,1005.1754760742188,1007.2000122070312,1017.9500122070312,998.7000122070312,1004.5,216017
2025-04-01,971.3436279296875,973.2999877929688,994.0,958.5,994.0,424175
2025-04-02,963.4595336914062,965.4000244140625,975.0499877929688,948.8499755859375,973.0,321831
2025-04-03,968.7488403320312,970.7000122070312,992.5999755859375,948.0499877929688,970.3499755859375,435860
2025-04-04,946.6932373046875,948.5999755859375,986.6500244140625,935.5,976.6500244140625,280391
2025-04-07,890.0074462890625,891.7999877929688,910.0,813.1500244140625,813.1500244140625,470956
2025-04-08,1014.0575561523438,1016.0999755859375,1063.0,904.25,919.7999877929688,13420787
2025-04-09,968.9983520507812,970.9500122070312,1003.7999877929688,963.5499877929688,995.0,3025527
2025-04-11,963.4595336914062,965.4000244140625,982.9500122070312,943.0499877929688,972.0499877929688,744708
2025-04-15,998.2893676757812,1000.2999877929688,1014.0,963.2999877929688,973.5,599366
2025-04-16,989.90625,991.9000244140625,998.9000244140625,979.0,995.5999755859375,339004
2025-04-17,1038.608154296875,1040.699951171875,1053.5999755859375,975.0,992.0,1529936
2025-04-21,1097.988525390625,1100.199951171875,1112.0,1033.0,1043.0,1846298
2025-04-22,1141.9000244140625,1144.199951171875,1180.0,1095.0999755859375,1095.0999755859375,2202163
2025-04-23,1117.64892578125,1119.9000244140625,1160.699951171875,1111.5999755859375,1144.199951171875,467782
2025-04-24,1059.665771484375,1061.800048828125,1114.300048828125,1055.0,1114.199951171875,626078
2025-04-25,1036.312744140625,1038.4000244140625,1081.5999755859375,1022.0,1068.0,402988
2025-04-28,1036.2130126953125,1038.300048828125,1061.0,1019.7999877929688,1038.4000244140625,368626
2025-04-29,1014.5565795898438,1016.5999755859375,1053.800048828125,1011.0,1043.0,243460
