Price,Adj Close,Close,High,Low,Open,Volume
Ticker,SCHAEFFLER.NS,SCHAEFFLER.NS,SCHAEFFLER.NS,SCHAEFFLER.NS,SCHAEFFLER.NS,SCHAEFFLER.NS
Date,,,,,,
2024-01-04,3063.31787109375,3114.10009765625,3131.35009765625,3050.050048828125,3116.10009765625,68246
2024-01-05,3173.34375,3225.949951171875,3249.949951171875,3108.0,3108.0,106367
2024-01-08,3113.879638671875,3165.5,3300.0,3150.0,3290.0,96138
2024-01-09,3151.16162109375,3203.39990234375,3226.89990234375,3178.199951171875,3207.949951171875,29154
2024-01-10,3216.4296875,3269.75,3280.0,3186.39990234375,3229.75,66911
2024-01-11,3249.875,3303.75,3334.949951171875,3247.75,3298.300048828125,147311
2024-01-12,3301.4697265625,3356.199951171875,3365.0,3282.0,3303.699951171875,42516
2024-01-15,3333.735107421875,3389.0,3411.35009765625,3303.14990234375,3375.0,44092
2024-01-16,3265.41748046875,3319.550048828125,3434.0,3274.800048828125,3389.0,36484
2024-01-17,3270.68017578125,3324.89990234375,3358.0,3291.800048828125,3318.0,81955
2024-01-18,3231.430908203125,3285.0,3318.89990234375,3174.050048828125,3318.89990234375,35720
2024-01-19,3197.886962890625,3250.89990234375,3320.14990234375,3230.050048828125,3320.14990234375,35397
2024-01-23,3061.30126953125,3112.050048828125,3299.60009765625,3085.050048828125,3299.550048828125,58093
2024-01-24,3080.28662109375,3131.35009765625,3160.0,3041.89990234375,3109.0,55109
2024-01-25,3059.383056640625,3110.10009765625,3154.800048828125,3087.300048828125,3118.0,43917
2024-01-29,3050.972412109375,3101.550048828125,3145.800048828125,3090.199951171875,3110.199951171875,27329
2024-01-30,3058.301025390625,3109.0,3171.85009765625,3100.0,3110.800048828125,41462
2024-01-31,3080.138916015625,3131.199951171875,3141.89990234375,3062.800048828125,3102.14990234375,32779
2024-02-01,3062.67822265625,3113.449951171875,3158.199951171875,3102.10009765625,3117.300048828125,33149
2024-02-02,3080.138916015625,3131.199951171875,3149.949951171875,3100.0,3100.0,100744
2024-02-05,3011.772216796875,3061.699951171875,3179.89990234375,3044.949951171875,3131.199951171875,95104
2024-02-06,3064.8916015625,3115.699951171875,3141.949951171875,3027.050048828125,3064.699951171875,61581
2024-02-07,3022.150146484375,3072.25,3157.0,3061.050048828125,3115.699951171875,78605
2024-02-08,2968.6376953125,3017.85009765625,3086.949951171875,3010.25,3072.25,31202
2024-02-09,2967.65380859375,3016.85009765625,3040.5,2980.0,3023.85009765625,24315
2024-02-12,2956.48876953125,3005.5,3056.85009765625,2981.35009765625,3021.050048828125,83968
2024-02-13,2908.238525390625,2956.449951171875,3005.300048828125,2947.449951171875,2990.0,20961
2024-02-14,2929.732421875,2978.300048828125,2996.800048828125,2932.0,2932.0,13168
2024-02-15,2973.31005859375,3022.60009765625,3094.0,2962.0,2978.300048828125,74756
2024-02-16,3014.182373046875,3064.14990234375,3097.25,3050.0,3085.0,26483
2024-02-19,2962.7353515625,3011.85009765625,3063.85009765625,2951.0,2979.0,358971
2024-02-20,2858.11962890625,2905.5,3044.75,2886.0,3022.449951171875,75232
2024-02-21,2821.427734375,2868.199951171875,2938.85009765625,2850.39990234375,2930.0,149588
2024-02-22,2838.7900390625,2885.85009765625,2902.60009765625,2830.0,2894.75,45816
2024-02-23,2874.98974609375,2922.64990234375,2954.0,2870.0,2882.25,28765
2024-02-26,2882.367431640625,2930.14990234375,2953.10009765625,2902.0,2930.60009765625,46085
2024-02-27,2880.79345703125,2928.550048828125,2959.0,2874.10009765625,2920.050048828125,83745
2024-02-28,2841.29833984375,2888.39990234375,2930.0,2880.050048828125,2930.0,42857
2024-02-29,2845.62646484375,2892.800048828125,2899.800048828125,2852.050048828125,2852.050048828125,81629
2024-03-01,2874.05517578125,2921.699951171875,2944.64990234375,2887.0,2912.449951171875,32039
2024-03-04,2823.837646484375,2870.64990234375,2921.550048828125,2851.35009765625,2904.64990234375,71590
2024-03-05,2815.427490234375,2862.10009765625,2870.0,2839.0,2869.949951171875,52207
2024-03-06,2802.8359375,2849.300048828125,2886.64990234375,2826.10009765625,2876.449951171875,44695
2024-03-07,2807.2626953125,2853.800048828125,2894.949951171875,2842.0,2854.89990234375,36500
2024-03-11,2825.4609375,2872.300048828125,2897.0,2844.5,2877.0,23642
2024-03-12,2767.32470703125,2813.199951171875,2868.949951171875,2780.0,2850.0,48788
2024-03-13,2724.23876953125,2769.39990234375,2847.85009765625,2746.64990234375,2825.0,83732
2024-03-14,2788.1298828125,2834.35009765625,2842.39990234375,2743.5,2769.39990234375,37595
2024-03-15,2854.529052734375,2901.85009765625,2935.0,2840.300048828125,2848.449951171875,207738
2024-03-18,2845.5283203125,2892.699951171875,2936.0,2864.050048828125,2888.0,141990
2024-03-19,2864.562744140625,2912.050048828125,2923.25,2896.5,2899.25,21278
2024-03-20,2852.168212890625,2899.449951171875,2970.0,2855.0,2941.14990234375,51765
2024-03-21,2912.321044921875,2960.60009765625,2986.0,2895.25,2906.699951171875,33959
2024-03-22,2896.4833984375,2944.5,2988.050048828125,2918.199951171875,2977.89990234375,16878
2024-03-26,2839.380126953125,2886.449951171875,2959.25,2751.0,2751.0,93451
2024-03-27,2820.739013671875,2867.5,2912.0,2812.0,2886.449951171875,34274
2024-03-28,2765.5048828125,2811.35009765625,2881.75,2782.14990234375,2870.0,48793
2024-04-01,2931.010986328125,2979.60009765625,3000.0,2823.35009765625,2853.5,56649
2024-04-02,3045.02099609375,3095.5,3110.0,2942.85009765625,2961.0,117480
2024-04-03,3169.310791015625,3221.85009765625,3268.0,3065.0,3095.5,148400
2024-04-04,3239.64501953125,3293.35009765625,3309.949951171875,3195.85009765625,3219.050048828125,83876
2024-04-05,3264.77783203125,3318.89990234375,3372.550048828125,3250.0,3279.0,91169
2024-04-08,3177.868896484375,3230.550048828125,3382.800048828125,3195.050048828125,3366.949951171875,128431
2024-04-09,3160.998291015625,3213.39990234375,3268.10009765625,3182.35009765625,3182.35009765625,22999
2024-04-10,3161.14599609375,3213.550048828125,3243.39990234375,3176.5,3243.39990234375,49106
2024-04-12,3215.052490234375,3268.35009765625,3319.89990234375,3210.050048828125,3225.0,66008
2024-04-15,3171.474853515625,3224.050048828125,3268.35009765625,3163.449951171875,3268.35009765625,38158
2024-04-16,3161.736083984375,3214.14990234375,3270.14990234375,3162.550048828125,3189.75,78947
2024-04-18,3204.477783203125,3257.60009765625,3275.0,3194.0,3226.300048828125,81936
2024-04-19,3248.20751953125,3275.699951171875,3317.60009765625,3183.800048828125,3254.89990234375,40175
2024-04-22,3208.146728515625,3235.300048828125,3316.0,3230.0,3294.0,22901
2024-04-23,3252.2236328125,3279.75,3315.0,3186.0,3258.699951171875,160482
2024-04-24,3265.8583984375,3293.5,3344.800048828125,3280.0,3310.0,95025
2024-04-25,3249.248779296875,3276.75,3349.5,3266.0,3349.5,27875
2024-04-26,3308.9931640625,3337.0,3443.0,3175.0,3225.050048828125,274785
2024-04-29,3448.71044921875,3477.89990234375,3499.0,3340.0,3353.0,180738
2024-04-30,3658.8818359375,3689.85009765625,3879.0,3485.0,3520.0,756729
2024-05-02,3717.634521484375,3749.10009765625,3771.949951171875,3630.64990234375,3678.050048828125,215745
2024-05-03,3744.407958984375,3776.10009765625,3839.800048828125,3728.449951171875,3738.0,115060
2024-05-06,3817.83642578125,3850.14990234375,3937.800048828125,3785.0,3819.85009765625,153353
2024-05-07,3789.526123046875,3821.60009765625,3980.0,3802.0,3857.85009765625,177511
2024-05-08,3804.20166015625,3836.39990234375,3900.0,3780.050048828125,3824.89990234375,138001
2024-05-09,3761.314697265625,3793.14990234375,4019.89990234375,3760.199951171875,3851.35009765625,188273
2024-05-10,3760.124755859375,3791.949951171875,3854.85009765625,3775.050048828125,3799.75,47355
2024-05-13,3755.01806640625,3786.800048828125,3881.300048828125,3769.89990234375,3824.35009765625,77073
2024-05-14,3796.268798828125,3828.39990234375,3914.75,3789.0,3798.14990234375,388467
2024-05-15,3894.3388671875,3927.300048828125,4010.0,3829.0,3829.0,310933
2024-05-16,4174.517578125,4209.85009765625,4250.0,3927.300048828125,3927.300048828125,488844
2024-05-17,4275.462890625,4311.64990234375,4591.0,4225.14990234375,4249.4501953125,553403
2024-05-21,4256.0771484375,4292.10009765625,4459.14990234375,4275.0,4419.5498046875,171324
2024-05-22,4461.8359375,4499.60009765625,4523.10009765625,4307.89990234375,4347.7998046875,316321
2024-05-23,4561.740234375,4600.35009765625,4696.2998046875,4537.89990234375,4544.0498046875,196642
2024-05-24,4578.1513671875,4616.89990234375,4642.5,4577.75,4633.0,191791
2024-05-27,4549.9404296875,4588.4501953125,4745.0,4533.2998046875,4679.10009765625,190215
2024-05-28,4538.189453125,4576.60009765625,4631.14990234375,4504.2998046875,4609.0,217903
2024-05-29,4443.8876953125,4481.5,4650.0,4444.0498046875,4594.7001953125,85328
2024-05-30,4313.39208984375,4349.89990234375,4562.9501953125,4336.9501953125,4474.0498046875,84097
2024-05-31,4205.90185546875,4241.5,4392.2001953125,4183.75,4345.0,179901
2024-06-03,4471.55322265625,4509.39990234375,4563.9501953125,4300.0,4300.0,181239
2024-06-04,4211.05859375,4246.7001953125,4690.0,3786.199951171875,4549.60009765625,277413
2024-06-05,4109.66650390625,4144.4501953125,4253.9501953125,3816.0,4195.0,353492
2024-06-06,4235.154296875,4271.0,4360.60009765625,4110.0,4145.0498046875,95051
2024-06-07,4119.037109375,4153.89990234375,4300.39990234375,4143.0498046875,4300.0,118103
2024-06-10,4125.2841796875,4160.2001953125,4329.5,4135.0,4153.89990234375,109477
2024-06-11,4304.021484375,4340.4501953125,4457.10009765625,4173.2001953125,4173.2001953125,244416
2024-06-12,4367.13720703125,4404.10009765625,4500.0,4363.10009765625,4419.9501953125,127307
2024-06-13,4486.42724609375,4524.39990234375,4575.0,4415.0,4440.0,179422
2024-06-14,4785.099609375,4825.60009765625,4930.2001953125,4545.0498046875,4560.64990234375,335958
2024-06-18,4773.646484375,4814.0498046875,4951.0,4672.0498046875,4883.0,265509
2024-06-19,4619.55078125,4658.64990234375,4877.7001953125,4623.2001953125,4859.5498046875,259088
2024-06-20,4631.400390625,4670.60009765625,4690.9501953125,4623.14990234375,4635.60009765625,98771
2024-06-21,4678.0556640625,4717.64990234375,4820.0,4629.0,4705.14990234375,290646
2024-06-24,4613.89892578125,4652.9501953125,4799.0,4624.39990234375,4750.0,88546
2024-06-25,4718.810546875,4758.75,4816.5,4652.9501953125,4652.9501953125,278236
2024-06-26,4662.38818359375,4701.85009765625,4756.9501953125,4662.0,4755.0,100850
2024-06-27,4626.83935546875,4666.0,4838.7001953125,4637.60009765625,4744.75,183761
2024-06-28,4700.7138671875,4740.5,4797.0,4662.0498046875,4714.0,135237
2024-07-01,4571.55712890625,4610.25,4744.0,4580.0,4744.0,193654
2024-07-02,4646.91943359375,4686.25,4695.0,4617.5,4655.25,95801
2024-07-03,4626.2939453125,4665.4501953125,4747.0,4620.25,4681.9501953125,148478
2024-07-04,4638.193359375,4677.4501953125,4715.9501953125,4651.4501953125,4690.0,71811
2024-07-05,4552.56787109375,4591.10009765625,4687.4501953125,4532.0,4687.4501953125,127445
2024-07-08,4440.61572265625,4478.2001953125,4647.60009765625,4440.0,4571.5,192371
2024-07-09,4262.32421875,4298.39990234375,4527.64990234375,4270.0,4457.0,375754
2024-07-10,4124.6396484375,4159.5498046875,4345.7001953125,4132.9501953125,4326.35009765625,247505
2024-07-11,4108.82373046875,4143.60009765625,4285.0,4091.300048828125,4210.9501953125,269622
2024-07-12,3961.570068359375,3995.10009765625,4194.2998046875,3970.050048828125,4179.89990234375,378847
2024-07-15,3941.98583984375,3975.35009765625,4027.60009765625,3861.0,3945.5,614683
2024-07-16,4011.89404296875,4045.85009765625,4110.75,3995.10009765625,4016.949951171875,578033
2024-07-18,3945.010009765625,3978.39990234375,4170.0,3960.10009765625,4072.10009765625,374305
2024-07-19,3838.313232421875,3870.800048828125,4013.800048828125,3858.0,3991.0,193982
2024-07-22,3821.703857421875,3854.050048828125,3907.5,3820.0,3869.5,194169
2024-07-23,3863.5,3896.199951171875,3984.550048828125,3795.10009765625,3865.0,222073
2024-07-24,4091.66845703125,4126.2998046875,4166.7001953125,3956.60009765625,3956.60009765625,1007820
2024-07-25,4007.77880859375,4041.699951171875,4133.7998046875,4025.0,4130.0,174321
2024-07-26,4145.26513671875,4180.35009765625,4223.60009765625,4029.60009765625,4094.39990234375,143710
2024-07-29,4120.87158203125,4155.75,4245.9501953125,4111.14990234375,4200.0,59757
2024-07-30,4171.4931640625,4206.7998046875,4235.89990234375,4137.85009765625,4160.0,66677
2024-07-31,4231.53515625,4267.35009765625,4284.9501953125,4183.85009765625,4228.0,129313
2024-08-01,4128.705078125,4163.64990234375,4286.39990234375,4150.0498046875,4270.0,47415
2024-08-02,4010.4560546875,4044.39990234375,4128.35009765625,4030.0,4060.050048828125,178381
2024-08-05,3853.831787109375,3886.449951171875,3975.800048828125,3784.89990234375,3910.199951171875,279185
2024-08-06,3788.187255859375,3820.25,3965.949951171875,3790.0,3943.949951171875,120945
2024-08-07,3906.08935546875,3939.14990234375,3958.800048828125,3804.5,3940.0,122565
2024-08-08,3864.14453125,3896.85009765625,3950.0,3810.5,3940.0,88513
2024-08-09,3927.45849609375,3960.699951171875,3990.25,3872.60009765625,3937.64990234375,86095
2024-08-12,3992.706298828125,4026.5,4041.89990234375,3865.0,3950.0,101980
2024-08-13,3980.013671875,4013.699951171875,4033.949951171875,3905.0,3975.0,118113
2024-08-14,3922.401611328125,3955.60009765625,4014.0,3866.0,4014.0,105228
2024-08-16,3998.16015625,4032.0,4040.0,3931.14990234375,3960.0,52485
2024-08-19,3939.2587890625,3972.60009765625,4070.0,3947.550048828125,4057.949951171875,47875
2024-08-20,3930.33447265625,3963.60009765625,3993.949951171875,3928.0,3973.949951171875,73319
2024-08-21,4086.760498046875,4121.35009765625,4145.0,3935.050048828125,3975.0,196149
2024-08-22,4029.098388671875,4063.199951171875,4177.4501953125,4040.050048828125,4130.0,94988
2024-08-23,4065.88671875,4100.2998046875,4120.0,4035.0,4069.300048828125,61795
2024-08-26,3951.65380859375,3985.10009765625,4126.85009765625,3936.050048828125,4107.89990234375,104244
2024-08-27,3902.9658203125,3936.0,4027.449951171875,3927.0,4005.050048828125,58411
2024-08-28,3862.06201171875,3894.75,3953.0,3881.0,3942.0,60959
2024-08-29,3847.237548828125,3879.800048828125,3960.60009765625,3862.050048828125,3899.0,120665
2024-08-30,3908.568359375,3941.64990234375,4048.75,3886.0,3899.0,149297
2024-09-02,3835.487060546875,3867.949951171875,3975.64990234375,3843.0,3970.0,68912
2024-09-03,3809.5068359375,3841.75,3899.0,3830.0,3884.699951171875,47110
2024-09-04,3796.963134765625,3829.10009765625,3876.449951171875,3784.050048828125,3803.35009765625,70004
2024-09-05,3924.9794921875,3958.199951171875,3988.0,3834.89990234375,3846.949951171875,119280
2024-09-06,3832.462646484375,3864.89990234375,4049.0,3840.0,3978.0,64362
2024-09-09,3831.619873046875,3864.050048828125,3877.949951171875,3803.0,3865.949951171875,66880
2024-09-10,3817.439697265625,3849.75,3962.0,3825.0,3865.199951171875,63989
2024-09-11,3769.79296875,3801.699951171875,3885.699951171875,3790.0,3836.0,46116
2024-09-12,3827.0087890625,3859.39990234375,3880.0,3803.5,3803.5,26362
2024-09-13,3935.639404296875,3968.949951171875,3975.0,3851.0,3851.0,70704
2024-09-16,3890.96728515625,3923.89990234375,4040.0,3865.0,4030.0,76185
2024-09-17,3819.175048828125,3851.5,3949.0,3836.39990234375,3920.050048828125,61004
2024-09-18,3820.9599609375,3853.300048828125,3880.0,3752.800048828125,3851.5,95571
2024-09-19,3780.89892578125,3812.89990234375,3906.35009765625,3792.449951171875,3855.0,121302
2024-09-20,3788.68310546875,3820.75,3858.0,3799.39990234375,3815.0,75844
2024-09-23,3873.465576171875,3906.25,3922.0,3799.050048828125,3845.60009765625,63654
2024-09-24,3926.962646484375,3960.199951171875,3990.0,3919.85009765625,3919.89990234375,64583
2024-09-25,3878.3740234375,3911.199951171875,3993.300048828125,3879.0,3993.0,30106
2024-09-26,3825.37255859375,3857.75,3937.949951171875,3850.0,3925.0,42386
2024-09-27,3827.8515625,3860.25,3915.0,3830.0,3850.14990234375,49164
2024-09-30,3880.85302734375,3913.699951171875,3930.0,3832.10009765625,3892.85009765625,64883
2024-10-01,3897.90869140625,3930.89990234375,3946.0,3855.0,3861.10009765625,107955
2024-10-03,3853.88134765625,3886.5,3963.300048828125,3821.10009765625,3821.10009765625,84951
2024-10-04,3837.519775390625,3870.0,3917.10009765625,3812.800048828125,3885.0,110436
2024-10-07,3733.89697265625,3765.5,3898.0,3742.25,3870.0,75074
2024-10-08,3770.38818359375,3802.300048828125,3842.199951171875,3715.449951171875,3765.5,94358
2024-10-09,3826.215576171875,3858.60009765625,3899.0,3800.60009765625,3821.35009765625,71476
2024-10-10,3829.93408203125,3862.35009765625,3914.0,3827.800048828125,3870.0,59673
2024-10-11,3865.632080078125,3898.35009765625,3925.0,3746.10009765625,3860.0,108539
2024-10-14,4009.167236328125,4043.10009765625,4080.0,3898.35009765625,3900.0,130373
2024-10-15,3972.03125,4005.64990234375,4083.050048828125,3967.449951171875,4043.10009765625,93546
2024-10-16,4000.688720703125,4034.550048828125,4049.89990234375,3965.5,3998.949951171875,82743
2024-10-17,3976.791015625,4010.449951171875,4041.0,3950.0,4039.949951171875,56558
2024-10-18,3970.44482421875,4004.050048828125,4047.449951171875,3930.050048828125,3990.10009765625,51353
2024-10-21,3917.34423828125,3950.5,4052.25,3916.0,3994.0,47579
2024-10-22,3858.095703125,3890.75,3968.699951171875,3821.25,3930.0,85077
2024-10-23,3844.560302734375,3877.10009765625,3887.60009765625,3747.0,3825.10009765625,62013
2024-10-24,3665.9716796875,3697.0,3855.699951171875,3601.0,3810.0,229511
2024-10-25,3574.0498046875,3604.300048828125,3737.64990234375,3531.75,3702.0,116568
2024-10-28,3415.343017578125,3444.25,3625.0,3430.60009765625,3588.10009765625,188207
2024-10-29,3423.07763671875,3452.050048828125,3518.0,3434.35009765625,3479.949951171875,69135
2024-10-30,3440.777587890625,3469.89990234375,3532.60009765625,3445.550048828125,3462.14990234375,52146
2024-10-31,3407.06298828125,3435.89990234375,3476.699951171875,3405.89990234375,3471.25,76649
2024-11-01,3460.907470703125,3490.199951171875,3503.35009765625,3444.050048828125,3465.800048828125,5567
2024-11-04,3432.4482421875,3461.5,3501.0,3438.89990234375,3499.0,107963
2024-11-05,3414.053955078125,3442.949951171875,3488.10009765625,3385.0,3459.949951171875,173631
2024-11-06,3505.678466796875,3535.35009765625,3559.949951171875,3426.550048828125,3460.199951171875,59115
2024-11-07,3475.236083984375,3504.64990234375,3570.0,3500.050048828125,3539.0,25044
2024-11-08,3454.114990234375,3483.35009765625,3517.60009765625,3420.050048828125,3506.449951171875,46504
2024-11-11,3484.309326171875,3513.800048828125,3598.89990234375,3454.050048828125,3483.89990234375,76578
2024-11-12,3526.84912109375,3556.699951171875,3604.699951171875,3475.0,3500.0,60457
2024-11-13,3368.88623046875,3397.39990234375,3535.60009765625,3378.050048828125,3530.0,64281
2024-11-14,3395.262939453125,3424.0,3451.64990234375,3380.050048828125,3383.800048828125,83047
2024-11-18,3387.082275390625,3415.75,3448.64990234375,3325.0,3425.0,74849
2024-11-19,3386.437744140625,3415.10009765625,3478.0,3381.699951171875,3418.949951171875,50141
2024-11-21,3353.218994140625,3381.60009765625,3423.050048828125,3330.050048828125,3395.0,149868
2024-11-22,3371.365234375,3399.89990234375,3410.0,3380.199951171875,3405.0,33073
2024-11-25,3370.62158203125,3399.14990234375,3457.60009765625,3384.25,3427.0,267173
2024-11-26,3381.330810546875,3409.949951171875,3490.39990234375,3364.300048828125,3433.5,42299
2024-11-27,3465.220947265625,3494.550048828125,3569.800048828125,3403.949951171875,3421.64990234375,90008
2024-11-28,3522.486328125,3552.300048828125,3592.0,3485.550048828125,3500.0,81326
2024-11-29,3554.118408203125,3584.199951171875,3615.85009765625,3516.050048828125,3552.300048828125,54617
2024-12-02,3618.82080078125,3649.449951171875,3659.300048828125,3540.0,3576.550048828125,37267
2024-12-03,3583.718017578125,3614.050048828125,3690.0,3608.10009765625,3648.0,18342
2024-12-04,3573.603759765625,3603.85009765625,3636.14990234375,3585.0,3614.14990234375,16975
2024-12-05,3586.048095703125,3616.39990234375,3648.699951171875,3570.050048828125,3624.0,37911
2024-12-06,3576.97509765625,3607.25,3642.949951171875,3572.050048828125,3591.050048828125,59520
2024-12-09,3615.994873046875,3646.60009765625,3659.949951171875,3579.800048828125,3621.0,65965
2024-12-10,3605.88037109375,3636.39990234375,3780.0,3592.949951171875,3650.0,150266
2024-12-11,3631.56298828125,3662.300048828125,3685.64990234375,3611.0,3636.0,41472
2024-12-12,3619.01904296875,3649.64990234375,3689.89990234375,3571.25,3689.89990234375,90332
2024-12-13,3550.152099609375,3580.199951171875,3643.949951171875,3524.0,3630.0,46057
2024-12-16,3458.626708984375,3487.89990234375,3644.0,3478.0,3603.5,47557
2024-12-17,3343.7490234375,3372.050048828125,3516.699951171875,3356.5,3516.699951171875,96137
2024-12-18,3351.532958984375,3379.89990234375,3415.949951171875,3345.550048828125,3389.050048828125,71158
2024-12-19,3313.505126953125,3341.550048828125,3365.0,3306.050048828125,3346.0,30127
2024-12-20,3278.104736328125,3305.85009765625,3432.0,3276.050048828125,3376.199951171875,106837
2024-12-23,3286.731689453125,3314.550048828125,3347.85009765625,3276.0,3324.89990234375,50293
2024-12-24,3303.142822265625,3331.10009765625,3349.449951171875,3256.699951171875,3314.0,56031
2024-12-26,3383.066162109375,3411.699951171875,3499.0,3281.050048828125,3330.0,52387
2024-12-27,3414.69873046875,3443.60009765625,3504.0,3396.85009765625,3423.25,99879
2024-12-30,3367.498046875,3396.0,3448.35009765625,3377.0,3443.60009765625,32732
2024-12-31,3377.2158203125,3405.800048828125,3416.89990234375,3340.5,3388.89990234375,26364
2025-01-01,3428.9775390625,3458.0,3460.0,3398.050048828125,3401.300048828125,23861
2025-01-02,3437.05908203125,3466.14990234375,3487.699951171875,3432.050048828125,3460.0,18072
2025-01-03,3435.9189453125,3465.0,3515.89990234375,3461.050048828125,3490.0,25036
2025-01-06,3428.927978515625,3457.949951171875,3497.14990234375,3425.0,3477.0,75136
2025-01-07,3470.972412109375,3500.35009765625,3509.949951171875,3432.0,3432.0,32178
2025-01-08,3495.9111328125,3525.5,3533.699951171875,3460.64990234375,3500.0,37166
2025-01-09,3412.219482421875,3441.10009765625,3549.0,3418.25,3525.5,23558
2025-01-10,3295.25927734375,3323.14990234375,3438.699951171875,3315.0,3419.0,33150
2025-01-13,3158.864013671875,3185.60009765625,3337.35009765625,3166.0,3310.10009765625,55208
2025-01-14,3222.12841796875,3249.39990234375,3258.0,3165.0,3188.39990234375,33227
2025-01-15,3202.89111328125,3230.0,3277.449951171875,3209.0,3252.0,54665
2025-01-16,3254.454833984375,3282.0,3297.699951171875,3215.0,3230.0,180257
2025-01-17,3200.015625,3227.10009765625,3306.0,3211.0,3288.449951171875,15107
2025-01-20,3211.617431640625,3238.800048828125,3258.0,3195.050048828125,3237.800048828125,33253
2025-01-21,3234.572998046875,3261.949951171875,3279.949951171875,3197.550048828125,3210.0,70896
2025-01-22,3237.200927734375,3264.60009765625,3297.0,3207.0,3269.75,73776
2025-01-23,3313.901611328125,3341.949951171875,3379.0,3256.199951171875,3278.10009765625,42821
2025-01-24,3185.1416015625,3212.10009765625,3355.949951171875,3169.5,3304.050048828125,70169
2025-01-27,3119.99267578125,3146.39990234375,3196.64990234375,3005.85009765625,3170.0,130305
2025-01-28,3095.3017578125,3121.5,3138.699951171875,3027.89990234375,3099.199951171875,71956
2025-01-29,3150.03857421875,3176.699951171875,3235.0,3139.699951171875,3141.800048828125,20934
2025-01-30,3304.4814453125,3332.449951171875,3353.550048828125,3155.550048828125,3194.949951171875,45224
2025-01-31,3397.0478515625,3425.800048828125,3444.39990234375,3294.050048828125,3310.0,68237
2025-02-01,3401.06396484375,3429.85009765625,3448.0,3392.0,3425.0,20253
2025-02-03,3272.9482421875,3300.64990234375,3417.949951171875,3254.199951171875,3405.75,136687
2025-02-04,3292.185546875,3320.050048828125,3351.0,3271.199951171875,3328.0,25517
2025-02-05,3360.06103515625,3388.5,3415.800048828125,3298.199951171875,3348.25,28580
2025-02-06,3339.881591796875,3368.14990234375,3424.25,3318.199951171875,3417.300048828125,20547
2025-02-07,3251.579345703125,3279.10009765625,3400.0,3255.5,3390.050048828125,20128
2025-02-10,3206.857666015625,3234.0,3325.0,3210.0,3323.5,13963
2025-02-11,3069.371337890625,3095.35009765625,3221.300048828125,3051.0,3212.25,20218
2025-02-12,2996.388916015625,3021.75,3128.949951171875,2989.949951171875,3128.949951171875,32217
2025-02-13,2995.7939453125,3021.14990234375,3075.0,2975.60009765625,3011.0,22081
2025-02-14,2907.29296875,2931.89990234375,3046.85009765625,2890.0,3025.0,35300
2025-02-17,2917.40771484375,2942.10009765625,2998.949951171875,2832.050048828125,2897.0,34846
2025-02-18,3071.70166015625,3097.699951171875,3124.199951171875,2926.0,2980.0,96835
2025-02-19,3032.037353515625,3057.699951171875,3134.35009765625,2998.35009765625,3115.0,37142
2025-02-20,3094.657470703125,3120.85009765625,3163.050048828125,3060.949951171875,3060.949951171875,39940
2025-02-21,3171.705322265625,3198.550048828125,3209.550048828125,3089.10009765625,3141.14990234375,39292
2025-02-24,3064.809814453125,3090.75,3200.0,3051.550048828125,3192.050048828125,38730
2025-02-25,3087.914306640625,3114.050048828125,3167.5,3078.300048828125,3095.0,50455
2025-02-27,3051.125732421875,3076.949951171875,3168.699951171875,3037.25,3141.85009765625,37423
2025-02-28,3035.5576171875,3061.25,3189.0,3014.75,3086.300048828125,121617
2025-03-03,3061.33935546875,3087.25,3144.89990234375,2940.0,3065.0,51882
2025-03-04,3185.736328125,3212.699951171875,3345.0,3050.0,3050.0,531383
2025-03-05,3212.559326171875,3239.75,3296.0,3128.10009765625,3200.0,57138
2025-03-06,3225.3017578125,3252.60009765625,3278.0,3199.5,3215.050048828125,47510
2025-03-07,3247.414306640625,3274.89990234375,3322.0,3239.0,3253.699951171875,55078
2025-03-10,3251.380615234375,3278.89990234375,3291.64990234375,3215.199951171875,3273.050048828125,66877
2025-03-11,3210.3779296875,3237.550048828125,3267.300048828125,3167.199951171875,3267.300048828125,58121
2025-03-12,3280.980224609375,3308.75,3358.0,3242.449951171875,3258.60009765625,69831
2025-03-13,3319.45458984375,3347.550048828125,3360.0,3293.64990234375,3343.550048828125,31975
2025-03-17,3382.124267578125,3410.75,3442.0,3325.39990234375,3360.0,100545
2025-03-18,3382.124267578125,3410.75,3410.75,3410.75,3410.75,0
2025-03-19,3440.52978515625,3469.64990234375,3485.0,3375.199951171875,3376.0,62047
2025-03-20,3494.72119140625,3524.300048828125,3604.199951171875,3458.0,3492.0,134822
2025-03-21,3618.523193359375,3649.14990234375,3736.949951171875,3458.75,3540.0,116692
2025-03-24,3541.42578125,3571.39990234375,3655.75,3551.199951171875,3575.0,52732
2025-03-25,3464.08056640625,3493.39990234375,3599.0,3466.050048828125,3599.0,46838
2025-03-26,3475.236083984375,3504.64990234375,3599.89990234375,3490.0,3525.949951171875,50425
2025-03-27,3380.48828125,3409.10009765625,3537.60009765625,3362.39990234375,3521.699951171875,101909
2025-03-28,3348.0625,3376.39990234375,3460.0,3352.050048828125,3400.0,55051
2025-04-01,3227.036865234375,3254.35009765625,3403.949951171875,3202.35009765625,3376.0,172595
2025-04-02,3274.0390625,3301.75,3313.0,3241.699951171875,3289.60009765625,48940
2025-04-03,3259.66064453125,3287.25,3324.949951171875,3215.0,3215.0,28966
